drugbank_id	mcule_id
DB01013	MCULE-8866135651
DB01015	MCULE-1450176600
DB01016	MCULE-2351642942
DB01017	MCULE-1476296733
DB01019	MCULE-3425585639
DB01019	MCULE-4959115853
DB01020	MCULE-9603689070
DB01020	MCULE-9822410440
DB01023	MCULE-1154856901
DB01023	MCULE-1247765254
DB01023	MCULE-4186849928
DB01023	MCULE-8253440089
DB01024	MCULE-1286782468
DB01026	MCULE-2726394491
DB01029	MCULE-9617953373
DB01032	MCULE-8664946016
DB01033	MCULE-4811219863
DB01035	MCULE-2863739556
DB01035	MCULE-9726613752
DB01037	MCULE-2022038565
DB01037	MCULE-3188554308
DB01041	MCULE-6327754946
DB01042	MCULE-8007157187
DB01042	MCULE-9133289696
DB01044	MCULE-4557972261
DB01045	MCULE-8210589684
DB01047	MCULE-8687185486
DB01048	MCULE-1171822695
DB01049	MCULE-6572487779
DB01050	MCULE-5291883887
DB01050	MCULE-6401400613
DB01050	MCULE-9475454445
DB01051	MCULE-2350558007
DB01051	MCULE-6200351849
DB01051	MCULE-8626179110
DB01051	MCULE-9752754481
DB01053	MCULE-3899419884
DB01053	MCULE-6846784607
DB01054	MCULE-3680092622
DB01055	MCULE-2886907026
DB01058	MCULE-1638759858
DB01059	MCULE-1115657359
DB01060	MCULE-2071207718
DB01061	MCULE-1214137894
DB01061	MCULE-1684950378
DB01061	MCULE-2091962530
DB01061	MCULE-2342058265
DB01061	MCULE-4649546620
DB01061	MCULE-4928846663
DB01061	MCULE-6816309237
DB01061	MCULE-8324633768
DB01061	MCULE-9464098701
DB01064	MCULE-1456958404
DB01064	MCULE-6061231962
DB01065	MCULE-1497884152
DB01067	MCULE-5142805548
DB01069	MCULE-6615710182
DB01069	MCULE-8146430046
DB01071	MCULE-5957865651
DB01075	MCULE-3867814648
DB01075	MCULE-6260910826
DB01076	MCULE-2368532812
DB01076	MCULE-7757497895
DB01077	MCULE-3037955142
DB01078	MCULE-2646350158
DB01082	MCULE-8102374631
DB01082	MCULE-8464995680
DB01085	MCULE-2634151840
DB01085	MCULE-3540263793
DB01086	MCULE-6566052626
DB01087	MCULE-1557087031
DB01087	MCULE-4488548921
DB01092	MCULE-3852377544
DB01092	MCULE-7874559421
DB01093	MCULE-2005841258
DB01095	MCULE-1980201542
DB01097	MCULE-9490869974
DB01099	MCULE-7094058995
DB01100	MCULE-9624510567
DB01103	MCULE-3049117865
DB01103	MCULE-9567672915
DB01104	MCULE-1681469163
DB01104	MCULE-2823496048
DB01104	MCULE-4360779618
DB01104	MCULE-4657412776
DB01104	MCULE-5029290493
DB01104	MCULE-8177480737
DB01105	MCULE-1680734124
DB01105	MCULE-6656338642
DB01108	MCULE-8531625687
DB01110	MCULE-2106181573
DB01110	MCULE-7996605731
DB01112	MCULE-1480239493
DB01112	MCULE-6049861630
DB01113	MCULE-2677621965
DB01113	MCULE-9598291893
DB01114	MCULE-2363896855
DB01114	MCULE-4539366958
DB01114	MCULE-9543056649
DB01115	MCULE-7336870265
DB01117	MCULE-7318126574
DB01118	MCULE-1243290270
DB01118	MCULE-4156227717
DB01119	MCULE-5031397425
DB01120	MCULE-3608068500
DB01120	MCULE-6919138834
DB01120	MCULE-7236488013
DB01120	MCULE-7993816491
DB01123	MCULE-7040675519
DB01123	MCULE-9362278105
DB01124	MCULE-9720356859
DB01125	MCULE-6278934749
DB01126	MCULE-1602474627
DB01128	MCULE-1236485515
DB01129	MCULE-7848941080
DB01132	MCULE-1259842295
DB01132	MCULE-2346786634
DB01134	MCULE-5613497776
DB01134	MCULE-8140512979
DB01136	MCULE-4556099140
DB01136	MCULE-7944987271
DB01137	MCULE-5746531107
DB01138	MCULE-8521771467
DB01140	MCULE-6475996520
DB01140	MCULE-6662086355
DB01147	MCULE-3089347064
DB01147	MCULE-7556215634
DB01151	MCULE-1872169026
DB01151	MCULE-5904286906
DB01160	MCULE-7300085951
DB01162	MCULE-4030111564
DB01162	MCULE-4508839187
DB01164	MCULE-5396813937
DB01164	MCULE-7728164114
DB01165	MCULE-5746531107
DB01166	MCULE-8893820969
DB01167	MCULE-2446846552
DB01168	MCULE-2203793025
DB01168	MCULE-9065058360
DB01170	MCULE-1014284503
DB01170	MCULE-6728556467
DB01171	MCULE-5300106938
DB01172	MCULE-4595049157
DB01172	MCULE-9076051885
DB01172	MCULE-9729186272
DB01173	MCULE-1907411306
DB01173	MCULE-5864907407
DB01173	MCULE-7320950210
DB01175	MCULE-1202550254
DB01175	MCULE-2438768682
DB01175	MCULE-3600224873
DB01175	MCULE-5882770916
DB01175	MCULE-8566721168
DB01175	MCULE-9546560466
DB01178	MCULE-9476992128
DB01179	MCULE-7709153867
DB01179	MCULE-9617461427
DB01181	MCULE-1480299331
DB01182	MCULE-5193630487
DB01182	MCULE-8776872379
DB01183	MCULE-1335589007
DB01183	MCULE-2955848756
DB01183	MCULE-7328605584
DB01184	MCULE-4430288884
DB01191	MCULE-1052472012
DB01191	MCULE-9398907294
DB01195	MCULE-3327347453
DB01195	MCULE-5143785492
DB01197	MCULE-1716939647
DB01198	MCULE-3167182309
DB01198	MCULE-4232092935
DB01198	MCULE-4633960136
DB01198	MCULE-5099990703
DB01198	MCULE-8178167281
DB01203	MCULE-1462716025
DB01203	MCULE-3183224259
DB01203	MCULE-4103739855
DB01203	MCULE-4296145961
DB01203	MCULE-5292616757
DB01203	MCULE-5672229674
DB01203	MCULE-7844822334
DB01203	MCULE-9222556020
DB01204	MCULE-5513787065
DB01204	MCULE-8071515120
DB01205	MCULE-2830706565
DB01208	MCULE-1827276157
DB01208	MCULE-7133716601
DB01211	MCULE-1264166282
DB01211	MCULE-3791586119
DB01211	MCULE-7168853332
DB01212	MCULE-2156027091
DB01212	MCULE-2516588092
DB01212	MCULE-2815485673
DB01212	MCULE-3194345837
DB01213	MCULE-2732751720
DB01214	MCULE-4113586715
DB01216	MCULE-4762466053
DB01217	MCULE-3029589501
DB01219	MCULE-7128276389
DB01220	MCULE-1303528930
DB01222	MCULE-6766678736
DB01223	MCULE-4740333723
DB01223	MCULE-8236489917
DB01231	MCULE-2100126557
DB01231	MCULE-4932461593
DB01233	MCULE-8566255889
DB01234	MCULE-4773827191
DB01234	MCULE-8449904782
DB01235	MCULE-2909167188
DB01235	MCULE-4743781842
DB01235	MCULE-6834245595
DB01235	MCULE-8112075430
DB01238	MCULE-4329329262
DB01239	MCULE-7221241811
DB01241	MCULE-4563546953
DB01242	MCULE-6443168248
DB01242	MCULE-6495409435
DB01243	MCULE-3987057340
DB01248	MCULE-1930158681
DB01248	MCULE-5751666036
DB01251	MCULE-6775445815
DB01261	MCULE-2101761133
DB01265	MCULE-1182948789
DB01265	MCULE-2001787486
DB01265	MCULE-2349746311
DB01265	MCULE-3214041035
DB01265	MCULE-3606109379
DB01265	MCULE-5223356651
DB01265	MCULE-6384296929
DB01265	MCULE-7222676614
DB01265	MCULE-7680226016
DB01268	MCULE-8640822338
DB01275	MCULE-9226495081
DB01275	MCULE-9301781478
DB01283	MCULE-3735047846
DB01294	MCULE-6945109653
DB01294	MCULE-8407868694
DB01294	MCULE-9788063146
DB01295	MCULE-7175219626
DB01296	MCULE-2592797117
DB01296	MCULE-7966665471
DB01296	MCULE-8889939994
DB01296	MCULE-9890197257
DB01297	MCULE-5192518606
DB01297	MCULE-7992924679
DB01299	MCULE-4025355907
DB01303	MCULE-7712564949
DB01326	MCULE-1930936987
DB01326	MCULE-2557949613
DB01326	MCULE-3558267628
DB01326	MCULE-3860535079
DB01326	MCULE-5227344950
DB01326	MCULE-5381549934
DB01326	MCULE-6028016501
DB01326	MCULE-6331012985
DB01326	MCULE-7956082186
DB01327	MCULE-1819581085
DB01327	MCULE-2075772357
DB01327	MCULE-3206261439
DB01327	MCULE-4773978948
DB01327	MCULE-6391244021
DB01327	MCULE-8496423925
DB01327	MCULE-9221385153
DB01327	MCULE-9663871826
DB01329	MCULE-2485494583
DB01329	MCULE-9825828256
DB01337	MCULE-9073242213
DB01337	MCULE-9845613461
DB01339	MCULE-4520566918
DB01339	MCULE-6555070159
DB01339	MCULE-7004468628
DB01339	MCULE-7428266389
DB01346	MCULE-1532027186
DB01346	MCULE-3072325944
DB01351	MCULE-7618268511
DB01351	MCULE-9367915801
DB01352	MCULE-8984462639
DB01353	MCULE-8998219052
DB01355	MCULE-5461267653
DB01355	MCULE-5992814246
DB01355	MCULE-6033678033
DB01356	MCULE-6872461833
DB01357	MCULE-3756355781
DB01357	MCULE-6161762887
DB01364	MCULE-5756045923
DB01364	MCULE-9256165953
DB01364	MCULE-9848295327
DB01366	MCULE-2273933576
DB01366	MCULE-4039706626
DB01367	MCULE-8317750203
DB01367	MCULE-9216644373
DB01375	MCULE-2415764032
DB01375	MCULE-9788063146
DB01378	MCULE-3504782871
DB01380	MCULE-8390750975
DB01390	MCULE-3743781291
DB01390	MCULE-3833394421
DB01392	MCULE-1043513122
DB01392	MCULE-4460720994
DB01392	MCULE-4993391700
DB01392	MCULE-5347702387
DB01392	MCULE-5669485049
DB01392	MCULE-8740794380
DB01394	MCULE-1568647156
DB01394	MCULE-7902106432
DB01396	MCULE-9783596421
DB01397	MCULE-3504782871
DB01397	MCULE-8407868694
DB01398	MCULE-3833394421
DB01398	MCULE-8407868694
DB01399	MCULE-7200376848
DB01400	MCULE-3501840981
DB01400	MCULE-9726153183
DB01401	MCULE-3504782871
DB01401	MCULE-7712564949
DB01401	MCULE-8407868694
DB01406	MCULE-4068655485
DB01406	MCULE-5533294331
DB01408	MCULE-5915665286
DB01408	MCULE-6324373983
DB01410	MCULE-8805757261
DB01412	MCULE-3914097400
DB01418	MCULE-6023926157
DB01418	MCULE-8509992526
DB01418	MCULE-9444487158
DB01420	MCULE-5488659453
DB01420	MCULE-8627319345
DB01421	MCULE-1528618434
DB01421	MCULE-2666011467
DB01421	MCULE-5643728618
DB01422	MCULE-8622459990
DB01424	MCULE-1554715918
DB01426	MCULE-5763587222
DB01427	MCULE-2781267039
DB01428	MCULE-2222013605
DB01431	MCULE-5010058438
DB01435	MCULE-9945022433
DB01438	MCULE-1193471524
DB01438	MCULE-2762400178
DB01446	MCULE-6417482430
DB01446	MCULE-6948366681
DB01461	MCULE-4487545711
DB01473	MCULE-1052845766
DB01473	MCULE-7919657032
DB01477	MCULE-3167742189
DB01477	MCULE-6124492894
DB01477	MCULE-8292232115
DB01482	MCULE-7728164114
DB01483	MCULE-2107172999
DB01483	MCULE-8944643237
DB01494	MCULE-8745470661
DB01495	MCULE-9945022433
DB01506	MCULE-2724384522
DB01511	MCULE-8414231364
DB01521	MCULE-6805519453
DB01527	MCULE-1105703919
DB01527	MCULE-5051184222
DB01530	MCULE-5056598626
DB01530	MCULE-6366002920
DB01536	MCULE-7384114075
DB01536	MCULE-8902385122
DB01539	MCULE-8029620038
DB01546	MCULE-8710039661
DB01560	MCULE-2018513771
DB01578	MCULE-2362596754
DB01581	MCULE-7699685177
DB01582	MCULE-7831442410
DB01583	MCULE-3833394421
DB01583	MCULE-5870225988
DB01583	MCULE-8611691549
DB01586	MCULE-3421183878
DB01586	MCULE-4374611501
DB01591	MCULE-5889111640
DB01595	MCULE-3394241963
DB01599	MCULE-4445301513
DB01606	MCULE-2051850634
DB01606	MCULE-9859384324
DB01611	MCULE-4122662001
DB01611	MCULE-6282304706
DB01612	MCULE-8065075083
DB01616	MCULE-3553088186
DB01616	MCULE-5221384643
DB01618	MCULE-4631580563
DB01620	MCULE-1277462752
DB01620	MCULE-1937757973
DB01620	MCULE-7152203152
DB01623	MCULE-3767554365
DB01626	MCULE-3540521287
DB01627	MCULE-1025450841
DB01627	MCULE-4469383599
DB01627	MCULE-4676929559
DB01629	MCULE-1630075535
DB01635	MCULE-3628976485
DB01635	MCULE-9763318604
DB01636	MCULE-3163788266
DB01638	MCULE-5520163874
DB01638	MCULE-8905907565
DB01642	MCULE-2996950876
DB01642	MCULE-9257991017
DB01645	MCULE-4857649752
DB01646	MCULE-6118079123
DB01646	MCULE-8710138272
DB01646	MCULE-9459431743
DB01650	MCULE-5451854573
DB01650	MCULE-7485332494
DB01667	MCULE-1863790805
DB01670	MCULE-7327042566
DB01671	MCULE-7569539735
DB01671	MCULE-9788063146
DB01672	MCULE-5691151631
DB01676	MCULE-8164226079
DB01677	MCULE-1113222985
DB01677	MCULE-3549142744
DB01677	MCULE-6787180735
DB01677	MCULE-9920754312
DB01681	MCULE-6439528085
DB01687	MCULE-2333127533
DB01687	MCULE-5999084403
DB01688	MCULE-2287247927
DB01694	MCULE-1568229930
DB01694	MCULE-3643444072
DB01694	MCULE-3867000095
DB01694	MCULE-4223142955
DB01694	MCULE-5996388251
DB01696	MCULE-3320087210
DB01698	MCULE-2009534898
DB01698	MCULE-2822231485
DB01698	MCULE-3630786289
DB01702	MCULE-3883489471
DB01711	MCULE-1997598971
DB01714	MCULE-5703952072
DB01714	MCULE-8267439974
DB01722	MCULE-6974188032
DB01726	MCULE-6540487907
DB01726	MCULE-7578442073
DB01727	MCULE-1207186330
DB01727	MCULE-3358127861
DB01731	MCULE-4300468075
DB01731	MCULE-6250251382
DB01731	MCULE-7301114623
DB01739	MCULE-9861955295
DB01744	MCULE-2476865084
DB01744	MCULE-8091672466
DB01744	MCULE-8475137009
DB01746	MCULE-3041792060
DB01746	MCULE-4930237913
DB01746	MCULE-7657212416
DB01747	MCULE-3117305964
DB01748	MCULE-1382374853
DB01749	MCULE-7572196731
DB01750	MCULE-1244884723
DB01754	MCULE-9764081967
DB01759	MCULE-1079267668
DB01776	MCULE-6836106503
DB01782	MCULE-7820194475
DB01783	MCULE-3265382460
DB01784	MCULE-2193145202
DB01786	MCULE-4751903561
DB01786	MCULE-4916719758
DB01786	MCULE-9756365751
DB01794	MCULE-3504782871
DB01795	MCULE-4283108011
DB01796	MCULE-7041185901
DB01819	MCULE-3602390360
DB01828	MCULE-1379281060
DB01833	MCULE-4434498846
DB01833	MCULE-8379182275
DB01839	MCULE-4464598400
DB01839	MCULE-5574440784
DB01839	MCULE-6582852191
DB01844	MCULE-6290117712
DB01847	MCULE-1578246756
DB01847	MCULE-8905457274
DB01849	MCULE-8986910982
DB01851	MCULE-1347359473
DB01854	MCULE-6893802010
DB01856	MCULE-9618389016
DB01862	MCULE-8478921699
DB01874	MCULE-2798394676
DB01874	MCULE-5387475395
DB01874	MCULE-6630123609
DB01878	MCULE-7496069620
DB01880	MCULE-2069871168
DB01880	MCULE-7843599914
DB01884	MCULE-4089760641
DB01885	MCULE-7110178584
DB01885	MCULE-8968794764
DB01885	MCULE-9821020615
DB01890	MCULE-1590655725
DB01900	MCULE-4817136027
DB01904	MCULE-9129572486
DB01912	MCULE-7869708671
DB01917	MCULE-3098044935
DB01919	MCULE-4736782822
DB01920	MCULE-7291555260
DB01920	MCULE-8375112192
DB01924	MCULE-6084710046
DB01927	MCULE-4663973266
DB01936	MCULE-6940372378
DB01938	MCULE-6394983175
DB01942	MCULE-7175589186
DB01953	MCULE-4657429599
DB01955	MCULE-2010022287
DB01956	MCULE-6041857208
DB01957	MCULE-4606705291
DB01971	MCULE-7002606160
DB01972	MCULE-4942939208
DB01976	MCULE-3216119187
DB01979	MCULE-2996950876
DB01979	MCULE-9257991017
DB01982	MCULE-7930313634
DB01985	MCULE-6341483502
DB01986	MCULE-7165962283
DB01996	MCULE-7651055603
DB02000	MCULE-6322732346
DB02003	MCULE-8524562351
DB02020	MCULE-3512139734
DB02020	MCULE-4425847965
DB02021	MCULE-1034166283
DB02021	MCULE-2910701543
DB02021	MCULE-5139375035
DB02021	MCULE-7536379884
DB02021	MCULE-9963612530
DB02022	MCULE-7050395274
DB02024	MCULE-1670073750
DB02029	MCULE-2142424658
DB02032	MCULE-1716939647
DB02036	MCULE-4667565829
DB02037	MCULE-8219155230
DB02037	MCULE-9048194671
DB02045	MCULE-6547961798
DB02054	MCULE-8263489676
DB02054	MCULE-9535213423
DB02055	MCULE-9258708920
DB02060	MCULE-5664385838
DB02061	MCULE-2333127533
DB02061	MCULE-5999084403
DB02068	MCULE-3920398524
DB02068	MCULE-4971679857
DB02074	MCULE-7970410217
DB02078	MCULE-9670046114
DB02083	MCULE-2303978039
DB02083	MCULE-3368936600
DB02085	MCULE-8718774934
DB02085	MCULE-8788149299
DB02087	MCULE-4003409613
DB02095	MCULE-2273580482
DB02097	MCULE-1440805673
DB02097	MCULE-3044641322
DB02097	MCULE-3945147956
DB02100	MCULE-2996950876
DB02100	MCULE-9257991017
DB02101	MCULE-1034166283
DB02101	MCULE-2910701543
DB02101	MCULE-5139375035
DB02101	MCULE-7536379884
DB02101	MCULE-9963612530
DB02105	MCULE-2217464591
DB02107	MCULE-5992377656
DB02113	MCULE-9334168383
DB02114	MCULE-2931681430
DB02121	MCULE-2712067671
DB02126	MCULE-8546356772
DB02129	MCULE-8091289320
DB02130	MCULE-2100634717
DB02130	MCULE-2667517874
DB02134	MCULE-6687728468
DB02138	MCULE-4843386706
DB02145	MCULE-1571156443
DB02153	MCULE-5293441756
DB02153	MCULE-7783679200
DB02159	MCULE-4464598400
DB02159	MCULE-5574440784
DB02159	MCULE-6582852191
DB02163	MCULE-6517901524
DB02165	MCULE-6561885094
DB02165	MCULE-9788063146
DB02167	MCULE-1371350024
DB02167	MCULE-6789128261
DB02174	MCULE-1418655814
DB02174	MCULE-7870225738
DB02174	MCULE-8718820108
DB02175	MCULE-5893043131
DB02176	MCULE-8295936189
DB02178	MCULE-3725701027
DB02192	MCULE-8439044075
DB02198	MCULE-1503716137
DB02201	MCULE-5893043131
DB02203	MCULE-7494613383
DB02215	MCULE-1814612888
DB02215	MCULE-5544974362
DB02215	MCULE-6100840153
DB02216	MCULE-7668628251
DB02224	MCULE-2394173874
DB02224	MCULE-2692728789
DB02224	MCULE-3125649015
DB02224	MCULE-4254870575
DB02224	MCULE-4871721304
DB02224	MCULE-6492663627
DB02232	MCULE-9007211544
DB02235	MCULE-1424242968
DB02235	MCULE-2810141962
DB02239	MCULE-1392778065
DB02242	MCULE-6857024600
DB02249	MCULE-4311513289
DB02256	MCULE-1366297741
DB02256	MCULE-2008611648
DB02256	MCULE-4086660380
DB02256	MCULE-7300573159
DB02256	MCULE-8416854759
DB02256	MCULE-8621978493
DB02256	MCULE-8742018477
DB02256	MCULE-8951246419
DB02256	MCULE-9715340545
DB02262	MCULE-1013719295
DB02266	MCULE-8606118307
DB02280	MCULE-3206518139
DB02280	MCULE-7845432123
DB02296	MCULE-7411270401
DB02297	MCULE-4760639905
DB02327	MCULE-7605038595
DB02335	MCULE-8661435859
DB02335	MCULE-9984008966
DB02352	MCULE-1376535850
DB02362	MCULE-3535374816
DB02365	MCULE-2911225521
DB02372	MCULE-3866178608
DB02373	MCULE-9788063146
DB02379	MCULE-3577973754
DB02379	MCULE-3846926665
DB02379	MCULE-4260589665
DB02385	MCULE-4858540073
DB02386	MCULE-4918362929
DB02387	MCULE-1870924489
DB02399	MCULE-2198142963
DB02403	MCULE-8877890819
DB02406	MCULE-2333640078
DB02415	MCULE-7963242650
DB02417	MCULE-9995204022
DB02419	MCULE-9475430431
DB02428	MCULE-3726057149
DB02434	MCULE-2208395467
DB02435	MCULE-3156148976
DB02435	MCULE-8108260457
DB02453	MCULE-2330830088
DB02453	MCULE-9788063146
DB02464	MCULE-6894874255
DB02467	MCULE-1424242968
DB02467	MCULE-2810141962
DB02481	MCULE-4418545200
DB02489	MCULE-9120105382
DB02507	MCULE-1618253893
DB02507	MCULE-2794487450
DB02509	MCULE-2737198453
DB02513	MCULE-1453057719
DB02517	MCULE-4203507491
DB02517	MCULE-9447720868
DB02518	MCULE-6844686208
DB02530	MCULE-7613134021
DB02531	MCULE-7783770647
DB02533	MCULE-8251830457
DB02534	MCULE-3496703080
DB02546	MCULE-4234367506
DB02556	MCULE-4249753593
DB02556	MCULE-4509365715
DB02556	MCULE-5960921520
DB02576	MCULE-6406041538
DB02576	MCULE-8212000072
DB02579	MCULE-9352227082
DB02586	MCULE-9044703444
DB02594	MCULE-2040549804
DB02594	MCULE-2348392766
DB02594	MCULE-5684041525
DB02600	MCULE-4540641587
DB02600	MCULE-9349996802
DB02601	MCULE-3619505381
DB02601	MCULE-3842441492
DB02601	MCULE-5835109660
DB02601	MCULE-7930915902
DB02606	MCULE-5005120003
DB02606	MCULE-6063716138
DB02606	MCULE-6785232833
DB02624	MCULE-1366805966
DB02624	MCULE-4434379753
DB02624	MCULE-7924572479
DB02624	MCULE-8903471982
DB02632	MCULE-5715445270
DB02632	MCULE-8546889794
DB02637	MCULE-6059222019
DB02639	MCULE-7057545401
DB02639	MCULE-8594626942
DB02639	MCULE-9810764924
DB02648	MCULE-6432281267
DB02649	MCULE-1168254626
DB02655	MCULE-3710241722
DB02655	MCULE-7899824165
DB02655	MCULE-8102700760
DB02655	MCULE-9328817309
DB02659	MCULE-7032345049
DB02659	MCULE-9639307076
DB02665	MCULE-4252215835
DB02665	MCULE-7015811838
DB02665	MCULE-7453146081
DB02671	MCULE-1857627459
DB02678	MCULE-2592797117
DB02678	MCULE-7966665471
DB02678	MCULE-8889939994
DB02678	MCULE-9890197257
DB02679	MCULE-9026610515
DB02680	MCULE-7187890602
DB02685	MCULE-1997175050
DB02691	MCULE-2417731672
DB02691	MCULE-6228555987
DB02691	MCULE-7589543839
DB02691	MCULE-7956718357
DB02697	MCULE-1312472877
DB02701	MCULE-3532732201
DB02703	MCULE-4654267035
DB02709	MCULE-4334386251
DB02713	MCULE-5811325186
DB02724	MCULE-3117305964
DB02728	MCULE-2026200016
DB02731	MCULE-7569539735
DB02731	MCULE-8297385152
DB02736	MCULE-9280264861
DB02740	MCULE-1997278353
DB02740	MCULE-4353856647
DB02743	MCULE-2333127533
DB02743	MCULE-5999084403
DB02745	MCULE-1820666412
DB02745	MCULE-2717136969
DB02745	MCULE-5010490355
DB02745	MCULE-6302309519
DB02745	MCULE-6437911870
DB02745	MCULE-7064493694
DB02745	MCULE-7324992333
DB02745	MCULE-8665263041
DB02745	MCULE-8669087971
DB02745	MCULE-8811658333
DB02746	MCULE-4747891013
DB02749	MCULE-5755495845
DB02750	MCULE-1666411258
DB02750	MCULE-1896679526
DB02750	MCULE-6337217524
DB02750	MCULE-7569539735
DB02750	MCULE-9147562606
DB02751	MCULE-8327589872
DB02752	MCULE-4448198256
DB02752	MCULE-5376820896
DB02752	MCULE-8557454508
DB02756	MCULE-8915753782
DB02757	MCULE-9342475145
DB02758	MCULE-4395981703
DB02764	MCULE-3465692202
DB02771	MCULE-3947157412
DB02772	MCULE-2194139384
DB02773	MCULE-5882985924
DB02774	MCULE-5166824786
DB02789	MCULE-4006235073
DB02789	MCULE-4269813571
DB02795	MCULE-7627915900
DB02797	MCULE-5274072826
DB02810	MCULE-7776883622
DB02815	MCULE-7457676330
DB02826	MCULE-6071426098
DB02831	MCULE-5726619687
DB02839	MCULE-8411449236
DB02840	MCULE-4278634213
DB02846	MCULE-3895380806
DB02846	MCULE-4243406881
DB02846	MCULE-6095527710
DB02846	MCULE-9117444908
DB02846	MCULE-9622331370
DB02853	MCULE-1020921088
DB02853	MCULE-2229401513
DB02853	MCULE-5856142508
DB02857	MCULE-2959607047
DB02857	MCULE-3042690743
DB02857	MCULE-4083466647
DB02857	MCULE-4525614778
DB02857	MCULE-4775367600
DB02857	MCULE-7026422957
DB02857	MCULE-8920416237
DB02857	MCULE-9419340051
DB02857	MCULE-9538702524
DB02857	MCULE-9684830719
DB02866	MCULE-1746506276
DB02893	MCULE-3383932641
DB02893	MCULE-5626142345
DB02893	MCULE-7228063662
DB02893	MCULE-9944164883
DB02901	MCULE-4205911962
DB02901	MCULE-5987413622
DB02909	MCULE-3645645684
DB02909	MCULE-9861309503
DB02920	MCULE-6561885094
DB02932	MCULE-1236485515
DB02935	MCULE-8598811835
DB02938	MCULE-1489137568
DB02945	MCULE-7930313634
DB02952	MCULE-4254251799
DB02959	MCULE-1328548007
DB02959	MCULE-6151371009
DB02959	MCULE-6968549091
DB02959	MCULE-7974218863
DB02961	MCULE-6097578080
DB02967	MCULE-9216989340
DB02969	MCULE-7651382617
DB02972	MCULE-8389841254
DB02995	MCULE-7654331405
DB03002	MCULE-3055280208
DB03018	MCULE-3181938394
DB03029	MCULE-2208963094
DB03034	MCULE-5746531107
DB03040	MCULE-5696288379
DB03048	MCULE-1559244599
DB03051	MCULE-5387481824
DB03052	MCULE-3152268341
DB03052	MCULE-4707044587
DB03056	MCULE-6651330610
DB03058	MCULE-3846662405
DB03066	MCULE-5387110670
DB03066	MCULE-8864689875
DB03073	MCULE-4624060050
DB03085	MCULE-9792551388
DB03087	MCULE-4481327190
DB03088	MCULE-4175874303
DB03088	MCULE-4204877494
DB03089	MCULE-3710241722
DB03089	MCULE-7899824165
DB03089	MCULE-8102700760
DB03089	MCULE-9328817309
DB03095	MCULE-8798436210
DB03096	MCULE-2887166131
DB03107	MCULE-1344289084
DB03109	MCULE-3769808111
DB03110	MCULE-3004295061
DB03119	MCULE-4643148765
DB03120	MCULE-1176533515
DB03125	MCULE-6670904388
DB03127	MCULE-1587481203
DB03127	MCULE-3828251614
DB03132	MCULE-5558773474
DB03138	MCULE-1858636187
DB03140	MCULE-9853890632
DB03142	MCULE-6940372378
DB03143	MCULE-4020281400
DB03149	MCULE-4230256436
DB03156	MCULE-7930313634
DB03166	MCULE-8295936189
DB03175	MCULE-6252105126
DB03177	MCULE-9032121446
DB03180	MCULE-2184852546
DB03193	MCULE-5127577640
DB03201	MCULE-1666411258
DB03201	MCULE-1896679526
DB03201	MCULE-6337217524
DB03201	MCULE-9147562606
DB03209	MCULE-4740244915
DB03209	MCULE-6395275914
DB03210	MCULE-5126543796
DB03226	MCULE-5503592317
DB03238	MCULE-2139242004
DB03243	MCULE-1284662768
DB03243	MCULE-7721713397
DB03246	MCULE-6940372378
DB03252	MCULE-1814780282
DB03252	MCULE-3226089160
DB03252	MCULE-6537319758
DB03252	MCULE-7646209988
DB03253	MCULE-5505144820
DB03253	MCULE-7325312327
DB03255	MCULE-9943948107
DB03256	MCULE-5270742619
DB03260	MCULE-3766020930
DB03266	MCULE-6802048757
DB03270	MCULE-4194664069
DB03278	MCULE-9009953851
DB03283	MCULE-2639086971
DB03283	MCULE-2813685693
DB03283	MCULE-2970134024
DB03283	MCULE-3786615821
DB03283	MCULE-5232225691
DB03283	MCULE-5873973591
DB03283	MCULE-7773504154
DB03283	MCULE-8022241440
DB03283	MCULE-8713847175
DB03283	MCULE-9086198168
DB03298	MCULE-2929032873
DB03309	MCULE-1130417163
DB03310	MCULE-2996449929
DB03310	MCULE-3422431705
DB03310	MCULE-4881876903
DB03314	MCULE-6908956290
DB03316	MCULE-5088019198
DB03320	MCULE-1867799207
DB03320	MCULE-4853376364
DB03320	MCULE-9197553017
DB03322	MCULE-6124856976
DB03322	MCULE-7804628650
DB03323	MCULE-2333127533
DB03323	MCULE-5999084403
DB03329	MCULE-7596777399
DB03346	MCULE-3360018846
DB03357	MCULE-3206518139
DB03357	MCULE-7845432123
DB03360	MCULE-9022800854
DB03364	MCULE-8995512478
DB03374	MCULE-1965639885
DB03374	MCULE-2428039618
DB03374	MCULE-3219127934
DB03379	MCULE-5647723204
DB03389	MCULE-2748557639
DB03389	MCULE-3308600336
DB03389	MCULE-3863845368
DB03389	MCULE-5117456353
DB03389	MCULE-5867688200
DB03389	MCULE-6170420366
DB03389	MCULE-9012637888
DB03389	MCULE-9608505112
DB03389	MCULE-9731791240
DB03400	MCULE-3130199239
DB03409	MCULE-7004970623
DB03419	MCULE-1147953020
DB03422	MCULE-3576531022
DB03422	MCULE-6783174927
DB03432	MCULE-5638884438
DB03434	MCULE-9768701257
DB03440	MCULE-1871722116
DB03454	MCULE-5410704360
DB03462	MCULE-6356243926
DB03463	MCULE-3769448716
