drugbank_id	mcule_id
DB03467	MCULE-5489217450
DB03467	MCULE-5852778653
DB03485	MCULE-2639086971
DB03485	MCULE-2813685693
DB03485	MCULE-2970134024
DB03485	MCULE-3786615821
DB03485	MCULE-5232225691
DB03485	MCULE-5873973591
DB03485	MCULE-7773504154
DB03485	MCULE-8022241440
DB03485	MCULE-8713847175
DB03485	MCULE-9086198168
DB03492	MCULE-8524562351
DB03499	MCULE-2239273084
DB03499	MCULE-4984266891
DB03499	MCULE-5852208511
DB03499	MCULE-8865188741
DB03499	MCULE-9924961830
DB03511	MCULE-7930313634
DB03512	MCULE-9788063146
DB03514	MCULE-4834642824
DB03519	MCULE-4690406880
DB03519	MCULE-5263067403
DB03528	MCULE-2748108750
DB03528	MCULE-4219451083
DB03528	MCULE-4739150481
DB03528	MCULE-5682876196
DB03528	MCULE-5882466362
DB03528	MCULE-6268373280
DB03528	MCULE-7071766082
DB03528	MCULE-7671875172
DB03528	MCULE-7821885333
DB03528	MCULE-9546992456
DB03540	MCULE-2467634489
DB03552	MCULE-1870924489
DB03553	MCULE-4286022994
DB03554	MCULE-9099154084
DB03560	MCULE-3788300475
DB03561	MCULE-3136361765
DB03563	MCULE-7442374993
DB03567	MCULE-3769808111
DB03568	MCULE-4116382006
DB03574	MCULE-3117305964
DB03577	MCULE-8189040394
DB03588	MCULE-3885159333
DB03588	MCULE-9688268540
DB03590	MCULE-5199298661
DB03590	MCULE-7900876168
DB03600	MCULE-3914949169
DB03601	MCULE-5306878717
DB03610	MCULE-3925033033
DB03619	MCULE-2553099876
DB03619	MCULE-3393759799
DB03635	MCULE-4408374633
DB03636	MCULE-1048848056
DB03636	MCULE-2174395809
DB03640	MCULE-9532787420
DB03644	MCULE-1178445402
DB03650	MCULE-3478433468
DB03651	MCULE-8917344355
DB03652	MCULE-7930313634
DB03659	MCULE-4233278050
DB03661	MCULE-3360025136
DB03669	MCULE-7177685997
DB03671	MCULE-5993142660
DB03673	MCULE-3785172886
DB03673	MCULE-8908733986
DB03674	MCULE-7569539735
DB03681	MCULE-7728164114
DB03694	MCULE-6207378439
DB03696	MCULE-6692951185
DB03700	MCULE-1563595722
DB03700	MCULE-9284411012
DB03700	MCULE-9531951265
DB03703	MCULE-8217921343
DB03709	MCULE-4763691774
DB03715	MCULE-1292711626
DB03719	MCULE-6160962792
DB03728	MCULE-2882010588
DB03733	MCULE-3493741440
DB03740	MCULE-3769808111
DB03741	MCULE-5615925204
DB03741	MCULE-6581991788
DB03750	MCULE-5805071360
DB03754	MCULE-7300085951
DB03765	MCULE-7837147222
DB03766	MCULE-2199051150
DB03773	MCULE-2639086971
DB03773	MCULE-2813685693
DB03773	MCULE-2970134024
DB03773	MCULE-3786615821
DB03773	MCULE-5232225691
DB03773	MCULE-5873973591
DB03773	MCULE-7773504154
DB03773	MCULE-8022241440
DB03773	MCULE-8713847175
DB03773	MCULE-9086198168
DB03775	MCULE-9561288488
DB03780	MCULE-8431522974
DB03783	MCULE-2069106916
DB03789	MCULE-6619799827
DB03790	MCULE-3558725435
DB03790	MCULE-8107053430
DB03792	MCULE-8766220931
DB03793	MCULE-4467353796
DB03796	MCULE-1361949901
DB03814	MCULE-2780053976
DB03815	MCULE-2198142963
DB03817	MCULE-1239764966
DB03817	MCULE-7713366571
DB03819	MCULE-1133383897
DB03825	MCULE-3872208936
DB03825	MCULE-8112735068
DB03825	MCULE-8855844149
DB03826	MCULE-2307916634
DB03826	MCULE-6597707044
DB03826	MCULE-8340517997
DB03839	MCULE-1694199256
DB03839	MCULE-2932088896
DB03839	MCULE-7719741497
DB03839	MCULE-8059108702
DB03840	MCULE-9788063146
DB03843	MCULE-1476806907
DB03854	MCULE-3785554987
DB03856	MCULE-9516392560
DB03867	MCULE-1500027319
DB03871	MCULE-8524562351
DB03882	MCULE-5056598626
DB03882	MCULE-6366002920
DB03884	MCULE-9935480822
DB03894	MCULE-8317750203
DB03894	MCULE-9216644373
DB03897	MCULE-6058509896
DB03900	MCULE-2451492095
DB03902	MCULE-6647815245
DB03904	MCULE-8513891094
DB03911	MCULE-2748557639
DB03911	MCULE-3308600336
DB03911	MCULE-3863845368
DB03911	MCULE-5117456353
DB03911	MCULE-5867688200
DB03911	MCULE-6170420366
DB03911	MCULE-9012637888
DB03911	MCULE-9608505112
DB03911	MCULE-9731791240
DB03924	MCULE-9729305855
DB03926	MCULE-5056598626
DB03926	MCULE-6366002920
DB03929	MCULE-6118038121
DB03929	MCULE-6460387318
DB03929	MCULE-8560981570
DB03940	MCULE-4442165428
DB03941	MCULE-1814167078
DB03943	MCULE-1395307434
DB03943	MCULE-1868046141
DB03943	MCULE-6923060287
DB03946	MCULE-8964889860
DB03989	MCULE-3577973754
DB03989	MCULE-3846926665
DB03989	MCULE-4260589665
DB03993	MCULE-7691755837
DB03994	MCULE-5175116598
DB04018	MCULE-1974434339
DB04026	MCULE-4087674114
DB04027	MCULE-1290049418
DB04027	MCULE-3125760737
DB04029	MCULE-2610261909
DB04029	MCULE-7119612436
DB04029	MCULE-9635114334
DB04031	MCULE-9788063146
DB04037	MCULE-3577947109
DB04038	MCULE-3600015331
DB04038	MCULE-4740481453
DB04046	MCULE-2996950876
DB04046	MCULE-9257991017
DB04048	MCULE-7947685696
DB04048	MCULE-9370944250
DB04051	MCULE-5972199258
DB04052	MCULE-1568356481
DB04056	MCULE-8970106555
DB04058	MCULE-1920028250
DB04058	MCULE-4234577728
DB04058	MCULE-4938301418
DB04058	MCULE-8566868807
DB04062	MCULE-2639086971
DB04062	MCULE-2813685693
DB04062	MCULE-2970134024
DB04062	MCULE-3786615821
DB04062	MCULE-5232225691
DB04062	MCULE-5873973591
DB04062	MCULE-7773504154
DB04062	MCULE-8022241440
DB04062	MCULE-8713847175
DB04062	MCULE-9086198168
DB04066	MCULE-2590309260
DB04066	MCULE-9551292063
DB04075	MCULE-4246221126
DB04075	MCULE-5623672193
DB04075	MCULE-6828522418
DB04075	MCULE-7234857249
DB04077	MCULE-6349111826
DB04080	MCULE-3483592840
DB04093	MCULE-2842613213
DB04094	MCULE-6328537335
DB04104	MCULE-5086156902
DB04110	MCULE-4558023540
DB04115	MCULE-4892227388
DB04115	MCULE-8261808830
DB04145	MCULE-4350730997
DB04156	MCULE-2361956978
DB04161	MCULE-3730796130
DB04166	MCULE-8970106555
DB04167	MCULE-1934887222
DB04168	MCULE-1325908642
DB04171	MCULE-4076270773
DB04171	MCULE-9925925283
DB04173	MCULE-2893373023
DB04177	MCULE-1542720935
DB04183	MCULE-7232226851
DB04185	MCULE-4690406880
DB04185	MCULE-5263067403
DB04193	MCULE-9642233758
DB04194	MCULE-5834022285
DB04208	MCULE-7250132283
DB04213	MCULE-7021945009
DB04214	MCULE-5038636902
DB04216	MCULE-2433372790
DB04219	MCULE-9788063146
DB04223	MCULE-1213701360
DB04224	MCULE-9547538729
DB04231	MCULE-9788063146
DB04242	MCULE-1367764897
DB04252	MCULE-1014975815
DB04252	MCULE-2523426634
DB04252	MCULE-5673284247
DB04267	MCULE-1484050836
DB04271	MCULE-6003338657
DB04272	MCULE-7981253226
DB04274	MCULE-2337043419
DB04275	MCULE-4114943625
DB04286	MCULE-2748557639
DB04286	MCULE-3308600336
DB04286	MCULE-3863845368
DB04286	MCULE-5117456353
DB04286	MCULE-5867688200
DB04286	MCULE-6170420366
DB04286	MCULE-9012637888
DB04286	MCULE-9608505112
DB04286	MCULE-9731791240
DB04291	MCULE-3619505381
DB04291	MCULE-3842441492
DB04291	MCULE-5835109660
DB04291	MCULE-7930915902
DB04296	MCULE-5139613224
DB04296	MCULE-8967685921
DB04299	MCULE-1113222985
DB04299	MCULE-3549142744
DB04299	MCULE-6787180735
DB04299	MCULE-9920754312
DB04308	MCULE-3619505381
DB04308	MCULE-3842441492
DB04308	MCULE-5835109660
DB04308	MCULE-7930915902
DB04311	MCULE-8668959909
DB04313	MCULE-7699599383
DB04319	MCULE-2639086971
DB04319	MCULE-2813685693
DB04319	MCULE-2970134024
DB04319	MCULE-3786615821
DB04319	MCULE-5232225691
DB04319	MCULE-5873973591
DB04319	MCULE-7773504154
DB04319	MCULE-8022241440
DB04319	MCULE-8713847175
DB04319	MCULE-9086198168
DB04325	MCULE-5305816256
DB04329	MCULE-5359867154
DB04331	MCULE-3421018410
DB04331	MCULE-4249145995
DB04331	MCULE-4594335775
DB04335	MCULE-1046895325
DB04335	MCULE-3095132846
DB04335	MCULE-3744522615
DB04335	MCULE-4519365905
DB04335	MCULE-4906567992
DB04335	MCULE-7128760083
DB04335	MCULE-7209932666
DB04335	MCULE-7511423611
DB04335	MCULE-8111945532
DB04335	MCULE-8723742579
DB04343	MCULE-5307898766
DB04345	MCULE-5847165177
DB04349	MCULE-4464598400
DB04349	MCULE-5574440784
DB04349	MCULE-6582852191
DB04351	MCULE-2952775308
DB04351	MCULE-4820808264
DB04360	MCULE-8106394039
DB04377	MCULE-9846508304
DB04380	MCULE-5327019203
DB04381	MCULE-2497362981
DB04381	MCULE-9924705308
DB04385	MCULE-9299015048
DB04394	MCULE-6956243223
DB04397	MCULE-9788063146
DB04398	MCULE-5387110670
DB04398	MCULE-8864689875
DB04410	MCULE-1006208888
DB04417	MCULE-5860903209
DB04419	MCULE-3687527484
DB04419	MCULE-4930484202
DB04419	MCULE-7427914532
DB04422	MCULE-2655382580
DB04422	MCULE-4021115723
DB04422	MCULE-8057550187
DB04426	MCULE-4632200776
DB04428	MCULE-9788063146
DB04441	MCULE-2497721739
DB04444	MCULE-2361956978
DB04444	MCULE-9699231474
DB04445	MCULE-6152801555
DB04452	MCULE-8301818484
DB04454	MCULE-2132009026
DB04454	MCULE-3597025691
DB04454	MCULE-9662763952
DB04455	MCULE-8745470661
DB04464	MCULE-1321874627
DB04465	MCULE-2333127533
DB04465	MCULE-5999084403
DB04469	MCULE-4862785751
DB04473	MCULE-2639086971
DB04473	MCULE-2813685693
DB04473	MCULE-2970134024
DB04473	MCULE-3786615821
DB04473	MCULE-5232225691
DB04473	MCULE-5873973591
DB04473	MCULE-7773504154
DB04473	MCULE-8022241440
DB04473	MCULE-8713847175
DB04473	MCULE-9086198168
DB04474	MCULE-5203091991
DB04481	MCULE-9009953851
DB04484	MCULE-2871230838
DB04484	MCULE-5041919913
DB04485	MCULE-1182948789
DB04485	MCULE-2001787486
DB04485	MCULE-2349746311
DB04485	MCULE-3214041035
DB04485	MCULE-3606109379
DB04485	MCULE-5223356651
DB04485	MCULE-6384296929
DB04485	MCULE-7222676614
DB04485	MCULE-7680226016
DB04494	MCULE-9788063146
DB04499	MCULE-4265681704
DB04499	MCULE-6101076761
DB04499	MCULE-9798535259
DB04500	MCULE-9560339064
DB04511	MCULE-6644999819
DB04519	MCULE-5193957469
DB04528	MCULE-6678680789
DB04531	MCULE-3555968169
DB04531	MCULE-5041324075
DB04531	MCULE-8245870814
DB04533	MCULE-2502307131
DB04538	MCULE-7699599383
DB04539	MCULE-3308266821
DB04540	MCULE-5784478301
DB04540	MCULE-6413140986
DB04541	MCULE-2043730253
DB04541	MCULE-2985739151
DB04550	MCULE-8524562351
DB04552	MCULE-3027710274
DB04552	MCULE-7341376445
DB04562	MCULE-6198986604
DB04564	MCULE-7110178584
DB04564	MCULE-8968794764
DB04564	MCULE-9821020615
DB04566	MCULE-2357185908
DB04566	MCULE-7956034964
DB04569	MCULE-1298671349
DB04571	MCULE-5301264270
DB04573	MCULE-3406586138
DB04577	MCULE-2207635152
DB04577	MCULE-9776772475
DB04580	MCULE-8485036701
DB04581	MCULE-3938651517
DB04582	MCULE-5064495052
DB04582	MCULE-6563137816
DB04582	MCULE-9104703192
DB04586	MCULE-5590917057
DB04605	MCULE-3485758539
DB04619	MCULE-4710225344
DB04620	MCULE-6366286422
DB04626	MCULE-4694175745
DB04626	MCULE-5379346482
DB04626	MCULE-6899075946
DB04634	MCULE-4866607549
DB04640	MCULE-4511232574
DB04641	MCULE-9133006477
DB04650	MCULE-6549466078
DB04650	MCULE-7440963355
DB04652	MCULE-1874567277
DB04652	MCULE-8869963478
DB04657	MCULE-1167484479
DB04665	MCULE-5433669098
DB04674	MCULE-7740906422
DB04676	MCULE-7908805530
DB04687	MCULE-4364393076
DB04687	MCULE-6018886140
DB04690	MCULE-1654983682
DB04690	MCULE-8069978843
DB04699	MCULE-6795890265
DB04737	MCULE-2142906854
DB04737	MCULE-6925336902
DB04737	MCULE-8555353642
DB04745	MCULE-5331233860
DB04777	MCULE-1280496854
DB04781	MCULE-6745263267
DB04781	MCULE-8816195933
DB04782	MCULE-1280496854
DB04784	MCULE-1985443213
DB04794	MCULE-1275076931
DB04794	MCULE-3658454490
DB04795	MCULE-7481288995
DB04813	MCULE-6591279983
DB04815	MCULE-5389218452
DB04816	MCULE-5800615690
DB04817	MCULE-3833394421
DB04819	MCULE-1095862734
DB04819	MCULE-7728164114
DB04819	MCULE-7834983827
DB04820	MCULE-7326088210
DB04822	MCULE-3443472025
DB04822	MCULE-4447928048
DB04823	MCULE-1522212653
DB04824	MCULE-5232154932
DB04827	MCULE-1776877276
DB04830	MCULE-5413481004
DB04834	MCULE-6124492894
DB04836	MCULE-7728164114
DB04840	MCULE-1553857299
DB04840	MCULE-2228202832
DB04840	MCULE-5690211747
DB04841	MCULE-1001711150
DB04841	MCULE-1376135967
DB04844	MCULE-1165382531
DB04844	MCULE-2700319425
DB04844	MCULE-5822627411
DB04844	MCULE-6472043806
DB04844	MCULE-8117239024
DB04851	MCULE-7981253226
DB04855	MCULE-2160502046
DB04855	MCULE-5052395136
DB04874	MCULE-3857746542
DB04874	MCULE-5646000632
DB04874	MCULE-7728164114
DB04878	MCULE-7006460094
DB04879	MCULE-1855542614
DB04879	MCULE-3078477385
DB04910	MCULE-8346438764
DB04930	MCULE-1256227237
DB04933	MCULE-3833394421
DB04936	MCULE-6354527658
DB04972	MCULE-7728164114
DB04996	MCULE-5646000632
DB04996	MCULE-7654331405
DB04996	MCULE-7728164114
DB04996	MCULE-8295936189
DB05137	MCULE-9162664366
DB05143	MCULE-3833394421
DB05229	MCULE-3833394421
DB05260	MCULE-5142506228
DB05262	MCULE-9305301152
DB05288	MCULE-4935129848
DB05289	MCULE-3439710050
DB05289	MCULE-4306860727
DB05289	MCULE-8891184661
DB05291	MCULE-9294700940
DB05294	MCULE-4705827953
DB05296	MCULE-8295936189
DB05302	MCULE-4222870229
DB05302	MCULE-7032963403
DB05302	MCULE-7728164114
DB05302	MCULE-8888771893
DB05316	MCULE-1568229930
DB05316	MCULE-3643444072
DB05316	MCULE-3867000095
DB05316	MCULE-4223142955
DB05316	MCULE-5996388251
DB05318	MCULE-1919088454
DB05339	MCULE-7728164114
DB05340	MCULE-3833394421
DB05347	MCULE-2703274259
DB05381	MCULE-2213201369
DB05381	MCULE-4970362785
DB05381	MCULE-7728164114
DB05382	MCULE-3297948557
DB05383	MCULE-7728164114
DB05383	MCULE-8251830457
DB05384	MCULE-9352227082
DB05389	MCULE-9788063146
DB05416	MCULE-2408708268
DB05428	MCULE-4909487075
DB05428	MCULE-8295936189
DB05436	MCULE-8740981134
DB05461	MCULE-7728164114
DB05461	MCULE-9788063146
DB05478	MCULE-6572487779
DB05482	MCULE-4181372030
DB05488	MCULE-8631780654
DB05492	MCULE-1505399447
DB05492	MCULE-6865123968
DB05494	MCULE-1440805673
DB05494	MCULE-3044641322
DB05494	MCULE-3945147956
DB05508	MCULE-4222870229
DB05508	MCULE-7032963403
DB05508	MCULE-7728164114
DB05508	MCULE-8888771893
DB05630	MCULE-2330830088
DB05630	MCULE-3833394421
DB05630	MCULE-9788063146
DB05708	MCULE-3464837698
DB05708	MCULE-7728164114
DB05738	MCULE-7728164114
DB05790	MCULE-7728164114
DB05792	MCULE-7728164114
DB05837	MCULE-7728164114
DB05869	MCULE-5817261721
DB05891	MCULE-2213201369
DB05891	MCULE-4970362785
DB05891	MCULE-7728164114
DB06147	MCULE-1370710137
DB06150	MCULE-5924558211
DB06151	MCULE-8740981134
DB06155	MCULE-7311256045
DB06155	MCULE-7626249184
DB06201	MCULE-6872329028
DB06209	MCULE-1302242257
DB06212	MCULE-3855692287
DB06216	MCULE-1113222985
DB06216	MCULE-3549142744
DB06216	MCULE-6787180735
DB06216	MCULE-9920754312
DB06218	MCULE-8848296606
DB06262	MCULE-2196760309
DB06288	MCULE-4239265090
DB06292	MCULE-4464598400
DB06292	MCULE-5574440784
DB06292	MCULE-6582852191
DB06292	MCULE-9788063146
DB06402	MCULE-7728164114
DB06594	MCULE-3838308303
DB06637	MCULE-6604546217
DB06689	MCULE-5175116598
DB06689	MCULE-9547538729
DB06694	MCULE-9501725536
DB06697	MCULE-9916057476
DB06698	MCULE-3539516594
DB06698	MCULE-5013046031
DB06698	MCULE-5803060936
DB06703	MCULE-4909487075
DB06705	MCULE-3833394421
DB06705	MCULE-4909487075
DB06705	MCULE-9788063146
DB06707	MCULE-5922830186
DB06708	MCULE-2287941291
DB06710	MCULE-1065645853
DB06710	MCULE-3946245376
DB06710	MCULE-5274452426
DB06711	MCULE-8346078401
DB06711	MCULE-9097339235
DB06715	MCULE-5932450224
DB06715	MCULE-6152801555
DB06718	MCULE-6473940948
DB06723	MCULE-9699231474
DB06723	MCULE-9788063146
DB06728	MCULE-9347486445
DB06729	MCULE-5658431414
DB06730	MCULE-3835812075
DB06743	MCULE-3664231496
DB06744	MCULE-9606560699
DB06768	MCULE-5387110670
DB06768	MCULE-5646000632
DB06768	MCULE-8864689875
DB06770	MCULE-6011707909
DB06775	MCULE-2227048424
DB06775	MCULE-3205173370
DB06777	MCULE-3421183878
DB06777	MCULE-4374611501
DB06795	MCULE-1669556404
DB06795	MCULE-3873724782
DB06803	MCULE-9985514311
DB06817	MCULE-4916399246
DB06827	MCULE-1041845868
DB06827	MCULE-1343955929
DB06827	MCULE-1506415764
DB06827	MCULE-1553158808
DB06827	MCULE-3431654503
DB06827	MCULE-6276569093
DB06827	MCULE-7906423839
DB06827	MCULE-8202618652
DB06827	MCULE-9405401349
DB06838	MCULE-1626074104
DB06838	MCULE-3332878876
DB06838	MCULE-4108104134
DB06838	MCULE-5580078035
DB06851	MCULE-7763171739
DB06877	MCULE-4993771076
DB06889	MCULE-1483918278
DB06890	MCULE-4790780711
DB06890	MCULE-4816293514
DB06890	MCULE-9945068889
DB06894	MCULE-9381688904
DB06902	MCULE-5968866162
DB06906	MCULE-2436828005
DB06917	MCULE-1391167832
DB06950	MCULE-4014190611
DB06970	MCULE-7266657906
DB06973	MCULE-1016303245
DB06978	MCULE-9057824067
DB06987	MCULE-3302522046
DB06987	MCULE-4852016526
DB06987	MCULE-9148694071
DB07014	MCULE-8267159318
DB07034	MCULE-5789358307
DB07037	MCULE-5010001423
DB07044	MCULE-3659686679
DB07055	MCULE-8269141485
DB07057	MCULE-9874990231
DB07060	MCULE-9202778593
DB07069	MCULE-6063024683
DB07073	MCULE-9957867173
DB07084	MCULE-1386792572
DB07086	MCULE-4480418939
DB07086	MCULE-5747194254
DB07090	MCULE-6873278836
DB07096	MCULE-5608953652
DB07108	MCULE-2876558511
DB07109	MCULE-4571364221
DB07110	MCULE-5721091956
DB07114	MCULE-3747129793
DB07115	MCULE-5675673653
DB07118	MCULE-3913656430
DB07123	MCULE-3623165331
DB07129	MCULE-1930292316
DB07129	MCULE-4507699259
DB07176	MCULE-2813385047
DB07185	MCULE-5355780210
DB07188	MCULE-2481271509
DB07188	MCULE-6381648201
DB07188	MCULE-8509082945
DB07192	MCULE-1337529515
DB07195	MCULE-1899341950
DB07217	MCULE-3798220430
DB07222	MCULE-3115642653
DB07222	MCULE-4052141511
DB07222	MCULE-9494650031
DB07291	MCULE-6824406288
DB07292	MCULE-3292556122
DB07301	MCULE-7610805198
DB07305	MCULE-6797664306
DB07309	MCULE-4831129771
DB07313	MCULE-6409447208
DB07331	MCULE-2593918770
DB07348	MCULE-1898871437
DB07352	MCULE-6141069907
DB07372	MCULE-4141881437
DB07373	MCULE-2836304314
DB07373	MCULE-9344488087
DB07376	MCULE-2606823477
DB07381	MCULE-3431472795
DB07381	MCULE-8977170962
DB07384	MCULE-9909402121
DB07387	MCULE-7660786035
DB07392	MCULE-1965771911
DB07398	MCULE-5191782687
DB07407	MCULE-2631078451
DB07408	MCULE-5961336715
DB07424	MCULE-5932450224
DB07429	MCULE-4076168976
DB07440	MCULE-2120234795
DB07440	MCULE-2312374220
DB07445	MCULE-2523358382
DB07445	MCULE-9507429712
DB07447	MCULE-4205911962
DB07447	MCULE-5987413622
DB07453	MCULE-2177643320
DB07453	MCULE-2454889877
DB07459	MCULE-5005773275
DB07467	MCULE-1549472772
DB07477	MCULE-4188902854
DB07478	MCULE-7836316675
DB07485	MCULE-1277868989
DB07488	MCULE-9557431973
DB07489	MCULE-4577300023
DB07496	MCULE-4684667909
DB07496	MCULE-6391896294
DB07506	MCULE-2903742079
DB07506	MCULE-5007075982
DB07506	MCULE-5379915894
DB07506	MCULE-9882574781
DB07529	MCULE-9181833373
DB07531	MCULE-6376097718
DB07534	MCULE-6677396301
DB07539	MCULE-5735968896
DB07539	MCULE-7386205946
DB07560	MCULE-4289689533
DB07572	MCULE-3380895811
DB07573	MCULE-1100194395
DB07573	MCULE-8711627008
DB07591	MCULE-6953365668
DB07594	MCULE-7649266419
DB07614	MCULE-9091986717
DB07616	MCULE-3145134821
DB07623	MCULE-7185636325
DB07634	MCULE-5038695383
DB07635	MCULE-2438326501
DB07637	MCULE-5166640674
DB07641	MCULE-7993897252
DB07645	MCULE-3460494679
DB07653	MCULE-9828982030
DB07661	MCULE-2061973998
DB07667	MCULE-9305333646
DB07673	MCULE-7326511541
DB07690	MCULE-2553099876
DB07690	MCULE-3393759799
DB07697	MCULE-6274905193
DB07702	MCULE-3406586138
DB07715	MCULE-1083063386
DB07718	MCULE-7014208403
DB07723	MCULE-1797370196
DB07726	MCULE-3339750019
DB07729	MCULE-1227090930
DB07758	MCULE-1836935938
DB07759	MCULE-2785888780
DB07767	MCULE-6127598109
DB07767	MCULE-8442047802
DB07768	MCULE-1294118086
DB07768	MCULE-3333652397
DB07776	MCULE-3856134714
DB07795	MCULE-8216354240
DB07802	MCULE-9676326511
DB07803	MCULE-4786808772
DB07805	MCULE-2001716112
DB07808	MCULE-1013335579
DB07810	MCULE-3672992389
DB07814	MCULE-2277162868
DB07814	MCULE-9169992682
DB07823	MCULE-1650279957
DB07823	MCULE-2988077784
DB07823	MCULE-4972872213
DB07823	MCULE-5632296213
DB07823	MCULE-5749973826
DB07823	MCULE-6915315503
DB07823	MCULE-8556673323
DB07823	MCULE-8842190769
DB07823	MCULE-9817784436
DB07824	MCULE-6691975626
DB07825	MCULE-4292907514
DB07838	MCULE-1519488215
DB07852	MCULE-8467184578
DB07863	MCULE-8174475490
DB07865	MCULE-5318928433
DB07880	MCULE-9523486159
DB07886	MCULE-4822409054
DB07886	MCULE-8953627920
DB07891	MCULE-6878019827
DB07907	MCULE-1679305682
DB07919	MCULE-9544425288
DB07931	MCULE-9115114862
DB07931	MCULE-9758275547
DB07950	MCULE-7228643156
DB07950	MCULE-9266736782
DB07951	MCULE-8181487740
DB07952	MCULE-7715360013
DB07953	MCULE-3007021982
DB07953	MCULE-3715627659
DB07953	MCULE-5973951523
DB07954	MCULE-3854999514
DB07971	MCULE-2632335033
DB07980	MCULE-7224198077
DB08032	MCULE-6007355749
DB08034	MCULE-1032591069
DB08034	MCULE-8837257204
DB08046	MCULE-3653099088
DB08046	MCULE-5033624674
DB08046	MCULE-6661021422
DB08049	MCULE-8639896630
DB08061	MCULE-8931017804
DB08062	MCULE-1826436160
DB08069	MCULE-9146377764
DB08076	MCULE-8354129782
DB08104	MCULE-3023048214
DB08114	MCULE-5256194123
DB08114	MCULE-9603524694
DB08129	MCULE-1399126041
DB08129	MCULE-2434764629
DB08135	MCULE-7079696193
DB08155	MCULE-9645142489
DB08156	MCULE-9111713187
DB08162	MCULE-1374831127
DB08165	MCULE-2518558267
DB08167	MCULE-6490213141
DB08167	MCULE-7744087830
DB08168	MCULE-1617391219
DB08171	MCULE-9528951895
DB08177	MCULE-4107298148
DB08186	MCULE-1922733032
DB08186	MCULE-8021518100
DB08193	MCULE-1620041803
DB08202	MCULE-7043033407
DB08209	MCULE-1428966837
DB08209	MCULE-9786030104
DB08215	MCULE-7277402178
DB08228	MCULE-6770591553
DB08230	MCULE-5962995471
DB08231	MCULE-9671122893
DB08235	MCULE-3743365404
DB08236	MCULE-5512776233
DB08236	MCULE-9307066062
DB08236	MCULE-9421572056
DB08238	MCULE-5753014053
DB08254	MCULE-6230732789
DB08256	MCULE-8014113453
DB08257	MCULE-1918218076
DB08258	MCULE-4614457618
DB08276	MCULE-2361956978
DB08286	MCULE-2007375815
DB08291	MCULE-7383682629
DB08291	MCULE-8725277218
DB08294	MCULE-8905134401
DB08298	MCULE-2427044065
DB08298	MCULE-6293512671
DB08298	MCULE-8718466451
DB08313	MCULE-3133043736
DB08316	MCULE-4260140185
DB08356	MCULE-4310723477
DB08359	MCULE-4915208074
DB08363	MCULE-1841863738
DB08381	MCULE-8033936622
DB08383	MCULE-1343003388
DB08392	MCULE-9789281340
DB08393	MCULE-8789421392
DB08421	MCULE-7539811243
DB08433	MCULE-3028772953
DB08468	MCULE-2894256306
DB08478	MCULE-1846003734
DB08479	MCULE-2445277261
DB08481	MCULE-8834066664
DB08508	MCULE-7433058130
DB08530	MCULE-5200782699
DB08534	MCULE-3806903379
DB08547	MCULE-2994624081
DB08567	MCULE-1681469163
DB08567	MCULE-2823496048
DB08567	MCULE-4360779618
DB08567	MCULE-4657412776
DB08567	MCULE-5029290493
DB08567	MCULE-8177480737
DB08578	MCULE-8367489607
DB08587	MCULE-6112659813
DB08597	MCULE-1245787291
DB08597	MCULE-9260462246
DB08599	MCULE-4663799815
DB08599	MCULE-9495972509
DB08604	MCULE-2614621397
DB08619	MCULE-8304268118
DB08652	MCULE-8683047927
DB08653	MCULE-2705006421
DB08653	MCULE-6402431765
DB08660	MCULE-6434498680
DB08688	MCULE-6858373499
DB08695	MCULE-7220840216
DB08701	MCULE-8170654377
DB08709	MCULE-1809154494
DB08711	MCULE-6589732445
DB08748	MCULE-2235235718
DB08748	MCULE-3802777070
DB08757	MCULE-4717492978
DB08764	MCULE-4705827953
DB08767	MCULE-2396420706
DB08768	MCULE-6781114249
DB08776	MCULE-1186119423
DB08777	MCULE-6377092041
DB08778	MCULE-8818352033
DB08780	MCULE-3709523641
DB08782	MCULE-3131833583
DB08782	MCULE-4704040096
DB08784	MCULE-5232016425
DB08787	MCULE-7894289750
DB08788	MCULE-1070038344
DB08788	MCULE-5560933966
DB08790	MCULE-7197599645
DB08797	MCULE-5482995635
DB08800	MCULE-5568455528
DB08805	MCULE-4285442691
DB08809	MCULE-1246638159
DB08826	MCULE-6406005067
DB08828	MCULE-6680076172
DB08836	MCULE-7728164114
DB08838	MCULE-1546201217
DB08838	MCULE-1741616711
DB08844	MCULE-3320087210
DB08846	MCULE-2894256306
DB08847	MCULE-3129945874
DB08847	MCULE-5972935636
DB08847	MCULE-6465399562
DB08847	MCULE-8358409700
DB08847	MCULE-8797295826
DB08848	MCULE-7878143035
DB08848	MCULE-9382105537
DB08866	MCULE-2633245326
DB08866	MCULE-6732064308
DB08881	MCULE-7244406627
DB08884	MCULE-3833394421
DB08884	MCULE-4909487075
DB08913	MCULE-7728164114
DB08936	MCULE-3598783218
DB08936	MCULE-4720374498
DB08938	MCULE-9788063146
DB08944	MCULE-7981253226
DB08958	MCULE-8471986715
DB08959	MCULE-9115114862
DB08959	MCULE-9758275547
DB08967	MCULE-6572487779
DB08978	MCULE-6124492894
DB08981	MCULE-7151650091
DB08985	MCULE-2253455268
DB08985	MCULE-7723795613
DB08986	MCULE-7728164114
