drugbank_id	molport_id
DB00630	MolPort-019-687-116
DB00630	MolPort-035-395-371
DB00631	MolPort-003-845-981
DB00633	MolPort-003-983-621
DB00633	MolPort-003-986-435
DB00633	MolPort-005-943-531
DB00633	MolPort-006-394-853
DB00633	MolPort-019-991-996
DB00633	MolPort-035-395-718
DB00634	MolPort-001-520-453
DB00634	MolPort-002-136-723
DB00634	MolPort-002-931-938
DB00634	MolPort-035-685-635
DB00635	MolPort-000-730-361
DB00635	MolPort-001-832-305
DB00639	MolPort-003-845-449
DB00640	MolPort-001-785-903
DB00640	MolPort-003-666-308
DB00641	MolPort-008-268-174
DB00641	MolPort-019-918-667
DB00641	MolPort-021-783-327
DB00641	MolPort-027-564-866
DB00642	MolPort-003-849-796
DB00642	MolPort-019-991-634
DB00642	MolPort-020-015-938
DB00642	MolPort-020-179-988
DB00642	MolPort-023-220-664
DB00642	MolPort-028-744-755
DB00642	MolPort-028-766-814
DB00643	MolPort-001-889-615
DB00644	MolPort-006-069-187
DB00645	MolPort-000-721-661
DB00645	MolPort-003-666-173
DB00646	MolPort-018-650-731
DB00646	MolPort-023-311-484
DB00649	MolPort-000-658-791
DB00649	MolPort-000-757-304
DB00650	MolPort-000-705-272
DB00650	MolPort-003-934-209
DB00650	MolPort-004-964-288
DB00650	MolPort-005-933-251
DB00650	MolPort-006-147-692
DB00650	MolPort-009-758-396
DB00650	MolPort-016-633-192
DB00650	MolPort-027-836-887
DB00650	MolPort-027-837-104
DB00650	MolPort-028-600-118
DB00653	MolPort-003-925-007
DB00654	MolPort-003-942-862
DB00654	MolPort-027-640-539
DB00654	MolPort-028-616-893
DB00655	MolPort-001-832-299
DB00655	MolPort-002-506-974
DB00656	MolPort-001-684-664
DB00657	MolPort-003-666-220
DB00657	MolPort-023-220-545
DB00658	MolPort-000-146-239
DB00658	MolPort-000-159-810
DB00658	MolPort-001-779-799
DB00658	MolPort-001-779-877
DB00659	MolPort-003-666-799
DB00661	MolPort-002-915-466
DB00662	MolPort-003-666-301
DB00665	MolPort-005-975-300
DB00666	MolPort-006-823-890
DB00667	MolPort-001-785-597
DB00667	MolPort-002-042-264
DB00667	MolPort-003-925-287
DB00667	MolPort-006-109-234
DB00668	MolPort-000-807-126
DB00668	MolPort-001-785-704
DB00668	MolPort-003-910-040
DB00668	MolPort-003-941-285
DB00668	MolPort-006-110-105
DB00668	MolPort-006-111-083
DB00669	MolPort-003-850-372
DB00670	MolPort-003-666-363
DB00671	MolPort-006-069-380
DB00671	MolPort-023-220-345
DB00673	MolPort-006-392-367
DB00673	MolPort-009-679-399
DB00674	MolPort-000-705-309
DB00674	MolPort-000-772-437
DB00674	MolPort-001-966-661
DB00674	MolPort-003-665-621
DB00674	MolPort-003-983-572
DB00674	MolPort-005-934-662
DB00674	MolPort-009-653-443
DB00674	MolPort-035-394-945
DB00675	MolPort-003-665-494
DB00675	MolPort-004-963-739
DB00675	MolPort-005-933-569
DB00675	MolPort-027-713-803
DB00678	MolPort-003-666-553
DB00678	MolPort-027-564-863
DB00678	MolPort-035-395-739
DB00679	MolPort-001-727-928
DB00680	MolPort-000-704-120
DB00680	MolPort-000-917-706
DB00681	MolPort-003-665-587
DB00681	MolPort-003-983-403
DB00681	MolPort-016-633-255
DB00681	MolPort-035-394-856
DB00682	MolPort-001-787-822
DB00682	MolPort-002-130-141
DB00682	MolPort-003-850-868
DB00682	MolPort-003-940-174
DB00682	MolPort-016-634-104
DB00682	MolPort-019-940-206
DB00682	MolPort-027-564-894
DB00682	MolPort-027-564-895
DB00684	MolPort-001-934-131
DB00684	MolPort-002-507-285
DB00684	MolPort-002-518-763
DB00684	MolPort-006-108-157
DB00684	MolPort-023-220-186
DB00684	MolPort-027-836-934
DB00685	MolPort-035-395-403
DB00688	MolPort-023-220-300
DB00691	MolPort-003-666-743
DB00691	MolPort-023-220-237
DB00692	MolPort-000-771-097
DB00692	MolPort-003-666-320
DB00692	MolPort-003-959-154
DB00692	MolPort-016-634-614
DB00694	MolPort-002-498-910
DB00694	MolPort-002-964-487
DB00694	MolPort-003-983-474
DB00696	MolPort-006-111-280
DB00696	MolPort-027-835-334
DB00697	MolPort-000-855-983
DB00697	MolPort-002-885-867
DB00698	MolPort-001-018-217
DB00698	MolPort-023-334-340
DB00698	MolPort-035-394-835
DB00699	MolPort-023-332-379
DB00700	MolPort-003-986-216
DB00700	MolPort-005-942-964
DB00700	MolPort-035-394-839
DB00703	MolPort-019-998-640
DB00704	MolPort-003-983-642
DB00704	MolPort-004-964-109
DB00704	MolPort-023-220-173
DB00705	MolPort-006-823-811
DB00706	MolPort-005-938-049
DB00706	MolPort-005-969-758
DB00706	MolPort-006-069-199
DB00709	MolPort-003-848-349
DB00710	MolPort-003-848-125
DB00710	MolPort-023-222-355
DB00710	MolPort-035-395-711
DB00711	MolPort-003-665-489
DB00712	MolPort-003-847-466
DB00712	MolPort-003-934-466
DB00712	MolPort-003-936-370
DB00713	MolPort-002-512-155
DB00713	MolPort-004-907-664
DB00713	MolPort-006-395-548
DB00713	MolPort-021-780-552
DB00714	MolPort-000-730-654
DB00714	MolPort-002-507-063
DB00714	MolPort-003-983-404
DB00714	MolPort-004-828-866
DB00715	MolPort-002-507-757
DB00715	MolPort-003-666-523
DB00715	MolPort-005-935-412
DB00715	MolPort-005-935-778
DB00715	MolPort-006-666-292
DB00715	MolPort-023-313-752
DB00717	MolPort-000-745-547
DB00717	MolPort-002-509-542
DB00717	MolPort-003-861-444
DB00719	MolPort-006-115-832
DB00719	MolPort-027-899-210
DB00719	MolPort-035-395-696
DB00720	MolPort-000-704-429
DB00720	MolPort-002-580-568
DB00720	MolPort-028-607-178
DB00721	MolPort-000-720-495
DB00721	MolPort-000-835-494
DB00721	MolPort-019-998-469
DB00722	MolPort-004-964-559
DB00722	MolPort-005-933-636
DB00723	MolPort-003-666-230
DB00725	MolPort-001-760-361
DB00725	MolPort-023-219-684
DB00728	MolPort-003-850-201
DB00728	MolPort-019-990-834
DB00731	MolPort-002-494-532
DB00731	MolPort-003-986-201
DB00731	MolPort-035-394-950
DB00732	MolPort-003-940-284
DB00733	MolPort-001-793-138
DB00733	MolPort-003-666-693
DB00733	MolPort-004-440-359
DB00734	MolPort-002-885-858
DB00735	MolPort-003-666-692
DB00736	MolPort-003-849-702
DB00736	MolPort-023-330-012
DB00737	MolPort-003-666-221
DB00737	MolPort-003-958-654
DB00737	MolPort-019-995-743
DB00738	MolPort-001-792-506
DB00738	MolPort-003-665-497
DB00738	MolPort-005-941-502
DB00738	MolPort-035-395-759
DB00741	MolPort-000-713-768
DB00741	MolPort-002-157-619
DB00742	MolPort-003-848-134
DB00742	MolPort-003-927-039
DB00742	MolPort-003-928-393
DB00742	MolPort-003-933-102
DB00742	MolPort-003-987-091
DB00742	MolPort-003-987-092
DB00742	MolPort-019-999-274
DB00743	MolPort-000-847-891
DB00743	MolPort-001-792-068
DB00747	MolPort-000-734-811
DB00747	MolPort-002-140-207
DB00747	MolPort-003-873-282
DB00747	MolPort-003-939-267
DB00747	MolPort-003-983-455
DB00747	MolPort-009-653-410
DB00747	MolPort-009-758-227
DB00747	MolPort-010-699-797
DB00747	MolPort-023-220-807
DB00747	MolPort-028-616-701
DB00747	MolPort-035-394-915
DB00749	MolPort-005-933-332
DB00750	MolPort-003-666-478
DB00751	MolPort-005-938-633
DB00751	MolPort-005-940-901
DB00752	MolPort-003-849-880
DB00752	MolPort-008-545-500
DB00752	MolPort-016-636-595
DB00752	MolPort-029-996-105
DB00752	MolPort-035-395-801
DB00755	MolPort-002-507-281
DB00755	MolPort-016-633-206
DB00757	MolPort-019-939-288
DB00757	MolPort-023-220-279
DB00758	MolPort-000-784-171
DB00758	MolPort-002-507-842
DB00758	MolPort-002-885-817
DB00758	MolPort-003-983-863
DB00758	MolPort-006-823-092
DB00758	MolPort-027-837-124
DB00759	MolPort-001-794-633
DB00759	MolPort-001-934-121
DB00759	MolPort-002-516-525
DB00759	MolPort-003-666-290
DB00759	MolPort-003-983-460
DB00760	MolPort-003-868-371
DB00760	MolPort-006-709-417
DB00760	MolPort-035-757-834
DB00761	MolPort-001-783-702
DB00761	MolPort-003-933-039
DB00762	MolPort-003-666-755
DB00762	MolPort-005-933-077
DB00763	MolPort-000-563-838
DB00765	MolPort-001-792-045
DB00765	MolPort-006-112-228
DB00766	MolPort-002-341-166
DB00766	MolPort-003-845-973
DB00766	MolPort-003-866-276
DB00766	MolPort-023-220-499
DB00768	MolPort-003-986-408
DB00768	MolPort-023-220-197
DB00768	MolPort-023-220-242
DB00770	MolPort-003-939-183
DB00770	MolPort-035-394-908
DB00771	MolPort-003-666-147
DB00773	MolPort-000-761-221
DB00773	MolPort-002-507-608
DB00773	MolPort-002-525-857
DB00773	MolPort-003-983-431
DB00773	MolPort-004-905-001
DB00773	MolPort-035-394-852
DB00775	MolPort-006-823-927
DB00778	MolPort-000-788-289
DB00778	MolPort-003-850-213
DB00778	MolPort-003-959-451
DB00778	MolPort-006-069-107
DB00778	MolPort-009-194-221
DB00779	MolPort-003-938-665
DB00780	MolPort-016-633-681
DB00782	MolPort-003-666-273
DB00783	MolPort-000-720-875
DB00783	MolPort-001-740-064
DB00783	MolPort-006-318-980
DB00784	MolPort-000-694-383
DB00784	MolPort-000-694-384
DB00784	MolPort-000-694-385
DB00784	MolPort-000-694-386
DB00784	MolPort-000-694-387
DB00784	MolPort-000-694-388
DB00787	MolPort-000-768-994
DB00787	MolPort-001-889-834
DB00788	MolPort-000-145-960
DB00788	MolPort-001-766-695
DB00789	MolPort-000-847-891
DB00789	MolPort-001-792-068
DB00789	MolPort-002-324-582
DB00789	MolPort-023-220-358
DB00790	MolPort-003-323-748
DB00790	MolPort-003-666-611
DB00790	MolPort-006-666-352
DB00790	MolPort-019-990-099
DB00792	MolPort-003-894-746
DB00795	MolPort-000-734-786
DB00795	MolPort-000-750-929
DB00795	MolPort-001-792-507
DB00795	MolPort-003-986-992
DB00795	MolPort-008-311-675
DB00796	MolPort-003-845-570
DB00797	MolPort-003-666-292
DB00798	MolPort-003-665-531
DB00798	MolPort-003-983-436
DB00798	MolPort-035-395-792
DB00803	MolPort-019-991-160
DB00803	MolPort-035-395-790
DB00804	MolPort-003-666-161
DB00805	MolPort-003-666-357
DB00807	MolPort-003-666-736
DB00807	MolPort-005-979-908
DB00810	MolPort-003-983-414
DB00810	MolPort-009-194-169
DB00810	MolPort-023-220-483
DB00811	MolPort-003-699-313
DB00811	MolPort-003-724-722
DB00811	MolPort-003-850-167
DB00811	MolPort-003-983-452
DB00814	MolPort-002-885-839
DB00816	MolPort-003-921-112
DB00820	MolPort-035-394-926
DB00824	MolPort-020-915-589
DB00825	MolPort-000-849-729
DB00825	MolPort-001-793-331
DB00825	MolPort-003-928-097
DB00825	MolPort-003-928-323
DB00826	MolPort-000-762-528
DB00826	MolPort-005-910-578
DB00826	MolPort-016-633-224
DB00826	MolPort-019-940-210
DB00826	MolPort-023-220-341
DB00828	MolPort-000-725-965
DB00828	MolPort-002-515-412
DB00828	MolPort-003-666-403
DB00828	MolPort-003-847-502
DB00828	MolPort-003-983-434
DB00828	MolPort-006-385-637
DB00828	MolPort-008-156-034
DB00828	MolPort-023-220-100
DB00828	MolPort-023-220-502
DB00828	MolPort-023-278-125
DB00828	MolPort-028-616-746
DB00828	MolPort-028-744-572
DB00828	MolPort-035-394-969
DB00828	MolPort-035-757-890
DB00831	MolPort-000-712-016
DB00831	MolPort-000-917-737
DB00831	MolPort-002-221-851
DB00833	MolPort-003-666-328
DB00833	MolPort-003-845-678
DB00834	MolPort-002-507-292
DB00834	MolPort-002-518-698
DB00834	MolPort-003-666-841
DB00835	MolPort-003-666-520
DB00835	MolPort-023-220-382
DB00836	MolPort-003-666-775
DB00841	MolPort-003-940-916
DB00841	MolPort-009-765-574
DB00843	MolPort-003-666-560
DB00843	MolPort-009-019-484
DB00847	MolPort-000-145-902
DB00847	MolPort-035-394-901
DB00848	MolPort-001-918-499
DB00848	MolPort-003-666-467
DB00848	MolPort-003-933-970
DB00848	MolPort-021-783-321
DB00849	MolPort-000-839-979
DB00850	MolPort-000-709-399
DB00850	MolPort-006-113-865
DB00851	MolPort-003-666-153
DB00852	MolPort-001-769-085
DB00852	MolPort-028-607-035
DB00855	MolPort-001-757-321
DB00857	MolPort-000-778-591
DB00857	MolPort-001-758-011
DB00857	MolPort-002-507-761
DB00859	MolPort-000-762-626
DB00859	MolPort-001-759-969
DB00859	MolPort-001-792-075
DB00859	MolPort-006-114-120
DB00860	MolPort-000-713-158
DB00860	MolPort-002-328-797
DB00860	MolPort-009-198-792
DB00860	MolPort-023-221-359
DB00860	MolPort-035-668-920
DB00862	MolPort-002-672-272
DB00862	MolPort-003-666-657
DB00862	MolPort-003-986-627
DB00862	MolPort-005-975-775
DB00862	MolPort-020-313-423
DB00862	MolPort-023-220-212
DB00862	MolPort-027-845-948
DB00863	MolPort-003-959-435
DB00863	MolPort-003-987-168
DB00864	MolPort-003-666-518
DB00864	MolPort-020-313-410
DB00864	MolPort-027-950-906
DB00866	MolPort-002-915-716
DB00867	MolPort-003-850-192
DB00867	MolPort-003-959-434
DB00869	MolPort-005-935-141
DB00869	MolPort-005-941-739
DB00871	MolPort-003-959-699
DB00872	MolPort-009-194-132
DB00874	MolPort-002-507-424
DB00876	MolPort-003-847-076
DB00876	MolPort-019-939-238
DB00876	MolPort-023-220-458
DB00877	MolPort-003-666-785
DB00877	MolPort-003-959-433
DB00878	MolPort-002-541-741
DB00879	MolPort-006-666-353
DB00879	MolPort-023-220-257
DB00880	MolPort-003-666-143
DB00881	MolPort-003-666-434
DB00881	MolPort-005-976-899
DB00881	MolPort-008-313-291
DB00881	MolPort-009-765-690
DB00881	MolPort-023-219-583
DB00881	MolPort-023-220-352
DB00882	MolPort-002-508-010
DB00882	MolPort-003-666-149
DB00882	MolPort-003-845-986
DB00883	MolPort-001-783-405
DB00884	MolPort-002-507-764
DB00884	MolPort-019-939-452
DB00884	MolPort-035-395-283
DB00884	MolPort-035-395-355
DB00884	MolPort-035-757-843
DB00888	MolPort-003-845-133
DB00889	MolPort-005-934-919
DB00892	MolPort-003-940-459
DB00894	MolPort-002-526-285
DB00895	MolPort-001-758-969
DB00895	MolPort-001-779-975
DB00900	MolPort-002-507-371
DB00900	MolPort-003-846-628
DB00900	MolPort-019-940-202
DB00900	MolPort-023-222-354
DB00902	MolPort-006-113-117
DB00904	MolPort-000-760-516
DB00904	MolPort-002-110-996
DB00904	MolPort-002-322-292
DB00904	MolPort-002-885-846
DB00904	MolPort-003-983-448
DB00905	MolPort-016-633-213
DB00906	MolPort-003-850-547
DB00906	MolPort-006-069-142
DB00908	MolPort-000-146-082
DB00908	MolPort-001-766-747
DB00908	MolPort-002-527-888
DB00908	MolPort-002-914-977
DB00908	MolPort-003-850-081
DB00908	MolPort-027-835-009
DB00908	MolPort-027-942-662
DB00911	MolPort-006-819-596
DB00912	MolPort-000-758-683
DB00914	MolPort-000-715-918
DB00914	MolPort-001-792-517
DB00915	MolPort-020-000-111
DB00918	MolPort-006-391-878
DB00919	MolPort-000-740-823
DB00919	MolPort-003-666-283
DB00919	MolPort-004-947-049
DB00919	MolPort-009-344-984
DB00919	MolPort-019-692-093
DB00919	MolPort-023-220-408
DB00920	MolPort-003-666-315
DB00922	MolPort-006-666-264
DB00924	MolPort-003-666-812
DB00925	MolPort-003-666-770
DB00925	MolPort-027-564-892
DB00926	MolPort-005-937-301
DB00927	MolPort-002-557-620
DB00927	MolPort-003-941-395
DB00927	MolPort-006-069-255
DB00928	MolPort-003-844-667
DB00928	MolPort-006-328-723
DB00929	MolPort-003-849-235
DB00934	MolPort-000-826-653
DB00934	MolPort-006-069-325
DB00935	MolPort-000-709-375
DB00936	MolPort-003-710-545
DB00938	MolPort-003-850-218
DB00939	MolPort-003-666-222
DB00941	MolPort-001-770-633
DB00946	MolPort-005-935-554
DB00947	MolPort-035-395-691
DB00948	MolPort-035-395-777
DB00950	MolPort-000-846-065
DB00950	MolPort-003-666-536
DB00952	MolPort-003-849-333
DB00953	MolPort-003-850-198
DB00954	MolPort-005-909-391
DB00954	MolPort-019-699-787
DB00954	MolPort-023-220-286
DB00954	MolPort-035-395-784
DB00958	MolPort-001-768-921
DB00958	MolPort-003-665-501
DB00958	MolPort-003-845-609
DB00958	MolPort-035-395-692
DB00959	MolPort-000-743-133
DB00959	MolPort-002-507-412
DB00959	MolPort-030-042-338
DB00961	MolPort-003-666-532
DB00963	MolPort-005-938-273
DB00963	MolPort-023-220-529
DB00963	MolPort-027-835-393
DB00963	MolPort-027-948-611
DB00963	MolPort-035-395-284
DB00964	MolPort-006-069-427
DB00968	MolPort-001-497-431
DB00968	MolPort-004-963-964
DB00969	MolPort-006-391-882
DB00970	MolPort-035-394-857
DB00972	MolPort-003-666-641
DB00973	MolPort-005-972-419
DB00974	MolPort-019-707-772
DB00974	MolPort-019-707-776
DB00976	MolPort-023-220-177
DB00977	MolPort-000-725-407
DB00977	MolPort-007-550-482
DB00978	MolPort-003-666-401
DB00978	MolPort-027-836-145
DB00980	MolPort-006-395-839
DB00981	MolPort-003-941-330
DB00981	MolPort-004-955-150
DB00982	MolPort-002-507-281
DB00982	MolPort-016-633-206
DB00983	MolPort-003-983-476
DB00983	MolPort-005-938-378
DB00983	MolPort-009-194-212
DB00983	MolPort-023-220-125
DB00983	MolPort-035-757-894
DB00984	MolPort-000-735-099
DB00984	MolPort-002-507-120
DB00984	MolPort-002-511-487
DB00985	MolPort-000-730-996
DB00985	MolPort-000-837-708
DB00985	MolPort-005-943-678
DB00986	MolPort-003-355-582
DB00986	MolPort-006-112-011
DB00987	MolPort-000-716-085
DB00987	MolPort-001-785-900
DB00987	MolPort-003-665-632
DB00987	MolPort-003-846-115
DB00987	MolPort-009-679-954
DB00989	MolPort-003-850-196
DB00989	MolPort-005-943-069
DB00989	MolPort-005-943-070
DB00989	MolPort-035-677-431
DB00990	MolPort-003-666-566
DB00990	MolPort-019-990-136
DB00990	MolPort-027-564-865
DB00992	MolPort-003-901-028
DB00993	MolPort-000-745-914
DB00994	MolPort-003-930-331
DB00994	MolPort-006-108-008
DB00994	MolPort-006-185-018
DB00994	MolPort-009-653-424
DB00994	MolPort-009-757-679
DB00994	MolPort-027-835-911
DB00994	MolPort-030-042-299
DB00995	MolPort-002-498-179
DB00995	MolPort-027-836-715
DB00996	MolPort-027-564-888
DB00997	MolPort-006-385-638
DB01001	MolPort-006-830-342
DB01002	MolPort-003-666-503
DB01002	MolPort-005-932-346
DB01003	MolPort-002-509-361
DB01003	MolPort-005-934-024
DB01004	MolPort-000-758-398
DB01004	MolPort-002-507-301
DB01004	MolPort-020-313-387
DB01009	MolPort-002-343-983
DB01009	MolPort-023-220-443
DB01009	MolPort-027-720-627
DB01010	MolPort-003-665-564
DB01010	MolPort-035-677-532
DB01012	MolPort-006-393-290
DB01013	MolPort-003-666-505
DB01013	MolPort-005-975-027
DB01014	MolPort-005-934-178
DB01014	MolPort-005-935-652
DB01014	MolPort-027-713-805
DB01015	MolPort-023-221-936
DB01017	MolPort-002-339-593
DB01017	MolPort-002-964-495
DB01017	MolPort-003-666-235
DB01018	MolPort-003-666-686
DB01019	MolPort-003-666-134
DB01020	MolPort-000-802-740
DB01020	MolPort-009-675-672
DB01022	MolPort-001-785-978
DB01022	MolPort-003-666-819
DB01023	MolPort-006-394-101
DB01024	MolPort-002-493-736
DB01024	MolPort-006-111-411
DB01024	MolPort-015-163-754
DB01026	MolPort-003-666-216
DB01026	MolPort-003-848-307
DB01029	MolPort-003-666-550
DB01030	MolPort-003-666-754
DB01033	MolPort-001-783-696
DB01033	MolPort-001-815-626
DB01033	MolPort-003-665-491
DB01033	MolPort-003-846-751
DB01033	MolPort-011-284-762
DB01033	MolPort-016-582-666
DB01034	MolPort-016-580-730
DB01035	MolPort-002-319-710
DB01036	MolPort-002-885-868
DB01036	MolPort-003-666-559
DB01036	MolPort-003-850-574
DB01036	MolPort-005-935-051
DB01036	MolPort-019-878-694
DB01036	MolPort-019-991-119
DB01036	MolPort-023-334-484
DB01040	MolPort-005-932-334
DB01042	MolPort-003-665-535
DB01042	MolPort-027-836-494
DB01043	MolPort-002-145-743
DB01043	MolPort-003-666-358
DB01043	MolPort-006-822-577
DB01043	MolPort-023-278-009
DB01043	MolPort-035-394-830
DB01044	MolPort-000-776-959
DB01044	MolPort-020-179-984
DB01044	MolPort-027-947-856
DB01045	MolPort-000-767-051
DB01045	MolPort-006-395-891
DB01045	MolPort-035-394-872
DB01047	MolPort-002-507-472
DB01048	MolPort-003-844-371
DB01048	MolPort-006-069-118
DB01048	MolPort-006-823-009
DB01048	MolPort-019-939-236
DB01048	MolPort-027-653-954
DB01049	MolPort-002-461-882
DB01050	MolPort-003-931-290
DB01051	MolPort-000-719-421
DB01051	MolPort-000-771-685
DB01051	MolPort-002-526-534
DB01051	MolPort-006-309-642
DB01051	MolPort-016-633-352
DB01051	MolPort-035-395-012
DB01053	MolPort-001-946-859
DB01053	MolPort-003-666-255
DB01053	MolPort-003-926-371
DB01053	MolPort-004-964-882
DB01053	MolPort-006-113-375
DB01053	MolPort-019-998-469
DB01055	MolPort-002-527-308
DB01056	MolPort-003-787-804
DB01056	MolPort-013-146-913
DB01060	MolPort-000-727-793
DB01060	MolPort-002-516-461
DB01060	MolPort-003-666-122
DB01060	MolPort-006-666-260
DB01060	MolPort-006-823-781
DB01060	MolPort-009-758-144
DB01060	MolPort-021-780-293
DB01060	MolPort-021-783-312
DB01061	MolPort-001-933-252
DB01061	MolPort-001-933-253
DB01061	MolPort-006-823-780
DB01061	MolPort-035-395-713
DB01062	MolPort-003-666-668
DB01064	MolPort-000-739-591
DB01064	MolPort-003-666-212
DB01064	MolPort-003-927-399
DB01064	MolPort-027-835-354
DB01066	MolPort-023-220-897
DB01067	MolPort-002-885-830
DB01069	MolPort-003-666-272
DB01072	MolPort-016-633-312
DB01072	MolPort-023-220-516
DB01075	MolPort-000-730-996
DB01075	MolPort-000-837-708
DB01075	MolPort-005-943-678
DB01076	MolPort-019-707-005
DB01077	MolPort-003-666-788
DB01077	MolPort-006-115-713
DB01078	MolPort-000-775-184
DB01078	MolPort-002-525-190
DB01078	MolPort-007-980-851
DB01080	MolPort-003-959-891
DB01082	MolPort-000-738-638
DB01082	MolPort-003-983-456
DB01082	MolPort-035-395-705
DB01083	MolPort-009-019-613
DB01085	MolPort-000-710-748
DB01085	MolPort-003-666-262
DB01085	MolPort-003-873-272
DB01085	MolPort-003-939-125
DB01085	MolPort-035-395-393
DB01086	MolPort-003-894-702
DB01087	MolPort-003-666-267
DB01087	MolPort-004-964-068
DB01091	MolPort-002-885-811
DB01091	MolPort-005-934-229
DB01092	MolPort-000-770-160
DB01092	MolPort-002-525-855
DB01092	MolPort-007-980-733
DB01092	MolPort-035-395-749
DB01094	MolPort-001-741-418
DB01094	MolPort-002-893-747
DB01095	MolPort-002-885-826
DB01095	MolPort-003-983-887
DB01095	MolPort-006-709-421
DB01098	MolPort-000-883-884
DB01098	MolPort-003-987-534
DB01098	MolPort-005-974-890
DB01098	MolPort-019-707-028
DB01098	MolPort-023-220-202
DB01098	MolPort-028-949-128
DB01098	MolPort-035-394-978
DB01099	MolPort-000-155-561
DB01099	MolPort-001-774-493
DB01101	MolPort-019-992-366
DB01101	MolPort-023-220-383
DB01103	MolPort-003-665-492
DB01103	MolPort-004-285-521
DB01103	MolPort-018-655-037
DB01104	MolPort-002-507-818
DB01104	MolPort-003-666-622
DB01104	MolPort-005-935-102
DB01104	MolPort-009-760-233
DB01104	MolPort-023-220-160
DB01105	MolPort-000-776-452
DB01105	MolPort-003-666-609
DB01105	MolPort-005-940-438
DB01108	MolPort-035-758-033
DB01110	MolPort-000-710-887
DB01110	MolPort-003-665-537
DB01112	MolPort-002-512-974
DB01112	MolPort-002-885-814
DB01112	MolPort-002-964-493
DB01112	MolPort-005-938-003
DB01112	MolPort-007-567-664
DB01112	MolPort-027-948-852
DB01112	MolPort-035-757-905
DB01113	MolPort-000-740-853
DB01113	MolPort-000-847-203
DB01113	MolPort-001-572-862
DB01114	MolPort-002-904-271
DB01114	MolPort-003-845-934
DB01114	MolPort-003-940-748
DB01114	MolPort-006-841-225
DB01114	MolPort-009-673-255
DB01114	MolPort-027-899-209
DB01117	MolPort-003-666-542
DB01117	MolPort-006-666-289
DB01118	MolPort-000-703-416
DB01118	MolPort-002-915-715
DB01119	MolPort-003-666-772
DB01123	MolPort-001-795-081
DB01123	MolPort-003-926-257
DB01123	MolPort-003-939-161
DB01123	MolPort-005-609-831
DB01123	MolPort-023-220-666
DB01123	MolPort-035-395-471
DB01126	MolPort-003-847-041
DB01127	MolPort-003-666-381
DB01128	MolPort-003-845-034
DB01128	MolPort-027-564-887
DB01131	MolPort-003-666-543
DB01131	MolPort-027-652-696
DB01132	MolPort-003-666-558
DB01132	MolPort-027-851-177
DB01132	MolPort-028-603-922
DB01134	MolPort-002-527-902
DB01136	MolPort-005-943-740
DB01137	MolPort-000-758-642
DB01137	MolPort-002-885-835
DB01137	MolPort-005-932-749
DB01137	MolPort-016-582-660
DB01137	MolPort-023-219-659
DB01137	MolPort-023-220-556
DB01137	MolPort-023-332-231
DB01137	MolPort-023-332-232
DB01140	MolPort-002-507-346
DB01142	MolPort-003-666-170
DB01142	MolPort-003-872-120
DB01142	MolPort-005-933-834
DB01147	MolPort-002-509-865
DB01147	MolPort-002-964-509
DB01147	MolPort-005-938-010
DB01148	MolPort-003-986-802
DB01149	MolPort-002-885-843
DB01149	MolPort-003-983-466
DB01150	MolPort-006-823-790
DB01150	MolPort-023-220-366
DB01150	MolPort-027-637-283
DB01151	MolPort-000-737-809
DB01151	MolPort-000-917-727
DB01153	MolPort-005-940-278
DB01155	MolPort-003-666-746
DB01155	MolPort-003-847-572
DB01155	MolPort-005-935-610
DB01155	MolPort-035-395-003
DB01155	MolPort-035-395-009
DB01156	MolPort-001-759-083
DB01156	MolPort-005-943-736
DB01158	MolPort-003-940-544
DB01160	MolPort-001-793-006
DB01162	MolPort-000-768-720
DB01162	MolPort-003-666-790
DB01162	MolPort-003-987-056
DB01164	MolPort-001-756-357
DB01164	MolPort-001-783-702
DB01165	MolPort-000-758-642
DB01165	MolPort-002-885-835
DB01165	MolPort-005-932-749
DB01165	MolPort-016-582-660
DB01165	MolPort-023-219-659
DB01165	MolPort-023-220-556
DB01165	MolPort-023-332-231
DB01165	MolPort-023-332-232
DB01167	MolPort-006-069-284
DB01168	MolPort-003-849-975
DB01170	MolPort-001-783-613
DB01172	MolPort-001-934-130
DB01172	MolPort-002-508-616
DB01172	MolPort-002-515-661
DB01172	MolPort-003-983-443
DB01172	MolPort-005-938-424
DB01173	MolPort-002-111-239
DB01173	MolPort-003-666-248
DB01173	MolPort-027-564-881
DB01175	MolPort-003-666-613
DB01175	MolPort-003-940-770
DB01175	MolPort-003-986-352
DB01175	MolPort-005-973-306
DB01175	MolPort-020-064-282
DB01177	MolPort-006-069-198
DB01179	MolPort-003-665-514
DB01179	MolPort-003-872-119
DB01179	MolPort-027-835-544
DB01181	MolPort-019-949-595
DB01182	MolPort-003-666-514
DB01183	MolPort-000-711-906
DB01183	MolPort-000-807-437
DB01183	MolPort-003-849-305
DB01183	MolPort-003-983-641
DB01183	MolPort-008-266-372
DB01184	MolPort-009-765-576
DB01184	MolPort-023-220-554
DB01185	MolPort-009-680-025
DB01186	MolPort-003-666-477
DB01186	MolPort-019-939-201
DB01186	MolPort-027-948-864
DB01188	MolPort-003-666-145
DB01190	MolPort-000-704-901
DB01190	MolPort-002-964-479
DB01190	MolPort-003-983-294
DB01190	MolPort-003-983-423
DB01190	MolPort-009-758-090
DB01190	MolPort-016-633-350
