drugbank_id	nikkaji_id
DB00898	J256.541B
DB00898	J3.086.725D
DB00898	J624.463G
DB00898	J624.464E
DB00898	J65.069B
DB00898	J65.070F
DB00898	J737.752E
DB00898	J779.543B
DB00898	J779.544K
DB00899	J423.836B
DB00900	J1.262.019E
DB00900	J1.843.928J
DB00900	J261.930J
DB00901	J20.258D
DB00902	J7.838G
DB00903	J4.399K
DB00903	J8.417D
DB00904	J245.610I
DB00904	J623.881E
DB00904	J623.882C
DB00905	J1.596.089B
DB00905	J3.052.699F
DB00906	J292.640G
DB00906	J390.632I
DB00906	J525.184B
DB00907	J1.210.605J
DB00907	J1.229.519G
DB00907	J1.229.520K
DB00907	J134.076J
DB00907	J2.186.093J
DB00907	J23.930E
DB00907	J373.265G
DB00907	J373.267C
DB00907	J384.535D
DB00907	J384.536B
DB00907	J384.537K
DB00907	J43.264D
DB00907	J442.911G
DB00907	J468.371D
DB00907	J501.763G
DB00907	J501.764E
DB00907	J501.765C
DB00908	J1.014.792A
DB00908	J1.056.302J
DB00908	J1.422.879I
DB00908	J1.422.880B
DB00908	J1.476.727D
DB00908	J1.615.780E
DB00908	J1.722.001B
DB00908	J1.722.002K
DB00908	J1.834.484J
DB00908	J2.576.339D
DB00908	J3.029.720B
DB00908	J4.570E
DB00908	J5.555G
DB00908	J6.544G
DB00908	J6.545E
DB00908	J654.524F
DB00909	J20.559A
DB00910	J1.153.872J
DB00910	J1.157.530G
DB00912	J426.702H
DB00912	J555.406C
DB00912	J555.407A
DB00913	J5.827K
DB00914	J10.592I
DB00915	J6.971J
DB00917	J1.388.791H
DB00917	J1.388.792F
DB00917	J1.567.582I
DB00917	J1.838.665H
DB00917	J1.950.231G
DB00917	J17.783K
DB00917	J17.784I
DB00917	J591.184B
DB00917	J615.546D
DB00917	J838.387A
DB00917	J9.243F
DB00918	J1.076.916G
DB00919	J7.562K
DB00920	J19.479D
DB00921	J291.229E
DB00921	J980.662H
DB00922	J550.713H
DB00922	J555.334B
DB00923	J26.425C
DB00923	J39.141G
DB00924	J5.490I
DB00925	J4.795C
DB00926	J2.786C
DB00926	J23.610A
DB00927	J22.992J
DB00928	J1.523G
DB00928	J33.115E
DB00929	J345.358H
DB00929	J345.359F
DB00929	J353.768D
DB00929	J353.769B
DB00929	J562.910A
DB00929	J562.911J
DB00933	J8.016K
DB00934	J9.818C
DB00935	J2.073.885E
DB00935	J7.501I
DB00936	J2.025.193J
DB00936	J2.370A
DB00936	J215.763B
DB00936	J3.216.195B
DB00936	J897.970G
DB00936	J953.869K
DB00937	J4.327C
DB00938	J358.964A
DB00938	J358.965J
DB00938	J707.866H
DB00939	J7.065C
DB00939	J8.403D
DB00940	J8.071C
DB00941	J1.274.386F
DB00941	J1.528.092A
DB00941	J1.528.093J
DB00941	J1.938K
DB00941	J1.962.576A
DB00941	J1.996.842A
DB00941	J314.072E
DB00941	J488.894D
DB00941	J741.342D
DB00941	J779.248D
DB00941	J810.705J
DB00941	J911.614A
DB00941	J928.742F
DB00942	J4.201C
DB00942	J771.614A
DB00942	J771.615J
DB00943	J277.119E
DB00943	J577.236B
DB00943	J580.510D
DB00943	J895.740A
DB00944	J82.023G
DB00945	J1.022.948K
DB00945	J1.851.535K
DB00945	J2.300K
DB00945	J3.216.196K
DB00945	J3.216.197I
DB00945	J3.216.198G
DB00945	J730.352A
DB00946	J5.733I
DB00946	J58.433I
DB00946	J58.434G
DB00947	J401.163E
DB00948	J11.231C
DB00948	J278.316I
DB00949	J50.906J
DB00950	J1.853.893H
DB00950	J413.164I
DB00950	J434.876A
DB00950	J434.877J
DB00951	J1.030.138F
DB00951	J1.371D
DB00951	J2.092.155B
DB00952	J1.015.806K
DB00952	J550.688C
DB00953	J666.053C
DB00954	J227.996G
DB00954	J479.877E
DB00956	J1.708.214K
DB00956	J386.387E
DB00956	J5.369D
DB00957	J330.903G
DB00957	J330.975D
DB00957	J76.211C
DB00957	J968.604E
DB00957	J968.609F
DB00958	J1.382.901B
DB00958	J2.526.466E
DB00958	J208.210A
DB00958	J3.748F
DB00958	J453.192B
DB00958	J96.058F
DB00959	J3.018.095J
DB00959	J3.872E
DB00960	J221.535G
DB00960	J221.536E
DB00960	J246.149H
DB00960	J3.439H
DB00960	J457.020K
DB00961	J16.719C
DB00961	J4.726K
DB00961	J53.852C
DB00962	J575.185C
DB00963	J34.696I
DB00963	J562.996I
DB00964	J247.956G
DB00966	J556.167A
DB00967	J1.505.147G
DB00967	J574.133E
DB00968	J1.682.491G
DB00968	J526.921K
DB00968	J9.247I
DB00969	J532.750D
DB00970	J3.209C
DB00971	J148.145B
DB00972	J13.831B
DB00972	J507.916K
DB00972	J507.917I
DB00973	J900.924H
DB00974	J1.405.464B
DB00974	J1.573.769G
DB00974	J4.406G
DB00975	J8.585E
DB00976	J982.785D
DB00977	J1.972.773D
DB00977	J2.094.136G
DB00977	J2.653.077F
DB00977	J2.803G
DB00977	J3.127.577F
DB00977	J328.004G
DB00978	J135.046C
DB00978	J379.986G
DB00978	J379.987E
DB00979	J264.904G
DB00979	J264.905E
DB00979	J6.274J
DB00980	J1.473.195D
DB00981	J1.556.716C
DB00981	J2.033.209C
DB00981	J2.708.708F
DB00981	J4.579I
DB00981	J808.495E
DB00982	J1.313.469C
DB00982	J1.313.475H
DB00982	J1.518K
DB00982	J1.900.580A
DB00982	J48.387G
DB00982	J494.243D
DB00982	J528.606I
DB00982	J623.910B
DB00982	J627.166I
DB00982	J646.036D
DB00982	J646.037B
DB00982	J646.038K
DB00982	J646.039I
DB00982	J646.157C
DB00982	J646.158A
DB00982	J690.379G
DB00982	J8.772F
DB00982	J970.183D
DB00983	J245.605B
DB00983	J245.606K
DB00983	J817.046K
DB00983	J817.047I
DB00984	J2.185.289I
DB00984	J8.621E
DB00985	J1.390K
DB00985	J3.230.107J
DB00986	J239.170H
DB00986	J346.570E
DB00986	J346.571C
DB00987	J1.084.707I
DB00987	J1.250.612K
DB00987	J1.257.255G
DB00987	J1.315.909B
DB00987	J1.315.910F
DB00987	J1.634.142H
DB00987	J2.049.770J
DB00987	J2.958K
DB00987	J4.837B
DB00987	J515.009D
DB00987	J608.994A
DB00987	J670.729G
DB00987	J670.731I
DB00987	J671.265G
DB00987	J711.516D
DB00988	J2.635.982A
DB00988	J4.120C
DB00989	J2.138.266C
DB00989	J425.951C
DB00989	J982.502I
DB00990	J367.471A
DB00991	J10.781F
DB00992	J313.797J
DB00994	J4.457A
DB00994	J4.458J
DB00995	J1.155.675B
DB00995	J1.731.457B
DB00995	J1.806.934B
DB00995	J1.817.896F
DB00995	J1.817.897D
DB00995	J1.817.901F
DB00995	J2.726.987G
DB00995	J280.388G
DB00995	J3.035.441I
DB00995	J3.035.444C
DB00995	J3.150.068K
DB00995	J44.119H
DB00995	J526.122H
DB00995	J977.946I
DB00995	J988.870E
DB00996	J39.388F
DB00997	J1.111.282J
DB00997	J3.792C
DB00997	J81.933F
DB00998	J1.042.045H
DB00999	J1.920H
DB01000	J25.702H
DB01000	J3.403G
DB01000	J86.562A
DB01001	J10.899E
DB01001	J428.072E
DB01001	J428.073C
DB01002	J153.468H
DB01002	J153.469F
DB01002	J7.351B
DB01003	J1.665.168K
DB01003	J9.015H
DB01003	J9.027A
DB01004	J22.096E
DB01005	J1.319.202B
DB01005	J2.937H
DB01006	J390.644B
DB01007	J3.525D
DB01007	J616.592C
DB01007	J616.593A
DB01008	J1.460.982B
DB01008	J2.316G
DB01009	J1.796.869F
DB01009	J149.250K
DB01009	J3.200.373G
DB01009	J3.468A
DB01009	J389.199B
DB01009	J389.200J
DB01010	J2.016.479D
DB01010	J5.502F
DB01011	J1.369B
DB01012	J1.645.239D
DB01013	J21.005F
DB01014	J35.127J
DB01015	J2.664.230B
DB01015	J4.525J
DB01016	J3.430D
DB01017	J510.112C
DB01017	J8.983D
DB01018	J21.225C
DB01019	J1.532.891F
DB01019	J1.532.892D
DB01019	J7.089K
DB01021	J2.527E
DB01022	J1.112.210H
DB01022	J20.883C
DB01022	J20.960K
DB01022	J3.883K
DB01022	J313.789I
DB01022	J313.790B
DB01022	J313.791K
DB01023	J11.263A
DB01023	J390.517I
DB01023	J390.518G
DB01024	J2.768E
DB01024	J49.437B
DB01024	J59.823B
DB01024	J59.824K
DB01025	J22.801J
DB01026	J1.095.033C
DB01026	J220.792C
DB01026	J220.793A
DB01026	J301.870I
DB01026	J301.871G
DB01028	J1.067.699A
DB01028	J2.405H
DB01029	J549.417F
DB01030	J362.027A
DB01031	J2.513E
DB01032	J1.382J
DB01032	J250.810I
DB01032	J55.466I
DB01033	J1.471.417K
DB01033	J2.298E
DB01034	J1.478.184F
DB01034	J420.953B
DB01034	J457.830I
DB01034	J9.098K
DB01035	J4.110F
DB01036	J561.859B
DB01037	J1.967.951I
DB01037	J1.967.952G
DB01037	J2.172.945K
DB01037	J2.195.496I
DB01037	J21.365I
DB01037	J34.132K
DB01037	J548.761G
DB01039	J10.021H
DB01040	J257.576K
DB01040	J5.057A
DB01041	J1.569.884E
DB01041	J15.228E
DB01041	J4.101G
DB01041	J53.847G
DB01042	J2.962I
DB01042	J238.573B
DB01042	J8.080B
DB01043	J13.646H
DB01044	J523.172H
DB01045	J2.736G
DB01046	J2.581.749D
DB01047	J2.036B
DB01048	J1.303.600D
DB01048	J825.172J
DB01048	J976.986B
DB01049	J1.465F
DB01049	J1.716.313B
DB01049	J238.088I
DB01050	J2.514.896G
DB01050	J2.678.033K
DB01050	J3.134H
DB01050	J384.812D
DB01050	J384.813B
DB01050	J391.618I
DB01050	J391.619G
DB01050	J391.917J
DB01050	J391.918H
DB01050	J391.919F
DB01050	J476.718G
DB01050	J476.719E
DB01051	J24.803G
DB01051	J24.804E
DB01051	J24.823A
DB01051	J3.632C
DB01051	J68.034F
DB01051	J743.343C
DB01051	J874E
DB01053	J1.481.822G
DB01053	J1.536.425D
DB01053	J1.588.166F
DB01053	J1.747.677G
DB01053	J2.069.656G
DB01053	J2.342F
DB01053	J25.620J
DB01053	J25.621H
DB01053	J25.642K
DB01053	J356.465G
DB01053	J4.869K
DB01053	J7.204D
DB01053	J9.869H
DB01053	J931.577B
DB01055	J51.339C
DB01055	J64.129D
DB01055	J9.396C
DB01056	J16.873D
DB01056	J292.378E
DB01056	J292.379C
DB01057	J2.248I
DB01058	J2.787A
DB01058	J343.006E
DB01058	J343.007C
DB01058	J457.026J
DB01059	J1.144D
DB01059	J1.241.304A
DB01060	J2.195.863H
DB01060	J25.703F
DB01060	J250.938E
DB01060	J3.165H
DB01060	J304.915I
DB01060	J430.575B
DB01060	J661.895B
DB01061	J19.344E
DB01061	J260.737I
DB01062	J386.305K
DB01062	J386.306I
DB01062	J8.038A
DB01063	J7.905G
DB01064	J221.644B
DB01064	J28.477G
DB01064	J4.115G
DB01065	J1.542.352H
DB01065	J2.065.155E
DB01065	J2.688.885I
DB01065	J2.688.886G
DB01065	J5.258B
DB01066	J419.564G
DB01066	J561.797I
DB01066	J632.780J
DB01067	J20.336J
DB01069	J4.809G
DB01069	J668.908F
DB01069	J668.909D
DB01070	J1.415J
DB01070	J21.191E
DB01070	J497.448D
DB01071	J342.305K
DB01072	J1.006.724C
DB01073	J535.382C
DB01074	J261.412J
DB01074	J261.413H
DB01074	J283.236D
DB01074	J283.237B
DB01074	J8.427A
DB01075	J1.390K
DB01076	J1.064.820C
DB01076	J1.065.011I
DB01076	J1.065.131J
DB01076	J1.065.133F
DB01076	J1.065.134D
DB01076	J1.137.564B
DB01076	J3.077.142G
DB01076	J596.930A
DB01077	J1.622.628I
DB01077	J31.845K
DB01077	J42.163D
DB01077	J7.915D
DB01077	J87.541D
DB01078	J4.081I
DB01080	J1.944.692A
DB01080	J323.105D
DB01080	J323.106B
DB01080	J82.341D
DB01081	J7.167F
DB01082	J4.500D
DB01083	J3.066.383G
DB01083	J391.912I
DB01084	J253.163A
DB01085	J182.300K
DB01085	J843.187F
DB01085	J9.328I
DB01086	J4.690F
DB01087	J4.316H
DB01087	J90.484H
DB01087	J90.485F
DB01089	J10.010B
DB01089	J123.218E
DB01090	J5.828I
DB01091	J276.436I
DB01092	J15.724D
DB01092	J6.892F
DB01093	J1.106.032C
DB01093	J1.130.885F
DB01093	J1.933J
DB01093	J150.031G
DB01093	J2.603.924J
DB01094	J294.471E
DB01094	J649.821C
DB01094	J9.235E
DB01095	J2.058.624I
DB01095	J2.142.208H
DB01095	J2.710.562I
DB01095	J360.319I
DB01095	J555.479I
DB01095	J884.019I
DB01095	J884.021K
DB01097	J227.599F
DB01098	J1.466.996E
DB01098	J3.026.202F
DB01098	J3.118.169K
DB01098	J3.214.253B
DB01099	J3.695A
DB01100	J3.698F
DB01101	J949.163E
DB01102	J3.089.520G
DB01102	J561.823A
DB01103	J3.877F
DB01104	J1.633.043D
DB01104	J2.103.336G
DB01104	J293.677A
DB01104	J33.072H
DB01105	J1.228.018A
DB01105	J1.228.020C
DB01105	J247.963J
DB01106	J315.455F
DB01106	J358.847E
DB01106	J358.848C
DB01107	J41.174D
DB01107	J82.012A
DB01107	J82.013J
DB01108	J108.016D
DB01110	J1.969.063F
DB01110	J1.969.064D
DB01110	J11.471E
DB01112	J13.093A
DB01112	J296.618B
DB01112	J62.964B
DB01113	J10.638K
DB01114	J19.804H
DB01114	J441.686D
DB01114	J5.570K
DB01114	J64.094H
DB01116	J209.355C
DB01117	J1.549.967B
DB01117	J389.528I
DB01118	J7.829H
DB01119	J5.703G
DB01120	J3.151H
DB01121	J4.831C
DB01122	J8.956G
DB01123	J3.930F
DB01124	J1.406K
DB01125	J36.826A
DB01126	J1.076.222G
DB01126	J677.498I
DB01127	J10.724G
DB01127	J304.061E
DB01127	J304.062C
DB01127	J304.909D
DB01127	J306.630D
DB01128	J389.229H
DB01128	J389.230A
DB01128	J636.420I
DB01129	J395.966J
DB01130	J12.640C
DB01131	J9.398J
DB01132	J277.717G
DB01132	J865.519G
DB01132	J865.520K
DB01133	J476.064F
DB01133	J564.339B
DB01134	J7.102A
DB01135	J281.722E
DB01135	J281.723C
DB01136	J33.955E
DB01136	J415.532G
DB01136	J415.533E
DB01137	J142.436J
DB01137	J142.437H
DB01137	J242.858J
DB01138	J1.384F
DB01139	J11.255K
DB01139	J16.819J
DB01140	J1.443.000H
DB01140	J278.378I
DB01140	J3.187I
DB01141	J1.154.979I
DB01141	J1.856.181F
DB01142	J355.415E
DB01142	J8.179E
DB01142	J9.508G
DB01143	J23.675F
DB01143	J96.896J
DB01144	J8.589H
DB01145	J10.215F
DB01146	J5.838F
DB01147	J205.919C
DB01147	J4.818F
DB01148	J8.545F
DB01149	J1.847.529D
DB01149	J33.097C
DB01150	J363.502C
DB01150	J397.917B
DB01151	J8.596K
DB01152	J2.763.506G
DB01153	J369.930G
DB01154	J38.391K
DB01154	J51.934K
DB01154	J52.823D
DB01154	J93.450J
DB01154	J93.451H
DB01155	J1.306.452K
DB01155	J1.400.669I
DB01155	J1.400.670B
DB01155	J726.319H
DB01156	J245.591I
DB01156	J245.592G
DB01156	J283.224K
DB01157	J22.060D
DB01158	J4.602G
DB01159	J1.071.697G
DB01159	J2.555K
DB01159	J88.028K
DB01159	J88.029I
DB01160	J1.068.161H
DB01160	J1.068.162F
DB01160	J1.068.163D
DB01160	J1.068.164B
DB01160	J1.772.415K
DB01160	J1.950.230I
DB01160	J2.014.873J
DB01160	J20.420J
DB01160	J4.214E
DB01160	J401.553C
DB01160	J493.589F
DB01160	J499.068D
DB01160	J591.185K
DB01160	J617.859F
DB01160	J617.860J
DB01160	J617.861H
DB01160	J617.862F
DB01160	J86.534F
DB01160	J9.246K
DB01160	J996.507F
DB01160	J999.517J
DB01160	J999.518H
DB01160	J999.519F
DB01161	J5.584K
DB01162	J19.669J
DB01162	J599.545K
DB01162	J599.546I
DB01163	J19.342I
DB01164	J202.845J
DB01164	J298.931J
DB01164	J298.932H
DB01164	J3.745A
DB01164	J43.724G
DB01164	J643.972A
DB01164	J95.232J
DB01165	J142.436J
DB01165	J142.437H
DB01165	J242.858J
DB01166	J23.223H
DB01167	J2.113.296I
DB01167	J23.733G
DB01167	J3.033.099D
DB01167	J3.033.100A
DB01167	J331.009D
DB01167	J331.010H
DB01167	J930.334K
DB01167	J930.335I
DB01168	J3.018J
DB01170	J4.562D
DB01171	J19.047K
DB01172	J3.027.940I
DB01172	J4.492J
DB01173	J4.888G
DB01173	J924.531F
DB01173	J924.532D
DB01174	J246.884K
DB01174	J4.499G
DB01175	J18.081E
DB01175	J819.065H
DB01175	J819.066F
DB01176	J4.621C
DB01177	J32.515E
DB01177	J350.492A
DB01177	J439.402J
DB01178	J3.854G
DB01179	J1.842.983G
DB01179	J1.854.446F
DB01179	J1.971.607D
DB01179	J112.698I
DB01179	J2.532.753E
DB01179	J2.532.754C
DB01179	J2.565.288F
DB01179	J342.333F
DB01179	J497.667C
DB01179	J5.172A
DB01179	J6.582J
DB01179	J693.288F
DB01179	J693.289D
DB01179	J693.290H
DB01179	J693.291F
DB01180	J3.476B
DB01181	J1.693.112H
DB01181	J2.196B
DB01181	J26.476H
DB01181	J599.676G
DB01181	J599.677E
DB01182	J12.333A
DB01182	J386.541J
DB01182	J397.327A
DB01183	J423.357C
DB01183	J5.894G
DB01183	J581.985G
DB01184	J3.199B
DB01185	J1.474E
DB01186	J19.083G
DB01188	J3.173I
DB01189	J444.212A
DB01189	J881.452J
DB01189	J882.979I
DB01190	J360.173K
DB01190	J9.300I
DB01191	J13.711A
DB01191	J5.760F
DB01191	J50.055K
DB01192	J2.105.818A
DB01192	J23.880E
DB01192	J4.174B
DB01193	J245.587K
DB01193	J245.588I
DB01193	J29.383K
DB01194	J1.143.859H
DB01195	J12.413C
DB01195	J399.064H
DB01195	J399.065F
DB01195	J401.529K
DB01195	J401.530D
DB01196	J7.659G
DB01197	J1.181.968K
DB01197	J1.409.344C
DB01197	J3.203D
DB01197	J413.579B
DB01197	J419.091B
DB01198	J16.885H
DB01198	J573.433I
DB01198	J573.434G
DB01199	J1.068.209F
DB01199	J193.260H
DB01200	J16.988I
DB01201	J18.479I
DB01202	J1.380.981J
DB01202	J17.546C
DB01202	J523.599E
DB01203	J120.454H
DB01203	J16.444E
DB01203	J2.037.602C
DB01203	J2.037.603A
DB01203	J624.938H
DB01203	J624.939F
DB01203	J624.940J
DB01203	J624.941H
DB01204	J19.969I
DB01205	J1.593.262G
DB01205	J2.155.918K
DB01205	J23.594F
DB01206	J3.122D
DB01207	J388.277B
DB01208	J1.623.524E
DB01208	J324.247A
DB01208	J324.339G
DB01208	J380.581F
DB01208	J426.197F
DB01209	J10.888J
DB01210	J237.992I
DB01210	J238.476K
DB01211	J134.033F
DB01211	J2.026.119F
DB01211	J2.026.120J
DB01212	J11.973C
DB01212	J2.647.616J
DB01213	J35.396E
DB01214	J11.486C
DB01214	J633.680I
DB01214	J633.681G
DB01215	J9.280K
DB01216	J1.185.321H
DB01216	J1.816.392F
DB01216	J367.472J
DB01217	J592.428F
DB01218	J18.879D
DB01218	J597.696K
DB01218	J597.697I
DB01220	J171.233K
DB01221	J238.629A
DB01221	J238.630E
DB01221	J343.931C
DB01221	J466.592I
DB01222	J11.656D
DB01222	J261.701C
DB01222	J261.702A
DB01222	J930.926H
DB01223	J1.330.907H
DB01223	J1.358.351J
DB01223	J1.490.165E
DB01223	J1.876.812G
DB01223	J2.333G
DB01223	J3.209.732D
DB01223	J4.057F
DB01224	J386.371I
DB01226	J1.017.274H
DB01226	J1.017.275F
DB01226	J283.273I
DB01226	J3.054.548F
DB01226	J752.447A
DB01226	J752.448J
DB01226	J752.449H
DB01227	J20.711J
DB01227	J280.525A
DB01227	J41.405K
DB01227	J6.254E
DB01227	J9.669E
DB01228	J1.621.570H
DB01228	J239.734J
DB01228	J239.735H
DB01229	J1.230.138C
DB01229	J1.425.159F
DB01229	J1.425.163D
DB01229	J17.834I
DB01229	J384.623G
DB01229	J384.624E
DB01229	J624.351G
DB01229	J652.208D
DB01229	J723.276D
DB01229	J752.032H
DB01230	J4.432F
DB01231	J7.202H
DB01232	J1.015.617C
DB01232	J1.015.618A
DB01232	J1.015.619J
DB01232	J2.060.580D
DB01232	J378.898I
DB01232	J424.115K
DB01232	J449.574H
DB01233	J2.037K
DB01234	J1.356K
DB01234	J2.038I
DB01235	J1.377.187A
DB01235	J128.150J
DB01235	J218.056A
DB01235	J3.115.081G
DB01235	J9.225H
DB01235	J946.957E
DB01235	J990.686J
DB01236	J20.100F
DB01236	J642.343D
DB01237	J5.295G
DB01238	J573.417G
DB01239	J2.891F
DB01239	J398.247E
DB01239	J52.995H
DB01240	J17.550A
DB01240	J18.157I
DB01241	J40.721F
DB01242	J8.630D
DB01243	J2.128.082H
DB01243	J227.517A
DB01243	J7.088B
DB01244	J19.767J
DB01244	J558.969J
DB01244	J558.970C
DB01245	J6.129H
DB01246	J4.905K
DB01246	J76.889H
DB01246	J76.890A
DB01247	J4.794E
DB01248	J1.056.668A
DB01248	J2.186.339D
DB01248	J2.632.923J
DB01248	J314.049K
DB01248	J384.606G
DB01248	J384.607E
DB01248	J384.610E
DB01248	J384.611C
DB01249	J33.147C
DB01250	J2.615.228C
DB01250	J227.692E
DB01250	J35.059A
DB01251	J19.880C
DB01252	J589.787D
DB01252	J618.031K
DB01252	J880.184C
DB01253	J33.902D
DB01253	J4.806B
DB01253	J62.954E
DB01254	J2.086.852J
DB01259	J1.859.987B
DB01260	J6.927B
DB01262	J91.053H
DB01263	J1.250.853K
DB01263	J760.534J
DB01264	J2.037.394F
DB01264	J2.151.440C
DB01264	J2.151.441A
DB01264	J2.151.442J
DB01264	J2.151.443H
DB01264	J2.151.444F
DB01264	J2.151.445D
DB01264	J2.151.446B
DB01265	J1.098.474B
DB01265	J1.152.429J
DB01265	J1.177.970K
DB01265	J1.278.211J
DB01265	J1.570.292C
DB01265	J1.570.293A
DB01265	J1.739.454A
DB01265	J1.783.893H
DB01265	J119.617K
DB01265	J2.061.175H
DB01265	J2.061.176F
DB01265	J2.092.778J
DB01265	J2.569.651D
DB01265	J381.389D
DB01265	J381.390H
DB01265	J4.548I
DB01265	J406.684G
DB01265	J406.691J
DB01265	J515.502I
DB01265	J796.062J
DB01265	J908.648J
DB01265	J932.706A
DB01265	J935.117E
DB01265	J947.165K
DB01265	J953.302H
DB01267	J508.304D
DB01268	J1.942.549E
DB01268	J2.036.576E
DB01273	J2.192.947F
DB01273	J2.566.151F
DB01274	J245.605B
DB01274	J245.606K
DB01274	J817.046K
DB01274	J817.047I
DB01275	J4.262E
DB01280	J2.162.901D
DB01280	J2.162.902B
DB01280	J533.517E
DB01280	J679.698B
DB01282	J268.177C
DB01283	J1.996.164H
DB01288	J3.221.024D
DB01288	J3.221.025B
DB01288	J317.064K
DB01288	J317.065I
DB01288	J8.104C
DB01289	J20.337H
DB01291	J16.427E
DB01294	J135.235K
DB01294	J135.236I
DB01294	J135.237G
DB01294	J2.025.193J
DB01294	J2.370A
DB01294	J215.763B
DB01294	J298.851H
DB01294	J298.852F
DB01294	J3.216.195B
DB01294	J43.587B
DB01294	J643.936E
DB01294	J643.937C
DB01294	J792.026A
DB01294	J897.970G
DB01294	J95.184F
DB01294	J953.869K
DB01295	J12.450H
DB01295	J491.280B
DB01295	J491.281K
DB01296	J1.034.606A
DB01296	J1.353.588D
DB01296	J1.889.273A
DB01296	J2.096.710B
DB01296	J2.650.114H
DB01296	J328.028D
DB01296	J361.550B
DB01296	J412.978D
DB01296	J419.923E
DB01296	J774.534F
DB01296	J774.535D
DB01297	J1.376.445J
DB01297	J1.376.446H
DB01297	J8.428J
DB01298	J10.194J
DB01299	J21.373J
DB01301	J4.526H
DB01303	J1.397.489F
DB01303	J1.397.495K
DB01303	J1.397.543D
DB01303	J1.398.036E
DB01303	J1.398.039J
DB01303	J1.398.042J
DB01303	J1.398.658D
DB01303	J1.398.661D
DB01303	J1.964.195C
DB01303	J2.045.747C
DB01303	J2.078.736H
DB01303	J2.164.863I
DB01303	J215.833G
DB01303	J3.186.964A
DB01303	J4.822D
DB01303	J40.678C
DB01303	J5.135G
DB01319	J1.972.383F
DB01319	J2.088.973J
DB01320	J353.480D
DB01320	J540.502E
DB01321	J1.885.291H
DB01321	J979B
DB01322	J2.765.191G
DB01324	J2.035D
DB01325	J1.429J
DB01325	J2.667.409C
DB01326	J1.592.775E
DB01326	J17.432G
DB01326	J26.445H
DB01327	J17.146H
DB01327	J86.560E
DB01327	J86.564H
DB01327	J9.885J
DB01328	J18.084J
DB01328	J18.085H
DB01329	J19.295C
DB01329	J26.426A
DB01329	J37.217J
DB01330	J34.283A
DB01331	J17.424F
DB01331	J17.441F
DB01331	J26.431H
DB01332	J18.749F
DB01332	J324.352D
DB01332	J37.178E
DB01333	J26.443A
DB01333	J3.185B
DB01336	J96.562F
DB01337	J312.489D
DB01337	J366.698K
DB01338	J269.460C
DB01339	J355.440F
DB01339	J356.789C
DB01339	J621.680C
DB01340	J2.204.616K
DB01340	J33.155D
DB01342	J557.449H
DB01346	J1.014.792A
DB01346	J1.056.302J
DB01346	J1.422.879I
DB01346	J1.422.880B
DB01346	J1.476.727D
DB01346	J1.615.780E
DB01346	J1.722.001B
DB01346	J1.722.002K
DB01346	J1.834.484J
DB01346	J2.576.339D
DB01346	J246.884K
DB01346	J3.029.720B
DB01346	J4.499G
DB01346	J4.570E
DB01346	J5.555G
DB01346	J6.544G
DB01346	J6.545E
DB01346	J654.524F
DB01347	J608.584I
DB01348	J33.109K
DB01349	J578.440I
DB01351	J1.381A
DB01351	J95.719D
DB01352	J38.379A
DB01352	J84.852B
DB01353	J4.556J
DB01354	J6.256A
DB01355	J1.915A
DB01355	J413.639J
DB01355	J413.959C
DB01355	J5.238H
DB01356	J247.008J
DB01357	J1.426E
DB01359	J22.286K
DB01359	J257.434I
DB01359	J428.530A
DB01361	J7.904I
DB01362	J18.922G
DB01364	J1.049.857K
DB01364	J1.760.828B
DB01364	J1.853.895D
DB01364	J10.171K
DB01364	J193.736G
DB01364	J2.140.112I
DB01364	J2.150.881K
DB01364	J59.191B
DB01364	J69.045G
DB01364	J9.314I
DB01365	J4.989A
DB01366	J2.206.816D
DB01366	J239.392A
DB01366	J239.393J
DB01367	J20.564H
DB01367	J573.894F
DB01369	J492.986A
DB01369	J543.561G
DB01370	J1.291B
DB01370	J280.514F
DB01370	J643.963B
DB01373	J3.736B
DB01373	J96.066G
DB01375	J1.057.380G
DB01375	J1.163K
DB01375	J1.376.013F
DB01375	J1.419.344H
DB01375	J1.427.956C
DB01375	J1.537.522A
DB01375	J1.556.436I
DB01375	J135.235K
DB01375	J135.236I
DB01375	J135.237G
DB01375	J2.049.576F
DB01375	J2.188.275E
DB01375	J262.518K
DB01375	J298.851H
DB01375	J298.852F
DB01375	J366.491K
DB01375	J43.587B
DB01375	J642.370A
DB01375	J643.936E
DB01375	J643.937C
DB01375	J712.024I
DB01375	J814.650K
DB01375	J95.184F
DB01375	J962.223C
DB01377	J2.656.835H
DB01377	J3.728A
DB01377	J43.884G
DB01377	J96.302J
DB01380	J2.792H
DB01382	J9.361K
DB01384	J10.689E
DB01388	J281.718G
DB01390	J1.085.483K
DB01390	J1.927.505A
DB01390	J148.096K
DB01390	J209.399E
DB01390	J216.002A
DB01390	J44.042F
DB01392	J10.611I
DB01392	J12.799J
DB01392	J16.157H
DB01392	J23.898H
DB01392	J402.357I
DB01392	J402.358G
DB01392	J5.556E
DB01392	J5.984F
DB01392	J6.628A
DB01392	J627.324F
DB01392	J9.366A
DB01393	J1.644.561D
DB01393	J16.626J
DB01394	J1.013.187A
DB01394	J1.013.188J
DB01394	J1.013.189H
DB01394	J1.013.190A
DB01394	J1.166.400H
DB01394	J36.681A
DB01394	J9.267C
DB01395	J1.198.818K
