drugbank_id	hmdb_id
DB01124	HMDB15256
DB01125	HMDB15257
DB01126	HMDB15258
DB01127	HMDB15259
DB01128	HMDB15260
DB01129	HMDB05026
DB01130	HMDB15262
DB01131	HMDB15263
DB01132	HMDB15264
DB01133	HMDB15265
DB01135	HMDB15266
DB01136	HMDB15267
DB01137	HMDB01929
DB01137	HMDB15296
DB01138	HMDB15269
DB01139	HMDB15270
DB01139	HMDB30451
DB01140	HMDB15271
DB01141	HMDB15272
DB01142	HMDB15273
DB01143	HMDB15274
DB01144	HMDB15275
DB01145	HMDB15276
DB01146	HMDB15277
DB01147	HMDB15278
DB01148	HMDB15279
DB01149	HMDB15280
DB01150	HMDB15281
DB01151	HMDB15282
DB01152	HMDB15283
DB01153	HMDB15284
DB01154	HMDB15285
DB01155	HMDB15286
DB01156	HMDB01510
DB01157	HMDB15288
DB01158	HMDB15289
DB01159	HMDB15290
DB01160	HMDB01139
DB01160	HMDB01483
DB01160	HMDB02115
DB01160	HMDB05083
DB01160	HMDB10199
DB01160	HMDB11137
DB01160	HMDB15291
DB01161	HMDB15292
DB01162	HMDB15293
DB01163	HMDB15294
DB01164	HMDB00464
DB01164	HMDB00492
DB01164	HMDB02306
DB01165	HMDB01929
DB01165	HMDB15296
DB01166	HMDB15297
DB01167	HMDB15298
DB01168	HMDB15299
DB01169	HMDB15300
DB01170	HMDB15301
DB01171	HMDB15302
DB01172	HMDB15303
DB01173	HMDB15304
DB01174	HMDB15305
DB01174	HMDB15436
DB01175	HMDB05028
DB01175	HMDB05038
DB01176	HMDB15307
DB01177	HMDB15308
DB01178	HMDB15309
DB01179	HMDB15310
DB01179	HMDB31452
DB01180	HMDB15311
DB01181	HMDB15312
DB01182	HMDB15313
DB01183	HMDB15314
DB01184	HMDB15315
DB01185	HMDB15316
DB01186	HMDB15317
DB01187	HMDB15318
DB01188	HMDB15319
DB01189	HMDB15320
DB01190	HMDB15321
DB01191	HMDB15322
DB01192	HMDB15323
DB01193	HMDB15324
DB01194	HMDB15325
DB01195	HMDB15326
DB01196	HMDB15327
DB01197	HMDB15328
DB01198	HMDB14546
DB01198	HMDB15329
DB01199	HMDB15330
DB01200	HMDB15331
DB01201	HMDB15332
DB01202	HMDB15333
DB01203	HMDB15334
DB01204	HMDB15335
DB01205	HMDB15336
DB01206	HMDB15337
DB01207	HMDB15338
DB01208	HMDB15339
DB01209	HMDB15340
DB01210	HMDB15341
DB01211	HMDB15342
DB01212	HMDB15343
DB01213	HMDB15344
DB01214	HMDB15345
DB01215	HMDB15346
DB01216	HMDB01984
DB01217	HMDB15348
DB01218	HMDB15349
DB01219	HMDB15350
DB01220	HMDB15351
DB01221	HMDB15352
DB01222	HMDB15353
DB01223	HMDB01889
DB01223	HMDB15354
DB01223	HMDB31225
DB01224	HMDB05021
DB01225	HMDB14551
DB01225	HMDB15356
DB01226	HMDB15357
DB01227	HMDB15358
DB01227	HMDB15502
DB01228	HMDB15359
DB01229	HMDB15360
DB01231	HMDB15361
DB01232	HMDB15362
DB01233	HMDB15363
DB01234	HMDB14586
DB01234	HMDB15364
DB01235	HMDB00181
DB01235	HMDB00609
DB01236	HMDB15366
DB01237	HMDB15367
DB01238	HMDB05042
DB01239	HMDB15369
DB01240	HMDB01335
DB01241	HMDB15371
DB01242	HMDB15372
DB01243	HMDB15373
DB01244	HMDB15374
DB01245	HMDB15375
DB01246	HMDB15376
DB01247	HMDB15377
DB01248	HMDB15378
DB01248	HMDB42023
DB01249	HMDB15379
DB01250	HMDB15380
DB01251	HMDB15381
DB01252	HMDB15382
DB01253	HMDB15383
DB01254	HMDB15384
DB01255	HMDB15385
DB01256	HMDB15386
DB01259	HMDB15388
DB01260	HMDB15389
DB01261	HMDB15390
DB01262	HMDB15391
DB01263	HMDB15392
DB01264	HMDB15393
DB01265	HMDB00273
DB01265	HMDB15394
DB01267	HMDB15396
DB01268	HMDB15397
DB01273	HMDB15398
DB01274	HMDB15118
DB01274	HMDB15399
DB01275	HMDB15400
DB01280	HMDB15401
DB01282	HMDB15402
DB01283	HMDB15403
DB01288	HMDB15405
DB01289	HMDB15406
DB01291	HMDB15407
DB01294	HMDB01039
DB01294	HMDB01895
DB01294	HMDB02111
DB01294	HMDB02196
DB01294	HMDB15408
DB01295	HMDB15409
DB01296	HMDB01514
DB01296	HMDB30091
DB01297	HMDB15411
DB01298	HMDB15412
DB01299	HMDB15413
DB01301	HMDB15414
DB01303	HMDB00097
DB01303	HMDB15415
DB01319	HMDB15416
DB01320	HMDB15417
DB01321	HMDB15418
DB01324	HMDB15419
DB01325	HMDB15420
DB01326	HMDB15421
DB01327	HMDB15422
DB01328	HMDB15423
DB01329	HMDB15424
DB01330	HMDB15425
DB01331	HMDB15426
DB01332	HMDB15427
DB01333	HMDB15428
DB01336	HMDB14560
DB01336	HMDB15429
DB01337	HMDB15430
DB01338	HMDB15431
DB01339	HMDB15432
DB01340	HMDB15433
DB01342	HMDB15434
DB01346	HMDB14611
DB01346	HMDB15044
DB01346	HMDB15305
DB01346	HMDB15436
DB01347	HMDB15437
DB01348	HMDB15438
DB01349	HMDB15439
DB01351	HMDB15440
DB01352	HMDB15441
DB01353	HMDB15442
DB01354	HMDB15443
DB01355	HMDB15444
DB01356	HMDB05949
DB01357	HMDB15446
DB01359	HMDB15447
DB01361	HMDB15448
DB01362	HMDB15449
DB01364	HMDB01943
DB01364	HMDB15451
DB01365	HMDB15452
DB01366	HMDB15453
DB01367	HMDB15454
DB01369	HMDB15455
DB01370	HMDB15456
DB01375	HMDB00123
DB01375	HMDB01039
DB01375	HMDB02111
DB01375	HMDB15457
DB01377	HMDB15458
DB01378	HMDB00547
DB01380	HMDB15459
DB01382	HMDB15461
DB01384	HMDB15462
DB01390	HMDB00588
DB01390	HMDB00595
DB01390	HMDB03538
DB01390	HMDB31453
DB01392	HMDB15464
DB01393	HMDB15465
DB01394	HMDB15466
DB01395	HMDB15467
DB01396	HMDB15468
DB01397	HMDB00547
DB01397	HMDB01895
DB01397	HMDB15469
DB01398	HMDB00588
DB01398	HMDB01895
DB01398	HMDB15470
DB01399	HMDB15471
DB01400	HMDB15472
DB01401	HMDB00097
DB01401	HMDB00547
DB01401	HMDB01895
DB01401	HMDB15473
DB01403	HMDB15474
DB01406	HMDB02835
DB01407	HMDB15477
DB01408	HMDB15478
DB01409	HMDB15479
DB01410	HMDB15480
DB01411	HMDB15481
DB01412	HMDB02825
DB01413	HMDB15483
DB01414	HMDB15484
DB01415	HMDB15485
DB01416	HMDB15486
DB01418	HMDB15487
DB01419	HMDB15488
DB01420	HMDB15489
DB01421	HMDB15490
DB01422	HMDB15491
DB01423	HMDB15492
DB01424	HMDB15493
DB01425	HMDB15494
DB01426	HMDB15495
DB01427	HMDB15496
DB01428	HMDB15497
DB01429	HMDB15498
DB01430	HMDB15499
DB01431	HMDB15500
DB01433	HMDB15358
DB01433	HMDB15502
DB01435	HMDB15503
DB01436	HMDB15504
DB01437	HMDB15505
DB01438	HMDB15506
DB01440	HMDB00710
DB01440	HMDB15507
DB01445	HMDB41842
DB01463	HMDB15508
DB01466	HMDB15509
DB01471	HMDB04627
DB01471	HMDB06048
DB01477	HMDB02500
DB01481	HMDB06035
DB01482	HMDB00492
DB01482	HMDB02306
DB01486	HMDB01942
DB01488	HMDB05973
DB01494	HMDB00043
DB01494	HMDB59606
DB01494	HMDB60451
DB01495	HMDB15503
DB01495	HMDB60451
DB01509	HMDB41931
DB01512	HMDB61076
DB01515	HMDB41836
DB01522	HMDB15358
DB01522	HMDB15502
DB01524	HMDB03818
DB01525	HMDB06348
DB01525	HMDB06548
DB01526	HMDB05849
DB01530	HMDB00369
DB01530	HMDB00383
DB01530	HMDB00412
DB01530	HMDB00458
DB01530	HMDB00493
DB01530	HMDB00495
DB01530	HMDB00551
DB01530	HMDB00554
DB01530	HMDB60437
DB01536	HMDB00053
DB01544	HMDB15510
DB01555	HMDB15358
DB01555	HMDB15502
DB01558	HMDB15511
DB01559	HMDB15512
DB01561	HMDB00899
DB01561	HMDB03769
DB01563	HMDB60451
DB01564	HMDB04627
DB01564	HMDB06048
DB01565	HMDB60548
DB01565	HMDB60796
DB01565	HMDB60798
DB01565	HMDB60854
DB01567	HMDB15513
DB01568	HMDB33948
DB01569	HMDB04631
DB01576	HMDB12128
DB01576	HMDB14328
DB01576	HMDB15516
DB01577	HMDB15517
DB01578	HMDB15518
DB01579	HMDB15519
DB01580	HMDB15520
DB01581	HMDB15521
DB01582	HMDB15522
DB01583	HMDB00248
DB01583	HMDB00265
DB01583	HMDB00588
DB01583	HMDB14651
DB01583	HMDB15523
DB01586	HMDB00361
DB01586	HMDB00384
DB01586	HMDB00514
DB01586	HMDB00518
DB01586	HMDB00686
DB01586	HMDB00946
DB01587	HMDB15526
DB01588	HMDB15527
DB01589	HMDB15528
DB01590	HMDB15529
DB01591	HMDB00254
DB01591	HMDB15530
DB01592	HMDB15531
DB01593	HMDB15532
DB01594	HMDB15533
DB01595	HMDB15534
DB01597	HMDB15535
DB01598	HMDB15536
DB01599	HMDB15537
DB01600	HMDB15538
DB01601	HMDB15539
DB01602	HMDB15540
DB01603	HMDB15541
DB01604	HMDB15542
DB01605	HMDB15543
DB01606	HMDB15544
DB01607	HMDB15545
DB01608	HMDB15546
DB01609	HMDB15547
DB01610	HMDB15548
DB01611	HMDB15549
DB01612	HMDB15550
DB01613	HMDB15551
DB01614	HMDB15552
DB01615	HMDB15553
DB01616	HMDB15554
DB01618	HMDB15555
DB01619	HMDB15556
DB01620	HMDB15557
DB01621	HMDB15558
DB01622	HMDB15559
DB01623	HMDB15560
DB01624	HMDB15561
DB01625	HMDB15562
DB01626	HMDB15563
DB01627	HMDB15564
DB01628	HMDB15565
DB01629	HMDB60396
DB01631	HMDB31264
DB01632	HMDB00280
DB01636	HMDB00692
DB01638	HMDB00107
DB01638	HMDB00247
DB01638	HMDB00765
DB01638	HMDB11632
DB01642	HMDB29965
DB01643	HMDB01227
DB01645	HMDB03217
DB01646	HMDB11745
DB01650	HMDB02641
DB01650	HMDB41592
DB01652	HMDB06467
DB01652	HMDB60140
DB01655	HMDB01316
DB01670	HMDB34237
DB01671	HMDB01039
DB01671	HMDB02111
DB01672	HMDB00397
DB01675	HMDB01011
DB01677	HMDB00134
DB01677	HMDB00176
DB01686	HMDB01539
DB01687	HMDB00055
DB01687	HMDB00163
DB01687	HMDB00186
DB01687	HMDB29902
DB01687	HMDB29933
DB01687	HMDB33368
DB01687	HMDB37138
DB01687	HMDB41627
DB01688	HMDB01858
DB01690	HMDB01155
DB01692	HMDB13593
DB01694	HMDB00956
DB01694	HMDB29878
DB01694	HMDB59916
DB01696	HMDB00289
DB01697	HMDB01262
DB01697	HMDB06857
DB01697	HMDB38852
DB01698	HMDB03249
DB01700	HMDB01517
DB01702	HMDB01336
DB01703	HMDB15531
DB01708	HMDB00077
DB01708	HMDB05962
DB01709	HMDB00362
DB01709	HMDB03391
DB01713	HMDB01018
DB01713	HMDB12303
DB01714	HMDB02038
DB01717	HMDB01192
DB01722	HMDB59905
DB01727	HMDB00193
DB01727	HMDB01874
DB01727	HMDB33717
DB01728	HMDB08923
DB01729	HMDB01143
DB01729	HMDB01498
DB01739	HMDB00172
DB01739	HMDB00557
DB01739	HMDB33923
DB01744	HMDB59838
DB01746	HMDB00687
DB01746	HMDB13773
DB01747	HMDB12943
DB01750	HMDB32708
DB01752	HMDB00939
DB01758	HMDB00021
DB01759	HMDB32923
DB01760	HMDB40340
DB01762	HMDB00060
DB01764	HMDB15566
DB01774	HMDB06369
DB01774	HMDB06557
DB01775	HMDB01882
DB01776	HMDB02048
DB01779	HMDB02520
DB01783	HMDB00210
DB01785	HMDB01120
DB01786	HMDB00161
DB01786	HMDB01310
DB01794	HMDB00547
DB01794	HMDB02206
DB01794	HMDB12261
DB01794	HMDB59640
DB01796	HMDB00232
DB01812	HMDB00061
DB01819	HMDB00263
DB01822	HMDB59664
DB01828	HMDB00164
DB01828	HMDB60291
DB01833	HMDB02706
DB01837	HMDB03011
DB01839	HMDB01881
DB01839	HMDB06213
DB01844	HMDB01888
DB01845	HMDB59812
DB01849	HMDB00076
DB01852	HMDB05801
DB01856	HMDB00857
DB01857	HMDB12250
DB01861	HMDB00286
DB01861	HMDB00302
DB01861	HMDB60079
DB01863	HMDB01059
DB01872	HMDB00781
DB01878	HMDB32049
DB01880	HMDB01964
DB01880	HMDB03501
DB01885	HMDB00150
DB01889	HMDB05935
DB01894	HMDB00230
DB01894	HMDB00773
DB01900	HMDB34168
DB01904	HMDB00508
DB01904	HMDB00568
DB01904	HMDB01851
DB01904	HMDB02917
DB01912	HMDB13671
DB01917	HMDB01414
DB01917	HMDB60243
DB01919	HMDB31206
DB01936	HMDB00283
DB01936	HMDB12325
DB01942	HMDB00142
DB01956	HMDB00251
DB01962	HMDB06049
DB01966	HMDB08991
DB01966	HMDB60501
DB01971	HMDB00301
DB01971	HMDB34174
DB01972	HMDB01397
DB01979	HMDB29965
DB01982	HMDB00127
DB01982	HMDB03363
DB01982	HMDB03402
DB01982	HMDB38491
DB01985	HMDB04620
DB01987	HMDB01372
DB01990	HMDB00653
DB01992	HMDB01423
DB02000	HMDB00543
DB02007	HMDB01078
DB02007	HMDB01401
DB02007	HMDB03498
DB02013	HMDB15531
DB02015	HMDB01056
DB02023	HMDB11670
DB02024	HMDB00764
DB02030	HMDB03882
DB02031	HMDB01846
DB02032	HMDB15328
DB02043	HMDB10570
DB02054	HMDB01891
DB02056	HMDB01403
DB02059	HMDB01178
DB02060	HMDB03315
DB02061	HMDB00055
DB02061	HMDB00163
DB02061	HMDB00186
DB02061	HMDB29902
DB02061	HMDB29933
DB02061	HMDB33368
DB02061	HMDB37138
DB02061	HMDB41627
DB02068	HMDB03355
DB02070	HMDB00684
DB02074	HMDB10720
DB02074	HMDB34439
DB02076	HMDB01316
DB02083	HMDB00092
DB02085	HMDB36458
DB02092	HMDB00610
DB02097	HMDB00089
DB02097	HMDB15122
DB02100	HMDB29965
DB02110	HMDB00887
DB02110	HMDB02274
DB02110	HMDB03178
DB02110	HMDB06316
DB02110	HMDB37761
DB02115	HMDB33991
DB02116	HMDB35233
DB02121	HMDB33870
DB02123	HMDB00637
DB02123	HMDB00708
DB02123	HMDB06898
DB02129	HMDB00528
DB02129	HMDB03349
DB02130	HMDB00484
DB02133	HMDB38578
DB02134	HMDB00292
DB02137	HMDB01302
DB02137	HMDB02206
DB02137	HMDB12261
DB02137	HMDB59640
DB02142	HMDB01555
DB02144	HMDB09783
DB02145	HMDB04327
DB02153	HMDB60179
DB02156	HMDB04045
DB02156	HMDB60174
DB02159	HMDB01881
DB02159	HMDB06213
DB02165	HMDB01039
DB02165	HMDB01303
DB02165	HMDB02111
DB02169	HMDB30441
DB02171	HMDB01530
DB02171	HMDB05831
DB02173	HMDB02274
DB02173	HMDB06316
DB02174	HMDB00641
DB02174	HMDB03423
DB02175	HMDB00691
DB02176	HMDB00042
DB02176	HMDB03625
DB02178	HMDB06236
DB02180	HMDB01521
DB02181	HMDB01440
DB02184	HMDB13593
DB02185	HMDB34864
DB02186	HMDB00814
DB02189	HMDB60728
DB02190	HMDB03974
DB02192	HMDB33944
DB02196	HMDB00290
DB02196	HMDB00304
DB02196	HMDB13112
DB02196	HMDB60522
DB02201	HMDB00691
DB02202	HMDB31320
DB02203	HMDB60427
DB02209	HMDB01319
DB02216	HMDB02108
DB02232	HMDB00957
DB02235	HMDB02005
DB02236	HMDB02022
DB02237	HMDB01296
DB02237	HMDB29931
DB02238	HMDB01553
DB02239	HMDB00720
DB02249	HMDB31213
DB02253	HMDB35685
DB02256	HMDB00012
DB02262	HMDB00226
DB02263	HMDB01112
DB02267	HMDB00052
DB02274	HMDB37790
DB02279	HMDB01587
DB02280	HMDB00703
DB02282	HMDB01173
DB02289	HMDB01147
DB02296	HMDB06007
DB02300	HMDB15567
DB02302	HMDB03334
DB02304	HMDB04236
DB02306	HMDB07973
DB02309	HMDB01554
DB02312	HMDB01078
DB02312	HMDB01401
DB02312	HMDB03498
DB02315	HMDB01314
DB02317	HMDB00645
DB02317	HMDB00994
DB02317	HMDB01586
DB02317	HMDB06330
DB02332	HMDB01248
DB02333	HMDB01191
DB02334	HMDB60176
DB02338	HMDB00221
DB02340	HMDB02931
DB02342	HMDB00405
DB02344	HMDB00230
DB02344	HMDB00773
DB02345	HMDB03288
DB02362	HMDB01392
DB02368	HMDB00856
DB02373	HMDB01039
DB02373	HMDB02111
DB02375	HMDB02755
DB02379	HMDB00122
DB02379	HMDB00143
DB02379	HMDB00169
DB02379	HMDB00516
DB02379	HMDB01151
DB02379	HMDB03345
DB02379	HMDB03449
DB02379	HMDB12326
DB02379	HMDB33704
DB02380	HMDB03536
DB02382	HMDB59646
DB02385	HMDB00727
DB02385	HMDB00845
DB02385	HMDB00877
DB02387	HMDB59720
DB02399	HMDB41500
DB02406	HMDB00892
DB02417	HMDB29642
DB02418	HMDB03156
DB02418	HMDB33007
DB02421	HMDB00286
DB02421	HMDB00302
DB02421	HMDB60079
DB02428	HMDB00842
DB02430	HMDB01124
DB02431	HMDB00082
DB02440	HMDB01485
DB02448	HMDB00910
DB02452	HMDB01342
DB02453	HMDB01039
DB02453	HMDB02111
DB02453	HMDB04118
DB02456	HMDB00095
DB02464	HMDB33871
DB02467	HMDB02005
DB02482	HMDB11185
DB02484	HMDB59599
DB02485	HMDB01176
DB02494	HMDB00563
DB02494	HMDB00748
DB02494	HMDB00779
DB02496	HMDB01213
DB02501	HMDB32764
DB02502	HMDB03333
DB02507	HMDB01935
DB02509	HMDB04305
DB02509	HMDB59849
DB02513	HMDB01878
DB02515	HMDB00126
DB02517	HMDB00148
DB02517	HMDB03339
DB02517	HMDB60475
DB02518	HMDB00766
DB02527	HMDB00058
DB02530	HMDB00112
DB02531	HMDB01873
DB02536	HMDB01051
DB02546	HMDB15568
DB02547	HMDB01095
DB02547	HMDB01499
DB02548	HMDB01530
DB02548	HMDB05831
DB02552	HMDB01285
DB02556	HMDB00159
DB02561	HMDB01266
DB02562	HMDB02215
DB02563	HMDB02845
DB02571	HMDB01263
DB02571	HMDB59595
DB02576	HMDB12136
DB02577	HMDB00887
DB02577	HMDB03178
DB02577	HMDB37761
DB02579	HMDB31647
DB02594	HMDB00014
DB02606	HMDB11469
DB02609	HMDB06802
DB02624	HMDB29387
DB02626	HMDB15531
DB02637	HMDB00223
DB02638	HMDB15569
DB02648	HMDB00062
DB02654	HMDB11612
DB02655	HMDB00191
DB02655	HMDB06483
DB02657	HMDB01254
DB02659	HMDB00312
DB02659	HMDB00376
DB02659	HMDB00390
DB02659	HMDB00395
DB02659	HMDB00419
DB02659	HMDB00427
DB02659	HMDB00432
DB02659	HMDB00505
DB02659	HMDB00619
DB02659	HMDB00917
DB02665	HMDB14890
DB02667	HMDB02274
DB02667	HMDB06316
DB02678	HMDB01514
DB02678	HMDB30091
DB02688	HMDB03609
DB02691	HMDB00138
DB02691	HMDB00331
DB02691	HMDB32596
DB02692	HMDB00027
DB02692	HMDB00787
DB02692	HMDB59658
DB02693	HMDB59664
DB02699	HMDB12329
DB02701	HMDB01406
DB02703	HMDB15570
DB02709	HMDB03747
DB02709	HMDB34118
DB02713	HMDB00532
DB02714	HMDB60282
DB02724	HMDB12943
DB02726	HMDB00816
DB02726	HMDB60148
DB02736	HMDB31645
DB02738	HMDB59647
DB02740	HMDB02096
DB02743	HMDB00055
DB02743	HMDB00163
DB02743	HMDB00186
DB02743	HMDB29902
DB02743	HMDB29933
DB02743	HMDB33368
DB02743	HMDB37138
DB02743	HMDB41627
DB02745	HMDB00296
DB02746	HMDB02107
DB02750	HMDB00574
DB02750	HMDB03417
DB02751	HMDB00128
DB02756	HMDB37113
DB02758	HMDB02302
DB02761	HMDB03585
DB02764	HMDB29600
DB02767	HMDB10731
DB02771	HMDB31444
DB02772	HMDB00258
DB02788	HMDB03243
DB02789	HMDB00253
DB02795	HMDB01101
DB02805	HMDB60282
DB02807	HMDB00346
DB02821	HMDB12251
DB02823	HMDB04110
DB02826	HMDB31450
DB02831	HMDB00973
DB02831	HMDB01429
DB02831	HMDB02105
DB02831	HMDB02142
DB02835	HMDB03514
DB02835	HMDB60269
DB02838	HMDB06875
DB02839	HMDB29666
DB02843	HMDB00645
DB02843	HMDB00994
DB02843	HMDB01586
DB02843	HMDB06330
DB02852	HMDB33939
DB02853	HMDB00162
DB02853	HMDB03411
DB02854	HMDB00031
DB02854	HMDB00365
DB02854	HMDB00490
DB02854	HMDB00546
DB02857	HMDB00133
DB02863	HMDB38578
DB02867	HMDB00645
DB02867	HMDB00994
DB02867	HMDB01586
DB02867	HMDB06330
DB02891	HMDB31809
DB02893	HMDB00696
DB02893	HMDB33951
DB02897	HMDB01494
DB02900	HMDB01078
DB02900	HMDB01401
DB02900	HMDB03498
DB02901	HMDB02961
DB02901	HMDB06770
DB02902	HMDB01134
DB02910	HMDB01070
DB02920	HMDB01303
DB02924	HMDB35158
DB02932	HMDB15260
DB02938	HMDB00666
DB02942	HMDB06234
DB02945	HMDB00127
DB02945	HMDB03363
DB02945	HMDB03402
DB02945	HMDB38491
DB02951	HMDB01352
DB02952	HMDB01906
DB02955	HMDB34297
DB02957	HMDB00218
DB02958	HMDB60257
DB02959	HMDB00472
DB02959	HMDB15571
DB02969	HMDB32985
DB02994	HMDB11625
DB02995	HMDB31404
DB03025	HMDB31299
DB03029	HMDB59851
DB03034	HMDB01929
DB03034	HMDB15296
DB03041	HMDB00935
DB03041	HMDB12302
DB03041	HMDB12304
DB03057	HMDB06112
DB03059	HMDB01484
DB03066	HMDB00190
DB03066	HMDB01311
DB03085	HMDB00115
DB03087	HMDB37140
DB03088	HMDB00267
DB03088	HMDB00805
DB03088	HMDB60262
DB03089	HMDB00191
DB03089	HMDB06483
DB03101	HMDB01489
DB03103	HMDB01274
DB03105	HMDB31658
DB03106	HMDB00211
DB03106	HMDB06088
DB03106	HMDB34220
DB03107	HMDB00056
DB03109	HMDB00212
DB03109	HMDB00215
DB03109	HMDB00803
DB03109	HMDB00853
DB03109	HMDB01129
DB03111	HMDB01109
DB03119	HMDB29603
DB03120	HMDB59933
DB03125	HMDB14583
DB03128	HMDB00895
DB03134	HMDB34252
DB03142	HMDB00283
DB03142	HMDB12325
DB03143	HMDB31265
DB03144	HMDB04224
DB03147	HMDB01248
DB03156	HMDB00127
DB03156	HMDB03363
DB03156	HMDB03402
DB03156	HMDB38491
DB03158	HMDB00968
DB03166	HMDB00042
DB03170	HMDB01373
DB03175	HMDB00820
DB03192	HMDB03938
DB03193	HMDB00827
DB03201	HMDB00574
DB03201	HMDB03417
DB03203	HMDB00252
DB03206	HMDB35359
DB03222	HMDB01532
DB03226	HMDB59596
DB03227	HMDB00229
DB03227	HMDB59645
DB03229	HMDB00695
DB03246	HMDB00283
DB03246	HMDB12325
DB03247	HMDB01520
DB03252	HMDB00182
DB03252	HMDB03405
DB03255	HMDB00228
DB03256	HMDB01562
DB03256	HMDB02140
DB03258	HMDB00998
DB03264	HMDB03571
DB03266	HMDB29599
DB03271	HMDB00038
DB03277	HMDB01262
DB03277	HMDB06857
DB03277	HMDB38852
DB03278	HMDB02994
DB03278	HMDB04136
DB03283	HMDB00174
DB03283	HMDB00849
DB03283	HMDB03081
DB03283	HMDB29196
DB03283	HMDB59624
DB03283	HMDB59625
DB03285	HMDB37316
DB03292	HMDB00370
DB03293	HMDB01973
DB03303	HMDB00346
DB03310	HMDB03337
DB03313	HMDB60450
DB03320	HMDB02006
DB03322	HMDB01849
DB03323	HMDB00055
DB03323	HMDB00163
DB03323	HMDB00186
DB03323	HMDB29902
DB03323	HMDB29933
DB03323	HMDB33368
DB03323	HMDB37138
DB03323	HMDB41627
DB03328	HMDB03276
DB03344	HMDB03529
DB03357	HMDB00703
DB03362	HMDB13287
DB03374	HMDB03474
DB03380	HMDB13319
DB03381	HMDB01551
DB03389	HMDB00098
DB03389	HMDB00646
DB03389	HMDB12194
DB03397	HMDB00290
DB03397	HMDB00304
DB03397	HMDB13112
DB03397	HMDB60522
DB03401	HMDB01143
DB03401	HMDB01498
DB03403	HMDB00095
DB03407	HMDB02916
DB03408	HMDB01049
DB03411	HMDB39499
DB03413	HMDB01000
DB03416	HMDB02666
DB03419	HMDB00300
DB03423	HMDB11117
DB03426	HMDB11132
DB03429	HMDB56960
DB03430	HMDB60318
DB03432	HMDB02166
DB03432	HMDB02299
DB03432	HMDB03911
DB03435	HMDB00295
DB03440	HMDB13034
DB03460	HMDB03101
DB03461	HMDB00217
DB03462	HMDB00262
DB03463	HMDB59924
DB03465	HMDB00362
DB03465	HMDB03391
DB03467	HMDB02670
DB03470	HMDB60520
DB03478	HMDB59656
DB03481	HMDB60401
DB03484	HMDB59660
DB03485	HMDB00174
DB03485	HMDB00849
DB03485	HMDB03081
DB03485	HMDB29196
DB03485	HMDB59624
DB03485	HMDB59625
DB03489	HMDB01353
DB03491	HMDB00960
DB03493	HMDB01107
DB03499	HMDB00156
DB03499	HMDB00744
DB03499	HMDB31518
DB03500	HMDB01160
DB03501	HMDB00286
DB03501	HMDB00302
DB03501	HMDB60079
DB03511	HMDB00127
DB03511	HMDB03363
DB03511	HMDB03402
DB03511	HMDB38491
DB03512	HMDB01039
DB03512	HMDB02111
DB03514	HMDB13744
DB03518	HMDB00227
DB03518	HMDB59629
DB03519	HMDB13716
DB03528	HMDB00050
DB03528	HMDB14340
DB03542	HMDB00213
DB03542	HMDB01313
DB03542	HMDB02985
DB03542	HMDB06814
DB03552	HMDB59720
DB03553	HMDB00661
DB03560	HMDB11718
DB03561	HMDB29597
DB03563	HMDB59907
DB03566	HMDB01257
DB03567	HMDB00212
DB03567	HMDB00215
DB03567	HMDB00803
DB03567	HMDB00853
DB03567	HMDB01129
DB03568	HMDB00039
DB03574	HMDB12943
DB03582	HMDB01199
DB03587	HMDB01167
DB03589	HMDB31522
DB03590	HMDB01370
DB03593	HMDB59612
DB03600	HMDB00511
DB03601	HMDB29519
DB03603	HMDB00639
DB03603	HMDB00663
DB03603	HMDB29881
DB03610	HMDB14023
DB03612	HMDB01166
DB03614	HMDB02274
DB03614	HMDB03429
DB03614	HMDB06316
DB03618	HMDB01542
DB03618	HMDB06535
DB03619	HMDB00348
DB03619	HMDB00411
DB03619	HMDB00438
DB03619	HMDB00478
DB03619	HMDB00626
DB03619	HMDB02585
DB03633	HMDB11149
DB03644	HMDB01476
DB03652	HMDB00127
DB03652	HMDB03363
DB03652	HMDB03402
DB03652	HMDB38491
DB03659	HMDB31321
DB03661	HMDB02757
DB03671	HMDB60731
DB03675	HMDB12140
DB03680	HMDB35227
DB03681	HMDB00492
DB03681	HMDB02306
DB03681	HMDB15531
DB03685	HMDB00288
DB03688	HMDB00700
DB03690	HMDB00593
DB03696	HMDB01251
DB03696	HMDB31438
DB03696	HMDB37032
DB03699	HMDB01022
DB03700	HMDB00167
DB03700	HMDB04041
DB03704	HMDB02059
DB03708	HMDB01003
DB03709	HMDB11727
DB03715	HMDB59886
DB03721	HMDB00230
DB03721	HMDB00773
DB03723	HMDB06354
DB03733	HMDB29571
DB03740	HMDB00212
DB03740	HMDB00215
DB03740	HMDB00803
DB03740	HMDB00853
DB03740	HMDB01129
DB03741	HMDB02176
DB03741	HMDB33742
DB03750	HMDB00718
DB03751	HMDB01328
DB03751	HMDB06876
DB03756	HMDB02183
DB03760	HMDB12210
DB03761	HMDB60394
DB03765	HMDB11692
DB03766	HMDB00237
DB03769	HMDB29895
DB03773	HMDB00174
DB03773	HMDB00849
DB03773	HMDB03081
DB03773	HMDB29196
DB03773	HMDB59624
DB03773	HMDB59625
DB03774	HMDB02104
DB03775	HMDB03581
DB03776	HMDB03052
DB03776	HMDB06458
