drugbank_id	ibm_id
DB00014	2BE09B1915FCD92C26593FB30BAD987D
DB00014	5FED1E672B9B66D515BF0D1BA5765D22
DB00014	D1B2BEA54E4A541DF090E6FC6E341B7D
DB00014	EE72D2AF4CF5A0C04C21CA07F8A0AF56
DB00035	5D6D56B6DEE9635B0C834EB519B47BD4
DB00035	882B9B9F650F37A711EE9E05AD686EE0
DB00035	9AEE08F1265AAF2ADCE443552BE84654
DB00035	A5F4B2C171CDA5C4F0062E6C5EFB9509
DB00035	C63D9DD78FB53841800638962B407E56
DB00050	21EB309B3D7A0ED421A679CAE0FFAACF
DB00091	081C15A1E2AF5BF468471089BF16B822
DB00091	2071D0A1A092273D96B1E4C5B401223B
DB00091	3AB88812F412BA569F267261C9B18A5B
DB00091	4261125BB226FD292FB32957823D7F46
DB00091	53BFC114DB8A3DBF42E94EE0BFC600CB
DB00091	57AA752E80D423F6831A4FF71CDE5DFA
DB00091	5C52F813E70AD50D53A2EC206FD06BCD
DB00091	62AF65E63C3769529EB0B38BC5DAF391
DB00091	6747F74300DC7086ABDB384EEB9098F2
DB00091	6B9F325E02CE726B0A87A48B2DC9A17B
DB00091	6ED1E23E4A084F0E86A7B49826ADCD12
DB00091	6F133A536A1700F4E766768866CB7FDE
DB00091	75909859D82458CAB38B20E51B20E7DC
DB00091	839D67BA1EFF6D27C1F00AF01625DD92
DB00091	8A69F886BFDED18DC61193940C52E868
DB00091	9A4AC65133C617258A1724731F49B64C
DB00091	A7E4711968437C2992185209DEE1C3D0
DB00091	A8396EE91F5FF443B2C558C3270FD11E
DB00091	D62306BBE0D50C41F4D7AAE0E87695E7
DB00091	D69BB9A14ABC2F0E0DC4F6F50D147222
DB00091	FA50E8FE0D1CB97BCFDE9D2FA54F8807
DB00093	4E409BF8D8FBD5B30E957D777C005D9A
DB00093	AA797C63B7279E5FF420B46127D953F2
DB00104	8600CD51FF1AFB9F2925A1D03E63BBF3
DB00104	979924B3BD60480077BCCCCCCDE3D8C8
DB00104	EEE863E62EE8024943A05E2CCB6E34BB
DB00114	CA4B798D943B87862FAC25B934DF78CC
DB00116	228C9DEE55D313EF9C226B80E38F9727
DB00116	2A9EBADAC4E8CF670482EF6608190CD1
DB00116	54D5E1AFE856BD97C38B06E8B35F9A1B
DB00116	5F9BF574EF4BB651B9E34592C7457F83
DB00116	9C9E88B799C898376F601A57EE14A3A2
DB00116	B0954A292883E38F262CAC59F3D6C677
DB00116	E72BB0C8AA1E572D243697132F4871BE
DB00117	08DB87D202EF6D1532A5DE2920E26923
DB00117	40552BDF7BEA3936A7F9409A98847F03
DB00117	420307F6F16A6FF044428124FB1C2968
DB00117	480CF5D5E7767DBD6C0423632770F991
DB00117	53E47979629AC151D3D34F39161552A5
DB00117	9D4302854F5885C0F9D15E147F11CEA1
DB00119	06E36AD294A7732ECD36F01BC0A91A74
DB00119	0BFAE90028F1D382ECDE078630FDD88D
DB00119	13D53701791BCF5A6EEDE501303534CF
DB00119	1724F70A971C2D79BC58C69D20321CC9
DB00119	20E448020B9E1E8CF4DB9F2F978578CE
DB00119	39CFCB40EA632AF6A88239A7277C1C37
DB00119	48384FE8035509F2DA55EDEEE70E29FB
DB00119	4FBF6127F5978FB471B58E35EBDBF211
DB00119	C841DBC5892875DFD81040C5A4FBCFB3
DB00120	11CD647448D88F2131D0555A2B6E9510
DB00120	21FD5A6875960137CEC7248AA7678EDB
DB00120	27366FF5B6BB777E8BAE27D94AE5D757
DB00120	5A676E21A9D434195481D9F61EBF0869
DB00120	636F6AB138E608AB0195AC0C293D428D
DB00120	982D53D32C979B116B9049C89E209719
DB00120	AA99CB47D34BF2C09CAE2E12744095C3
DB00120	BDC8E12B35199A801BC5367843D210B4
DB00120	F3005F8CA775D07F177E64A614EBEED4
DB00120	F88187511A0D878EB892E217478379A2
DB00121	02A24931114AEFC124EF21124B750B3F
DB00121	048E78C2CB2EF5DEA7AC3CB9CDD4DB37
DB00121	1220DDA1E7FAAB3BEB2FEB74F2CE835A
DB00121	17614BCDC32E0B8234D7DC724DEBD2F8
DB00121	18D5376F338DE6537FB755704FF3C7A8
DB00121	297ED4A0864A5CC4E7BB27148D91886A
DB00121	2D861A524D6B93686C207BCA6A37DE0E
DB00121	4F30BACA767F2D426AAC5EE16BB8BA67
DB00121	50266CA7A0760B971DD0881869B63CF5
DB00121	565E651A1A53766AEE4A53768F0650F6
DB00121	68222578531099DEC0A8E766C7EF857B
DB00121	806E7C91D7580D254DF0E4E8C21B7D4E
DB00121	83481F9612AC66EBC812E3356119D818
DB00121	97AA25ADBAB2A2D203704EFA8D2F4717
DB00121	B0CB16EEBB5EF0837ADD6CD900459976
DB00121	B3E7ACA129554633FF0C7864C16F79F4
DB00121	BEB35B41592CAB7E9668A7629EABA39D
DB00121	E2B0C5F3330EDBB26452EC9442AB2A8B
DB00121	E4D694900CB185A461781ABF18F7BB0C
DB00121	F8C72BCFEB598D92AE7A6D2CB96F8362
DB00122	A65ED2E65DE49C999ECCAE54C2D6D2D2
DB00122	BA1E6D8A3107EA78E42DE74492762120
DB00122	C9D7DB953443E04EAE63A69401FFC5CA
DB00123	0B7158A9F983ED6CAEECCE2949801181
DB00123	1E90DF1CC629F7B526A8202536D30A05
DB00123	2E17CE6B8A5C63E418AF25DB0EBD2A24
DB00123	2F99B39FAAA8C459CC96A2D035AF5D2A
DB00123	3B62492F84C09AC54270EF0432CCBD45
DB00123	44152C4B0F4CA9BF62F10E6EEF665564
DB00123	4CAC931CF7B20C9AF873E217E9C6278F
DB00123	566A35950C2BBF31E5BEB9066F2703B4
DB00123	60CBC6813D18171861A293C1C1B894AA
DB00123	6E93B9CA0B70FDE6A316B551584DC011
DB00123	719489093C5D4316B387B97C7E83E14F
DB00123	755E0399B18C570A50FBBDCAAA8C8A14
DB00123	79F2F138F4716CBA36B64E5BF370EA9B
DB00123	86E265F33AC768F908A94C6624685A82
DB00123	906B3DE7A84C5AF8615E4F9E65285F9B
DB00123	A56B1E562AC5DAFBD3F53C8265E3369D
DB00123	C0683D3F83A2782F69C06815A948ED56
DB00123	DD35C410490A9111EEFC67568E4DDE3F
DB00123	DE6763F3CC02F65F1F587FD6B012C82E
DB00123	DFB6D5F09DB98381994A810078C6E3FC
DB00123	FC5D732058ECD6E9CED35190B27AF72E
DB00125	02D7E32ECABE1B8BDE6E533FDC972288
DB00125	1273D20E441E93F5B77DB4DE0D46FF0C
DB00125	17652590932F85BA55A6B3D7BD9436DA
DB00125	1AAE1E0C60FB593D9E83E10501D612FC
DB00125	1AD6CAFAC922BA363326DCD666128C56
DB00125	1B0EC5F7E6B81A32845D87914741201C
DB00125	21A2A246EC4914A4693A273465FD0C55
DB00125	2F89683E5D23CFB6D0B5AE366BEE49B5
DB00125	3F609F9FF3CA224C6F069F5B0A2A3844
DB00125	42D735994AF43C8C9FF8CD4219FE9E11
DB00125	4F939375B2156081A6ACCB5ACA8C9580
DB00125	613FD9E992FCB5BA8633785CF5FED391
DB00125	6259683DECBD35D3E4DF01A2D2A5C7BA
DB00125	7F416FA9C20A765466D1FF20BF752E95
DB00125	8A841ADEE25E36F63EC2028B05B7B609
DB00125	96EE8624E4F90FE86CDA58596FCE50A5
DB00125	981BE59FBEC963D570EBE7BD0716C21B
DB00125	C84AF2C1536176CA4632D2BC9C40E3D3
DB00125	EE425DE9650CD5CE18ED7B39D474E553
DB00125	F56316B3F955DFC6159A1FA288C5D274
DB00126	229353E3405220C1BA1E0BBFADBA2A05
DB00126	547778446AC0204262E8DE88D0FF13FA
DB00126	C42BFB19D0FADFA982122BE777C47148
DB00126	D9C744AA1D98008DA61B3D7D33632AF3
DB00127	B432D74F1D373762C4A285045361B8F1
DB00128	1257B882F9BA5822115A5F588CAD9F16
DB00128	2C407F1AD3B8CA4BE5848058684884ED
DB00128	40A8C04D9ABC3F3A43D2961715905F12
DB00128	4EF99A3C7C03F57B8ADEE5262E0CBDDC
DB00128	6217CA10A5D8B438EDBEB1DBD42A98A4
DB00128	7EEF793A48E139AA31A8D1A766E5EF2B
DB00128	8C4F4A2F84779361550D6A68B6421B5A
DB00128	959DACF1CE973CA1CBA2926D658C401F
DB00128	A6016DC9925F383915165408210FC17E
DB00128	B7E8EF2DA09545B599CB815753C40763
DB00128	D1BE5A2D2BBD10D078709C441A127BB4
DB00128	D3CE2FDAAF6023512783A99D7D80ED6B
DB00128	D60DFCD343EA04C8C313489007B52D51
DB00129	6CB0001E8A29097530DB5D3DFC45A18C
DB00129	827933E0772E27F6F9DAFD2A9585A321
DB00129	855FB734036B4590C19BFFDBAB5B721B
DB00129	975307945257F0D710AC10F256F94967
DB00129	B23268EE47E34B5C973DEFC7AAAEDCDE
DB00129	DA950AD91F42BB17E0BFAB39EC9FD419
DB00129	F606CB6254725FF5859F2472BF9FCA6B
DB00130	3BA33EE511A334572CB63E7DC21FD0AB
DB00130	4C920AF84DE882F0FAD93826E1F4D40E
DB00130	5880761DC6FC2034DB63AD214AD96CC4
DB00130	85F6A060B41E343F9773143B2A0FFA9F
DB00130	B1FFAFE1986A7EDB2CF7075DC9250403
DB00130	B4DC536DD1D18AD1BD2B1C118BC863D5
DB00130	C509B2A1415A47ECD03F8B8534214091
DB00130	C8AC24D26DFBD0AFA07EA0C168D58CD3
DB00130	E45A34F3B23BE8A9881CC742421C9256
DB00130	F243B1948174668F086DE7C2E9DA7DC3
DB00130	FB58052A1DF5D3250E18CA66E4695FF8
DB00130	FD6D109BD22A8BBDF2C8925EA0ED4F22
DB00131	3BE8F6BC9B0DB3237D96C42F8F0A519E
DB00131	562147DF5C121FF9C6CF8003DC78F4AE
DB00131	63364241D1C270D60C8ECD7C5DD3B277
DB00131	9A22144DAC9B33F78F94322615FA46DB
DB00131	C5021A3894C8EBC2D85E371F859C1C4F
DB00131	D7E1D79206C1483B85FF1BEB5168FD3A
DB00131	DDC8F21449A61959F25D29C63444855C
DB00131	F78D35EE71CE1A1FDE7389746BC41688
DB00131	F91B4203236C78B6DF4C892E69DB4CA2
DB00132	92690B121D4489ACC7941877175960EE
DB00132	FA382C647A032D6CCF128F693CF0AEC1
DB00133	0584FBD50A1F429AAC4F7D297570DFF6
DB00133	18FFE5233D756AC794BFDAD4E7AC86D9
DB00133	29F69D4DFDB9E6B378A4095396EFB1E5
DB00133	311E4702535C0F54F59417E89EEE5282
DB00133	49E3E61A1228926DEE8205A693E85C82
DB00133	814F547DF26EC0803874C1B82E6C31F1
DB00133	8F6DE3CA7DC7545C76346FDACEE0E2D5
DB00133	D6654F4A3835ECB9D37A5A14DE4E49FE
DB00133	D87769E72A3933EA6EF8462BDE312BD8
DB00133	E839074A55BA210D375AF315F65FB666
DB00133	F5B6059087D290B89EFAB01CEAC528F2
DB00134	05A1529C36E48463C28809ED4AA161BF
DB00134	05F98A3209820DC0655DB6AE0DBED7B2
DB00134	085B9291EED4567F70ED5B46E6F86838
DB00134	1CE3D82BA3161A7F5344C1A726EB3D29
DB00134	213D79058D93485ACE44E58CAD8BD912
DB00134	42F64BF3EAB3D4CC652338FBD3025F5F
DB00134	858A0CE16589E3AE05A1ED3D8A726C08
DB00134	88CB84B8ED80120A441A5C6C4C9CA7E1
DB00134	B1738838FE5347354612939F5DBEB660
DB00134	B20EE75DE9386A41FC0D0718C6089B81
DB00134	C7B1B4FEF6AC7CC01BA84CDCF8F30832
DB00134	DC87EDDA4350473FA404231A285492D3
