drugbank_id	zinc_id
DB00860	ZINC16890046
DB00860	ZINC17137639
DB00860	ZINC17137641
DB00860	ZINC17137643
DB00860	ZINC17137645
DB00860	ZINC44460420
DB00860	ZINC44460422
DB00861	ZINC00020243
DB00862	ZINC05983551
DB00862	ZINC18324776
DB00863	ZINC01530728
DB00863	ZINC01530729
DB00865	ZINC00968305
DB00866	ZINC00000023
DB00866	ZINC00086599
DB00867	ZINC00057480
DB00867	ZINC00057481
DB00867	ZINC00057482
DB00867	ZINC00057483
DB00869	ZINC01530619
DB00869	ZINC01530620
DB00869	ZINC01530621
DB00869	ZINC01530622
DB00870	ZINC00057503
DB00870	ZINC00057504
DB00871	ZINC00000746
DB00871	ZINC00002281
DB00872	ZINC12503187
DB00873	ZINC30691679
DB00874	ZINC00000353
DB00874	ZINC00394284
DB00876	ZINC12503190
DB00876	ZINC29319828
DB00878	ZINC18098320
DB00879	ZINC00005472
DB00879	ZINC03629271
DB00879	ZINC06524226
DB00879	ZINC11616147
DB00880	ZINC03872055
DB00881	ZINC01530749
DB00881	ZINC02021839
DB00881	ZINC02598638
DB00881	ZINC03801163
DB00881	ZINC03831402
DB00881	ZINC12860077
DB00882	ZINC01530601
DB00882	ZINC12402836
DB00883	ZINC03872966
DB00883	ZINC17920779
DB00883	ZINC18084626
DB00883	ZINC18089317
DB00883	ZINC18089664
DB00884	ZINC20330769
DB00886	ZINC03809801
DB00886	ZINC05138982
DB00887	ZINC03813061
DB00888	ZINC02539484
DB00889	ZINC00000347
DB00889	ZINC12503197
DB00890	ZINC00001283
DB00890	ZINC04742540
DB00890	ZINC38664631
DB00891	ZINC00002105
DB00892	ZINC02019492
DB00894	ZINC03831512
DB00894	ZINC03831514
DB00894	ZINC03831515
DB00894	ZINC04081770
DB00894	ZINC04081771
DB00894	ZINC04081773
DB00894	ZINC04081774
DB00894	ZINC05529977
DB00894	ZINC05530039
DB00894	ZINC11592579
DB00894	ZINC11592581
DB00894	ZINC11592582
DB00894	ZINC43743188
DB00894	ZINC43743189
DB00895	ZINC01532522
DB00895	ZINC01532731
DB00896	ZINC03945984
DB00897	ZINC00002212
DB00898	ZINC12358605
DB00899	ZINC00538283
DB00900	ZINC13597823
DB00900	ZINC13827997
DB00900	ZINC16025885
DB00900	ZINC18068892
DB00902	ZINC00000480
DB00902	ZINC00896683
DB00903	ZINC00001382
DB00904	ZINC00004448
DB00904	ZINC00075126
DB00905	ZINC03994921
DB00905	ZINC04474405
DB00905	ZINC11676876
DB00905	ZINC27642099
DB00905	ZINC27642105
DB00905	ZINC43772350
DB00905	ZINC43772352
DB00905	ZINC43772354
DB00905	ZINC43772356
DB00905	ZINC43773182
DB00905	ZINC43773184
DB00905	ZINC43773186
DB00905	ZINC43773188
DB00905	ZINC45789022
DB00905	ZINC45789171
DB00905	ZINC45789174
DB00905	ZINC45789177
DB00905	ZINC45789180
DB00905	ZINC52509427
DB00906	ZINC00538450
DB00906	ZINC03831531
DB00907	ZINC00001212
DB00907	ZINC03875336
DB00907	ZINC06482440
DB00907	ZINC06482570
DB00908	ZINC00402416
DB00908	ZINC00403582
DB00908	ZINC00896228
DB00908	ZINC00968238
DB00908	ZINC01319234
DB00908	ZINC01842530
DB00908	ZINC02020519
DB00908	ZINC03831403
DB00908	ZINC03831404
DB00908	ZINC03831405
DB00908	ZINC04289113
DB00908	ZINC04521307
DB00908	ZINC05141311
DB00908	ZINC06484901
DB00908	ZINC09212424
DB00909	ZINC00004321
DB00910	ZINC13911941
DB00910	ZINC71251058
DB00911	ZINC00113446
DB00912	ZINC03798537
DB00912	ZINC03831411
DB00914	ZINC00001923
DB00914	ZINC14768667
DB00915	ZINC00968256
DB00916	ZINC00113442
DB00917	ZINC03830713
DB00917	ZINC03830714
DB00917	ZINC05260819
DB00917	ZINC05978193
DB00917	ZINC05978215
DB00917	ZINC12496636
DB00917	ZINC12503216
DB00917	ZINC13540325
DB00917	ZINC15111008
DB00917	ZINC15111010
DB00917	ZINC27640010
DB00917	ZINC27640016
DB00917	ZINC27640022
DB00917	ZINC27640026
DB00917	ZINC27645775
DB00917	ZINC33838834
DB00917	ZINC44606641
DB00917	ZINC44606644
DB00918	ZINC00018087
DB00919	ZINC03831465
DB00919	ZINC03831466
DB00919	ZINC03831467
DB00919	ZINC03831468
DB00919	ZINC03977914
DB00919	ZINC04521841
DB00919	ZINC11592792
DB00919	ZINC11592793
DB00919	ZINC11592794
DB00919	ZINC11592795
DB00919	ZINC17027568
DB00919	ZINC44607957
DB00919	ZINC44784025
DB00919	ZINC57406608
DB00919	ZINC57406609
DB00919	ZINC57406610
DB00919	ZINC57406611
DB00920	ZINC00004351
DB00921	ZINC04097450
DB00921	ZINC22053402
DB00921	ZINC38156722
DB00921	ZINC38321402
DB00922	ZINC00004689
DB00922	ZINC03915645
DB00923	ZINC03830433
DB00923	ZINC03830434
DB00923	ZINC03830435
DB00923	ZINC03830436
DB00924	ZINC00968263
DB00925	ZINC00000610
DB00925	ZINC00896875
DB00926	ZINC03830820
DB00926	ZINC26892371
DB00928	ZINC01078622
DB00928	ZINC01482063
DB00928	ZINC03830251
DB00928	ZINC03830252
DB00928	ZINC03861768
DB00928	ZINC04245667
DB00928	ZINC04245668
DB00928	ZINC04245669
DB00928	ZINC04245670
DB00928	ZINC11592974
DB00928	ZINC11592975
DB00928	ZINC13547768
DB00928	ZINC21984062
DB00929	ZINC03812913
DB00929	ZINC03831138
DB00929	ZINC15848260
DB00929	ZINC15848261
DB00929	ZINC27638650
DB00929	ZINC27638657
DB00929	ZINC27638662
DB00929	ZINC27638664
DB00933	ZINC00896650
DB00933	ZINC03831041
DB00933	ZINC03831042
DB00933	ZINC03954487
DB00934	ZINC01530688
DB00935	ZINC00057435
DB00936	ZINC00001554
DB00937	ZINC00000215
DB00937	ZINC02847375
DB00938	ZINC03785268
DB00938	ZINC03799072
DB00939	ZINC00001655
DB00940	ZINC01530932
DB00943	ZINC00039906
DB00943	ZINC00039908
DB00943	ZINC17175067
DB00943	ZINC17175068
DB00945	ZINC00000053
DB00946	ZINC03876173
DB00946	ZINC03876174
DB00947	ZINC03926298
DB00947	ZINC03995807
DB00947	ZINC03995809
DB00947	ZINC03995811
DB00947	ZINC26265317
DB00947	ZINC26265324
DB00947	ZINC29213654
DB00947	ZINC35018746
DB00949	ZINC01530803
DB00950	ZINC03824921
DB00950	ZINC03872566
DB00951	ZINC00001590
DB00952	ZINC00004076
DB00953	ZINC00005895
DB00956	ZINC00517836
DB00956	ZINC01280665
DB00956	ZINC01707875
DB00956	ZINC01707876
DB00956	ZINC05699859
DB00957	ZINC03938695
DB00957	ZINC04214000
DB00957	ZINC11681662
DB00957	ZINC15449302
DB00957	ZINC15449304
DB00957	ZINC15449305
DB00958	ZINC00404340
DB00959	ZINC03831086
DB00959	ZINC03831087
DB00959	ZINC03831088
DB00959	ZINC03831089
DB00959	ZINC03875560
DB00959	ZINC03881944
DB00959	ZINC03881945
DB00959	ZINC03881946
DB00959	ZINC06507053
DB00959	ZINC09302031
DB00959	ZINC09302032
DB00959	ZINC11592703
DB00959	ZINC11592704
DB00959	ZINC11592705
DB00959	ZINC15919773
DB00959	ZINC15919774
DB00959	ZINC15919775
DB00959	ZINC16969335
DB00959	ZINC21984880
DB00959	ZINC36377958
DB00960	ZINC00056645
DB00960	ZINC00056646
DB00961	ZINC00000456
DB00961	ZINC00154964
DB00962	ZINC00006300
DB00963	ZINC02570817
DB00964	ZINC00057175
DB00966	ZINC01530886
DB00967	ZINC00001261
DB00968	ZINC00020255
DB00968	ZINC00125025
DB00969	ZINC13537284
DB00972	ZINC00601229
DB00972	ZINC00897240
DB00973	ZINC00592281
DB00973	ZINC03810860
DB00973	ZINC03810861
DB00973	ZINC09211540
DB00973	ZINC09223145
DB00973	ZINC11616665
DB00973	ZINC11616666
DB00973	ZINC35644314
DB00974	ZINC19364242
DB00975	ZINC00643046
DB00977	ZINC00968304
DB00977	ZINC01322104
DB00977	ZINC03812897
DB00977	ZINC03830790
DB00977	ZINC03830791
DB00977	ZINC03830792
DB00977	ZINC03830793
DB00977	ZINC03977992
DB00977	ZINC03977993
DB00977	ZINC03977994
DB00977	ZINC05275870
DB00977	ZINC05530019
DB00977	ZINC11592748
DB00978	ZINC03873156
DB00978	ZINC03873157
DB00979	ZINC00000196
DB00979	ZINC00155531
DB00980	ZINC00007031
DB00980	ZINC03960338
DB00981	ZINC00056545
DB00981	ZINC03831328
DB00981	ZINC03995315
DB00981	ZINC04632457
DB00981	ZINC33971762
DB00982	ZINC03792789
DB00982	ZINC05456939
DB00982	ZINC12358651
DB00982	ZINC12661824
DB00982	ZINC21992287
DB00982	ZINC22066351
DB00982	ZINC33943508
DB00983	ZINC00000856
DB00983	ZINC00897256
DB00983	ZINC00897258
DB00983	ZINC02599970
DB00984	ZINC03831190
DB00984	ZINC03831191
DB00984	ZINC03831192
DB00984	ZINC03831193
DB00984	ZINC03881613
DB00984	ZINC04026871
DB00984	ZINC11592839
DB00984	ZINC11592840
DB00984	ZINC16969895
DB00985	ZINC00020244
DB00986	ZINC00000346
DB00986	ZINC00896958
DB00986	ZINC00896968
DB00986	ZINC00968301
DB00987	ZINC01078621
DB00987	ZINC02583632
DB00987	ZINC03795098
DB00987	ZINC03830623
DB00987	ZINC03830624
DB00987	ZINC03830625
DB00987	ZINC03830626
DB00987	ZINC03978018
DB00987	ZINC06091575
DB00987	ZINC06524892
DB00987	ZINC12336757
DB00987	ZINC12336758
DB00987	ZINC16969357
DB00987	ZINC38518590
DB00988	ZINC00033882
DB00989	ZINC00004413
DB00989	ZINC00967938
DB00990	ZINC03830821
DB00990	ZINC03830822
DB00990	ZINC03830823
DB00990	ZINC03830824
DB00990	ZINC03973334
DB00990	ZINC15449283
DB00990	ZINC15449285
DB00990	ZINC15449286
DB00990	ZINC35018243
DB00991	ZINC00001863
DB00991	ZINC49643479
DB00992	ZINC01909090
DB00993	ZINC04258316
DB00994	ZINC70665794
DB00994	ZINC70665798
DB00994	ZINC70665800
DB00994	ZINC70665802
DB00995	ZINC01846538
DB00995	ZINC03860849
DB00995	ZINC04498292
DB00995	ZINC04498297
DB00995	ZINC04498304
DB00995	ZINC04501340
DB00995	ZINC04802686
DB00995	ZINC04802694
DB00995	ZINC04802701
DB00995	ZINC05940086
DB00995	ZINC05940091
DB00995	ZINC12359980
DB00995	ZINC12359981
DB00996	ZINC00004949
DB00997	ZINC03830731
DB00997	ZINC03918087
DB00997	ZINC03938704
DB00997	ZINC15449300
DB00998	ZINC00008496
DB00998	ZINC00018635
DB00999	ZINC00896569
DB01000	ZINC03830608
DB01000	ZINC03830609
DB01001	ZINC00007601
DB01001	ZINC00020230
DB01002	ZINC01530812
DB01002	ZINC01530814
DB01003	ZINC01530788
DB01004	ZINC00001505
DB01005	ZINC08034120
DB01006	ZINC03778874
DB01007	ZINC00608101
DB01007	ZINC00897385
DB01008	ZINC01530572
DB01009	ZINC00002272
DB01009	ZINC00005560
DB01010	ZINC00001341
DB01011	ZINC00001728
DB01012	ZINC01550499
DB01012	ZINC11678289
DB01013	ZINC03872102
DB01013	ZINC03872103
DB01013	ZINC03872104
DB01013	ZINC03872105
DB01013	ZINC03977765
DB01013	ZINC03977766
DB01013	ZINC03977767
DB01013	ZINC03977768
DB01013	ZINC04245600
DB01013	ZINC08664615
DB01013	ZINC13719478
DB01013	ZINC13719485
DB01013	ZINC32911515
DB01013	ZINC33943580
DB01013	ZINC36372443
DB01013	ZINC36372445
DB01014	ZINC03952881
DB01016	ZINC00537805
DB01017	ZINC06566166
DB01017	ZINC08691805
DB01017	ZINC13783865
DB01017	ZINC14879992
DB01017	ZINC16186303
DB01017	ZINC16186305
DB01017	ZINC16186307
DB01017	ZINC18272309
DB01017	ZINC19800830
DB01017	ZINC19800831
DB01017	ZINC19800832
DB01017	ZINC19800833
DB01017	ZINC19868839
DB01017	ZINC26955544
DB01017	ZINC29240863
DB01017	ZINC36372473
DB01017	ZINC36372474
DB01017	ZINC71273786
DB01018	ZINC00001524
DB01018	ZINC03872738
DB01019	ZINC00000083
DB01019	ZINC03830314
DB01020	ZINC00897178
DB01020	ZINC01849548
DB01020	ZINC03830965
DB01020	ZINC03830966
DB01020	ZINC03830967
DB01020	ZINC03830968
DB01020	ZINC11592763
DB01021	ZINC00897234
DB01021	ZINC00897236
DB01022	ZINC03831329
DB01022	ZINC03831330
DB01022	ZINC03831331
DB01022	ZINC03831332
DB01022	ZINC11592578
DB01023	ZINC19632610
DB01023	ZINC19802035
DB01024	ZINC00001758
DB01024	ZINC02014826
DB01025	ZINC21984080
DB01026	ZINC00643138
DB01026	ZINC00643143
DB01028	ZINC00896988
DB01030	ZINC01611274
DB01031	ZINC00001385
DB01032	ZINC00001982
DB01033	ZINC04095849
DB01033	ZINC04658290
DB01034	ZINC01532443
DB01034	ZINC01705577
DB01034	ZINC04102315
DB01034	ZINC04521306
DB01034	ZINC05004658
DB01034	ZINC05004659
DB01034	ZINC05004660
DB01034	ZINC05004661
DB01035	ZINC01530756
DB01036	ZINC00968335
DB01036	ZINC00968336
DB01037	ZINC00968285
DB01037	ZINC19632633
DB01037	ZINC22056030
DB01039	ZINC00584092
DB01040	ZINC03875755
DB01041	ZINC01530947
DB01041	ZINC01530948
DB01042	ZINC00001661
DB01042	ZINC00001673
DB01043	ZINC03812933
DB01043	ZINC12402582
DB01044	ZINC03607120
DB01044	ZINC38197764
DB01046	ZINC04217732
DB01046	ZINC04654889
DB01047	ZINC03977976
DB01047	ZINC03977977
DB01047	ZINC03977978
DB01047	ZINC03977979
DB01047	ZINC04273382
DB01047	ZINC04273383
DB01047	ZINC43721206
DB01048	ZINC00004400
DB01048	ZINC02015927
DB01048	ZINC02015928
DB01048	ZINC03871356
DB01050	ZINC00002647
DB01050	ZINC00113398
DB01050	ZINC38141758
DB01050	ZINC38141759
DB01051	ZINC04245675
DB01051	ZINC14879999
DB01053	ZINC01530218
DB01053	ZINC01718678
DB01053	ZINC02572643
DB01053	ZINC03642681
DB01053	ZINC03871699
DB01053	ZINC03871700
DB01053	ZINC03871701
DB01053	ZINC03871702
DB01054	ZINC19227923
DB01054	ZINC19227925
DB01055	ZINC00902159
DB01055	ZINC03860633
DB01055	ZINC30725322
DB01055	ZINC33482750
DB01056	ZINC00000786
DB01056	ZINC00002283
DB01057	ZINC01530628
DB01058	ZINC00000655
DB01058	ZINC00403566
DB01059	ZINC00003742
DB01060	ZINC01562698
DB01060	ZINC01821981
DB01060	ZINC01849661
DB01060	ZINC03604143
DB01060	ZINC03604145
DB01060	ZINC03830215
DB01060	ZINC03830216
DB01060	ZINC03978046
DB01060	ZINC04042226
DB01060	ZINC04534050
DB01060	ZINC19203858
DB01060	ZINC19203861
DB01060	ZINC19203864
DB01060	ZINC19203867
DB01060	ZINC19795946
DB01060	ZINC19795949
DB01060	ZINC19850111
DB01060	ZINC20410372
DB01060	ZINC25073484
DB01060	ZINC28630997
DB01060	ZINC29549973
DB01060	ZINC31597293
DB01060	ZINC31597304
DB01060	ZINC36387030
DB01061	ZINC01530562
DB01061	ZINC02008246
DB01061	ZINC02008250
DB01061	ZINC03097990
DB01061	ZINC03830260
DB01061	ZINC03830261
DB01061	ZINC03830262
DB01061	ZINC04097284
DB01061	ZINC04534031
DB01061	ZINC11616761
DB01061	ZINC25759455
DB01062	ZINC01530751
DB01062	ZINC01530752
DB01063	ZINC22446634
DB01064	ZINC00056652
DB01064	ZINC00056653
DB01065	ZINC00057060
DB01066	ZINC04215234
DB01066	ZINC22054181
DB01066	ZINC34306485
DB01067	ZINC00537795
DB01068	ZINC03813003
DB01069	ZINC00020250
DB01069	ZINC00056647
DB01070	ZINC04212953
DB01070	ZINC04544043
DB01070	ZINC04544044
DB01070	ZINC04544045
DB01070	ZINC04544047
DB01071	ZINC01567421
DB01071	ZINC02011568
DB01073	ZINC03830848
DB01073	ZINC03830849
DB01073	ZINC03830850
DB01073	ZINC03830851
DB01073	ZINC03927870
DB01073	ZINC11616626
DB01074	ZINC01999542
DB01074	ZINC01999543
DB01075	ZINC00020244
DB01076	ZINC03920719
DB01076	ZINC11615927
DB01076	ZINC11615928
DB01077	ZINC19632883
DB01079	ZINC12503245
DB01080	ZINC00403618
DB01080	ZINC03798750
DB01081	ZINC03830716
DB01083	ZINC08101159
DB01083	ZINC08101161
DB01083	ZINC08214635
DB01084	ZINC22007271
DB01085	ZINC00075008
DB01085	ZINC00119480
DB01085	ZINC00119486
DB01085	ZINC00119492
DB01085	ZINC33579238
DB01086	ZINC12358719
DB01087	ZINC01530862
DB01087	ZINC01530863
DB01090	ZINC02041380
DB01091	ZINC01530975
DB01092	ZINC08143614
DB01092	ZINC08214757
DB01092	ZINC08214758
DB01092	ZINC08214759
DB01092	ZINC08214789
DB01092	ZINC08214790
DB01092	ZINC08214791
DB01092	ZINC38139824
DB01092	ZINC38139825
DB01092	ZINC38139826
DB01092	ZINC38139827
DB01092	ZINC68590245
DB01092	ZINC68590250
DB01092	ZINC68590252
DB01092	ZINC68590257
DB01093	ZINC05224188
DB01094	ZINC00039091
DB01094	ZINC00039092
DB01095	ZINC01530639
DB01095	ZINC01886617
DB01095	ZINC03830863
DB01095	ZINC03830864
DB01095	ZINC08582318
DB01095	ZINC08582319
DB01096	ZINC00000570
DB01096	ZINC00896836
DB01097	ZINC00004840
DB01098	ZINC01535101
DB01098	ZINC03833880
DB01098	ZINC08830650
DB01098	ZINC08830651
DB01098	ZINC11616637
DB01098	ZINC35107904
DB01099	ZINC00896546
DB01099	ZINC04277635
DB01100	ZINC04175630
DB01100	ZINC19796084
DB01101	ZINC01865093
DB01101	ZINC03806413
DB01101	ZINC05973243
DB01101	ZINC05973244
DB01101	ZINC05973245
DB01101	ZINC11616162
DB01101	ZINC19615653
DB01101	ZINC19615657
DB01101	ZINC49015568
DB01103	ZINC03830246
DB01103	ZINC03830247
DB01104	ZINC00004677
DB01104	ZINC01853550
DB01104	ZINC03831444
DB01104	ZINC03831445
DB01105	ZINC00004759
DB01105	ZINC00531272
DB01106	ZINC00586239
DB01107	ZINC03831106
DB01107	ZINC03831107
DB01110	ZINC00607971
DB01110	ZINC00896740
DB01112	ZINC03830484
DB01112	ZINC03830485
DB01112	ZINC03830486
DB01112	ZINC03830487
DB01112	ZINC03871977
DB01112	ZINC03871978
DB01112	ZINC04535978
DB01112	ZINC04574563
DB01113	ZINC00056555
DB01114	ZINC00113404
DB01114	ZINC00113410
DB01115	ZINC19594578
DB01117	ZINC12504271
DB01118	ZINC03830212
DB01119	ZINC03872277
DB01120	ZINC00523925
DB01120	ZINC00523926
DB01120	ZINC12461841
DB01121	ZINC00001916
DB01122	ZINC03995599
DB01123	ZINC03775644
DB01124	ZINC01530703
DB01126	ZINC03932831
DB01126	ZINC14880001
DB01126	ZINC34026963
DB01126	ZINC34026964
DB01126	ZINC42689352
DB01126	ZINC42689354
DB01127	ZINC00596881
DB01127	ZINC00643055
DB01128	ZINC00538564
DB01128	ZINC00897408
DB01129	ZINC01530935
DB01129	ZINC12496506
DB01130	ZINC01995826
DB01130	ZINC03938652
DB01130	ZINC66322919
DB01130	ZINC66322920
DB01130	ZINC66322921
DB01131	ZINC00001127
DB01131	ZINC16343331
DB01132	ZINC00968326
DB01132	ZINC00968327
DB01133	ZINC22066984
DB01134	ZINC04082455
DB01134	ZINC04363405
DB01134	ZINC04363409
DB01134	ZINC04363412
DB01134	ZINC04363416
DB01134	ZINC11678927
DB01134	ZINC11678932
DB01134	ZINC11678937
DB01134	ZINC11678944
DB01134	ZINC43505225
DB01136	ZINC01530579
DB01136	ZINC01530580
DB01137	ZINC00537891
DB01137	ZINC00538273
DB01139	ZINC03830511
DB01139	ZINC03830512
DB01139	ZINC03830513
DB01139	ZINC03830514
DB01140	ZINC03830391
DB01140	ZINC04097292
DB01140	ZINC19594535
DB01140	ZINC19795953
DB01140	ZINC33342870
DB01140	ZINC33943584
DB01140	ZINC35024386
DB01142	ZINC00001148
DB01142	ZINC00001331
DB01143	ZINC01530557
DB01143	ZINC21992285
DB01144	ZINC00896918
DB01145	ZINC03831485
DB01146	ZINC00056643
DB01147	ZINC01530603
DB01147	ZINC03830593
DB01147	ZINC03830594
DB01147	ZINC03830595
DB01147	ZINC03875417
DB01147	ZINC21986197
DB01148	ZINC00608382
DB01149	ZINC00538065
DB01150	ZINC03776970
DB01150	ZINC04474443
DB01150	ZINC11592640
DB01150	ZINC11592642
DB01150	ZINC15449294
DB01150	ZINC15449296
DB01150	ZINC20444127
DB01150	ZINC20444132
DB01150	ZINC21992407
DB01150	ZINC33838819
DB01150	ZINC33838820
DB01150	ZINC36378487
DB01150	ZINC36378488
DB01150	ZINC36378490
DB01151	ZINC01530611
DB01153	ZINC00606383
DB01153	ZINC02016037
DB01154	ZINC00968349
DB01154	ZINC00968350
DB01154	ZINC00968351
DB01154	ZINC00968352
DB01154	ZINC13298720
DB01154	ZINC17747847
DB01155	ZINC03938480
DB01155	ZINC05605393
DB01155	ZINC11616796
DB01155	ZINC12503271
DB01155	ZINC22059926
DB01155	ZINC22059930
DB01156	ZINC00020228
DB01156	ZINC00057206
DB01157	ZINC00598852
DB01158	ZINC00001041
DB01159	ZINC08214397
DB01159	ZINC08220828
DB01160	ZINC00896695
DB01160	ZINC03805921
DB01160	ZINC03830707
DB01160	ZINC03830709
DB01160	ZINC03830710
DB01160	ZINC04095842
DB01160	ZINC05973277
DB01160	ZINC08552290
DB01160	ZINC08552291
DB01160	ZINC08552292
DB01160	ZINC08552293
DB01160	ZINC12494893
DB01160	ZINC12495508
DB01160	ZINC13509284
DB01160	ZINC13515574
DB01160	ZINC13515575
DB01160	ZINC13515576
DB01160	ZINC13540344
DB01160	ZINC14819859
DB01160	ZINC14819861
DB01160	ZINC27640753
DB01160	ZINC27641053
DB01160	ZINC27641112
DB01160	ZINC27641118
DB01160	ZINC27641124
DB01160	ZINC27641171
DB01160	ZINC27641177
DB01160	ZINC27641262
DB01160	ZINC27641268
DB01160	ZINC27645725
DB01160	ZINC33838832
DB01160	ZINC33838833
DB01160	ZINC43772212
DB01160	ZINC43898702
DB01160	ZINC71251019
DB01162	ZINC00598034
DB01162	ZINC01271441
DB01163	ZINC03830204
DB01163	ZINC03830205
DB01163	ZINC03830206
DB01163	ZINC03830207
DB01165	ZINC00537891
DB01165	ZINC00538273
DB01166	ZINC01552174
DB01167	ZINC04097343
DB01167	ZINC04097344
DB01167	ZINC28007115
DB01167	ZINC28007119
DB01168	ZINC19166988
DB01170	ZINC01530648
DB01171	ZINC00012966
DB01171	ZINC19606670
DB01172	ZINC08101132
DB01172	ZINC08101133
DB01172	ZINC08101134
DB01172	ZINC08101135
DB01172	ZINC08214590
DB01172	ZINC08214767
DB01172	ZINC08217403
DB01172	ZINC17654095
DB01173	ZINC00000565
DB01173	ZINC00155269
DB01174	ZINC03137566
DB01175	ZINC03794601
DB01175	ZINC03800706
DB01176	ZINC19156872
DB01177	ZINC03830922
DB01177	ZINC03830923
DB01177	ZINC03830924
DB01177	ZINC03830925
DB01177	ZINC03920266
DB01177	ZINC22061342
DB01177	ZINC22061345
DB01177	ZINC40555045
DB01177	ZINC40555047
DB01178	ZINC00000133
DB01178	ZINC00896345
DB01179	ZINC01532026
DB01179	ZINC02169973
DB01179	ZINC02572657
DB01179	ZINC03861806
DB01179	ZINC03874715
DB01179	ZINC04098919
DB01179	ZINC04098920
DB01179	ZINC04475321
DB01179	ZINC11682059
DB01179	ZINC16970298
DB01179	ZINC22065928
DB01180	ZINC04097185
DB01181	ZINC01530659
DB01181	ZINC01530660
DB01182	ZINC01530759
DB01182	ZINC01530760
DB01183	ZINC00001772
DB01183	ZINC00389747
DB01183	ZINC00391802
DB01183	ZINC03977940
DB01183	ZINC04475310
DB01183	ZINC35395175
DB01183	ZINC43601787
DB01184	ZINC04175569
DB01184	ZINC19632603
DB01185	ZINC03872587
DB01185	ZINC03872588
DB01185	ZINC03872589
DB01185	ZINC03872590
DB01185	ZINC03875484
DB01185	ZINC11592673
DB01185	ZINC11592674
DB01185	ZINC11592675
DB01185	ZINC11592676
DB01185	ZINC16890061
DB01186	ZINC03786466
DB01186	ZINC03831296
DB01186	ZINC03831297
DB01186	ZINC08830624
DB01189	ZINC03776875
DB01189	ZINC04097392
DB01190	ZINC01568071
DB01190	ZINC03830580
DB01190	ZINC03830581
DB01190	ZINC03830582
DB01190	ZINC03830583
DB01190	ZINC03978028
DB01190	ZINC03978029
DB01190	ZINC03978079
DB01190	ZINC03978080
DB01190	ZINC04038341
DB01190	ZINC04245609
DB01190	ZINC04545361
DB01190	ZINC08551993
DB01190	ZINC08551994
DB01190	ZINC08551995
DB01190	ZINC08551996
DB01190	ZINC08552275
DB01190	ZINC13298314
DB01190	ZINC13298315
DB01190	ZINC13298316
DB01190	ZINC16637537
DB01190	ZINC16637540
DB01190	ZINC16696689
DB01190	ZINC16696690
DB01190	ZINC22055017
DB01190	ZINC22055021
DB01190	ZINC22055025
DB01190	ZINC29131212
DB01190	ZINC36532598
DB01190	ZINC39945941
DB01190	ZINC67665008
DB01190	ZINC67665010
DB01190	ZINC71610253
DB01191	ZINC00000294
DB01191	ZINC00001612
DB01192	ZINC02041286
DB01192	ZINC03875483
DB01193	ZINC00156792
DB01193	ZINC00968255
DB01194	ZINC01530900
DB01194	ZINC03953037
DB01195	ZINC00896543
DB01195	ZINC03830842
DB01196	ZINC35018743
DB01197	ZINC00020226
DB01197	ZINC00057000
DB01197	ZINC00057001
DB01197	ZINC00057002
DB01198	ZINC00538644
DB01198	ZINC00601241
DB01198	ZINC19632834
DB01198	ZINC19632839
DB01199	ZINC03978083
DB01200	ZINC03978035
DB01200	ZINC03978036
DB01200	ZINC03978037
DB01200	ZINC03978038
DB01200	ZINC03995608
DB01200	ZINC53683151
DB01202	ZINC01547851
DB01202	ZINC03830990
DB01203	ZINC03812974
DB01203	ZINC03831165
DB01203	ZINC03831166
DB01203	ZINC03831167
DB01204	ZINC03794794
DB01205	ZINC00001464
DB01206	ZINC03831006
DB01207	ZINC01536934
DB01208	ZINC00538362
DB01208	ZINC01271085
DB01208	ZINC01271086
DB01210	ZINC03812876
DB01210	ZINC03830339
DB01211	ZINC49627537
DB01211	ZINC49627542
DB01211	ZINC67665003
DB01211	ZINC67665006
DB01212	ZINC08584434
DB01212	ZINC15449997
DB01212	ZINC35973845
DB01213	ZINC00897288
DB01214	ZINC00000494
DB01214	ZINC00389149
DB01215	ZINC00001370
DB01216	ZINC03782599
DB01216	ZINC03830837
DB01216	ZINC03830838
DB01216	ZINC03830839
DB01216	ZINC03830840
DB01216	ZINC03881972
DB01216	ZINC03881973
DB01216	ZINC12953226
DB01216	ZINC14984375
DB01216	ZINC21981217
DB01216	ZINC33983737
DB01216	ZINC43746681
DB01216	ZINC43746682
DB01216	ZINC43746683
DB01216	ZINC43746684
DB01217	ZINC00000941
DB01218	ZINC01530866
DB01218	ZINC01542393
DB01219	ZINC02568036
DB01219	ZINC07997966
DB01219	ZINC26894874
DB01221	ZINC00000409
DB01221	ZINC00002278
DB01221	ZINC35999642
DB01221	ZINC36294079
DB01222	ZINC03830334
DB01222	ZINC03830335
DB01222	ZINC03830336
DB01222	ZINC03830337
DB01222	ZINC03938751
DB01222	ZINC03977887
DB01222	ZINC03977888
DB01222	ZINC03977889
DB01222	ZINC03977890
DB01222	ZINC04097286
DB01222	ZINC11592635
DB01222	ZINC11592636
DB01222	ZINC11592637
DB01222	ZINC11592638
DB01222	ZINC12402852
DB01222	ZINC12402853
DB01222	ZINC12402854
DB01222	ZINC12402855
DB01222	ZINC36377943
DB01222	ZINC36377944
DB01222	ZINC36377945
DB01222	ZINC36377946
DB01223	ZINC18043251
DB01223	ZINC37253587
