drugbank_id	pubchem_id
DB00091	87686369
DB00091	87686393
DB00091	87686505
DB00091	87687304
DB00091	87755299
DB00091	87774336
DB00091	87793007
DB00091	87802979
DB00091	87855004
DB00091	87893018
DB00091	87904878
DB00091	87962543
DB00091	87974944
DB00091	87993272
DB00091	88010652
DB00091	88064581
DB00091	88065446
DB00091	88100222
DB00091	88100249
DB00091	88121657
DB00091	88129138
DB00091	88174550
DB00091	88175352
DB00091	88195564
DB00091	88211872
DB00091	88216729
DB00091	88216842
DB00091	88218464
DB00091	88219122
DB00091	88240266
DB00091	88242760
DB00091	88247191
DB00091	88249906
DB00091	88258552
DB00091	88263782
DB00091	88279873
DB00091	88281293
DB00091	88299600
DB00091	88305053
DB00091	88345707
DB00091	88352291
DB00091	88495160
DB00091	88546424
DB00091	88930515
DB00091	89040398
DB00091	89220373
DB00091	89352876
DB00091	89800161
DB00091	89990880
DB00091	90397060
DB00091	90428602
DB00091	90459997
DB00091	9812738
DB00091	9833865
DB00091	9833913
DB00091	9855081
DB00091	9855363
DB00091	9855373
DB00091	9877195
DB00091	9877287
DB00091	9898439
DB00091	9898440
DB00091	9898781
DB00091	9920207
DB00091	9920260
DB00091	9941946
DB00091	9942024
DB00091	9942063
DB00091	9963861
DB00091	9963913
DB00091	9963921
DB00091	9988947
DB00093	12004270
DB00093	14257662
DB00093	57116079
DB00093	57351021
DB00093	5956
DB00093	66577116
DB00093	87336906
DB00093	87664865
DB00093	87795504
DB00093	88174640
DB00093	89725779
DB00104	11979378
DB00104	11981005
DB00104	16051973
DB00104	16725665
DB00104	16750170
DB00104	17999756
DB00104	17999757
DB00104	20056993
DB00104	21944093
DB00104	24807799
DB00104	24997101
DB00104	25127800
DB00104	25207782
DB00104	383413
DB00104	383414
DB00104	42602352
DB00104	42602424
DB00104	42602425
DB00104	42602499
DB00104	42602500
DB00104	42602575
DB00104	42602576
DB00104	42602643
DB00104	441258
DB00104	44194024
DB00104	44311916
DB00104	44420813
DB00104	448601
DB00104	46782611
DB00104	54373
DB00104	54374
DB00104	54589395
DB00104	57181882
DB00104	6400441
DB00104	66560760
DB00104	6917964
DB00104	72196234
DB00104	73161124
DB00104	73311871
DB00104	73321214
DB00104	73896892
DB00104	74382810
DB00104	74389208
DB00104	76155240
DB00104	76973365
DB00104	76974579
DB00104	77142348
DB00104	86289069
DB00104	86595366
DB00104	86603142
DB00104	86608399
DB00104	86614453
DB00104	86625108
DB00104	87091174
DB00104	87148431
DB00104	87189590
DB00104	87189592
DB00104	87240081
DB00104	87262304
DB00104	87275383
DB00104	87338009
DB00104	87355713
DB00104	87355759
DB00104	87355857
DB00104	87356015
DB00104	87387751
DB00104	87441885
DB00104	87443089
DB00104	87483113
DB00104	87550820
DB00104	87662887
DB00104	87786717
DB00104	87849292
DB00104	87936173
DB00104	88064519
DB00104	88094216
DB00104	88102401
DB00104	88139022
DB00104	88326591
DB00104	89263998
DB00104	89709406
DB00104	90041365
DB00104	90267031
DB00104	90326913
DB00104	90488715
DB00104	90659688
DB00114	1051
DB00114	11239271
DB00114	11506293
DB00114	11512784
DB00114	11595849
DB00114	11706114
DB00114	14839207
DB00114	173846
DB00114	18546009
DB00114	18673268
DB00114	190648
DB00114	20234555
DB00114	20833161
DB00114	22708997
DB00114	23364365
DB00114	23387236
DB00114	23448935
DB00114	23668005
DB00114	3002784
DB00114	3050053
DB00114	3086510
DB00114	38882
DB00114	56653694
DB00114	57695641
DB00114	57794047
DB00114	644168
DB00114	6453762
DB00114	71751889
DB00114	72764535
DB00114	72987973
DB00114	76595960
DB00114	76607202
DB00114	78296629
DB00114	78300119
DB00114	78302679
DB00114	83869
DB00114	85083337
DB00114	87101602
DB00114	87158145
DB00114	87430851
DB00114	87444838
DB00114	87670234
DB00114	87747888
DB00114	87882652
DB00114	87977993
DB00114	88033855
DB00114	88286787
DB00114	88357822
DB00114	88384215
DB00114	88449594
DB00114	88522481
DB00114	88595795
DB00114	88595855
DB00114	88595857
DB00114	88595865
DB00114	88606732
DB00114	88626383
DB00114	88759198
DB00114	90271622
DB00114	9918129
DB00114	9985396
DB00115	44135003
DB00115	5359238
DB00115	53630177
DB00115	57369552
DB00115	57507738
DB00115	60205006
DB00115	71299737
DB00115	76521971
DB00116	1129
DB00116	11442178
DB00116	11547653
DB00116	13781857
DB00116	14767797
DB00116	18650796
DB00116	18653394
DB00116	18653395
DB00116	19019114
DB00116	19754073
DB00116	20831693
DB00116	20849134
DB00116	23212780
DB00116	23278049
DB00116	25790919
DB00116	25790920
DB00116	433461
DB00116	44205810
DB00116	44205811
DB00116	44206020
DB00116	44206021
DB00116	44206022
DB00116	44206023
DB00116	44242397
DB00116	46936291
DB00116	5460413
DB00116	56847701
DB00116	66588501
DB00116	66588502
DB00116	67199951
DB00116	67201908
DB00116	67350686
DB00116	67664261
DB00116	67788894
DB00116	68381251
DB00116	68445856
DB00116	68629621
DB00116	68629624
DB00116	68645611
DB00116	68984775
DB00116	69050780
DB00116	69085613
DB00116	69532986
DB00116	69854273
DB00116	70270338
DB00116	70350143
DB00116	70350144
DB00116	70678958
DB00116	71752453
DB00116	71772412
DB00116	86747725
DB00116	87305989
DB00116	87306994
DB00116	87521099
DB00116	87631614
DB00116	87665487
DB00116	87986506
DB00116	87986635
DB00116	88246266
DB00116	88288670
DB00116	88288680
DB00116	88423232
DB00116	88423347
DB00116	88423758
DB00116	88462415
DB00116	88725436
DB00116	91443
DB00116	9826589
DB00116	9826590
DB00116	9913168
DB00116	9934994
DB00117	10103401
DB00117	10261337
DB00117	10313231
DB00117	10329518
DB00117	11159446
DB00117	11159482
DB00117	11194454
DB00117	11378637
DB00117	135379
DB00117	16217281
DB00117	16217564
DB00117	22058933
DB00117	25240990
DB00117	25241086
DB00117	25241111
DB00117	25241571
DB00117	3651426
DB00117	3651721
DB00117	3723250
DB00117	4629346
DB00117	46781699
DB00117	51342292
DB00117	5247180
DB00117	5288059
DB00117	5288559
DB00117	5460934
DB00117	5460936
DB00117	5460937
DB00117	5460941
DB00117	5460943
DB00117	5460945
DB00117	5460948
DB00117	58203003
DB00117	59048770
DB00117	59373198
DB00117	6274
DB00117	6971009
DB00117	6971048
DB00117	71083
DB00117	71309184
DB00117	71309586
DB00117	71309659
DB00117	71309677
DB00117	71725524
DB00117	71725525
DB00117	71725526
DB00117	71777659
DB00117	73755104
DB00117	773
DB00117	78356165
DB00117	78379755
DB00117	86580368
DB00117	87528073
DB00117	90472119
DB00117	9815258
DB00118	10003400
DB00118	10008592
DB00118	10027432
DB00118	10029829
DB00118	10030609
DB00118	10031350
DB00118	10032176
DB00118	10032978
DB00118	10054639
DB00118	10054848
DB00118	10055286
DB00118	10055481
DB00118	10055543
DB00118	10055544
DB00118	10055755
DB00118	10056168
DB00118	10075622
DB00118	10077419
DB00118	10078746
DB00118	10079184
DB00118	10095370
DB00118	10097343
DB00118	10101140
DB00118	10121802
DB00118	10123244
DB00118	10143006
DB00118	10153079
DB00118	10169713
DB00118	10185144
DB00118	10191064
DB00118	10227596
DB00118	102418
DB00118	10252391
DB00118	10254474
DB00118	10257781
DB00118	10258270
DB00118	10258921
DB00118	10259050
DB00118	10259230
DB00118	10259352
DB00118	10276269
DB00118	10276323
DB00118	10283984
DB00118	10306383
DB00118	10344509
DB00118	10348697
DB00118	10349144
DB00118	10349979
DB00118	10368476
DB00118	10371181
DB00118	10371345
DB00118	10371832
DB00118	10392267
DB00118	10394679
DB00118	10395184
DB00118	10413924
DB00118	10413936
DB00118	10414861
DB00118	10414984
DB00118	10416017
DB00118	10436499
DB00118	10439382
DB00118	10458057
DB00118	10462532
DB00118	10463502
DB00118	10483421
DB00118	10483801
DB00118	10484268
DB00118	10484422
DB00118	1079
DB00118	11112916
DB00118	11112917
DB00118	11377713
DB00118	11707683
DB00118	11754547
DB00118	11757678
DB00118	11765720
DB00118	11981234
DB00118	11982663
DB00118	16101061
DB00118	163657
DB00118	16654988
DB00118	16750528
DB00118	16757548
DB00118	18007041
DB00118	20849363
DB00118	21151828
DB00118	22138239
DB00118	23509310
DB00118	23633161
DB00118	24211902
DB00118	24762163
DB00118	24762164
DB00118	24762165
DB00118	24821833
DB00118	24821864
DB00118	24821865
DB00118	24892860
DB00118	24967673
DB00118	25009065
DB00118	25052774
DB00118	25135317
DB00118	25166204
DB00118	25166205
DB00118	25166206
DB00118	25203285
DB00118	25791610
DB00118	3042039
DB00118	34755
DB00118	34756
DB00118	44134519
DB00118	44229224
DB00118	44548472
DB00118	44548588
DB00118	446470
DB00118	450572
DB00118	450573
DB00118	45072193
DB00118	45266278
DB00118	45266279
DB00118	46204941
DB00118	46205267
DB00118	46835140
DB00118	46835141
DB00118	46844149
DB00118	469688
DB00118	5136
DB00118	51505717
DB00118	51505718
DB00118	51505719
DB00118	5284336
DB00118	53462781
DB00118	53486387
DB00118	54686091
DB00118	56593143
DB00118	56841372
DB00118	56846383
DB00118	56846384
DB00118	58633578
DB00118	58633579
DB00118	58766358
DB00118	58766359
DB00118	59782663
DB00118	59854429
DB00118	59996240
DB00118	59996241
DB00118	60038769
DB00118	6419194
DB00118	71299729
DB00118	71299730
DB00118	71307500
DB00118	71308396
DB00118	71308397
DB00118	71313044
DB00118	71313045
DB00118	71313046
DB00118	71313047
DB00118	71460033
DB00118	71492581
DB00118	71587625
DB00118	72187520
DB00118	72823433
DB00118	73012830
DB00118	73068824
DB00118	73086686
DB00118	73087965
DB00118	73092324
DB00118	73161249
DB00118	73298868
DB00118	73321362
DB00118	73555139
DB00118	73897310
DB00118	73897311
DB00118	73950451
DB00118	74325196
DB00118	74325204
DB00118	74325205
DB00118	74346908
DB00118	74375655
DB00118	74392047
DB00118	74421285
DB00118	75048187
DB00118	75048205
DB00118	75106819
DB00118	75147549
DB00118	75147638
DB00118	75218870
DB00118	76170802
DB00118	76418853
DB00118	76420142
DB00118	76685075
DB00118	76901041
DB00118	76902571
DB00118	76902572
DB00118	76969782
DB00118	76971563
DB00118	77992604
DB00118	78074889
DB00118	78122669
DB00118	78170038
DB00118	78188162
DB00118	81689936
DB00118	85049107
DB00118	85057805
DB00118	85058148
DB00118	85061726
DB00118	85062002
DB00118	85066784
DB00118	85073172
DB00118	85077164
DB00118	85082930
DB00118	85083794
DB00118	85084085
DB00118	85089067
DB00118	85090802
DB00118	85096570
DB00118	85097330
DB00118	85097610
DB00118	85097896
DB00118	85098216
DB00118	85098612
DB00118	85105138
DB00118	85105228
DB00118	85105431
DB00118	85105527
DB00118	85105554
DB00118	85105555
DB00118	85105661
DB00118	85105870
DB00118	85116262
DB00118	85117538
DB00118	85117747
DB00118	85118118
DB00118	85123334
DB00118	85124164
DB00118	85124224
DB00118	85124415
DB00118	85130161
DB00118	85131057
DB00118	85131296
DB00118	85136239
DB00118	85136241
DB00118	85136512
DB00118	85136549
DB00118	85136915
DB00118	85142450
DB00118	85143455
DB00118	85148420
DB00118	85149978
DB00118	85150451
DB00118	85155425
DB00118	85155560
DB00118	85155755
DB00118	85155831
DB00118	85333748
DB00118	85337360
DB00118	85338969
DB00118	85978707
DB00118	86278375
DB00118	86810560
DB00118	87107311
DB00118	87107312
DB00118	87186933
DB00118	87214337
DB00118	87214497
DB00118	87224684
DB00118	87319414
DB00118	87319415
DB00118	87426504
DB00118	87475400
DB00118	87493900
DB00118	87493902
DB00118	87496634
DB00118	87558341
DB00118	87610946
DB00118	87629473
DB00118	87832811
DB00118	87838717
DB00118	87839102
DB00118	88046882
DB00118	88107166
DB00118	88108632
DB00118	88108687
DB00118	88109699
DB00118	88110017
DB00118	88110293
DB00118	88204620
DB00118	88259268
DB00118	88286355
DB00118	88286356
DB00118	88392825
DB00118	88392828
DB00118	88463179
DB00118	88464633
DB00118	88464635
DB00118	88464636
DB00118	88501872
DB00118	88635412
DB00118	90472908
DB00118	90473
DB00118	90473497
DB00118	90656929
DB00118	9833855
DB00118	9865603
DB00118	9865604
DB00118	9875462
DB00118	9876173
DB00118	9894453
DB00118	9895414
DB00118	9916820
DB00118	9939629
DB00118	9942104
DB00118	9954631
DB00118	9962730
DB00118	9984293
DB00118	9986513
DB00118	9987104
DB00119	10176093
DB00119	1060
DB00119	107735
DB00119	11412343
DB00119	11829357
DB00119	134915
DB00119	45052090
DB00119	450642
DB00119	450648
DB00119	54026819
DB00119	54026822
DB00119	56617159
DB00119	59503409
DB00119	71309831
DB00119	71751910
DB00119	9833928
DB00119	9877338
DB00119	9877339
DB00119	9877340
DB00120	10012270
DB00120	10103511
DB00120	10154215
DB00120	10241165
DB00120	10329658
DB00120	10329702
DB00120	10352075
DB00120	10397170
DB00120	10442063
DB00120	10511283
DB00120	10511284
DB00120	10702212
DB00120	11062753
DB00120	11378724
DB00120	11819436
DB00120	12132826
DB00120	13000972
DB00120	13000974
DB00120	13000976
DB00120	13000981
DB00120	13000987
DB00120	13000992
DB00120	13000995
DB00120	13000997
DB00120	13000999
DB00120	16213431
DB00120	16213432
DB00120	16213459
DB00120	16213565
DB00120	16217565
DB00120	16219910
DB00120	20598859
DB00120	23244601
DB00120	24773270
DB00120	25240041
DB00120	25240491
DB00120	25240783
DB00120	25240991
DB00120	25241052
DB00120	25241066
DB00120	25241070
DB00120	25241360
DB00120	25241565
DB00120	2724448
DB00120	3823098
DB00120	450580
DB00120	450585
DB00120	450605
DB00120	53731873
DB00120	53731875
DB00120	53731876
DB00120	53731877
DB00120	53731878
DB00120	5460949
DB00120	5460950
DB00120	5460952
DB00120	5460953
DB00120	5460957
DB00120	5460958
DB00120	56617616
DB00120	56634323
DB00120	57397115
DB00120	59373178
DB00120	6140
DB00120	66995391
DB00120	66995546
DB00120	66995580
DB00120	66995721
DB00120	6919011
DB00120	6925665
DB00120	71308946
DB00120	71309396
DB00120	71567
DB00120	87221210
DB00120	87471585
DB00120	87528067
DB00120	88455641
DB00120	90120010
DB00120	9877477
DB00120	994
DB00120	9989619
DB00121	10444559
DB00121	11184136
DB00121	1549077
DB00121	171548
DB00121	18717127
DB00121	20848889
DB00121	20848890
DB00121	22297882
DB00121	253
DB00121	40152790
DB00121	46780807
DB00121	5315463
DB00121	53442219
DB00121	54499394
DB00121	54499396
DB00121	54499398
DB00121	54499400
DB00121	57036199
DB00121	57880183
DB00121	59046094
DB00121	59079188
DB00121	59583703
DB00121	59921588
DB00121	60145986
DB00121	6347547
DB00121	638035
DB00121	6419877
DB00121	6560210
DB00121	6604192
DB00121	6604653
DB00121	7005108
DB00121	7048618
DB00121	7048619
DB00121	7048620
DB00121	7048621
DB00121	76973451
DB00121	76973452
DB00121	89014629
DB00121	89050176
DB00122	10884620
DB00122	13335707
DB00122	16213402
DB00122	16213540
DB00122	16217620
DB00122	20077284
DB00122	20523476
DB00122	21257979
DB00122	25217431
DB00122	305
DB00122	449688
DB00122	50908615
DB00122	50915167
DB00122	51035565
DB00122	51035567
DB00122	51037636
DB00122	51037638
DB00122	51038292
DB00122	51038294
DB00122	54146805
DB00122	54146806
DB00122	56625880
DB00122	56953094
DB00122	57880219
DB00122	71309124
DB00122	71310336
DB00122	87229148
DB00123	10290870
DB00123	10313213
DB00123	10975638
DB00123	11378574
DB00123	12135279
DB00123	12149175
DB00123	12205346
DB00123	12205349
DB00123	12205354
DB00123	12205357
DB00123	12205360
DB00123	12205363
DB00123	12205370
DB00123	12205371
DB00123	134478
DB00123	16057978
DB00123	16213293
DB00123	16213331
DB00123	16213426
DB00123	16213428
DB00123	16217576
DB00123	16217578
DB00123	16219563
DB00123	21846779
DB00123	24848423
DB00123	3532358
DB00123	3784624
DB00123	44231977
DB00123	4477687
DB00123	450558
DB00123	450564
DB00123	45157534
DB00123	50992680
DB00123	5242389
DB00123	5248709
DB00123	5259891
DB00123	53989584
DB00123	53989588
DB00123	53989591
DB00123	5460920
DB00123	5460921
DB00123	5460922
DB00123	5460924
DB00123	5460925
DB00123	5460926
DB00123	5460928
DB00123	56612230
DB00123	57449
DB00123	57616908
DB00123	57616911
DB00123	57616912
DB00123	57616921
DB00123	58203005
DB00123	58219022
DB00123	58219025
DB00123	58359512
DB00123	58618378
DB00123	59069846
DB00123	59373180
DB00123	59373182
DB00123	5962
DB00123	59703106
DB00123	641599
DB00123	71309085
DB00123	71309189
DB00123	71309643
DB00123	71310243
DB00123	71774817
DB00123	866
DB00123	87190895
DB00123	87191245
DB00123	87528070
DB00123	88683742
DB00123	88901890
DB00123	88901892
DB00123	88901900
DB00123	88901911
DB00123	88952248
DB00123	89059446
DB00123	90389224
DB00125	10313339
DB00125	11321257
DB00125	11770759
DB00125	1549073
DB00125	1549104
DB00125	16217519
DB00125	16217580
DB00125	16217799
DB00125	20798608
DB00125	22726443
DB00125	232
DB00125	28782
DB00125	444360
DB00125	4473077
DB00125	46932130
DB00125	51037639
DB00125	51037640
DB00125	51037641
DB00125	5231987
DB00125	5246485
DB00125	5246487
DB00125	5260203
DB00125	5287702
DB00125	52941769
DB00125	54144538
DB00125	5460857
DB00125	5460858
DB00125	5460860
DB00125	5460861
DB00125	57182507
DB00125	57616918
DB00125	57616923
DB00125	57616939
DB00125	57616947
DB00125	58203011
DB00125	58433835
DB00125	58618352
DB00125	58908322
DB00125	59119146
DB00125	59294017
DB00125	59373181
DB00125	59373187
DB00125	59373188
DB00125	59373199
DB00125	59645172
DB00125	59667378
DB00125	59904234
DB00125	59905797
DB00125	6322
DB00125	6913512
DB00125	71070
DB00125	71308530
DB00125	71309938
DB00125	71310245
DB00125	76974066
DB00125	76974115
DB00125	76974116
DB00125	87559318
DB00125	88031296
DB00125	88901885
DB00125	88901889
DB00125	88901891
DB00125	88901915
DB00125	89059445
DB00125	90472354
DB00125	9793996
DB00125	9815369
DB00126	54670067
DB00126	54675810
DB00126	54676021
DB00126	54676315
DB00126	54676536
DB00126	54676860
DB00126	54678501
DB00126	54679076
DB00126	54690394
DB00126	54696270
DB00126	54706339
DB00126	54724032
DB00126	54742567
DB00126	54746216
DB00126	57369508
DB00126	59887006
DB00126	71309896
DB00126	71309903
DB00126	72587973
DB00126	76763787
DB00126	87648884
DB00126	88285984
DB00126	88796933
DB00127	10470201
DB00127	10488434
DB00127	10655817
DB00127	10983207
DB00127	1103
DB00127	11314036
DB00127	154074
DB00127	154075
DB00127	154076
DB00127	15413119
DB00127	154526
DB00127	17809694
DB00127	17809695
DB00127	17886194
DB00127	18398457
DB00127	18457148
DB00127	18457152
DB00127	18457153
DB00127	18457156
DB00127	18457157
DB00127	18457159
DB00127	18615928
DB00127	18957546
DB00127	20849112
DB00127	22138397
DB00127	22320879
DB00127	22325993
DB00127	23320275
DB00127	23320276
DB00127	23341049
DB00127	23635841
DB00127	23635842
DB00127	34644
DB00127	446718
DB00127	51371270
DB00127	517358
DB00127	53249534
DB00127	53313505
DB00127	53442258
DB00127	53442259
DB00127	5351186
DB00127	56924539
DB00127	57932328
DB00127	60160615
DB00127	6396260
DB00127	66647066
DB00127	66647067
DB00127	67203835
DB00127	67203836
DB00127	67211642
DB00127	67237411
DB00127	67407400
DB00127	67470147
DB00127	67554615
DB00127	67564613
DB00127	67610097
DB00127	67729903
DB00127	67785155
DB00127	68497055
DB00127	68522311
DB00127	69224798
DB00127	69525045
DB00127	69607433
DB00127	69677018
DB00127	70130155
DB00127	71595225
DB00127	71595226
DB00127	71595441
DB00127	71595671
DB00127	71595753
DB00127	71621007
DB00127	73446768
DB00127	74538736
DB00127	74764041
DB00127	76019
DB00127	77241532
DB00127	77286172
DB00127	77314945
DB00127	77343371
DB00127	77354965
DB00127	77503
DB00127	77505893
DB00127	77684741
DB00127	77691189
DB00127	77781568
DB00127	82017482
DB00127	85069687
DB00127	85355281
DB00127	86151903
DB00127	86158229
DB00127	86639205
DB00127	87087993
DB00127	87126383
DB00127	87126385
DB00127	87140659
DB00127	87168708
DB00127	87216308
DB00127	87217692
DB00127	87241257
DB00127	87274490
DB00127	87285599
DB00127	87307549
DB00127	87546348
DB00127	87565152
DB00127	87565154
DB00127	87631960
DB00127	87645148
DB00127	87730410
DB00127	87738670
DB00127	87803002
DB00127	87824954
DB00127	87827207
DB00127	87827453
DB00127	87893786
DB00127	87917625
DB00127	87975552
DB00127	87996738
DB00127	88032832
DB00127	88078977
DB00127	88090086
DB00127	88101285
DB00127	88103178
DB00127	88195327
DB00127	88199331
DB00127	88210579
DB00127	88237885
DB00127	88255216
DB00127	88290848
DB00127	88382279
DB00127	88478467
DB00127	88547458
DB00127	89258605
DB00127	89620236
DB00127	89620238
DB00127	89836520
DB00127	90133775
DB00127	90134016
DB00127	90134017
DB00127	90134119
DB00127	9384
DB00127	9811806
DB00127	9902281
DB00127	9929587
DB00128	10290822
DB00128	10329332
DB00128	10351755
DB00128	10558662
DB00128	10630526
DB00128	11083931
DB00128	11309534
DB00128	12049686
DB00128	12308669
DB00128	12308671
DB00128	12308673
DB00128	12308674
DB00128	12308675
DB00128	12598255
DB00128	15939608
DB00128	16212100
DB00128	16213422
DB00128	16213451
DB00128	16213452
DB00128	16217270
DB00128	16217560
DB00128	21725660
DB00128	23443619
DB00128	25240784
DB00128	25241352
DB00128	25241353
DB00128	25241375
DB00128	4083066
DB00128	4124657
DB00128	424
DB00128	44367445
DB00128	450566
DB00128	450604
DB00128	4519554
DB00128	46932124
DB00128	51038521
DB00128	51038522
DB00128	51038523
DB00128	5247115
DB00128	53725850
DB00128	53725851
DB00128	53725852
DB00128	53725854
DB00128	53725855
DB00128	5460294
DB00128	5460295
DB00128	5460540
DB00128	5460541
DB00128	5460542
DB00128	56624128
DB00128	57397078
DB00128	57608697
DB00128	58214776
DB00128	58214777
DB00128	5960
DB00128	70701347
DB00128	71308907
DB00128	71308911
DB00128	71308912
DB00128	71309134
DB00128	71309148
DB00128	71309340
DB00128	71310325
DB00128	75017742
DB00128	83887
DB00128	87436032
DB00128	90476139
DB00129	10773030
DB00129	10798303
DB00129	10822318
DB00129	10887964
DB00129	11116114
DB00129	15556558
DB00129	16755645
DB00129	16755646
DB00129	20849226
DB00129	25240401
DB00129	25240450
DB00129	3274882
DB00129	3350920
DB00129	3530558
DB00129	389
DB00129	449468
DB00129	450557
DB00129	46932127
DB00129	53394722
DB00129	5460253
DB00129	58203009
DB00129	59373184
DB00129	59373189
DB00129	59565831
DB00129	6262
DB00129	6992088
DB00129	6992105
DB00129	71082
DB00129	71309856
DB00129	71309859
DB00129	71751345
DB00129	88747248
DB00130	11789351
