drugbank_id	chebi_id
DB00161	32852
DB00161	32855
DB00161	32856
DB00161	32859
DB00161	32860
DB00161	57762
DB00161	74338
DB00162	16302
DB00162	17336
DB00162	45479
DB00162	50211
DB00162	78272
DB00163	18145
DB00163	46430
DB00165	16709
DB00166	16494
DB00166	30313
DB00166	30314
DB00166	43796
DB00166	83088
DB00167	17191
DB00167	20899
DB00167	27730
DB00167	32604
DB00167	32605
DB00167	32608
DB00167	32609
DB00167	38264
DB00167	43433
DB00167	58045
DB00168	2877
DB00169	28940
DB00170	28869
DB00171	15422
DB00171	30616
DB00171	30617
DB00171	50732
DB00171	57299
DB00172	16313
DB00172	17203
DB00172	26271
DB00172	32862
DB00172	32864
DB00172	32867
DB00172	32868
DB00172	32871
DB00172	32872
DB00172	57726
DB00172	60039
DB00173	16708
DB00174	17196
DB00174	22653
DB00174	28159
DB00174	32650
DB00174	32651
DB00174	32656
DB00174	32657
DB00174	32660
DB00174	32661
DB00174	58048
DB00174	74337
DB00175	63618
DB00175	63660
DB00175	8361
DB00176	5138
DB00177	9927
DB00178	8774
DB00179	73468
DB00179	7625
DB00180	5106
DB00181	2972
DB00182	2679
DB00182	42724
DB00182	4469
DB00184	17688
DB00184	18723
DB00184	39162
DB00184	59806
DB00184	79008
DB00185	3568
DB00187	4856
DB00187	4857
DB00187	60074
DB00187	60075
DB00188	52717
DB00189	4882
DB00190	15377
DB00190	16234
DB00190	29374
DB00190	29375
DB00190	29412
DB00190	33806
DB00190	33811
DB00190	33813
DB00190	3395
DB00190	39585
DB00190	41981
DB00191	50506
DB00191	50508
DB00191	8080
DB00193	75722
DB00193	75725
DB00193	75731
DB00193	75733
DB00193	75734
DB00193	75737
DB00193	75738
DB00194	16335
DB00194	45327
DB00194	46515
DB00195	3082
DB00195	59251
DB00195	59254
DB00195	59255
DB00195	59256
DB00195	643228
DB00196	46081
DB00197	9753
DB00198	7798
DB00198	7799
DB00199	42355
DB00199	64268
DB00200	15377
DB00200	15852
DB00200	16234
DB00200	27786
DB00200	29374
DB00200	29375
DB00200	29412
DB00200	33806
DB00200	33811
DB00200	33813
DB00200	41981
DB00200	49415
DB00201	27732
DB00202	45652
DB00202	61219
DB00202	61225
DB00203	58987
DB00203	9139
DB00204	4681
DB00205	8673
DB00206	28487
DB00207	2955
DB00207	34546
DB00208	9588
DB00208	9589
DB00210	31174
DB00211	31847
DB00211	6933
DB00211	73243
DB00213	7915
DB00214	9637
DB00215	36791
DB00215	36792
DB00215	77397
DB00215	77405
DB00215	77406
DB00215	77408
DB00215	77422
DB00215	77423
DB00216	50922
DB00216	61176
DB00216	61177
DB00217	31279
DB00217	37937
DB00218	63611
DB00218	63699
DB00218	7008
DB00220	7496
DB00220	7497
DB00220	78767
DB00222	5383
DB00223	34764
DB00223	59750
DB00224	44032
DB00225	15377
DB00225	16234
DB00225	29374
DB00225	29375
DB00225	29412
DB00225	31642
DB00225	33806
DB00225	33811
DB00225	33813
DB00225	37333
DB00225	41981
DB00225	49618
DB00226	5555
DB00226	5556
DB00226	72602
DB00227	40303
DB00228	4792
DB00229	31374
DB00229	355510
DB00230	64356
DB00233	27565
DB00235	34850
DB00235	50693
DB00237	3228
DB00238	63613
DB00239	77698
DB00239	7825
DB00239	7826
DB00240	53776
DB00241	102524
DB00242	567361
DB00244	20551
DB00244	6775
DB00245	3048
DB00245	3049
DB00246	10119
DB00246	32314
DB00246	53757
DB00247	584020
DB00248	3286
DB00249	147675
DB00250	4325
DB00251	82979
DB00251	82980
DB00251	82981
DB00252	8107
DB00254	34730
DB00254	50845
DB00254	60648
DB00254	652992
DB00255	41922
DB00256	59040
DB00257	3764
DB00258	15366
DB00258	29108
DB00258	30089
DB00258	3310
DB00259	45373
DB00260	23503
DB00260	40009
DB00260	74159
DB00260	75592
DB00260	75929
DB00261	142290
DB00261	55345
DB00262	3423
DB00263	102484
DB00264	6904
DB00265	31439
DB00266	4513
DB00267	31370
DB00267	55490
DB00267	55509
DB00268	8888
DB00269	3641
DB00271	31812
DB00271	53691
DB00271	53692
DB00271	59731
DB00271	59733
DB00272	31280
DB00272	59170
DB00273	63631
DB00274	3489
DB00274	3490
DB00274	52439
DB00275	48416
DB00276	2687
DB00277	28177
DB00279	18258
DB00279	533015
DB00279	60308
DB00279	6484
DB00280	4657
DB00281	6456
DB00283	3738
DB00283	3739
DB00284	2376
DB00285	9943
DB00285	9944
DB00286	17474
DB00286	29101
DB00286	60050
DB00286	8389
DB00287	746859
DB00288	31199
DB00289	127342
DB00289	331697
DB00290	3139
DB00291	28830
DB00292	4910
DB00294	50777
DB00295	17303
DB00295	58097
DB00296	34954
DB00296	60802
DB00296	60803
DB00296	8890
DB00297	31322
DB00297	31772
DB00297	3215
DB00297	60789
DB00297	60790
DB00297	6149
DB00297	77431
DB00297	77441
DB00297	77442
DB00297	77449
DB00297	77453
DB00297	77454
DB00297	77455
DB00297	77457
DB00297	77458
DB00297	77459
DB00298	51066
DB00299	7956
DB00300	63625
DB00300	63716
DB00301	31615
DB00301	5098
DB00301	52037
DB00301	52040
DB00302	48669
DB00303	404903
DB00303	60070
DB00303	60071
DB00304	4453
DB00305	27504
DB00307	50859
DB00309	32295
DB00309	36373
DB00310	3654
DB00311	101096
DB00312	7983
DB00313	39867
DB00313	60654
DB00315	10124
DB00316	46195
DB00317	49668
DB00318	16714
DB00318	57871
DB00319	52433
DB00319	8232
DB00319	8233
DB00320	4562
DB00320	59756
DB00320	59757
DB00321	2666
DB00322	60761
DB00323	63630
DB00324	31625
DB00325	29121
DB00325	29272
DB00325	29306
DB00325	29321
DB00325	49883
DB00325	7596
DB00325	9179
DB00326	29108
DB00326	3314
DB00326	59200
DB00326	59201
DB00326	67270
DB00327	5790
DB00327	5791
DB00328	49662
DB00330	4877
DB00330	4878
DB00331	6801
DB00332	15858
DB00332	46659
DB00332	47266
DB00332	553542
DB00332	5956
DB00332	5957
DB00333	50140
DB00333	6807
DB00334	7735
DB00335	2904
DB00335	31556
DB00335	55352
DB00338	50275
DB00338	77260
DB00338	77262
DB00339	45285
DB00340	51024
DB00340	51025
DB00341	3561
DB00343	101278
DB00343	645509
DB00343	82812
DB00343	82813
DB00343	82814
DB00343	82816
DB00343	82817
DB00344	8597
DB00344	8598
DB00345	104011
DB00345	31204
DB00345	64703
DB00346	32286
DB00346	51141
DB00348	50378
DB00349	31413
DB00350	6942
DB00351	6723
DB00352	9555
DB00354	3205
DB00354	61192
DB00354	61193
DB00355	161680
DB00356	3655
DB00357	2654
DB00357	53788
DB00357	53790
DB00358	63681
DB00358	63684
DB00358	63687
DB00359	9328
DB00360	15372
DB00360	32120
DB00360	52447
DB00360	59560
DB00360	64241
DB00360	64491
DB00361	32296
DB00361	480999
DB00361	53750
DB00362	55346
DB00363	3766
DB00364	15377
DB00364	16234
DB00364	29374
DB00364	29375
DB00364	29412
DB00364	33806
DB00364	33811
DB00364	33813
DB00364	41981
DB00364	49470
DB00366	51380
DB00367	50900
DB00367	6443
DB00367	7630
DB00368	18357
DB00368	33569
DB00368	33571
DB00368	72587
DB00369	3696
DB00369	530615
DB00369	59495
DB00370	6950
DB00372	32216
DB00372	9544
DB00373	39465
DB00373	39466
DB00373	60787
DB00373	9599
DB00373	9600
DB00374	50861
DB00374	50863
DB00375	18662
DB00375	37144
DB00375	37145
DB00375	49798
DB00378	31527
DB00379	6916
DB00379	6917
DB00380	50223
DB00380	50224
DB00380	50225
DB00381	2668
DB00381	53795
DB00381	53796
DB00382	45980
DB00387	8448
DB00387	8449
DB00388	8093
DB00388	8094
DB00389	617099
DB00390	4551
DB00391	32168
DB00391	64119
DB00391	64122
DB00392	313639
DB00392	31568
DB00392	60348
DB00392	60349
DB00393	7575
DB00394	3002
DB00395	3419
DB00395	59334
DB00395	59336
DB00396	17026
DB00398	50924
DB00398	50928
DB00399	46557
DB00400	27779
DB00401	76917
DB00401	76918
DB00401	76919
DB00402	32315
DB00402	53760
DB00402	53762
DB00403	59219
DB00403	59223
DB00404	2611
DB00405	3183
DB00405	3184
DB00405	59269
DB00405	59273
DB00406	41688
DB00406	77181
DB00408	50841
DB00408	6549
DB00410	7025
DB00411	17883
DB00411	17996
DB00411	3385
DB00412	50122
DB00412	50123
DB00412	50125
DB00412	8892
DB00413	51147
DB00413	51148
DB00413	63218
DB00413	8356
DB00414	28052
DB00415	28971
DB00415	31209
DB00415	34535
DB00415	50658
DB00415	51342
DB00415	51343
DB00416	16382
DB00416	43451
DB00417	27446
DB00417	31973
DB00417	51355
DB00417	52173
DB00417	75258
DB00417	7967
DB00418	9073
DB00419	50381
DB00420	8459
DB00420	8460
DB00421	9241
DB00422	31836
DB00422	51856
DB00422	51857
DB00422	51860
DB00422	51861
DB00422	51862
DB00423	77498
DB00423	77501
DB00423	77502
DB00424	16684
DB00424	17486
DB00424	48882
DB00424	57858
DB00424	58164
DB00424	78734
DB00425	10125
DB00425	10126
DB00426	4974
DB00427	32265
DB00427	84116
DB00427	84117
DB00427	84119
DB00428	9288
DB00429	3403
DB00429	3404
DB00429	46097
DB00429	59205
DB00429	9754
DB00430	31377
DB00430	59213
DB00430	59214
DB00431	24536
DB00431	28428
DB00431	32888
DB00431	39095
DB00431	39096
DB00432	75179
DB00433	34932
DB00433	8435
DB00433	8436
DB00434	4046
DB00434	59695
DB00434	650917
DB00435	16480
DB00436	3013
DB00436	59243
DB00436	59244
DB00437	40279
DB00438	3508
DB00438	3509
DB00438	53675
DB00438	53676
DB00439	3558
DB00439	3559
DB00439	406059
DB00440	45924
DB00441	175901
DB00441	31647
DB00442	473990
DB00442	59902
DB00443	3077
DB00443	41879
DB00444	75988
DB00445	28748
DB00445	41983
DB00445	47898
DB00445	64816
DB00446	17698
DB00447	214480
DB00447	281056
DB00447	47544
DB00448	6375
DB00449	4646
DB00449	4647
DB00449	73714
DB00450	4717
DB00451	18332
DB00451	305790
DB00451	30659
DB00451	30660
DB00451	58448
DB00451	60302
DB00451	6446
DB00452	53634
DB00452	53636
DB00452	53637
DB00452	65077
DB00452	7508
DB00453	59589
DB00456	124991
DB00456	3542
DB00456	50897
DB00457	8364
DB00457	8365
DB00458	47499
DB00458	5882
DB00459	50172
DB00459	50173
DB00459	50174
DB00459	50175
DB00461	7443
DB00462	15858
DB00462	47266
DB00462	61276
DB00465	6129
DB00465	6130
DB00465	76223
DB00465	76227
DB00465	76228
DB00465	76229
DB00467	157175
DB00468	137041
DB00468	15854
DB00468	28593
DB00470	66964
DB00471	49165
DB00471	50730
DB00471	6993
DB00472	5118
DB00474	102216
DB00474	60792
DB00474	6834
DB00475	3611
DB00475	3612
DB00476	31526
DB00476	36795
DB00476	36796
DB00476	36797
DB00476	36806
DB00476	36808
DB00477	3647
DB00477	3649
DB00479	2637
DB00479	2638
DB00479	84739
DB00480	63791
DB00481	50740
DB00481	8772
DB00482	41423
DB00483	16382
DB00483	43451
DB00484	3175
DB00484	51157
DB00485	34691
DB00485	4511
DB00485	52017
DB00485	52019
DB00487	50194
DB00487	50199
DB00488	24564
DB00489	63622
DB00489	63647
DB00489	9207
DB00490	3223
DB00490	3224
DB00492	5163
DB00492	5164
DB00492	59125
DB00493	204928
DB00493	3498
DB00493	53670
DB00494	4798
DB00495	10110
DB00496	31455
DB00496	391960
DB00497	7852
DB00497	7859
DB00498	8066
DB00499	5132
DB00500	71941
DB00500	72014
DB00500	72213
DB00500	9619
DB00501	3699
DB00501	50362
DB00502	5613
DB00503	45409
DB00505	9701
DB00505	9702
DB00505	9703
DB00505	9704
DB00508	9711
DB00508	9712
DB00509	18332
DB00509	305790
DB00509	30659
DB00509	30660
DB00509	58448
DB00509	60302
DB00509	6446
DB00511	53773
DB00512	28001
DB00512	76842
DB00513	16586
DB00513	32396
DB00513	57826
DB00514	4470
DB00515	17883
DB00515	17996
DB00515	29337
DB00515	49836
DB00516	15377
DB00516	16234
DB00516	25805
DB00516	28984
DB00516	29194
DB00516	29374
DB00516	29375
DB00516	29412
DB00516	30563
DB00516	33629
DB00516	33806
DB00516	33811
DB00516	33813
DB00516	33815
DB00516	33818
DB00516	33819
DB00516	36932
DB00516	36933
DB00516	37968
DB00516	37969
DB00516	37970
DB00516	41981
DB00517	15858
DB00517	2739
DB00517	47266
DB00518	16664
DB00520	474180
DB00520	59900
DB00521	3437
DB00521	3438
DB00521	61202
DB00522	31263
DB00523	15036
DB00523	15367
DB00523	26536
DB00523	35291
DB00523	46856
DB00523	50648
DB00523	6067
DB00523	78630
DB00524	64354
DB00525	9620
DB00526	16995
DB00526	30623
DB00526	46904
DB00526	49836
DB00527	247956
DB00527	59735
DB00529	127780
DB00529	141644
DB00529	60268
DB00529	60269
DB00530	114785
DB00530	53509
DB00531	4026
DB00531	4027
DB00533	8887
DB00534	17883
DB00534	17996
DB00534	59445
DB00534	59462
DB00535	3485
DB00536	30087
DB00536	42820
DB00537	100241
DB00538	31644
DB00538	49618
DB00539	9635
DB00540	7640
DB00541	28445
DB00542	3011
DB00543	2675
DB00544	46345
DB00546	251412
DB00547	691037
DB00548	48131
DB00548	78208
DB00549	10100
DB00550	8502
DB00551	27777
DB00551	49029
DB00553	18358
DB00554	8249
DB00555	6367
DB00556	31980
DB00557	31680
DB00557	5818
DB00557	5819
DB00558	50663
DB00559	31300
DB00559	51450
DB00560	149836
DB00561	31520
DB00561	59837
DB00561	59842
DB00561	59843
DB00561	681848
DB00562	3047
DB00563	44185
DB00563	50680
DB00563	50681
DB00564	3387
DB00565	2914
DB00565	2915
DB00565	3721
DB00565	64455
DB00565	64457
DB00566	63623
DB00567	3534
DB00567	3535
DB00567	59390
DB00567	59392
DB00568	31403
DB00569	29101
DB00569	31632
DB00569	61033
DB00569	61038
DB00570	27375
DB00570	9984
DB00571	51161
DB00571	8499
DB00571	8500
DB00571	8736
DB00572	16684
DB00572	17486
DB00572	48882
DB00572	57858
DB00572	58164
DB00572	78734
DB00573	5004
DB00573	5005
DB00573	5010
DB00573	60566
DB00574	439329
DB00574	5000
DB00574	521051
DB00574	59729
DB00574	59730
DB00575	3757
DB00575	46632
DB00576	9331
DB00577	35854
DB00578	3393
DB00578	34609
DB00578	51897
DB00580	63634
DB00581	6359
DB00581	79286
DB00582	10023
DB00583	11060
DB00583	16347
DB00583	17126
DB00583	3424
DB00583	39547
DB00583	51453
DB00584	4784
DB00584	4785
DB00585	7601
DB00586	47381
DB00586	48311
DB00587	126598
DB00588	31441
DB00589	31776
DB00589	51164
DB00590	4708
DB00590	4709
DB00591	31623
DB00592	28568
DB00593	4887
DB00593	60354
DB00593	60355
DB00594	2639
DB00594	2640
DB00594	84743
DB00594	84745
DB00595	27701
DB00597	31643
DB00597	37387
DB00597	37388
DB00597	41974
DB00597	49618
DB00598	6343
DB00599	102166
DB00599	61485
DB00599	9561
DB00600	34380
DB00601	63607
DB00602	63941
DB00602	63943
DB00603	6716
DB00604	3720
DB00605	9352
DB00606	31448
DB00607	51918
DB00607	51919
DB00607	7447
DB00607	7448
DB00608	3638
DB00608	39254
DB00608	48811
DB00608	50178
DB00609	4885
DB00610	6794
DB00610	6795
DB00611	3242
DB00611	3243
DB00612	3127
DB00612	3128
DB00613	2674
DB00613	50652
DB00614	5195
DB00615	45367
DB00616	3353
DB00618	4392
DB00618	59725
DB00619	31690
DB00619	45783
DB00620	9667
DB00621	7820
DB00623	5123
DB00624	17347
DB00624	42534
DB00625	119486
DB00626	35862
DB00627	15940
DB00627	32544
DB00628	3761
DB00628	3762
DB00628	59590
DB00628	59591
DB00630	2566
DB00630	2567
DB00630	50647
DB00631	681569
DB00632	31000
DB00633	31472
DB00633	4466
DB00633	48552
DB00633	48555
DB00633	48556
DB00633	48557
DB00634	63845
DB00634	63857
DB00634	63858
DB00634	9327
DB00635	8382
DB00636	3750
DB00637	2896
DB00639	3240
DB00639	3241
DB00639	59287
DB00639	59288
DB00639	59289
DB00639	59290
DB00639	61263
DB00640	16335
DB00640	45327
DB00640	46515
DB00641	9150
DB00642	63616
DB00642	63722
DB00642	63723
DB00642	63724
DB00643	6704
DB00644	5520
DB00645	4724
DB00645	4725
DB00646	7660
DB00647	51173
DB00647	51174
DB00647	51176
DB00647	51178
DB00647	51179
DB00647	77401
DB00647	8498
DB00649	63581
DB00650	15640
DB00650	57457
DB00650	63606
DB00650	65340
DB00651	4728
DB00651	59846
DB00651	59847
DB00653	16189
DB00653	18420
DB00653	26836
DB00653	32599
DB00653	45696
DB00654	6384
DB00655	17263
DB00656	9654
DB00656	9655
DB00658	18662
DB00658	37144
DB00658	37145
DB00659	51041
DB00659	51042
DB00659	51128
DB00661	77733
DB00661	77734
DB00661	77736
DB00661	77737
DB00661	77739
DB00661	77741
DB00662	27796
DB00663	31620
DB00665	7573
DB00667	18295
DB00667	18367
DB00667	26078
DB00667	39745
DB00667	43474
DB00667	51193
DB00667	58432
DB00668	28918
DB00668	33568
DB00668	40751
DB00668	6213
DB00668	71406
DB00669	10650
DB00669	64359
DB00669	64364
DB00670	32014
DB00670	8247
DB00671	472657
DB00672	3650
DB00673	499361
DB00674	42944
DB00675	41774
DB00675	9397
DB00676	41237
DB00677	17941
DB00678	6541
DB00679	48566
DB00679	9566
DB00680	60937
DB00680	6997
DB00681	2682
DB00682	10033
DB00682	10034
DB00682	32301
DB00682	50393
DB00684	28864
DB00684	73678
DB00685	77568
DB00685	77569
DB00685	9763
DB00687	50885
DB00688	8764
DB00689	34613
DB00692	8081
DB00693	31624
DB00694	41977
DB00694	64677
DB00695	47426
DB00696	64318
DB00697	63629
DB00698	71415
DB00700	31547
DB00701	40050
DB00704	7465
DB00705	119573
DB00705	4379
DB00706	9398
DB00706	9399
DB00708	9316
DB00709	63577
DB00712	38666
DB00712	42446
DB00712	5130
DB00713	52132
DB00713	52134
DB00713	7809
DB00713	7810
DB00714	31228
DB00714	48538
DB00715	64194
DB00715	64197
DB00715	7936
DB00716	51029
DB00716	51030
DB00716	7492
DB00716	7493
DB00717	7627
DB00719	2946
DB00719	2947
DB00720	110423
DB00720	59585
DB00720	59586
DB00720	59587
DB00721	52154
DB00721	52160
DB00721	8430
DB00722	43755
DB00722	6503
DB00724	36704
DB00725	15858
DB00725	47266
DB00725	50373
DB00726	35030
DB00726	9738
DB00727	28787
DB00728	8884
DB00728	8885
DB00729	17760
DB00729	58261
DB00729	59782
DB00730	45979
DB00731	31897
DB00732	2914
DB00732	2915
DB00732	3721
DB00733	32038
DB00733	50240
DB00733	8354
DB00733	8355
DB00734	8871
DB00735	7451
DB00736	50275
DB00736	77260
DB00736	77262
DB00738	45081
DB00738	64383
DB00738	7977
DB00739	34789
DB00739	52059
DB00739	5683
DB00741	17650
DB00742	16813
DB00742	16899
DB00742	17459
DB00742	17924
DB00742	18202
DB00742	28789
DB00742	38030
DB00743	49618
DB00743	59732
DB00744	10112
DB00745	77585
DB00745	77590
DB00745	77591
DB00746	31460
DB00746	4356
DB00747	16794
DB00747	61269
DB00747	61271
DB00747	61272
DB00748	31353
DB00748	3398
DB00748	59328
DB00748	59329
DB00748	59330
DB00749	4909
DB00749	60370
DB00749	60371
DB00750	32053
DB00750	8404
DB00751	51032
DB00751	51035
DB00751	51036
DB00751	51037
DB00753	6015
DB00754	4888
DB00754	60359
DB00754	60360
DB00755	15036
DB00755	15367
DB00755	26536
DB00755	35291
DB00755	46856
DB00755	50648
DB00755	6067
DB00755	78630
DB00756	5693
DB00758	3759
DB00758	37941
DB00759	27902
DB00759	71392
DB00759	77932
DB00760	43968
DB00760	6770
DB00761	17883
DB00761	17996
DB00761	29103
DB00761	32588
DB00763	50673
DB00764	6970
DB00765	6912
DB00766	487869
DB00766	48947
DB00767	27662
DB00767	36381
DB00767	36382
DB00769	50851
DB00769	50854
DB00770	15544
DB00770	57397
DB00771	3743
DB00771	3744
DB00772	6651
DB00773	4911
DB00775	9605
DB00775	9606
DB00776	7824
DB00777	8491
DB00777	8492
DB00778	32109
DB00778	48844
DB00778	48935
DB00779	100147
DB00779	62070
DB00781	8309
DB00783	16469
DB00783	17160
DB00783	23965
DB00784	6717
DB00786	50662
DB00787	2453
DB00788	59527
DB00788	7476
DB00789	31797
DB00789	35739
DB00789	35745
DB00789	35752
DB00789	35760
DB00789	35762
DB00789	35764
DB00789	49618
DB00789	59732
DB00790	77655
DB00790	78000
DB00790	8024
DB00790	8025
DB00791	9884
DB00794	8412
DB00795	9334
DB00796	3347
DB00797	28502
DB00798	27412
DB00799	32184
DB00800	5002
DB00802	2569
DB00804	4514
DB00804	4515
DB00805	51038
DB00805	51040
DB00808	5893
DB00810	3112
DB00810	59171
DB00811	63580
DB00812	48574
DB00813	119915
DB00813	31602
DB00814	6741
DB00815	23872
DB00815	29101
DB00815	45599
DB00815	8984
DB00816	83329
DB00816	83330
DB00816	83331
DB00816	83333
DB00816	83337
DB00816	83338
DB00816	83340
DB00818	44915
DB00819	27690
DB00820	71940
DB00821	364453
DB00821	59206
DB00821	59207
DB00822	4659
DB00823	31580
DB00824	126237
DB00825	15402
DB00825	15409
DB00825	18451
DB00825	25187
DB00825	76306
DB00827	3716
DB00828	28915
DB00828	62247
DB00828	62419
DB00829	49575
DB00830	8067
DB00831	32259
DB00831	45951
DB00831	9710
DB00833	3478
DB00834	50692
DB00835	3183
DB00835	3184
DB00835	59269
DB00835	59273
DB00836	6532
DB00838	59582
DB00839	9613
DB00841	4670
DB00841	4671
DB00841	59804
DB00841	59805
DB00842	7823
DB00843	4696
DB00843	53289
DB00843	53290
DB00843	53292
DB00844	7454
DB00844	7455
DB00845	3749
DB00847	17141
DB00847	50386
DB00847	58029
DB00848	6432
DB00848	77278
DB00848	77282
DB00849	6758
DB00850	34912
DB00850	8028
DB00851	4305
DB00852	15407
DB00852	51209
DB00852	57295
DB00853	72564
DB00854	29133
DB00855	12109
DB00855	17549
DB00855	356416
DB00856	3642
DB00856	59479
DB00856	59480
DB00857	77614
DB00857	77615
DB00857	9448
DB00858	34838
DB00859	50868
DB00859	50869
DB00859	7959
DB00860	8378
DB00861	39669
DB00862	46295
DB00863	8776
DB00863	8777
DB00864	61049
DB00864	61057
DB00865	3044
DB00865	59169
DB00866	31191
DB00866	51211
DB00868	3032
DB00869	4702
DB00869	4703
DB00870	9362
DB00871	9449
DB00872	31430
DB00872	681850
DB00873	50848
DB00875	5121
DB00876	4814
DB00876	48409
DB00877	9168
DB00878	3614
DB00879	31536
DB00880	3640
DB00881	8713
DB00881	8714
DB00882	3752
DB00882	3753
DB00883	6061
DB00887	3213
DB00888	28925
DB00888	55368
DB00889	5537
DB00890	4518
DB00891	132842
DB00892	309594
DB00892	31260
DB00894	9460
DB00895	16855
DB00895	18019
DB00895	25094
DB00895	32550
DB00895	32551
DB00895	32552
DB00895	32556
DB00895	32557
DB00895	32558
DB00895	32563
DB00895	32564
DB00895	32565
DB00895	59297
DB00897	9674
DB00898	16236
DB00899	32091
DB00899	8802
DB00900	490877
DB00901	3133
DB00901	3134
DB00901	59188
DB00901	59189
DB00901	59190
DB00901	59191
DB00903	4876
DB00905	51230
DB00907	27958
DB00907	60056
DB00907	613010
DB00908	137041
DB00908	15854
DB00908	28593
DB00909	10127
DB00910	7931
DB00911	63627
DB00913	61203
DB00913	61207
DB00913	61208
DB00914	8064
DB00915	2618
DB00915	48320
DB00916	64682
DB00916	6909
DB00917	15551
DB00917	606564
DB00918	520985
DB00918	53781
DB00919	77315
DB00919	9215
