drugbank_id	actor_id
DB00859	52-66-4
DB00859	52-67-5
DB00859	57636-93-8
DB00859	72794-47-9
DB00860	130377-60-5
DB00860	50-24-8
DB00860	76095-54-0
DB00860	78456-99-2
DB00860	79028-51-6
DB00860	81340-57-0
DB00861	22494-42-4
DB00861	84145-00-6
DB00861	89932-62-7
DB00862	1193386-64-9
DB00862	224785-90-4
DB00862	224785-91-5
DB00862	224789-15-5
DB00863	128345-62-0
DB00863	56131-49-8
DB00863	66357-35-5
DB00863	66357-59-3
DB00863	71130-06-8
DB00864	104987-11-3
DB00864	109581-93-3
DB00865	101-47-3
DB00865	1027-30-1
DB00865	156-08-1
DB00865	5411-22-3
DB00866	13655-52-2
DB00866	13707-88-5
DB00866	15020-61-8
DB00866	16768-36-8
DB00866	23846-72-2
DB00867	23239-51-2
DB00867	26652-09-5
DB00867	52447-11-7
DB00867	52447-12-8
DB00868	104-31-4
DB00869	120279-96-1
DB00869	130693-82-2
DB00870	40828-46-4
DB00870	52779-97-2
DB00870	52780-12-8
DB00870	52780-13-9
DB00870	69317-48-2
DB00871	23031-25-6
DB00871	23031-32-5
DB00871	46719-29-3
DB00871	53144-56-2
DB00872	168626-94-6
DB00872	210101-16-9
DB00873	129260-79-3
DB00874	100082-05-1
DB00874	118573-57-2
DB00874	12041-73-5
DB00874	53066-52-7
DB00874	8058-86-4
DB00874	83383-37-3
DB00874	93-14-1
DB00876	133040-01-4
DB00876	144143-96-4
DB00877	392711-19-2
DB00877	53123-88-9
DB00878	55-56-1
DB00879	137530-41-7
DB00879	143491-54-7
DB00879	143491-57-0
DB00879	145416-34-8
DB00879	145986-26-1
DB00879	731772-45-5
DB00879	731772-50-2
DB00880	138230-25-8
DB00880	376634-04-7
DB00880	58-94-6
DB00881	82586-55-8
DB00881	82768-84-1
DB00881	85441-61-8
DB00882	15690-55-8
DB00882	15690-57-0
DB00882	207563-42-6
DB00882	50-41-9
DB00882	7599-79-3
DB00882	7619-53-6
DB00882	911-45-5
DB00883	38777-20-7
DB00883	54650-95-2
DB00883	551-43-9
DB00883	87-33-2
DB00884	105462-24-6
DB00884	115436-72-1
DB00884	122458-82-6
DB00885	69372-19-6
DB00886	159317-63-2
DB00886	167305-00-2
DB00887	28395-03-1
DB00887	28434-74-4
DB00888	113803-47-7
DB00888	159923-90-7
DB00888	2475-58-3
DB00888	51-75-2
DB00888	55-86-7
DB00889	107007-99-8
DB00889	109889-09-0
DB00890	13029-44-2
DB00890	35495-11-5
DB00890	84-17-3
DB00891	144-83-2
DB00892	13718-13-3
DB00892	37209-61-3
DB00892	5987-82-6
DB00892	93804-86-5
DB00892	99-43-4
DB00894	968-93-4
DB00895	12798-06-0
DB00895	20166-34-1
DB00895	25104-18-1
DB00895	26714-32-9
DB00895	26853-89-4
DB00895	280114-50-3
DB00895	4252-21-5
DB00895	56-87-1
DB00895	70-54-2
DB00895	923-27-3
DB00897	28911-01-5
DB00898	121182-78-3
DB00898	1516-08-1
DB00898	1624-36-8
DB00898	1859-09-2
DB00898	64-17-5
DB00898	67727-66-6
DB00898	68475-56-9
DB00898	925-93-9
DB00899	132539-07-2
DB00899	132875-61-7
DB00900	69655-05-6
DB00901	30392-40-6
DB00901	30392-41-7
DB00902	1229-35-2
DB00902	1982-37-2
DB00903	58-54-8
DB00903	6500-81-8
DB00904	103639-04-9
DB00904	108303-49-7
DB00904	110204-46-1
DB00904	99614-02-5
DB00905	155206-00-1
DB00906	115103-54-3
DB00906	145821-59-6
DB00907	1176-03-0
DB00907	21030-42-2
DB00907	47195-07-3
DB00907	478-73-9
DB00907	50-36-2
DB00907	518-97-8
DB00907	53-21-4
DB00907	5913-65-5
DB00907	8053-92-7
DB00907	82824-07-5
DB00907	85354-45-6
DB00908	11010-73-4
DB00908	12239-42-8
DB00908	130-95-0
DB00908	1407-83-6
DB00908	56-54-2
DB00908	572-59-8
DB00908	572-60-1
DB00909	68291-97-4
DB00910	131918-61-1
DB00911	19387-91-8
DB00912	135062-02-1
DB00912	135969-54-9
DB00913	126-12-5
DB00913	144-14-9
DB00913	4268-37-5
DB00913	53421-22-0
DB00914	114-86-3
DB00914	21228-47-7
DB00914	834-28-6
DB00915	768-94-5
DB00916	443-48-1
DB00916	99616-64-5
DB00917	27415-25-4
DB00917	363-24-6
DB00917	39265-67-3
DB00917	53697-17-9
DB00918	154323-57-6
DB00918	181183-52-8
DB00919	1695-77-8
DB00919	21736-83-4
DB00919	22189-32-8
DB00919	22193-75-5
DB00919	23312-56-3
DB00919	57456-42-5
DB00919	64058-48-6
DB00920	116655-74-4
DB00920	126939-14-8
DB00920	34580-13-7
DB00920	34580-14-8
DB00921	352020-56-5
DB00921	52485-79-7
DB00921	53152-21-9
DB00922	131741-08-7
DB00922	141505-33-1
DB00923	60925-61-3
DB00924	303-53-7
DB00924	6202-23-9
DB00925	102737-84-8
DB00925	34238-85-2
DB00925	59-96-1
DB00925	63-92-3
DB00926	54350-48-0
DB00926	69427-41-4
DB00927	108885-67-2
DB00927	76824-35-6
DB00928	320-67-2
DB00928	65886-71-7
DB00929	239810-53-8
DB00929	59122-46-2
DB00932	174484-81-2
DB00932	174590-27-3
DB00933	32672-69-8
DB00933	5588-33-0
DB00933	59884-26-3
DB00934	10262-69-8
DB00934	10347-81-6
DB00934	58902-67-3
DB00935	1491-59-4
DB00935	2315-02-8
DB00936	33148-23-1
DB00936	63-36-5
DB00936	69-72-7
DB00937	134-80-5
DB00937	90-84-6
DB00938	136112-01-1
DB00938	89365-50-4
DB00938	94749-08-3
DB00939	6385-02-0
DB00939	644-62-2
DB00940	53-46-3
DB00940	5818-17-7
DB00940	63957-56-2
DB00941	1632-99-1
DB00941	2031-95-0
DB00941	28882-22-6
DB00941	317-52-2
DB00941	4844-10-4
DB00941	5505-49-7
DB00941	68475-57-0
DB00941	68606-25-7
DB00941	74-84-0
DB00942	107661-05-2
DB00942	126-02-3
DB00942	77-39-4
DB00943	7481-89-2
DB00945	11126-35-5
DB00945	50-78-2
DB00946	435-97-2
DB00947	129453-61-8
DB00948	42057-22-7
DB00948	51481-65-3
DB00948	59798-30-0
DB00948	72539-76-5
DB00948	80495-46-1
DB00949	25451-15-4
DB00950	138452-21-8
DB00950	153439-40-8
DB00950	159389-12-5
DB00950	616242-78-5
DB00950	83799-24-0
DB00951	37271-10-6
DB00951	54-85-3
DB00952	121679-13-8
DB00952	143388-64-1
DB00953	144034-80-0
DB00953	145202-66-0
DB00953	606927-07-5
DB00954	62013-04-1
DB00956	1037-91-8
DB00956	125-29-1
DB00956	131219-97-1
DB00956	143-71-5
DB00956	178175-60-5
DB00956	25968-91-6
DB00956	330988-71-1
DB00956	34195-34-1
DB00956	5965-14-0
DB00956	615580-69-3
DB00956	8013-91-0
DB00956	864495-58-9
DB00957	20799-27-3
DB00957	35189-28-7
DB00957	79871-54-8
DB00958	106233-03-8
DB00958	13550-49-7
DB00958	13587-49-0
DB00958	13780-28-4
DB00958	13981-22-1
DB00958	13981-62-9
DB00958	14390-96-6
DB00958	14798-03-9
DB00958	14914-35-3
DB00958	15194-15-7
DB00958	17778-88-0
DB00958	208990-07-2
DB00958	22542-10-5
DB00958	2655-25-6
DB00958	34819-78-8
DB00958	5445-51-2
DB00958	6684-80-6
DB00958	7664-41-7
DB00958	84796-14-5
DB00959	121673-01-6
DB00959	123354-96-1
DB00959	6923-42-8
DB00959	78065-40-4
DB00959	78232-16-3
DB00959	83-43-2
DB00960	13523-86-9
DB00960	174509-44-5
DB00960	174509-45-6
DB00960	28813-39-0
DB00960	36236-36-9
DB00960	51246-70-9
DB00960	66052-89-9
DB00960	68374-35-6
DB00960	71789-16-7
DB00960	98125-68-9
DB00961	16452-56-5
DB00961	22801-44-1
DB00961	24358-84-7
DB00961	34811-66-0
DB00961	96-88-8
DB00962	151319-34-5
DB00963	120638-55-3
DB00963	91714-94-2
DB00964	66711-21-5
DB00964	73218-79-8
DB00966	144701-48-4
DB00966	485391-74-0
DB00967	100643-71-8
DB00967	855790-99-7
DB00968	133161-54-3
DB00968	2799-15-7
DB00968	376634-04-7
DB00968	41372-08-1
DB00968	555-29-3
DB00968	555-30-6
DB00968	69136-74-9
DB00968	75847-63-1
DB00968	884-39-9
DB00969	122852-42-0
DB00969	122852-69-1
DB00970	1402-38-6
DB00970	50-76-0
DB00971	56093-45-9
DB00971	7446-34-6
DB00972	58581-89-8
DB00972	79307-93-0
DB00973	163222-33-1
DB00973	438624-68-1
DB00973	444313-53-5
DB00974	13440-78-3
DB00974	150-43-6
DB00974	60-00-4
DB00975	126777-37-5
DB00975	49845-74-1
DB00975	58-32-2
DB00975	87653-67-6
DB00976	173838-31-8
DB00976	191114-48-4
DB00977	109852-02-0
DB00977	110541-57-6
DB00977	131562-74-8
DB00977	164017-31-6
DB00977	350820-06-3
DB00977	37270-71-6
DB00977	396715-57-4
DB00977	406932-93-2
DB00977	4717-38-8
DB00977	53568-84-6
DB00977	57-63-6
DB00977	60528-19-0
DB00977	67783-17-9
DB00977	70208-30-9
DB00977	71138-35-7
DB00977	78920-52-2
DB00977	79871-54-8
DB00977	8003-08-5
DB00977	8004-01-1
DB00977	8015-19-8
DB00977	8056-51-7
DB00977	8064-66-2
DB00977	8064-75-3
DB00977	8064-76-4
DB00977	8075-78-3
DB00978	114394-67-1
DB00978	98079-51-7
DB00978	98079-52-8
DB00979	512-15-2
DB00979	5870-29-1
DB00980	196597-26-9
DB00981	11033-04-8
DB00981	11036-67-2
DB00981	50975-37-6
DB00981	57-47-6
DB00981	57-64-7
DB00981	6091-12-9
DB00981	6091-13-0
DB00981	64-47-1
DB00982	13497-05-7
DB00982	187175-63-9
DB00982	263878-34-8
DB00982	302-79-4
DB00982	337954-93-5
DB00982	4759-48-2
DB00982	5300-03-8
DB00982	5352-74-9
DB00982	66052-75-3
DB00982	70544-96-6
DB00982	70572-94-0
DB00982	77096-84-5
DB00982	97950-17-9
DB00983	126587-85-7
DB00983	128954-45-0
DB00983	150693-37-1
DB00983	183814-30-4
DB00983	200815-49-2
DB00983	208102-40-3
DB00983	43229-80-7
DB00983	67346-49-0
DB00983	73573-87-2
DB00984	62-90-8
DB00985	101052-67-9
DB00985	119177-41-2
DB00985	133294-22-1
DB00985	138230-30-5
DB00985	147-24-0
DB00985	151985-77-2
DB00985	31065-89-1
DB00985	52232-04-9
DB00985	523-87-5
DB00985	58-73-1
DB00985	71720-61-1
DB00985	7491-10-3
DB00985	76404-04-1
DB00985	76721-94-3
DB00985	77257-37-5
DB00985	78168-91-9
DB00985	78371-63-8
DB00985	79682-27-2
DB00985	8076-99-1
DB00985	81246-67-5
DB00985	82824-05-3
DB00985	84750-08-3
DB00985	88637-37-0
DB00986	13283-82-4
DB00986	53808-86-9
DB00986	596-51-0
DB00987	147-94-4
DB00987	3083-52-1
DB00987	3530-56-1
DB00987	4395-95-3
DB00987	65-46-3
DB00987	7428-39-9
DB00988	115797-26-7
DB00988	50444-17-2
DB00988	51-61-6
DB00989	123441-03-2
DB00989	129101-54-8
DB00990	107868-30-4
DB00991	174064-08-5
DB00991	21256-18-8
DB00992	33320-16-0
DB00992	79416-27-6
DB00993	446-86-6
DB00993	55774-33-9
DB00994	11025-81-3
DB00994	119-04-0
DB00994	124847-89-8
DB00994	1405-10-3
DB00994	1405-12-5
DB00994	25389-98-4
DB00994	25389-99-5
DB00994	28002-70-2
DB00994	4146-30-9
DB00994	63121-20-0
DB00994	66-86-4
DB00994	77536-65-3
DB00994	78232-16-3
DB00994	78666-15-6
DB00994	8058-05-7
DB00995	129024-67-5
DB00995	19879-84-6
DB00995	20681-14-5
DB00995	28878-90-2
DB00995	34031-32-8
DB00995	554-70-1
DB00995	57586-96-6
DB00995	83533-66-8
DB00995	83582-27-8
DB00996	60142-96-3
DB00997	111266-55-8
DB00997	23214-92-8
DB00997	56390-09-1
DB00997	56420-45-2
DB00997	57819-79-1
DB00998	158747-02-5
DB00998	158930-09-7
DB00998	158930-17-7
DB00999	110075-07-5
DB00999	125727-50-6
DB00999	126294-31-3
DB00999	134845-41-3
DB00999	14124-50-6
DB00999	151063-30-8
DB00999	156154-37-9
DB00999	186615-83-8
DB00999	42461-28-9
DB00999	448264-66-2
DB00999	485391-74-0
DB00999	57017-78-4
DB00999	58-93-5
DB00999	65272-36-8
DB00999	68529-45-3
DB00999	69136-73-8
DB00999	69136-74-9
DB00999	73788-01-9
DB00999	75847-62-0
DB00999	8015-24-5
DB00999	8064-04-8
DB00999	847780-86-3
DB00999	90053-53-5
DB00999	95646-61-0
DB00999	97633-36-8
DB00999	98125-68-9
DB01000	3485-14-1
DB01001	18559-94-9
DB01001	34271-50-6
DB01001	34391-04-3
DB01001	35763-26-9
DB01002	15233-43-9
DB01002	18010-40-7
DB01002	2180-92-9
DB01002	27262-45-9
DB01002	27262-46-0
DB01002	27262-47-1
DB01002	27262-48-2
DB01002	38396-39-3
DB01002	66558-79-0
DB01003	105878-73-7
DB01003	15826-37-6
DB01003	16110-51-3
DB01004	106931-35-5
DB01004	107910-75-8
DB01004	82410-32-0
DB01004	84245-13-6
DB01004	90010-41-6
DB01005	127-07-1
DB01006	112809-51-5
DB01007	65899-73-2
DB01008	55-98-1
DB01009	154907-35-4
DB01009	156604-79-4
DB01009	159490-55-8
DB01009	22071-15-4
DB01009	22161-81-5
DB01009	56105-81-8
DB01009	57469-78-0
DB01009	57495-14-4
DB01010	116-38-1
DB01010	302-83-0
DB01010	312-48-1
DB01010	473-37-0
DB01011	22752-91-6
DB01011	37245-80-0
DB01011	54-36-4
DB01011	908-35-0
DB01012	226256-56-0
DB01012	364782-34-3
DB01013	25122-46-7
DB01014	80573-04-2
DB01014	82101-18-6
DB01015	100345-21-9
DB01015	117385-88-3
DB01015	129378-89-8
DB01015	37357-66-7
DB01016	10238-21-8
DB01016	20271-40-3
DB01016	338752-31-1
DB01016	52337-30-1
DB01017	10118-90-8
DB01017	13614-98-7
DB01018	29110-47-2
DB01018	29110-48-3
DB01018	29520-14-7
DB01019	21293-39-0
DB01019	2260-52-8
DB01019	590-63-6
DB01019	674-38-4
DB01020	16051-77-7
DB01020	16106-20-0
DB01020	16908-91-1
DB01020	35993-37-4
DB01020	38709-03-4
DB01021	133-67-5
DB01021	138258-83-0
DB01022	10485-69-5
DB01022	11104-38-4
DB01022	12001-79-5
DB01022	27696-10-2
DB01022	81818-54-4
DB01022	84-80-0
DB01023	72509-76-3
DB01023	86189-69-7
DB01024	23047-11-2
DB01024	24280-93-1
DB01024	37415-62-6
DB01024	483-60-3
DB01025	68302-57-8
DB01026	65277-42-1
DB01026	79156-75-5
DB01028	76-38-0
DB01029	138402-11-6
DB01029	448264-66-2
DB01030	119413-54-6
DB01030	123948-87-8
DB01031	126-52-3
DB01032	23795-03-1
DB01032	29243-46-7
DB01032	42190-91-0
DB01032	57-66-9
DB01032	80042-41-7
DB01032	8055-45-6
DB01033	1194-62-3
DB01033	15635-23-1
DB01033	15635-25-3
DB01033	15635-26-4
DB01033	15737-99-2
DB01033	17099-94-4
DB01033	17841-86-0
DB01033	20146-85-4
DB01033	20224-80-0
DB01033	29648-14-4
DB01033	50-44-2
DB01033	66626-12-8
DB01033	80539-94-2
DB01034	17397-89-6
DB01035	51-06-9
DB01035	614-39-1
DB01035	63887-34-3
DB01036	124937-51-5
DB01036	124937-52-6
DB01037	14611-51-9
DB01037	14611-52-0
DB01037	2079-54-1
DB01037	2323-36-6
DB01037	4528-52-3
DB01039	49562-28-9
DB01040	107-36-8
DB01041	14088-68-7
DB01041	2614-06-4
DB01041	50-35-1
DB01041	731-40-8
DB01041	841-67-8
DB01042	13045-94-8
DB01042	13469-52-8
DB01042	1465-26-5
DB01042	148-82-3
DB01042	3223-07-2
DB01042	4213-32-5
DB01042	46993-34-4
DB01042	531-76-0
DB01043	19982-08-2
DB01043	41100-52-1
DB01044	112811-59-3
DB01044	160738-57-8
DB01044	180200-66-2
DB01045	13292-46-1
DB01046	136790-76-6
DB01046	333963-40-9
DB01047	139163-20-5
DB01047	356-12-7
DB01047	36754-60-6
DB01048	136470-78-5
DB01048	168146-84-7
DB01048	188062-50-2
DB01048	364057-50-1
DB01048	852337-16-7
DB01049	115449-98-4
DB01049	16053-58-0
DB01049	75-75-2
DB01050	121662-14-4
DB01050	139466-08-3
DB01050	15687-27-1
DB01050	51146-56-6
DB01050	51146-57-7
DB01051	1476-53-5
DB01051	303-81-1
DB01053	10075-34-0
DB01053	1110-47-0
DB01053	113-98-4
DB01053	12705-12-3
DB01053	137915-10-7
DB01053	1406-07-1
DB01053	1406-09-3
DB01053	1538-09-6
DB01053	1538-11-0
DB01053	19696-42-5
DB01053	23405-54-1
DB01053	30154-78-0
DB01053	3344-16-9
DB01053	3841-12-1
DB01053	39879-63-5
DB01053	41372-02-5
DB01053	54-35-3
DB01053	57607-41-7
DB01053	59413-33-1
DB01053	6011-39-8
DB01053	60281-90-5
DB01053	61-33-6
DB01053	6130-64-9
DB01053	69-57-8
DB01053	7009-88-3
DB01053	7177-43-7
DB01053	7177-45-9
DB01053	7179-52-4
DB01053	751-84-8
DB01053	78232-17-4
DB01053	8017-41-2
DB01053	80186-84-1
DB01053	8025-06-7
DB01053	8067-92-3
DB01053	8069-87-2
DB01054	39562-70-4
DB01054	80873-62-7
DB01054	80890-07-9
DB01055	10182-82-8
DB01055	27678-82-6
DB01055	500-44-7
DB01055	58114-29-7
DB01056	35891-93-1
DB01056	41708-72-9
DB01056	53984-26-2
DB01056	53984-74-0
DB01056	53984-75-1
DB01056	53984-76-2
DB01056	76213-25-7
DB01057	513-10-0
DB01057	6736-03-4
DB01058	135526-78-2
DB01058	55268-74-1
DB01058	57452-31-0
DB01059	118803-81-9
DB01059	153237-80-0
DB01059	191470-05-0
DB01059	68077-27-0
DB01059	70458-96-7
DB01059	85181-48-2
DB01059	88056-28-4
DB01060	119229-00-4
DB01060	119290-50-5
DB01060	142901-08-4
DB01060	209852-74-4
DB01060	26787-78-0
DB01060	34642-77-8
DB01060	59261-05-1
DB01060	61336-70-7
DB01060	74428-36-7
DB01060	74469-00-4
DB01060	76909-19-8
DB01060	79198-29-1
DB01060	87373-98-6
DB01061	37091-65-9
DB01061	37091-66-0
DB01062	119618-22-3
DB01062	1508-65-2
DB01062	230949-16-3
DB01062	5633-20-5
DB01063	2751-68-0
DB01063	5714-00-1
DB01064	110537-43-4
DB01064	114-45-4
DB01064	1336-89-6
DB01064	14638-70-1
DB01064	149-53-1
DB01064	2964-04-7
DB01064	51-30-9
DB01064	51-31-0
DB01064	59-60-9
DB01064	5984-95-2
DB01064	6078-56-4
DB01064	6700-39-6
DB01064	6779-80-2
DB01064	7683-59-2
DB01064	87405-03-6
DB01064	93940-76-2
DB01064	949-36-0
DB01065	73-31-4
DB01066	104145-95-1
DB01066	104146-53-4
DB01067	172964-66-8
DB01067	29094-61-9
DB01067	614753-49-0
DB01067	869289-66-7
DB01068	106955-87-7
DB01068	1622-61-3
DB01069	16639-38-6
DB01069	27059-74-1
DB01069	3473-64-1
DB01069	38878-40-9
DB01069	52653-51-7
DB01069	58-33-3
DB01069	5992-13-2
DB01069	60-87-7
DB01069	76095-55-1
DB01069	76741-94-1
DB01069	79102-58-2
DB01069	79173-15-2
DB01069	81424-60-4
DB01069	82489-47-2
DB01069	93804-85-4
DB01070	67-96-9
DB01071	29216-28-2
DB01071	84992-84-7
DB01072	198904-31-3
DB01073	71261-44-4
DB01073	75607-67-9
DB01074	39648-47-0
DB01074	39648-48-1
DB01074	6621-47-2
DB01074	6724-53-4
DB01075	101052-67-9
DB01075	119177-41-2
DB01075	133294-22-1
DB01075	138230-30-5
DB01075	147-24-0
DB01075	151985-77-2
DB01075	31065-89-1
DB01075	52232-04-9
DB01075	58-73-1
DB01075	71720-61-1
DB01075	7491-10-3
DB01075	76404-04-1
DB01075	76721-94-3
DB01075	77257-37-5
DB01075	78168-91-9
DB01075	78371-63-8
DB01075	79682-27-2
DB01075	8076-99-1
DB01075	81246-67-5
DB01075	82824-05-3
DB01075	84750-08-3
DB01075	88637-37-0
DB01076	110862-48-1
DB01076	134523-00-5
DB01077	100511-44-2
DB01077	104365-97-1
DB01077	128189-36-6
DB01077	17721-72-1
DB01077	187285-10-5
DB01077	21089-06-5
DB01077	25211-86-3
DB01077	25537-17-1
DB01077	2809-20-3
DB01077	2809-21-4
DB01077	29329-71-3
DB01077	358730-93-5
DB01077	42220-47-3
DB01077	50376-91-5
DB01077	5578-43-8
DB01077	60376-08-1
DB01077	63347-65-9
DB01077	64041-57-2
DB01077	66052-90-2
DB01077	66052-91-3
DB01077	67953-76-8
DB01077	69140-59-6
DB01077	69140-60-9
DB01077	69140-61-0
DB01077	69178-34-3
DB01077	69190-99-4
DB01077	7101-46-4
DB01077	7414-83-7
DB01077	75323-71-6
DB01077	77001-44-6
DB01077	774173-70-5
DB01077	78405-39-7
DB01077	88394-54-1
DB01077	88394-55-2
DB01077	93966-42-8
DB01077	93966-43-9
DB01078	11004-41-4
DB01078	17598-65-1
DB01080	60643-86-9
DB01080	74046-07-4
DB01080	77162-51-7
DB01081	3810-80-8
DB01081	55840-97-6
DB01081	915-30-0
DB01082	12672-24-1
DB01082	14855-30-2
DB01082	15105-93-8
DB01082	15493-35-3
DB01082	3810-74-0
DB01082	39278-10-9
DB01082	41325-73-9
DB01082	57-92-1
DB01082	6160-32-3
DB01082	6227-52-7
DB01082	7551-29-3
DB01082	8003-09-6
DB01082	8017-59-2
DB01082	8025-06-7
DB01082	8069-81-6
DB01083	111397-16-1
DB01083	96829-58-2
DB01084	87233-61-2
DB01084	87233-62-3
DB01085	101686-75-3
DB01085	148-72-1
DB01085	16509-56-1
DB01085	28958-85-2
DB01085	531-35-1
DB01085	54-71-7
DB01085	5984-94-1
DB01085	60996-13-6
DB01085	62783-28-2
DB01085	63036-94-2
DB01085	66510-07-4
DB01085	90897-57-7
DB01085	91484-73-0
DB01085	92-13-7
DB01086	101565-02-0
DB01086	107948-46-9
DB01086	107948-47-0
DB01086	108532-15-6
DB01086	1333-08-0
DB01086	23239-88-5
DB01086	63448-01-1
DB01086	71123-91-6
DB01086	74890-30-5
DB01086	75975-62-1
DB01086	76741-92-9
DB01086	76741-95-2
DB01086	80127-69-1
DB01086	88645-24-3
DB01086	94-09-7
DB01087	57152-56-4
DB01087	57152-58-6
DB01087	63-45-6
DB01087	90-34-6
DB01087	92362-33-9
DB01088	122405-30-5
DB01089	131-01-1
DB01089	8057-21-4
DB01089	959244-16-7
DB01090	144-44-5
DB01090	1938-51-8
DB01090	198220-53-0
DB01090	51464-74-5
DB01090	52-62-0
DB01090	94094-75-4
DB01091	101827-46-7
DB01091	101828-21-1
DB01092	11018-89-6
DB01092	36-06-6
DB01092	6251-64-5
DB01092	630-60-4
DB01093	164071-41-4
DB01093	2206-27-1
DB01093	67-68-5
DB01094	520-33-2
DB01095	93957-54-1
DB01095	93957-55-2
DB01095	94061-80-0
DB01096	21738-42-1
DB01097	210165-51-8
DB01097	75706-12-6
DB01098	147098-20-2
DB01098	287714-41-4
DB01099	2022-85-7
DB01100	2062-78-4
DB01101	154361-50-9
DB01102	125251-66-3
DB01102	128470-16-6
DB01102	130783-37-8
DB01103	130-42-7
DB01103	133347-98-5
DB01103	6151-30-0
DB01103	66777-81-9
DB01103	69-05-6
DB01103	76270-09-2
DB01103	78393-40-5
DB01103	78901-94-7
DB01103	83-89-6
DB01104	79559-97-0
DB01104	79617-96-2
DB01105	106650-56-0
DB01105	125494-59-9
DB01105	84485-00-7
DB01106	79449-98-2
DB01106	79516-68-0
DB01106	79547-78-7
DB01106	80185-65-5
DB01107	125-64-4
DB01108	13647-35-3
DB01110	22832-87-7
DB01110	22916-47-8
DB01110	75319-48-1
DB01110	76391-78-1
DB01110	77828-66-1
DB01110	78232-18-5
DB01111	11033-40-2
DB01112	153012-39-6
DB01112	55268-75-2
DB01112	56238-63-2
DB01112	65527-51-7
DB01113	101707-43-1
DB01113	101831-49-6
DB01113	102395-75-5
DB01113	122087-31-4
DB01113	127060-78-0
DB01113	16960-31-9
DB01113	1748-09-0
DB01113	19524-64-2
DB01113	2053-26-1
DB01113	27248-42-6
DB01113	32808-09-6
DB01113	34317-37-8
DB01113	37933-68-9
DB01113	39024-96-9
DB01113	56896-69-6
DB01113	58-74-2
DB01113	5949-36-0
DB01113	61-25-6
DB01113	6152-78-9
DB01113	6591-59-9
DB01113	8002-76-4
DB01113	8066-99-7
DB01113	82824-08-6
DB01113	93940-80-8
DB01114	113-92-8
DB01114	118573-57-2
DB01114	131219-97-1
DB01114	132-22-9
DB01114	138331-08-5
DB01114	19141-42-5
DB01114	2438-32-6
DB01114	25387-68-2
DB01114	25523-97-1
DB01114	56343-98-7
DB01114	7054-11-7
DB01114	76095-56-2
DB01114	79329-85-4
DB01114	80123-74-6
DB01114	87453-66-5
DB01115	101539-70-2
DB01115	21829-25-4
DB01115	60299-11-8
DB01116	101833-83-4
DB01116	115722-30-0
DB01116	68-91-7
DB01116	7187-66-8
DB01117	95233-18-4
DB01118	1951-25-3
DB01118	19774-82-4
DB01119	364-98-7
DB01120	21187-98-4
DB01121	63-98-9
DB01122	115-79-7
DB01122	52022-31-8
DB01122	7648-98-8
DB01122	93963-55-4
DB01123	1811-28-5
DB01123	39389-84-9
DB01123	50922-89-9
DB01123	51555-26-1
DB01123	531-73-7
DB01123	553-30-0
DB01123	65589-70-0
DB01123	68518-47-8
DB01123	7459-75-8
DB01123	8048-52-0
DB01123	8063-24-9
DB01123	92-62-6
DB01123	952-23-8
DB01124	100735-34-0
DB01124	473-41-6
DB01124	64-77-7
DB01124	78939-99-8
DB01125	117-37-3
DB01126	164656-23-9
DB01127	118308-71-7
DB01127	24169-02-6
DB01127	27220-47-9
DB01127	68797-31-9
DB01127	73094-38-9
DB01127	73094-40-3
DB01127	78371-62-7
DB01128	90357-06-5
DB01129	117976-89-3
DB01129	934295-30-4
DB01130	73771-04-7
DB01131	156879-69-5
DB01131	46920-30-3
DB01131	500-92-5
DB01131	637-32-1
DB01131	63992-29-0
DB01132	105355-27-9
DB01132	111025-46-8
DB01132	112529-15-4
DB01132	737811-27-7
DB01132	834894-07-4
DB01133	149845-07-8
DB01133	89987-06-4
DB01134	808-48-0
DB01135	106819-53-8
DB01136	107741-96-8
DB01136	610309-89-2
DB01136	72956-09-3
DB01136	929106-58-1
DB01136	95093-99-5
DB01136	95094-00-1
DB01137	100986-85-4
DB01137	100986-86-5
DB01137	118120-51-7
DB01137	138199-71-0
DB01137	138199-72-1
DB01137	82419-36-1
DB01138	57-96-5
DB01139	21593-23-7
DB01139	24356-60-3
DB01139	66163-79-9
DB01139	68121-47-1
DB01139	97468-37-6
DB01140	42284-83-3
DB01140	50370-12-2
DB01140	66592-87-8
DB01140	78144-01-1
DB01141	208538-73-2
DB01141	235114-32-6
DB01142	1229-29-4
DB01142	151955-27-0
DB01142	1668-19-5
DB01142	25127-31-5
DB01142	3607-18-9
DB01142	72306-59-3
DB01143	20537-88-6
DB01143	59178-37-9
DB01143	63717-27-1
DB01143	644-99-5
DB01144	120-97-8
DB01145	144-75-2
DB01145	144-76-3
DB01146	102071-21-6
DB01146	132-18-3
DB01146	147-20-6
DB01146	34315-39-4
DB01146	77306-14-0
DB01147	1252-37-5
DB01147	23284-15-3
DB01147	23736-58-5
DB01147	37203-95-5
DB01147	50763-55-8
DB01147	61-72-3
DB01147	62713-27-3
DB01147	642-78-4
DB01147	7081-44-9
DB01148	15301-69-6
DB01148	3717-88-2
DB01149	82752-99-6
DB01149	83366-66-9
DB01150	121123-17-9
DB01150	92665-29-7
DB01150	92676-86-3
DB01151	50-47-5
DB01151	58-28-6
DB01152	39372-30-0
DB01153	583057-48-1
DB01153	99592-32-2
