drugbank_id	pubchem_tpharma_id
DB00118	14988451
DB00118	15009032
DB00118	15011431
DB00118	15012225
DB00118	15012966
DB00118	15013767
DB00118	15014548
DB00118	15038185
DB00118	15038390
DB00118	15038807
DB00118	15039000
DB00118	15039066
DB00118	15039067
DB00118	15039274
DB00118	15039690
DB00118	15061105
DB00118	15062894
DB00118	15064197
DB00118	15064637
DB00118	15082724
DB00118	15084736
DB00118	15088535
DB00118	15110435
DB00118	15111790
DB00118	15134207
DB00118	15145185
DB00118	15162762
DB00118	15180629
DB00118	15186459
DB00118	15228574
DB00118	15255722
DB00118	15257848
DB00118	15261175
DB00118	15261673
DB00118	15262310
DB00118	15262431
DB00118	15262602
DB00118	15262729
DB00118	15281277
DB00118	15288912
DB00118	15313050
DB00118	15356011
DB00118	15360181
DB00118	15360628
DB00118	15361452
DB00118	15382011
DB00118	15384751
DB00118	15384920
DB00118	15385406
DB00118	15407927
DB00118	15410325
DB00118	15410813
DB00118	15431625
DB00118	15431636
DB00118	15432561
DB00118	15432684
DB00118	15433705
DB00118	15456314
DB00118	15459229
DB00118	15479910
DB00118	15484383
DB00118	15485359
DB00118	15507336
DB00118	15507711
DB00118	15508172
DB00118	15508324
DB00118	16186764
DB00118	163471916
DB00118	16470940
DB00118	16477986
DB00118	16544612
DB00118	16608020
DB00118	16812301
DB00118	16862251
DB00118	16865455
DB00118	16873765
DB00118	24747782
DB00118	26514731
DB00118	26738656
DB00118	49811892
DB00118	49837886
DB00118	49837919
DB00118	49837920
DB00118	56265811
DB00118	56351066
DB00118	56388957
DB00118	56460480
DB00118	57271979
DB00118	57271980
DB00118	57271981
DB00118	87231408
DB00118	87231521
DB00118	87462717
DB00118	96059071
DB00118	96059402
DB00118	99230953
DB00119	14793656
DB00119	14842806
DB00119	14842809
DB00119	14842811
DB00119	15170403
DB00119	15194189
DB00119	15194194
DB00119	16508126
DB00119	16946262
DB00120	14843134
DB00120	14968016
DB00120	14992434
DB00120	15066585
DB00120	15091303
DB00120	15147099
DB00120	15194938
DB00120	15219430
DB00120	15243306
DB00120	15243347
DB00120	15339594
DB00120	15339650
DB00120	15364022
DB00120	15413239
DB00120	15462347
DB00120	15486987
DB00120	15487005
DB00120	15536447
DB00120	15536448
DB00120	15686530
DB00120	15736464
DB00120	16130205
DB00120	16472239
DB00120	16935846
DB00120	49695343
DB00120	56452026
DB00120	99438944
DB00121	14798470
DB00121	14823272
DB00121	15465250
DB00121	15937232
DB00121	16264885
DB00121	16583222
DB00121	16879707
DB00123	117638676
DB00123	15219170
DB00123	15297427
DB00123	15315418
DB00123	15321566
DB00123	15321579
DB00123	15437346
DB00123	16032282
DB00123	16472023
DB00123	85251131
DB00123	85251132
DB00123	85251253
DB00125	117698143
DB00125	117698144
DB00125	117698145
DB00125	14748242
DB00125	14772629
DB00125	14772630
DB00125	14772631
DB00125	14772651
DB00125	15195065
DB00125	15321972
DB00125	15321973
DB00125	16410801
DB00125	96061478
DB00126	14992618
DB00126	15195088
DB00126	15219590
DB00126	15219591
DB00126	15321980
DB00126	15321981
DB00126	15971359
DB00126	16020566
DB00127	14748726
DB00127	14767738
DB00127	14871261
DB00127	14902245
DB00127	152142463
DB00127	15493389
DB00127	15512767
DB00127	15687830
DB00127	16040828
DB00127	16403238
DB00127	16595926
DB00127	46498804
DB00128	117699011
DB00128	117699012
DB00128	117699013
DB00128	15119963
DB00128	15219005
DB00128	15297263
DB00128	15297269
DB00128	15321388
DB00128	15339188
DB00128	15363590
DB00128	15585830
DB00128	15661109
DB00128	16153894
DB00128	16398176
DB00128	16410400
DB00128	99438946
DB00129	14916053
DB00129	15119954
DB00129	15170686
DB00129	15810798
DB00129	15934450
DB00129	16190292
DB00130	15170843
DB00130	15170844
DB00130	15297396
DB00130	15297397
DB00130	16901925
DB00131	113032980
DB00131	14778327
DB00131	14851798
DB00131	15447137
DB00131	15965269
DB00132	111323640
DB00132	123047617
DB00132	123074380
DB00132	134966681
DB00132	14750830
DB00132	14751734
DB00132	14795565
DB00132	14848893
DB00132	14910449
DB00132	14910845
DB00132	14913219
DB00132	14939248
DB00132	14939298
DB00132	160639788
DB00132	160639789
DB00132	160640652
DB00132	160640671
DB00132	16335111
DB00132	163448519
DB00132	53780898
DB00132	57297462
DB00132	85179426
DB00133	14747454
DB00133	15119722
DB00133	15146420
DB00133	15321154
DB00133	15363449
DB00133	15486484
DB00133	15835774
DB00133	15860841
DB00133	15886017
DB00133	16532479
DB00133	56452922
DB00134	14772272
DB00134	14772273
DB00134	15146825
DB00134	15170890
DB00134	15194696
DB00134	15219257
DB00134	15536240
DB00134	15661365
DB00134	15811015
DB00134	15886341
DB00134	16901941
DB00134	16918907
DB00134	99438943
DB00135	117698789
DB00135	117699009
DB00135	15017378
DB00135	15067003
DB00135	15067018
DB00135	15147336
DB00135	15171329
DB00135	15171356
DB00135	15195185
DB00135	15219698
DB00135	15265662
DB00135	15291691
DB00135	15413595
DB00135	15438055
DB00135	16349606
DB00135	16435531
DB00135	16936167
DB00135	24768441
DB00135	24768442
DB00135	56378485
DB00135	56383809
DB00135	56383810
DB00135	96052716
DB00135	96052717
DB00135	96053991
DB00135	96053992
DB00135	96053993
DB00135	96053994
DB00135	96053995
DB00135	96053996
DB00135	96053997
DB00135	96054152
DB00135	96054153
DB00135	96054154
DB00135	96054155
DB00135	96054156
DB00135	96054157
DB00135	96054158
DB00135	96054310
DB00135	96054311
DB00135	96054312
DB00135	96054313
DB00135	96054314
DB00135	96054469
DB00135	99438945
DB00136	123078321
DB00136	135654229
DB00136	136949740
DB00136	14758019
DB00136	14758020
DB00136	14758022
DB00136	14792452
DB00136	14792792
DB00136	14806763
DB00136	14815101
DB00136	14816168
DB00136	14816509
DB00136	14831437
DB00136	14836310
DB00136	14840313
DB00136	14855739
DB00136	14855740
DB00136	14865359
DB00136	14866575
DB00136	14880086
DB00136	14887827
DB00136	14889302
DB00136	14889564
DB00136	14912465
DB00136	14929205
DB00136	14929206
DB00136	14929207
DB00136	14929212
DB00136	14939303
DB00136	15031028
DB00136	15080683
DB00136	15080685
DB00136	15175659
DB00136	15175660
DB00136	15451752
DB00136	15451755
DB00136	15476333
DB00136	15551983
DB00136	15918469
DB00136	15942504
DB00136	16162102
DB00136	16186358
DB00136	16286475
DB00136	163638811
DB00136	16380622
DB00136	16447023
DB00136	16615341
DB00136	16641047
DB00136	16644045
DB00136	16651525
DB00136	16717754
DB00136	16827057
DB00136	16869593
DB00136	16898427
DB00136	17405851
DB00136	56393198
DB00136	56451042
DB00136	56472386
DB00136	87327955
DB00136	92386979
DB00136	99239957
DB00137	104219786
DB00137	14837751
DB00137	15159922
DB00137	15208138
DB00137	15260799
DB00137	16212066
DB00137	163554499
DB00137	17384182
DB00137	49838286
DB00137	49838287
DB00137	50082267
DB00137	56465263
DB00137	85759439
DB00137	85759440
DB00137	85762150
DB00137	85762151
DB00137	85762417
DB00137	85762418
DB00137	99208085
DB00137	99303247
DB00138	124341347
DB00138	14847441
DB00138	15019707
DB00138	15121959
DB00138	15291856
DB00138	16141038
DB00138	16141083
DB00138	16277285
DB00138	16744461
DB00138	16879571
DB00138	16880161
DB00138	56350860
DB00138	85159151
DB00139	15297131
DB00139	15321249
DB00139	16190168
DB00140	103804757
DB00140	136957342
DB00140	14782036
DB00140	14804331
DB00140	14829102
DB00140	15449405
DB00140	16124874
DB00140	16124875
DB00140	16137169
DB00140	16185602
DB00140	16299576
DB00140	16422178
DB00140	16575126
DB00140	16637276
DB00140	16651171
DB00140	16737983
DB00140	16894155
DB00140	16934819
DB00140	17161831
DB00140	24417470
DB00140	24698966
DB00140	46502254
DB00140	49811884
DB00140	56387956
DB00140	58100581
DB00140	85750137
DB00140	96040371
DB00141	15245058
DB00141	16215995
DB00141	16754924
DB00141	46523949
DB00142	117638599
DB00142	117697943
DB00142	117697944
DB00142	117697945
DB00142	117697946
DB00142	15041470
DB00142	15146797
DB00142	15146799
DB00142	15297417
DB00142	15363722
DB00142	15412976
DB00142	15611273
DB00142	15995333
DB00142	16805562
DB00142	16918839
DB00142	99438947
DB00143	14752011
DB00143	14800769
DB00143	14849844
DB00143	14874094
DB00143	15594699
DB00143	15744887
DB00143	15975782
DB00143	16061344
DB00143	16450998
DB00143	46497536
DB00145	117683836
DB00145	14747327
DB00145	14891386
DB00145	16105054
DB00145	16177947
DB00145	16225859
DB00145	16410314
DB00145	16410317
DB00145	16495688
DB00145	85159150
DB00146	14781317
DB00146	14790891
DB00146	14928233
DB00146	15079671
DB00146	15377055
DB00146	15475725
DB00146	15906154
DB00146	16003101
DB00146	16027729
DB00146	16076604
DB00146	16186004
DB00146	16343569
DB00146	163501442
DB00146	16772320
DB00146	24703572
DB00146	56393460
DB00146	56451359
DB00146	74368684
DB00146	85167289
DB00146	87552992
DB00147	14785436
DB00147	14797555
DB00147	14943541
DB00147	15321824
DB00147	16093615
DB00147	16947979
DB00147	99208728
DB00148	15170675
DB00148	163621763
DB00149	14992016
DB00149	15041363
DB00149	15146625
DB00149	15170687
DB00149	15170689
DB00149	15170717
DB00149	15218991
DB00149	152229953
DB00149	15237770
DB00149	15242941
DB00149	15264860
DB00149	15297248
DB00149	15321393
DB00149	15339180
DB00149	15412847
DB00149	15437209
DB00149	15437224
DB00149	15437226
DB00149	15560813
DB00149	15686099
DB00149	15785765
DB00149	15860942
DB00149	15970700
DB00149	16093166
DB00149	16142109
DB00149	16250628
DB00149	16946555
DB00149	17496943
DB00149	99438942
DB00150	117697940
DB00150	117697941
DB00150	117697942
DB00150	14748760
DB00150	14916602
DB00150	14941072
DB00150	14969124
DB00150	15121062
DB00150	15195597
DB00150	15389906
DB00150	15414333
DB00150	15414382
DB00150	15638008
DB00150	16057793
DB00150	16131246
DB00151	14747569
DB00151	15119851
DB00151	15170599
DB00151	15194424
DB00151	15297167
DB00151	15388337
DB00151	15388354
DB00153	14903406
DB00153	14928009
DB00153	152232949
DB00153	15966166
DB00153	16064054
DB00153	16149459
DB00153	16232526
DB00153	16857468
DB00153	24435867
DB00153	87327801
DB00154	144218584
DB00154	14764601
DB00154	14801044
DB00154	14849827
DB00154	14924252
DB00154	16638920
DB00154	56260180
DB00155	103053876
DB00155	115949934
DB00155	117695146
DB00155	117697739
DB00155	117697740
DB00155	117697938
DB00155	117697939
DB00155	121271409
DB00155	121271410
DB00155	121271624
DB00155	14797727
DB00155	14906591
DB00155	15060696
DB00155	15195082
DB00155	15219582
DB00155	152256423
DB00155	160638493
DB00155	16214703
DB00155	16704735
DB00155	16935971
DB00155	56405617
DB00155	57584574
DB00155	57584575
DB00155	85249831
DB00155	96043499
DB00155	99438949
DB00156	103801199
DB00156	14747555
DB00156	15119834
DB00156	15194403
DB00156	15194404
DB00156	15218866
DB00156	15321263
DB00156	15511021
DB00156	15511024
DB00156	15611121
DB00156	15760710
DB00156	16876879
DB00157	14839494
DB00157	14842227
DB00157	16176830
DB00157	16335535
DB00157	16916218
DB00157	24712597
DB00157	24712598
DB00158	14857129
DB00158	14930521
DB00158	15477856
DB00158	15578463
DB00158	16028504
DB00158	16077361
DB00158	16369084
DB00158	16528016
DB00158	16870013
DB00158	49755686
DB00159	104219788
DB00159	110272041
DB00159	113031922
DB00159	131467886
DB00159	134966681
DB00159	137281949
DB00159	143486320
DB00159	144117018
DB00159	144117020
DB00159	14764504
DB00159	14776226
DB00159	14777210
DB00159	14815058
DB00159	14849917
DB00159	14887342
DB00159	14911350
DB00159	14912342
DB00159	14913990
DB00159	14915632
DB00159	14939298
DB00159	152159737
DB00159	152231918
DB00159	15471349
DB00159	163437655
DB00159	163521794
DB00159	163557406
DB00159	163557407
DB00159	163557408
DB00159	16434351
DB00159	16580048
DB00159	16675366
DB00159	16798013
DB00159	16819819
DB00159	17169954
DB00159	24778367
DB00159	29213645
DB00159	49838286
DB00159	49838287
DB00159	56260178
DB00159	56268515
DB00159	57305019
DB00159	58090827
DB00159	74378507
DB00159	74378508
DB00159	85093783
DB00159	85234239
DB00159	87328434
DB00159	87328560
DB00159	87352260
DB00159	87352588
DB00159	87353059
DB00159	92386682
DB00160	14747373
DB00160	14940437
DB00160	14967481
DB00160	15146334
DB00160	15170412
DB00160	15321081
DB00160	15711148
DB00160	15785667
DB00160	16068290
DB00160	16153662
DB00160	16165746
DB00160	16299818
DB00160	16930499
DB00160	47214933
DB00160	99438854
DB00161	14967532
DB00161	14991938
DB00161	15119814
DB00161	15119835
DB00161	15146529
DB00161	15218854
DB00161	15218861
DB00161	15585767
DB00161	15611120
DB00161	15661048
DB00161	15736021
DB00161	15860880
DB00161	15946366
DB00161	15995033
DB00161	16117482
DB00161	16312128
DB00161	16349065
DB00161	16361285
DB00161	16946403
DB00161	99438855
DB00162	136327352
DB00162	14781094
DB00162	14782640
DB00162	14792220
DB00162	14799924
DB00162	14816844
DB00162	14817136
DB00162	14873245
DB00162	14915632
DB00162	14922339
DB00162	15274278
DB00162	15593096
DB00162	15593243
DB00162	15668278
DB00162	15768083
DB00162	15893293
DB00162	16253753
DB00162	16352169
DB00162	163555909
DB00162	16384700
DB00162	16408805
DB00162	16651499
DB00162	16729126
DB00162	24263094
DB00162	56379877
DB00162	85093824
DB00162	85156905
DB00162	85167504
DB00163	14807564
DB00163	14880888
DB00163	14905397
DB00163	15777747
DB00163	16222465
DB00163	16283264
DB00163	16332211
DB00163	16454893
DB00163	16869830
DB00163	22392881
DB00163	85853183
DB00165	15171158
DB00165	15487150
DB00165	16178831
DB00166	104228320
DB00166	104546763
DB00166	104548128
DB00166	104548129
DB00166	104548130
DB00166	113029716
DB00166	124388662
DB00166	125089945
DB00166	129983581
DB00166	131339098
DB00166	131466256
DB00166	131467896
DB00166	131481147
DB00166	134431078
DB00166	134431079
DB00166	134431424
DB00166	134431425
DB00166	135646955
DB00166	136913760
DB00166	136970483
DB00166	143486320
DB00166	144081925
DB00166	14762366
DB00166	14767674
DB00166	14773759
DB00166	14775380
DB00166	14777349
DB00166	14777717
DB00166	14779452
DB00166	14794889
DB00166	14795840
DB00166	14801764
DB00166	14819034
DB00166	14831008
DB00166	14852991
DB00166	14874372
DB00166	14883643
DB00166	14885674
DB00166	14887304
DB00166	14900960
DB00166	14915209
DB00166	14926740
DB00166	14929583
DB00166	14943243
DB00166	14976011
DB00166	15103065
DB00166	15108120
DB00166	15171829
DB00166	15171830
DB00166	15171831
DB00166	15195655
DB00166	15196245
DB00166	15199384
DB00166	15201406
DB00166	15292630
DB00166	16244214
DB00166	16269251
DB00166	16286499
DB00166	16299576
DB00166	163444720
DB00166	16347204
DB00166	163501420
DB00166	163524861
DB00166	163638395
DB00166	163691592
DB00166	16441411
DB00166	16576817
DB00166	16602065
DB00166	16608184
DB00166	16634011
DB00166	16658681
DB00166	16687910
DB00166	16708357
DB00166	16739626
DB00166	16753791
DB00166	16798128
DB00166	17155474
DB00166	24731260
DB00166	24741776
DB00166	24741787
DB00166	24841853
DB00166	26738531
DB00166	26738587
DB00166	26738590
DB00166	26743691
DB00166	46503206
DB00166	49650320
DB00166	49662154
DB00166	53799480
DB00166	53799485
DB00166	53834465
DB00166	56256971
DB00166	56380629
DB00166	56383220
DB00166	56391941
DB00166	56473574
DB00166	57244901
DB00166	81080711
DB00166	81082093
DB00166	85154900
DB00166	85189979
DB00166	85195652
DB00166	85232117
DB00166	85232267
DB00166	85753818
DB00166	85846162
DB00166	85849687
DB00166	87352398
DB00166	89442925
DB00166	89444111
DB00166	93367393
DB00166	96044624
DB00166	96074351
DB00166	96096893
DB00166	99211525
DB00166	99230754
DB00166	99381708
DB00167	14967625
DB00167	15146636
DB00167	15170676
DB00167	15170678
DB00167	15194519
DB00167	15194521
DB00167	15219003
DB00167	15297247
DB00167	15297249
DB00167	15321384
DB00167	15321394
DB00167	15412833
DB00167	15461934
DB00167	15611172
DB00167	15636334
DB00167	15711248
DB00167	15711249
DB00167	15760776
DB00167	15810783
DB00167	16117589
DB00167	16901746
DB00168	103773497
DB00168	14751449
DB00168	14765296
DB00168	14873496
DB00168	15106349
DB00168	15181457
DB00168	15231606
DB00168	15304691
DB00168	16012131
DB00168	16028807
DB00168	16618669
DB00168	16821943
DB00168	46504000
DB00168	56454425
DB00169	104171502
DB00169	115944786
DB00169	123049312
DB00169	124390927
DB00169	125264960
DB00169	134227023
DB00169	135676672
DB00169	135677909
DB00169	136336839
DB00169	144086139
DB00169	14780376
DB00169	14878171
DB00169	14902691
DB00169	14937530
DB00169	14979793
DB00169	15029257
DB00169	152191467
DB00169	152192806
DB00169	15351346
DB00169	15929737
DB00169	15941844
DB00169	16076210
DB00169	16088400
DB00169	16125101
DB00169	16274111
DB00169	163458312
DB00169	163501473
DB00169	16563193
DB00169	16622925
DB00169	24435867
DB00169	56393461
DB00169	56451368
DB00169	85167289
DB00169	85182466
DB00169	96075072
DB00169	99236359
DB00169	99382412
DB00170	14772598
DB00170	14883066
DB00170	16081469
DB00170	16224100
DB00170	16252796
DB00170	16318116
DB00170	16367648
DB00170	16416721
DB00170	16476110
DB00170	16477255
DB00170	16489580
DB00170	16489643
DB00170	16588266
DB00170	16760471
DB00170	16859142
DB00170	24735881
DB00171	123101959
DB00171	14786872
DB00171	14811999
DB00171	14835750
DB00171	14860194
DB00171	14885448
DB00171	14909131
DB00171	14986281
DB00171	15037902
DB00171	15285913
DB00171	16199196
DB00171	16211490
DB00171	16590979
DB00171	16607801
DB00171	16636283
DB00171	16650743
DB00171	16688144
DB00171	16737981
DB00171	16897385
DB00171	24875470
DB00171	49685981
DB00171	81046836
DB00172	15146482
DB00172	15194368
DB00172	15297089
DB00172	15297098
DB00172	15321227
DB00172	15661042
DB00172	15736019
DB00172	15898173
DB00172	15922256
DB00172	16117484
DB00172	16601039
DB00172	16930611
DB00172	87240612
DB00173	125090883
DB00173	14747713
DB00173	15536069
DB00173	15585848
DB00173	15898306
DB00173	15970681
DB00173	15970736
DB00173	16056306
DB00173	16166014
DB00173	16190408
DB00173	16349121
DB00173	26693445
DB00173	26693724
DB00174	14747676
DB00174	14747678
DB00174	15119952
DB00174	15146630
DB00175	113031739
DB00175	136332959
DB00175	136920222
DB00175	14758460
DB00175	14759671
DB00175	14762548
DB00175	14765447
DB00175	14767324
DB00175	14791596
DB00175	14791860
DB00175	14808389
DB00175	14808390
DB00175	14816142
DB00175	14816700
DB00175	14833185
DB00175	14838082
DB00175	14840650
DB00175	14840796
DB00175	14841333
DB00175	14841617
DB00175	14841970
DB00175	14862815
DB00175	14880512
DB00175	14880513
DB00175	14887299
DB00175	14890026
DB00175	14906322
DB00175	14913997
DB00175	14914104
DB00175	14914124
DB00175	14914475
DB00175	14914531
DB00175	14914807
DB00175	14935478
DB00175	14937877
DB00175	15006941
DB00175	15056376
DB00175	15202130
DB00175	15289370
DB00175	15379769
DB00175	15379770
DB00175	15427670
DB00175	163549525
DB00175	163549526
DB00175	163549673
DB00175	163549674
DB00175	16371221
DB00175	16673515
DB00175	16685087
DB00175	16732077
DB00175	16739665
DB00175	16754163
DB00175	16787992
DB00175	16810529
DB00175	16819919
DB00175	16896652
DB00175	16898051
DB00175	17425588
DB00175	22391632
DB00175	24705510
DB00175	24705511
DB00175	46520996
DB00175	46521055
DB00175	49811848
DB00175	56406936
DB00175	57416456
DB00175	58089232
DB00175	58089338
DB00175	58090638
DB00175	58090731
DB00175	58090732
DB00175	81068352
DB00175	81068353
DB00175	81068354
DB00175	81068355
DB00175	81068356
DB00175	81068477
DB00175	81068478
DB00175	81068479
DB00175	81069593
DB00175	85093421
DB00175	85291096
DB00176	14768719
DB00176	14881084
DB00176	14899201
DB00176	14905575
DB00176	14938264
DB00176	152228591
DB00176	15322702
DB00176	16321069
DB00176	16790776
DB00176	17420610
DB00176	24419241
DB00176	26732794
DB00176	49683297
DB00177	117693785
DB00177	134332803
DB00177	134432072
DB00177	135378335
DB00177	14766338
DB00177	14766588
DB00177	14766593
DB00177	14767065
DB00177	14767766
DB00177	14792522
DB00177	14815622
DB00177	14841024
DB00177	14856825
DB00177	14859149
DB00177	14861543
DB00177	14865247
DB00177	14881173
DB00177	14913411
DB00177	15103970
DB00177	15155618
DB00177	15160295
DB00177	15209119
DB00177	152189708
DB00177	16274964
DB00177	163487437
DB00177	163621969
DB00177	16372115
DB00177	16372968
DB00177	16434485
DB00177	16446554
DB00177	16471518
DB00177	16507532
DB00177	16652029
DB00177	16688606
DB00177	16717611
DB00177	16739567
DB00177	16812164
DB00177	16819906
DB00177	16826819
DB00177	17155478
DB00177	17164280
DB00177	17164281
DB00177	17164282
DB00177	22421790
DB00177	24698389
DB00177	24702606
DB00177	26523212
DB00177	26654031
DB00177	26697854
DB00177	26738507
DB00177	26743660
DB00177	26743689
DB00177	46531766
DB00177	47213903
DB00177	56459500
DB00177	56459501
DB00177	56459502
DB00177	56460329
DB00177	56460330
DB00177	56460389
DB00177	56460391
DB00177	57289070
DB00177	57413706
DB00177	57413707
DB00177	57413708
DB00177	81080593
DB00177	92121538
DB00177	96062331
DB00177	96062332
DB00177	96076114
DB00177	96076115
DB00177	96076347
DB00177	96079282
DB00177	99228303
DB00177	99236863
DB00177	99236864
DB00177	99236865
DB00178	125239785
DB00178	134228191
DB00178	134332813
DB00178	136362255
DB00178	144200295
DB00178	14760020
DB00178	14791366
DB00178	14815929
DB00178	14816467
DB00178	14841057
DB00178	14864181
DB00178	14904601
DB00178	14929182
DB00178	14938403
DB00178	14939806
DB00178	16262206
DB00178	16275162
DB00178	16483009
DB00178	16544262
DB00178	16630207
DB00178	17500706
DB00178	24761981
DB00178	24771517
DB00178	24908067
DB00178	24908068
DB00178	46502310
DB00178	49693794
DB00178	49743190
DB00178	49755106
DB00178	49755107
DB00178	49755108
DB00178	51081383
DB00178	56252589
DB00178	56252590
DB00178	56252936
DB00178	56252937
DB00178	56252938
DB00178	56252939
DB00178	56253294
DB00178	56334897
DB00178	56336927
DB00178	57414829
DB00178	57587180
DB00178	57587181
DB00178	57587182
DB00178	57587231
DB00178	57587232
DB00178	57587831
DB00178	57587873
DB00178	85240758
DB00178	85249485
DB00178	87236675
DB00178	87462266
DB00178	99289690
DB00179	136913921
DB00179	14800563
DB00179	14825338
DB00179	16229516
DB00179	85257695
DB00180	104544266
DB00180	14783343
DB00180	14807742
DB00180	14812194
DB00180	15501890
DB00181	144117168
DB00181	144121672
DB00181	14837823
DB00181	15121255
DB00181	15171983
DB00181	15195799
DB00181	16132722
DB00181	16240267
DB00181	16314114
DB00181	163522100
DB00181	163534054
DB00181	16363381
DB00181	16473365
DB00181	24698383
DB00181	24702616
DB00181	46531817
DB00181	85284971
DB00181	85286242
DB00181	89445889
DB00181	96030861
DB00181	99289584
DB00181	99311622
DB00182	117698146
DB00182	117698147
DB00182	117698148
DB00182	117698352
DB00182	117698353
DB00182	15119984
DB00182	15170721
DB00182	15264861
DB00182	15297279
DB00182	163475306
DB00182	16659419
DB00182	16935415
DB00182	87357077
DB00184	14748051
DB00184	15147031
DB00184	15171051
DB00184	15171052
DB00184	15661500
DB00184	16202187
DB00184	81047829
DB00184	81047830
DB00184	81047831
DB00184	81047832
DB00184	96045228
DB00184	96068371
DB00184	96068372
DB00184	96068373
DB00184	96068374
DB00184	96068375
DB00184	96068376
DB00184	96068377
DB00184	96068378
DB00184	96068548
DB00184	96068549
DB00184	96068550
DB00184	96068551
DB00184	96068552
DB00184	96068553
DB00184	96068554
DB00184	96068555
DB00184	96068556
DB00184	96068720
DB00184	96068721
DB00184	96068722
DB00184	96068723
DB00184	96068724
DB00184	96068725
DB00184	96068726
DB00184	96068727
DB00184	96068883
DB00184	96068884
DB00184	96068885
DB00184	96068886
DB00184	96068887
DB00184	96068888
DB00184	96068889
DB00184	96068890
DB00184	96069059
DB00184	96069060
DB00184	96069061
DB00184	96069062
DB00184	96069063
DB00184	96069064
DB00184	96069065
DB00184	96070717
DB00184	96070718
DB00184	96070719
DB00184	96070720
DB00184	96070721
DB00184	96070890
DB00184	96070891
DB00184	96070892
DB00184	96070893
DB00184	96070894
DB00184	96070895
DB00184	96070896
DB00184	96070897
DB00184	96070898
DB00185	131472245
DB00185	14748682
DB00185	14748683
DB00185	14798261
DB00185	14798747
DB00185	16106747
DB00185	16638027
DB00185	16703490
DB00185	16733121
DB00185	24738269
DB00185	56460470
DB00185	56460472
DB00185	85160364
DB00185	99442905
DB00186	14790217
DB00186	14801418
DB00186	14813247
DB00186	14890382
DB00186	14938173
DB00186	163636772
DB00186	16712342
DB00186	26738455
DB00187	131469081
DB00187	144200481
DB00187	14825011
DB00187	14924372
DB00187	87793479
DB00188	103906014
DB00188	104219974
DB00188	131338593
DB00188	134216806
DB00188	143486180
DB00188	148136486
DB00188	14853748
DB00188	14927299
DB00188	152256544
DB00188	163471151
DB00188	16724607
DB00188	16724771
DB00188	17391024
