drugbank_id	chembl_id
DB00862	CHEMBL2106480
DB00863	CHEMBL1092473
DB00863	CHEMBL12649
DB00863	CHEMBL1330865
DB00863	CHEMBL1790041
DB00863	CHEMBL2110372
DB00863	CHEMBL2111286
DB00863	CHEMBL319407
DB00863	CHEMBL512
DB00864	CHEMBL1518873
DB00864	CHEMBL269732
DB00864	CHEMBL3187119
DB00864	CHEMBL405819
DB00864	CHEMBL66247
DB00865	CHEMBL1200720
DB00865	CHEMBL1201358
DB00866	CHEMBL1160734
DB00866	CHEMBL12423
DB00866	CHEMBL1256179
DB00866	CHEMBL1395661
DB00866	CHEMBL266195
DB00866	CHEMBL274409
DB00866	CHEMBL274427
DB00866	CHEMBL3249366
DB00866	CHEMBL348385
DB00866	CHEMBL349345
DB00867	CHEMBL1201160
DB00867	CHEMBL1321005
DB00867	CHEMBL1367605
DB00867	CHEMBL1376064
DB00867	CHEMBL489553
DB00867	CHEMBL785
DB00867	CHEMBL83063
DB00868	CHEMBL1374379
DB00869	CHEMBL1201162
DB00869	CHEMBL218490
DB00869	CHEMBL276679
DB00870	CHEMBL253765
DB00870	CHEMBL253766
DB00870	CHEMBL956
DB00871	CHEMBL1160544
DB00871	CHEMBL1315867
DB00871	CHEMBL1760
DB00871	CHEMBL356716
DB00872	CHEMBL1201108
DB00872	CHEMBL1755
DB00874	CHEMBL1413388
DB00874	CHEMBL2392189
DB00874	CHEMBL980
DB00876	CHEMBL1200987
DB00876	CHEMBL813
DB00877	CHEMBL1328768
DB00877	CHEMBL1329171
DB00877	CHEMBL1446796
DB00877	CHEMBL1473145
DB00877	CHEMBL1706754
DB00877	CHEMBL1988195
DB00877	CHEMBL413
DB00878	CHEMBL790
DB00879	CHEMBL161381
DB00879	CHEMBL292175
DB00879	CHEMBL314284
DB00879	CHEMBL885
DB00879	CHEMBL89554
DB00879	CHEMBL89911
DB00880	CHEMBL842
DB00881	CHEMBL1201011
DB00881	CHEMBL1592
DB00881	CHEMBL2114322
DB00881	CHEMBL2115288
DB00882	CHEMBL1200667
DB00882	CHEMBL1213137
DB00882	CHEMBL167779
DB00882	CHEMBL2355051
DB00882	CHEMBL3185958
DB00882	CHEMBL954
DB00883	CHEMBL1603165
DB00883	CHEMBL2132690
DB00883	CHEMBL6622
DB00884	CHEMBL1654
DB00884	CHEMBL328820
DB00884	CHEMBL923
DB00884	CHEMBL98499
DB00884	CHEMBL98587
DB00885	CHEMBL1201198
DB00886	CHEMBL289556
DB00887	CHEMBL1072
DB00888	CHEMBL1201001
DB00888	CHEMBL427
DB00889	CHEMBL1237080
DB00889	CHEMBL1290003
DB00889	CHEMBL1628633
DB00889	CHEMBL1900758
DB00889	CHEMBL289469
DB00889	CHEMBL519643
DB00890	CHEMBL1018
DB00890	CHEMBL1450936
DB00890	CHEMBL3188448
DB00890	CHEMBL72364
DB00891	CHEMBL700
DB00892	CHEMBL1200
DB00892	CHEMBL1200654
DB00894	CHEMBL1489751
DB00894	CHEMBL1571
DB00894	CHEMBL99370
DB00895	CHEMBL28328
DB00895	CHEMBL319497
DB00895	CHEMBL8085
DB00896	CHEMBL111461
DB00896	CHEMBL1200617
DB00896	CHEMBL1591581
DB00896	CHEMBL66608
DB00897	CHEMBL646
DB00898	CHEMBL545
DB00899	CHEMBL1005
DB00899	CHEMBL1201120
DB00900	CHEMBL1460
DB00900	CHEMBL39066
DB00900	CHEMBL603789
DB00901	CHEMBL1200405
DB00901	CHEMBL1201295
DB00901	CHEMBL3277137
DB00901	CHEMBL3305783
DB00902	CHEMBL1200532
DB00902	CHEMBL1200959
DB00902	CHEMBL1479203
DB00903	CHEMBL1200487
DB00903	CHEMBL456
DB00904	CHEMBL1201111
DB00904	CHEMBL1487310
DB00904	CHEMBL3186492
DB00904	CHEMBL399705
DB00904	CHEMBL428411
DB00904	CHEMBL46
DB00905	CHEMBL1200963
DB00905	CHEMBL3187203
DB00906	CHEMBL1027
DB00906	CHEMBL1190260
DB00906	CHEMBL1695
DB00906	CHEMBL253336
DB00906	CHEMBL540529
DB00906	CHEMBL556829
DB00907	CHEMBL120330
DB00907	CHEMBL170745
DB00907	CHEMBL171007
DB00907	CHEMBL171201
DB00907	CHEMBL1874133
DB00907	CHEMBL1882521
DB00907	CHEMBL19151
DB00907	CHEMBL2112004
DB00907	CHEMBL32363
DB00907	CHEMBL340560
DB00907	CHEMBL352487
DB00907	CHEMBL352575
DB00907	CHEMBL369375
DB00907	CHEMBL370805
DB00907	CHEMBL529437
DB00908	CHEMBL1294
DB00908	CHEMBL1358565
DB00908	CHEMBL1364159
DB00908	CHEMBL15088
DB00908	CHEMBL1616938
DB00908	CHEMBL170
DB00908	CHEMBL1741006
DB00908	CHEMBL1878119
DB00908	CHEMBL21578
DB00908	CHEMBL2355467
DB00908	CHEMBL387326
DB00908	CHEMBL407725
DB00908	CHEMBL460606
DB00908	CHEMBL512340
DB00908	CHEMBL522505
DB00908	CHEMBL576997
DB00908	CHEMBL601807
DB00908	CHEMBL97
DB00909	CHEMBL1596271
DB00909	CHEMBL750
DB00910	CHEMBL1200622
DB00911	CHEMBL1220
DB00912	CHEMBL1272
DB00912	CHEMBL151767
DB00912	CHEMBL356866
DB00913	CHEMBL1200543
DB00913	CHEMBL1201047
DB00913	CHEMBL1201347
DB00914	CHEMBL1528839
DB00914	CHEMBL170988
DB00914	CHEMBL2348409
DB00915	CHEMBL19601
DB00915	CHEMBL660
DB00916	CHEMBL137
DB00917	CHEMBL1628651
DB00917	CHEMBL3183338
DB00917	CHEMBL548
DB00917	CHEMBL64804
DB00918	CHEMBL1200521
DB00918	CHEMBL1505
DB00919	CHEMBL1167
DB00919	CHEMBL1200407
DB00919	CHEMBL1366668
DB00919	CHEMBL1443447
DB00919	CHEMBL1969020
DB00919	CHEMBL1972663
DB00919	CHEMBL2009700
DB00919	CHEMBL3184600
DB00920	CHEMBL1633
DB00920	CHEMBL1885671
DB00920	CHEMBL534
DB00921	CHEMBL1200401
DB00921	CHEMBL1894325
DB00921	CHEMBL1907075
DB00921	CHEMBL2368861
DB00921	CHEMBL511142
DB00921	CHEMBL560511
DB00922	CHEMBL2051955
DB00922	CHEMBL313136
DB00923	CHEMBL1201046
DB00923	CHEMBL1397344
DB00924	CHEMBL1200636
DB00924	CHEMBL669
DB00925	CHEMBL1200787
DB00925	CHEMBL1324405
DB00925	CHEMBL753
DB00926	CHEMBL464
DB00927	CHEMBL318615
DB00927	CHEMBL902
DB00928	CHEMBL1414943
DB00928	CHEMBL1489
DB00928	CHEMBL1523879
DB00928	CHEMBL2106666
DB00928	CHEMBL301216
DB00928	CHEMBL3250420
DB00928	CHEMBL3250421
DB00928	CHEMBL608289
DB00929	CHEMBL3249739
DB00929	CHEMBL3249741
DB00929	CHEMBL606
DB00932	CHEMBL2111768
DB00932	CHEMBL2112563
DB00932	CHEMBL332684
DB00933	CHEMBL1088
DB00933	CHEMBL1201052
DB00933	CHEMBL1573438
DB00933	CHEMBL608530
DB00933	CHEMBL611207
DB00934	CHEMBL1201257
DB00934	CHEMBL1237135
DB00934	CHEMBL21731
DB00935	CHEMBL1200791
DB00935	CHEMBL762
DB00936	CHEMBL424
DB00937	CHEMBL1194666
DB00937	CHEMBL1693
DB00938	CHEMBL1082607
DB00938	CHEMBL1263
DB00938	CHEMBL230056
DB00938	CHEMBL3126379
DB00939	CHEMBL1562610
DB00939	CHEMBL509
DB00939	CHEMBL876
DB00940	CHEMBL1200988
DB00940	CHEMBL1201264
DB00941	CHEMBL1200933
DB00941	CHEMBL1201349
DB00941	CHEMBL135626
DB00942	CHEMBL1200828
DB00942	CHEMBL1201227
DB00942	CHEMBL609138
DB00942	CHEMBL609405
DB00943	CHEMBL1417865
DB00943	CHEMBL18537
DB00943	CHEMBL299872
DB00943	CHEMBL66765
DB00943	CHEMBL853
DB00944	CHEMBL1200514
DB00944	CHEMBL1201229
DB00945	CHEMBL25
DB00945	CHEMBL447221
DB00947	CHEMBL1358
DB00947	CHEMBL1597812
DB00947	CHEMBL1712246
DB00948	CHEMBL1697708
DB00948	CHEMBL1731
DB00949	CHEMBL1094
DB00949	CHEMBL2130858
DB00950	CHEMBL1200618
DB00950	CHEMBL68381
DB00950	CHEMBL73285
DB00950	CHEMBL914
DB00951	CHEMBL1090644
DB00951	CHEMBL1091433
DB00951	CHEMBL64
DB00952	CHEMBL1200601
DB00952	CHEMBL1278
DB00953	CHEMBL1201032
DB00953	CHEMBL2106929
DB00953	CHEMBL905
DB00954	CHEMBL1237072
DB00954	CHEMBL1395149
DB00954	CHEMBL3039471
DB00954	CHEMBL317200
DB00954	CHEMBL3187373
DB00956	CHEMBL1457
DB00956	CHEMBL2062267
DB00956	CHEMBL2135756
DB00956	CHEMBL3182640
DB00957	CHEMBL1200934
DB00958	CHEMBL1160819
DB00958	CHEMBL1162546
DB00958	CHEMBL1201189
DB00959	CHEMBL1200844
DB00959	CHEMBL1563152
DB00959	CHEMBL190259
DB00959	CHEMBL605251
DB00959	CHEMBL650
DB00960	CHEMBL117405
DB00960	CHEMBL1530633
DB00960	CHEMBL500
DB00961	CHEMBL1087
DB00961	CHEMBL1200440
DB00961	CHEMBL2104634
DB00962	CHEMBL1521
DB00963	CHEMBL1077
DB00963	CHEMBL3181947
DB00963	CHEMBL751
DB00964	CHEMBL1200379
DB00964	CHEMBL647
DB00966	CHEMBL1017
DB00967	CHEMBL1172
DB00968	CHEMBL1452561
DB00968	CHEMBL1591707
DB00968	CHEMBL459
DB00968	CHEMBL718
DB00969	CHEMBL1110
DB00969	CHEMBL1200885
DB00970	CHEMBL1554
DB00970	CHEMBL412030
DB00970	CHEMBL427947
DB00970	CHEMBL602573
DB00972	CHEMBL1200809
DB00972	CHEMBL639
DB00973	CHEMBL1138
DB00973	CHEMBL1455301
DB00973	CHEMBL369007
DB00973	CHEMBL409927
DB00974	CHEMBL858
DB00975	CHEMBL932
DB00976	CHEMBL1136
DB00976	CHEMBL1896553
DB00976	CHEMBL312490
DB00976	CHEMBL3184043
DB00977	CHEMBL1367486
DB00977	CHEMBL1519332
DB00977	CHEMBL1628202
DB00977	CHEMBL1697756
DB00977	CHEMBL3185029
DB00977	CHEMBL691
DB00978	CHEMBL1406871
DB00978	CHEMBL1728
DB00978	CHEMBL2106827
DB00978	CHEMBL561
DB00979	CHEMBL1200473
DB00979	CHEMBL1201338
DB00979	CHEMBL1534418
DB00980	CHEMBL1218
DB00980	CHEMBL133775
DB00980	CHEMBL134330
DB00981	CHEMBL11773
DB00981	CHEMBL1243269
DB00981	CHEMBL1323083
DB00981	CHEMBL1406285
DB00981	CHEMBL1443856
DB00981	CHEMBL2105891
DB00981	CHEMBL306319
DB00981	CHEMBL338975
DB00981	CHEMBL382351
DB00981	CHEMBL43302
DB00981	CHEMBL537674
DB00981	CHEMBL76640
DB00981	CHEMBL94
DB00982	CHEMBL1235644
DB00982	CHEMBL1333056
DB00982	CHEMBL1628326
DB00982	CHEMBL2051965
DB00982	CHEMBL266344
DB00982	CHEMBL38
DB00982	CHEMBL44478
DB00982	CHEMBL547
DB00982	CHEMBL705
DB00983	CHEMBL1200811
DB00983	CHEMBL1256786
DB00983	CHEMBL1363
DB00983	CHEMBL1433762
DB00983	CHEMBL1893395
DB00983	CHEMBL1895091
DB00983	CHEMBL1951071
DB00983	CHEMBL2133469
DB00983	CHEMBL2303638
DB00983	CHEMBL2357761
DB00983	CHEMBL3184383
DB00983	CHEMBL605993
DB00984	CHEMBL1200412
DB00984	CHEMBL1357160
DB00985	CHEMBL1200406
DB00985	CHEMBL1201089
DB00985	CHEMBL1536197
DB00985	CHEMBL1620
DB00985	CHEMBL657
DB00986	CHEMBL1201027
DB00986	CHEMBL1201335
DB00986	CHEMBL1333146
DB00986	CHEMBL1617807
DB00986	CHEMBL1741998
DB00987	CHEMBL1315342
DB00987	CHEMBL163754
DB00987	CHEMBL2028065
DB00987	CHEMBL2092816
DB00987	CHEMBL2093067
DB00987	CHEMBL2448171
DB00987	CHEMBL78
DB00987	CHEMBL803
DB00987	CHEMBL95606
DB00988	CHEMBL3247442
DB00988	CHEMBL59
DB00989	CHEMBL151763
DB00989	CHEMBL215645
DB00989	CHEMBL3187096
DB00989	CHEMBL636
DB00990	CHEMBL1200374
DB00990	CHEMBL1512574
DB00990	CHEMBL3183520
DB00991	CHEMBL1071
DB00991	CHEMBL1200463
DB00992	CHEMBL1096562
DB00992	CHEMBL1201093
DB00993	CHEMBL1542
DB00994	CHEMBL1275977
DB00994	CHEMBL184618
DB00994	CHEMBL1950493
DB00994	CHEMBL2104426
DB00994	CHEMBL2105836
DB00994	CHEMBL2106446
DB00994	CHEMBL266347
DB00994	CHEMBL3182141
DB00994	CHEMBL3188205
DB00994	CHEMBL3188720
DB00994	CHEMBL3301867
DB00994	CHEMBL402786
DB00994	CHEMBL449118
DB00994	CHEMBL500813
DB00995	CHEMBL2018435
DB00996	CHEMBL940
DB00997	CHEMBL1237042
DB00997	CHEMBL1514139
DB00997	CHEMBL1530863
DB00997	CHEMBL1535932
DB00997	CHEMBL263733
DB00997	CHEMBL272706
DB00997	CHEMBL386524
DB00997	CHEMBL417
DB00997	CHEMBL53463
DB00997	CHEMBL6608
DB00998	CHEMBL1200371
DB00998	CHEMBL1279
DB00998	CHEMBL2138684
DB00999	CHEMBL435
DB01000	CHEMBL1200356
DB01000	CHEMBL1370312
DB01000	CHEMBL2143242
DB01001	CHEMBL1002
DB01001	CHEMBL69073
DB01001	CHEMBL714
DB01002	CHEMBL1098
DB01002	CHEMBL1200396
DB01002	CHEMBL1200749
DB01002	CHEMBL1201193
DB01002	CHEMBL189827
DB01002	CHEMBL2447962
DB01003	CHEMBL3187382
DB01003	CHEMBL351631
DB01003	CHEMBL428880
DB01003	CHEMBL74
DB01004	CHEMBL1200850
DB01004	CHEMBL182
DB01005	CHEMBL467
DB01006	CHEMBL1444
DB01007	CHEMBL1200438
DB01008	CHEMBL820
DB01009	CHEMBL124412
DB01009	CHEMBL341922
DB01009	CHEMBL372052
DB01009	CHEMBL571
DB01009	CHEMBL75435
DB01010	CHEMBL1104
DB01010	CHEMBL1128
DB01010	CHEMBL60745
DB01011	CHEMBL2106887
DB01011	CHEMBL934
DB01012	CHEMBL1200776
DB01012	CHEMBL1201284
DB01012	CHEMBL3195517
DB01013	CHEMBL1159650
DB01013	CHEMBL1493945
DB01013	CHEMBL1592495
DB01013	CHEMBL1603582
DB01013	CHEMBL3188672
DB01014	CHEMBL1200760
DB01014	CHEMBL1201346
DB01014	CHEMBL1208641
DB01015	CHEMBL443
DB01015	CHEMBL58061
DB01016	CHEMBL472
DB01017	CHEMBL1200881
DB01017	CHEMBL1399028
DB01017	CHEMBL1434
DB01017	CHEMBL1515060
DB01017	CHEMBL1619602
DB01017	CHEMBL3212418
DB01018	CHEMBL1200494
DB01018	CHEMBL862
DB01019	CHEMBL1354090
DB01019	CHEMBL1482
DB01019	CHEMBL1768
DB01020	CHEMBL1310
DB01020	CHEMBL1311
DB01020	CHEMBL249398
DB01021	CHEMBL1054
DB01021	CHEMBL1231193
DB01022	CHEMBL1550
DB01022	CHEMBL2024140
DB01022	CHEMBL520156
DB01023	CHEMBL1480
DB01023	CHEMBL254609
DB01023	CHEMBL428768
DB01024	CHEMBL2106643
DB01024	CHEMBL866
DB01025	CHEMBL1096
DB01026	CHEMBL1324508
DB01026	CHEMBL157101
DB01026	CHEMBL295698
DB01026	CHEMBL319160
DB01026	CHEMBL328863
DB01026	CHEMBL75
DB01028	CHEMBL1341
DB01029	CHEMBL1513
DB01030	CHEMBL1607
DB01030	CHEMBL305801
DB01030	CHEMBL84
DB01031	CHEMBL1576
DB01032	CHEMBL897
DB01033	CHEMBL1200751
DB01033	CHEMBL1425
DB01034	CHEMBL2000322
DB01034	CHEMBL3182765
DB01034	CHEMBL45627
DB01035	CHEMBL605
DB01035	CHEMBL640
DB01036	CHEMBL1382
DB01036	CHEMBL1722209
DB01036	CHEMBL3183237
DB01036	CHEMBL319757
DB01037	CHEMBL1200904
DB01037	CHEMBL1314409
DB01037	CHEMBL16857
DB01037	CHEMBL8663
DB01037	CHEMBL972
DB01039	CHEMBL672
DB01041	CHEMBL426123
DB01041	CHEMBL468
DB01041	CHEMBL558551
DB01042	CHEMBL1200863
DB01042	CHEMBL250892
DB01042	CHEMBL429405
DB01042	CHEMBL852
DB01043	CHEMBL1329218
DB01043	CHEMBL1699
DB01043	CHEMBL1741779
DB01043	CHEMBL1882685
DB01043	CHEMBL3213320
DB01043	CHEMBL3302426
DB01043	CHEMBL807
DB01044	CHEMBL1974188
DB01044	CHEMBL251670
DB01044	CHEMBL31
DB01044	CHEMBL428581
DB01045	CHEMBL1332716
DB01045	CHEMBL1436940
DB01045	CHEMBL1523493
DB01045	CHEMBL1553026
DB01045	CHEMBL1604283
DB01045	CHEMBL266092
DB01045	CHEMBL3211045
DB01045	CHEMBL374478
DB01046	CHEMBL1201134
DB01046	CHEMBL3188384
DB01047	CHEMBL1367516
DB01047	CHEMBL1501
DB01047	CHEMBL1597239
DB01047	CHEMBL1708010
DB01047	CHEMBL3182611
DB01048	CHEMBL1200619
DB01048	CHEMBL1380
DB01048	CHEMBL2106686
DB01048	CHEMBL2355029
DB01049	CHEMBL3039600
DB01050	CHEMBL175
DB01050	CHEMBL1777821
DB01050	CHEMBL1778537
DB01050	CHEMBL427526
DB01050	CHEMBL521
DB01051	CHEMBL1237095
DB01051	CHEMBL1237121
DB01051	CHEMBL1328824
DB01051	CHEMBL1394425
DB01051	CHEMBL1594131
DB01051	CHEMBL1617799
DB01051	CHEMBL1619419
DB01051	CHEMBL1625763
DB01051	CHEMBL2079809
DB01051	CHEMBL3085205
DB01051	CHEMBL3182131
DB01051	CHEMBL3183453
DB01051	CHEMBL35025
DB01051	CHEMBL36506
DB01053	CHEMBL1126
DB01053	CHEMBL1200651
DB01053	CHEMBL1200936
DB01053	CHEMBL1223
DB01053	CHEMBL1434858
DB01053	CHEMBL1436257
DB01053	CHEMBL1628385
DB01053	CHEMBL2105364
DB01053	CHEMBL2107679
DB01053	CHEMBL29
DB01053	CHEMBL300052
DB01053	CHEMBL312755
DB01053	CHEMBL3182097
DB01053	CHEMBL84080
DB01054	CHEMBL251230
DB01054	CHEMBL268609
DB01054	CHEMBL475534
DB01055	CHEMBL1741949
DB01055	CHEMBL245416
DB01055	CHEMBL251433
DB01056	CHEMBL1200773
DB01056	CHEMBL1762
DB01056	CHEMBL222944
DB01056	CHEMBL3249941
DB01056	CHEMBL3249953
DB01056	CHEMBL387108
DB01057	CHEMBL1200367
DB01057	CHEMBL1201341
DB01058	CHEMBL1235551
DB01058	CHEMBL3264245
DB01058	CHEMBL976
DB01059	CHEMBL9
DB01060	CHEMBL1082
DB01060	CHEMBL1204447
DB01060	CHEMBL1204451
DB01060	CHEMBL1204452
DB01060	CHEMBL1204453
DB01060	CHEMBL1204550
DB01060	CHEMBL1204583
DB01060	CHEMBL1206124
DB01060	CHEMBL1367635
DB01060	CHEMBL1433952
DB01060	CHEMBL1697738
DB01060	CHEMBL2097107
DB01060	CHEMBL2105950
DB01060	CHEMBL216232
DB01060	CHEMBL295075
DB01060	CHEMBL36731
DB01060	CHEMBL416451
DB01060	CHEMBL44675
DB01060	CHEMBL46868
DB01060	CHEMBL46960
DB01060	CHEMBL47128
DB01061	CHEMBL1201041
DB01061	CHEMBL1334111
DB01061	CHEMBL1537
DB01061	CHEMBL1553559
DB01061	CHEMBL1616077
DB01061	CHEMBL1624152
DB01061	CHEMBL417013
DB01062	CHEMBL1133
DB01062	CHEMBL1231
DB01062	CHEMBL1394756
DB01062	CHEMBL185434
DB01062	CHEMBL2106629
DB01063	CHEMBL1085
DB01063	CHEMBL1201040
DB01063	CHEMBL2360079
DB01064	CHEMBL1160723
DB01064	CHEMBL1200447
DB01064	CHEMBL1256360
DB01064	CHEMBL1257092
DB01064	CHEMBL156300
DB01064	CHEMBL158248
DB01064	CHEMBL166514
DB01064	CHEMBL168039
DB01064	CHEMBL1711
DB01064	CHEMBL2062275
DB01064	CHEMBL349178
DB01064	CHEMBL350734
DB01064	CHEMBL352606
DB01064	CHEMBL434
DB01064	CHEMBL460574
DB01065	CHEMBL45
DB01066	CHEMBL70784
DB01067	CHEMBL1073
DB01068	CHEMBL452
DB01069	CHEMBL1200750
DB01069	CHEMBL1788267
DB01069	CHEMBL251904
DB01069	CHEMBL643
DB01070	CHEMBL1435687
DB01070	CHEMBL2106324
DB01070	CHEMBL2356023
DB01071	CHEMBL1367006
DB01071	CHEMBL3186077
DB01071	CHEMBL73451
DB01072	CHEMBL1163
DB01072	CHEMBL1200678
DB01072	CHEMBL3188831
DB01073	CHEMBL1096882
DB01073	CHEMBL1965242
DB01074	CHEMBL1334033
DB01074	CHEMBL1592481
DB01074	CHEMBL75880
DB01075	CHEMBL1200406
DB01075	CHEMBL1201089
DB01075	CHEMBL1536197
DB01075	CHEMBL1620
DB01075	CHEMBL657
DB01076	CHEMBL1207181
DB01076	CHEMBL1487
DB01076	CHEMBL3184381
DB01077	CHEMBL1201042
DB01077	CHEMBL1874205
DB01077	CHEMBL871
DB01078	CHEMBL1512151
DB01078	CHEMBL1614
DB01080	CHEMBL1361446
DB01080	CHEMBL89598
DB01081	CHEMBL1200665
DB01081	CHEMBL1201294
DB01082	CHEMBL1200740
DB01082	CHEMBL1201194
DB01082	CHEMBL2006047
DB01082	CHEMBL3184791
DB01082	CHEMBL372795
DB01082	CHEMBL453087
DB01082	CHEMBL7763
DB01083	CHEMBL1434441
DB01083	CHEMBL175247
DB01083	CHEMBL2354678
DB01083	CHEMBL458622
DB01084	CHEMBL1200957
DB01084	CHEMBL2103739
DB01084	CHEMBL594
DB01085	CHEMBL1200330
DB01085	CHEMBL1213136
DB01085	CHEMBL1474730
DB01085	CHEMBL1622903
DB01085	CHEMBL2139597
DB01085	CHEMBL550
DB01085	CHEMBL611494
DB01085	CHEMBL91776
DB01086	CHEMBL278172
DB01087	CHEMBL249843
DB01087	CHEMBL251689
DB01087	CHEMBL3217110
DB01087	CHEMBL43128
DB01087	CHEMBL506
DB01087	CHEMBL994
DB01089	CHEMBL1200515
DB01090	CHEMBL118902
DB01090	CHEMBL1271
DB01090	CHEMBL1318287
DB01090	CHEMBL1356989
DB01091	CHEMBL1200397
DB01091	CHEMBL990
DB01092	CHEMBL1320401
DB01092	CHEMBL1326714
DB01092	CHEMBL1357246
DB01092	CHEMBL1493751
DB01092	CHEMBL1512393
DB01092	CHEMBL1524156
DB01092	CHEMBL1591556
DB01092	CHEMBL1617838
DB01092	CHEMBL1720907
DB01092	CHEMBL1889436
DB01092	CHEMBL2069120
DB01092	CHEMBL222863
DB01092	CHEMBL3184081
DB01093	CHEMBL504
DB01094	CHEMBL1589200
DB01094	CHEMBL399121
DB01094	CHEMBL88169
DB01095	CHEMBL1078
DB01095	CHEMBL1596347
DB01095	CHEMBL1625726
DB01095	CHEMBL170132
DB01095	CHEMBL170417
DB01095	CHEMBL2140067
DB01095	CHEMBL2218894
DB01095	CHEMBL2220442
DB01095	CHEMBL241778
DB01095	CHEMBL333442
DB01095	CHEMBL350239
DB01096	CHEMBL1403931
DB01096	CHEMBL847
DB01097	CHEMBL960
DB01098	CHEMBL1357356
DB01098	CHEMBL1496
DB01098	CHEMBL1744447
DB01098	CHEMBL3186651
DB01099	CHEMBL1463
DB01100	CHEMBL1423
DB01101	CHEMBL144071
DB01101	CHEMBL1516281
DB01101	CHEMBL1773
DB01102	CHEMBL1200385
DB01102	CHEMBL1201251
DB01103	CHEMBL1442666
DB01103	CHEMBL1485765
DB01103	CHEMBL2105615
DB01103	CHEMBL3277743
DB01103	CHEMBL546257
DB01103	CHEMBL554190
DB01103	CHEMBL556980
DB01103	CHEMBL7568
DB01104	CHEMBL1415862
DB01104	CHEMBL1709
DB01104	CHEMBL1788361
DB01104	CHEMBL190573
DB01104	CHEMBL252744
DB01104	CHEMBL284994
DB01104	CHEMBL809
DB01105	CHEMBL1200765
DB01105	CHEMBL1419
DB01106	CHEMBL1201312
DB01106	CHEMBL1237102
DB01106	CHEMBL1593213
DB01106	CHEMBL1615438
DB01106	CHEMBL2218900
DB01107	CHEMBL1200790
DB01108	CHEMBL1200907
DB01108	CHEMBL3185420
DB01110	CHEMBL1559
DB01110	CHEMBL173038
DB01110	CHEMBL368348
DB01110	CHEMBL91
DB01111	CHEMBL2362883
DB01111	CHEMBL2365720
DB01112	CHEMBL1394764
DB01112	CHEMBL1415828
DB01112	CHEMBL1436
DB01112	CHEMBL1619409
DB01112	CHEMBL1620018
DB01112	CHEMBL1620506
DB01112	CHEMBL2146124
DB01112	CHEMBL466
DB01113	CHEMBL19224
DB01113	CHEMBL98123
DB01114	CHEMBL1200927
DB01114	CHEMBL1201353
DB01114	CHEMBL1554789
DB01114	CHEMBL1659
DB01114	CHEMBL180454
DB01114	CHEMBL3183101
DB01114	CHEMBL505
DB01115	CHEMBL193
DB01116	CHEMBL1201329
DB01116	CHEMBL1245
DB01117	CHEMBL1450
DB01117	CHEMBL519462
DB01118	CHEMBL1083993
DB01118	CHEMBL633
DB01119	CHEMBL181
DB01120	CHEMBL1570294
DB01120	CHEMBL427216
DB01121	CHEMBL918
DB01122	CHEMBL1200541
DB01122	CHEMBL1652
DB01123	CHEMBL1964546
DB01123	CHEMBL1977761
DB01123	CHEMBL2010412
DB01123	CHEMBL2105299
DB01123	CHEMBL2360628
DB01123	CHEMBL3186253
DB01123	CHEMBL465704
DB01123	CHEMBL55400
DB01123	CHEMBL606782
DB01124	CHEMBL1200874
DB01124	CHEMBL782
DB01125	CHEMBL712
DB01126	CHEMBL108559
DB01126	CHEMBL1200969
DB01126	CHEMBL1455412
DB01126	CHEMBL283245
DB01127	CHEMBL1201049
DB01127	CHEMBL1232474
DB01127	CHEMBL808
DB01128	CHEMBL124881
DB01128	CHEMBL409
DB01128	CHEMBL63560
DB01129	CHEMBL1219
DB01129	CHEMBL1615209
DB01129	CHEMBL1627299
DB01130	CHEMBL1200386
DB01130	CHEMBL1397466
DB01131	CHEMBL1201059
DB01131	CHEMBL1377
DB01132	CHEMBL1715
DB01132	CHEMBL595
DB01133	CHEMBL1200448
DB01133	CHEMBL1350
DB01134	CHEMBL1200592
DB01134	CHEMBL1401691
DB01135	CHEMBL1237099
DB01135	CHEMBL1237123
DB01136	CHEMBL1201167
DB01136	CHEMBL1437006
DB01136	CHEMBL723
DB01137	CHEMBL2237108
DB01137	CHEMBL33
DB01137	CHEMBL4
DB01137	CHEMBL420937
DB01137	CHEMBL556371
DB01138	CHEMBL832
DB01139	CHEMBL1161453
DB01139	CHEMBL1201043
DB01139	CHEMBL1314545
DB01139	CHEMBL1321510
DB01139	CHEMBL1599
DB01139	CHEMBL1617485
DB01139	CHEMBL1617862
DB01139	CHEMBL2028222
DB01139	CHEMBL2105811
DB01140	CHEMBL1520246
DB01140	CHEMBL1555813
DB01140	CHEMBL1644
DB01141	CHEMBL1237070
DB01141	CHEMBL2219519
DB01141	CHEMBL260117
DB01141	CHEMBL457547
DB01142	CHEMBL101740
DB01142	CHEMBL1200462
DB01142	CHEMBL1256774
DB01142	CHEMBL1628227
DB01142	CHEMBL1628234
DB01142	CHEMBL860
DB01143	CHEMBL1006
DB01144	CHEMBL17
DB01145	CHEMBL1200580
DB01145	CHEMBL1570
DB01146	CHEMBL1492
DB01146	CHEMBL1564
DB01147	CHEMBL1200388
DB01147	CHEMBL1206724
DB01147	CHEMBL1521922
DB01147	CHEMBL1553687
DB01147	CHEMBL1623166
DB01147	CHEMBL1624192
DB01147	CHEMBL2105795
DB01147	CHEMBL262636
DB01147	CHEMBL300737
DB01147	CHEMBL3183481
DB01147	CHEMBL891
DB01148	CHEMBL1200875
