drugbank_id	fdasrs_id
DB00574	PM28L0FHNP
DB00575	MN3L5RMN02
DB00575	W76I6XXF06
DB00576	25W8454H16
DB00577	8S9ACT5D06
DB00577	G447S0T1VC
DB00577	JF64RVR4E3
DB00577	MZ1IW7Q79D
DB00580	2919279Q3W
DB00581	9XH2P2N8EP
DB00582	1Y58LNV43M
DB00582	JFU09I87TR
DB00583	0G389FZZ9M
DB00583	U9VY0ZOK7A
DB00584	69PN84IO1A
DB00584	94A7UFL2SI
DB00584	9O25354EPJ
DB00584	S7IJ7OBG9V
DB00585	P41PML4GHR
DB00586	144O8QL0L1
DB00587	5E1O433QAI
DB00588	O2GMZ0LF5W
DB00589	E0QN3D755O
DB00589	UV1635N8XW
DB00591	0CD5FD6S2M
DB00592	1RTM4PAL0V
DB00594	7DZO8EB0Z3
DB00594	7M458Q65S3
DB00594	FZJ37245UC
DB00595	4U7K4N52ZM
DB00595	73VON8SRY5
DB00595	C8MRZ07FDV
DB00595	SLF0D9077S
DB00595	X20I9EN955
DB00596	91A0K1TY3Z
DB00597	AZV954TZ9N
DB00598	O5OBT75D2C
DB00598	P6629XE33T
DB00600	9L2KA76MG5
DB00601	ISQ9I6J12J
DB00602	0W28CYI3TU
DB00602	91Y2202OUW
DB00603	275N4RXX0Q
DB00603	C2QI4IOI2G
DB00605	1LZ36959EV
DB00605	85J4RRY34N
DB00605	P969C405OM
DB00605	RM8X801977
DB00607	49G3001BCK
DB00607	4CNZ27M7RV
DB00607	OOG512995N
DB00607	SY07234TTS
DB00609	OAY8ORS3CQ
DB00610	24A9VNN4CA
DB00610	818U2PZ2EH
DB00610	90698QK27F
DB00610	ZC4202M9P3
DB00611	2L7I72RUHN
DB00611	QV897JC36D
DB00613	220236ED28
DB00613	HOE64181MP
DB00613	K6PW2S574L
DB00614	5J9CPU3RE0
DB00615	1W306TDA6S
DB00616	ACP75508EE
DB00618	29O079NTYT
DB00618	5R5W9ICI6O
DB00618	YF293A4IUH
DB00619	8A1O1M485B
DB00619	BKJ8M8G5HI
DB00620	1ZK20VI6TY
DB00621	7H6TM3CT4L
DB00621	8HY1B140EI
DB00623	97151695PW
DB00623	S79426A41Z
DB00623	ZOU145W1XL
DB00624	3XMK78S47O
DB00624	48L726977Z
DB00625	CEE19E5D5F
DB00625	JE6H2O27P8
DB00626	DDA3RRX0P7
DB00627	2679MF687A
DB00629	443O19GK1A
DB00629	GGD30112WC
DB00630	2UY4M2U3RA
DB00630	4988K7X26P
DB00630	X1J18R4W8P
DB00631	762RDY0Y2H
DB00632	9G1OE216XY
DB00633	1018WH7F9I
DB00633	67VB76HONO
DB00634	30760ZE777
DB00634	4965G3J0F5
DB00634	4NRT660KJQ
DB00635	VB0R961HZT
DB00636	HPN91K7FU3
DB00637	7HU6337315
DB00640	3XQD2MEW34
DB00640	K72T3FS567
DB00641	AGG2FN16EV
DB00642	04Q9AIZ7NO
DB00642	2PKU919BA9
DB00642	9T47E4OM16
DB00642	F4GSH45R4C
DB00643	81G6I5V05I
DB00645	078A24Q30O
DB00645	ZEC193879Q
DB00647	005MKH0F6D
DB00647	38M219L1OJ
DB00647	5O7IW35N3C
DB00647	CB2TL9PS0T
DB00647	KK9590R73S
DB00647	S2F83W92TK
DB00647	U75VZ9PK1J
DB00647	U7W6THX4M0
DB00647	W4494CHJ3W
DB00647	W7DQT6KY5S
DB00647	WYL4776F4M
DB00649	BO9LE4QFZF
DB00650	778XL6VBS8
DB00650	8E32LZ77C1
DB00650	990S25980Y
DB00650	WA16A5Y52X
DB00652	1LFU4I0IML
DB00652	5MK022CY4T
DB00652	768DQ5A5AI
DB00652	A2G9VU2P2J
DB00653	3040SK5NKV
DB00653	7IS9N8KPMG
DB00653	ML30MJ2U7I
DB00653	O40UQP6WCF
DB00653	T6V3LHY838
DB00654	6Z5B6HVF6O
DB00655	2DI9HA706A
DB00655	57EB028MGD
DB00655	SE9LJV29ZO
DB00656	6E8ZO8LRNM
DB00656	YBK48BXK30
DB00657	5Y1141YI4U
DB00657	8Y5C5OWB4R
DB00657	W3079LM7E7
DB00658	48G762T011
DB00658	SCR89B4R6O
DB00658	VEC01H609I
DB00659	59375N1D0U
DB00659	N4K14YGM3J
DB00661	5002H7B3FO
DB00661	9P7619E627
DB00661	B0P742MK5O
DB00661	QR5PYD126V
DB00662	W2X096QY97
DB00662	WDQ5P1SX7Q
DB00663	0DV09X6F21
DB00664	T6BL4ZC15G
DB00665	51G6I8B902
DB00666	1X0094V6JV
DB00667	820484N8I3
DB00667	E4GA8884NN
DB00667	N27ADP50ER
DB00667	NK08V8K8HR
DB00667	QWB37T4WZZ
DB00668	30Q7KI53AK
DB00668	M1NJX34RVJ
DB00668	WBB047OO38
DB00668	YKH834O4BH
DB00669	7T9PTJ824O
DB00669	8R78F6L9VO
DB00669	J8BDZ68989
DB00670	10YM403FLS
DB00670	3G0285N20N
DB00671	4HHP81W253
DB00671	97I1C92E55
DB00671	M4EN45951F
DB00671	U7RWT9J78O
DB00671	XZ7BG04GJX
DB00672	WTM2C3IL2X
DB00673	1NF15YR6UY
DB00674	0D3Q044KCA
DB00674	8L3T05AQ82
DB00674	MJ4PTD2VVW
DB00674	P5ATS8V989
DB00675	094ZI81Y45
DB00675	56SY0DIL6N
DB00675	7FRV7310N6
DB00675	U7FJP95NF4
DB00676	N863NB338G
DB00677	12UHW9R67N
DB00678	JMS50MPO89
DB00680	2GT1D0TMX1
DB00680	71OK3Z1ESP
DB00681	774X4698X3
DB00681	7XU7A7DROE
DB00681	L26BTK4791
DB00683	77520S18SE
DB00683	R60L0SM5BC
DB00683	W7TTW573JJ
DB00684	01IX3OU168
DB00684	HJT0RXD7JK
DB00684	VZ8RRZ51VK
DB00685	0P1LKO80WN
DB00685	546454T03O
DB00685	9F388J00UK
DB00687	U0476M545B
DB00688	9242ECW6R0
DB00688	KI2PVZ8JS6
DB00688	UXH81S8ZVB
DB00689	HD2D469W6U
DB00689	NE7R11LA95
DB00690	756RDM536M
DB00690	7C4JH842IJ
DB00690	IHP475989U
DB00691	Q1UMG3UH45
DB00691	WT87C52TJZ
DB00692	86DRW83R1H
DB00692	Y7543E5K9T
DB00692	Z468598HBV
DB00693	TPY09G7XIR
DB00694	5L84T2Z6NP
DB00694	ST2WDK731R
DB00694	UD984I04LZ
DB00694	ZS7284E0ZP
DB00695	101EM454S7
DB00695	7LXU5N7ZO5
DB00696	8A16V7W7F9
DB00696	MRU5XH3B48
DB00696	PR834Q503T
DB00697	6AI06C00GW
DB00697	B53E3NMY5C
DB00698	927AH8112L
DB00698	E1QI2CQQ1I
DB00698	MAL9M0T5LV
DB00699	JCV8365FWN
DB00700	6995V82D0B
DB00701	0CVZ0EQN96
DB00701	5S0W860XNR
DB00703	W733B0S9SD
DB00704	5S6W795CQM
DB00704	Z6375YW9SF
DB00705	421105KRQE
DB00705	DOL5F9JD3E
DB00706	11SV1951MR
DB00706	G3P28OML5I
DB00708	AFE2YW0IIZ
DB00708	S9ZFX8403R
DB00709	2T8Q726O95
DB00709	H6S9D88T3D
DB00710	23Y0B94E49
DB00710	J12U072QL0
DB00710	UMD7G2653W
DB00711	OS1Z389K8S
DB00711	V867Q8X3ZD
DB00711	X8816G8TOP
DB00712	501W00OOWA
DB00712	J5ZZK9P7MX
DB00713	4TWD2995UP
DB00713	G0V6C994Q5
DB00713	UH95VD7V76
DB00714	9K13MD7A0D
DB00714	F39049Y068
DB00714	N21FAR7B4S
DB00715	3I3T11UD2S
DB00715	41VRH5220H
DB00715	F726G2563Q
DB00715	M711N184JE
DB00715	X2ELS050D8
DB00715	YPO0NTK49O
DB00716	0983W479HH
DB00716	0B535E0BN0
DB00716	ET8IF4KS1T
DB00717	T18F433X4S
DB00718	U6Q8Z01514
DB00719	94Z39NID6C
DB00719	F3Q391WTX7
DB00720	0813BZ6866
DB00720	N030400H8J
DB00720	Y05R4GCQ1H
DB00721	17R794ESYN
DB00721	1LW5K9CIR1
DB00721	4Z8Y51M438
DB00721	7JFB7670YY
DB00721	95URV01IDQ
DB00721	O77D636VYN
DB00721	W84930057W
DB00722	5W66M58H0T
DB00722	7Q3P4BS2FD
DB00722	E7199S1YWR
DB00724	P1QW714R7M
DB00725	3IY7CNP8XJ
DB00725	952902IX06
DB00725	C684AL3ZG7
DB00725	KQ7PNA8VW2
DB00725	LTM112Q284
DB00725	Z5W1X83FUI
DB00727	G59M7S0WS3
DB00728	I65MW4OFHZ
DB00728	WRE554RFEZ
DB00729	Q26TX1UD0W
DB00729	R24I7CLU7K
DB00729	W2ZG23MGYI
DB00730	N1Q45E87DT
DB00730	N3B9AKC0T9
DB00731	41X3PWK4O2
DB00732	80YS8O1MBS
DB00732	81NKC0O7PC
DB00732	I61915ADYP
DB00732	QX62KLI41N
DB00732	U9F134D6NW
DB00732	UU07RTA53X
DB00733	38X7XS076H
DB00733	45CO7XIN2K
DB00733	7H254VC0NT
DB00733	FQO9PAV523
DB00733	ON33043VUD
DB00733	P7MU9UTP52
DB00734	0S6B72E3LK
DB00734	L6UH7ZF8HC
DB00735	25UR9N9041
DB00735	4FB1TON47A
DB00736	N3PA6559FT
DB00738	673LC5J4LQ
DB00738	B0WU872RIR
DB00738	HMB3ISP7OB
DB00738	I0I0257YP1
DB00738	V2P3K60DA2
DB00739	95PFX5932Y
DB00739	TN4JSC48CV
DB00740	7LJ087RS6F
DB00741	WI4X0X7BPJ
DB00742	01Q0586BG1
DB00742	113ZQ1Y7DD
DB00742	3OWL53L36A
DB00742	506T60A25R
DB00743	6HG8UB2MUY
DB00743	AZV954TZ9N
DB00745	V63XWA605I
DB00746	G9VYJ96FOJ
DB00746	J06Y7MXW4D
DB00746	V9TKO7EO6K
DB00747	451IFR0GXB
DB00747	DL48G20X8X
DB00747	Q2P66EIP1F
DB00747	R3K67DRL3J
DB00748	90897H496X
DB00748	VED9E376NC
DB00749	Y1RAH31T6K
DB00755	1UA8E65KDZ
DB00755	5688UTC01R
DB00755	7A9179CU3G
DB00755	EH28UP18IF
DB00756	2D18IOW6VR
DB00756	2VQ8FNO9NH
DB00756	IWW5FV6NK2
DB00757	82WI2L7Q6E
DB00758	08I79HTP27
DB00758	426O7XWS6Y
DB00758	96AAH2D689
DB00758	A74586SNO7
DB00758	BL9VGG8BHW
DB00758	T9U0M28798
DB00759	05T77P89WE
DB00759	6B7BK5H33B
DB00759	D12GU0X3KA
DB00759	F8VB5M810T
DB00759	I7C3EDL2YG
DB00759	P6R62377KV
DB00760	FV9J3JU8B1
DB00760	YOP6PX0BAO
DB00761	295O53K152
DB00761	660YQ98I10
DB00761	726BAS5AW3
DB00761	901U359BNJ
DB00761	A71VE6C11B
DB00761	C2QXB9FL0L
DB00761	K8863V3I0P
DB00761	M186RK4UPZ
DB00761	Q32ZN48698
DB00761	QTT17582CB
DB00762	042LAQ1IIS
DB00762	06X131E4OE
DB00762	7673326042
DB00763	554Z48XN5E
DB00764	8HR4QJ6DW8
DB00765	DOQ0J0TPF7
DB00766	23521W1S24
DB00766	85A8F32FMG
DB00766	Q42OMW3AT8
DB00768	2XG66W44KF
DB00768	D27V6190PM
DB00768	KU3MJP076O
DB00769	9QM8U7R83W
DB00769	Y3N00BK5WK
DB00770	84W5RE239W
DB00770	F5TD010360
DB00770	U0DO49Q8Y4
DB00770	V2N896SN9V
DB00773	6PLQ3CP4P3
DB00774	501CFL162R
DB00775	6H925F8O5J
DB00775	GGX234SI5H
DB00775	IKE1P4X57J
DB00776	VZI5B1W380
DB00778	21KOF230FA
DB00779	06F1BL6L7G
DB00779	3B91HWA56M
DB00779	J17QL41ZAG
DB00779	Y7NU182221
DB00780	2681D7P965
DB00780	O1C3H00Y2L
DB00780	O408N561GF
DB00781	57VAB21ZLF
DB00781	B35S89JSRU
DB00781	MJG2FR5ODZ
DB00782	1306V2B0Q8
DB00782	UX9Z118X9F
DB00783	3VQ38D63M7
DB00783	4TI98Z838E
DB00784	367589PJ2C
DB00786	D5EQV23TDS
DB00787	X4HES1O11F
DB00788	484XV9323P
DB00788	57Y76R9ATQ
DB00789	6HG8UB2MUY
DB00789	7A314HQM0I
DB00789	AZV954TZ9N
DB00789	RH248G8V27
DB00790	1964X464OJ
DB00790	3907JE47RI
DB00790	788ET7B70J
DB00790	89FV35G1M2
DB00790	990Q33MF6L
DB00790	B3BW33MUFM
DB00790	DV54578K4P
DB00790	E77W873JI7
DB00790	F4ELM88F0Z
DB00790	FSH2P05QJT
DB00790	HYT0OR3WXJ
DB00790	I5I0N5Y7UW
DB00790	J3VG2W26WZ
DB00790	R99KV37CY8
DB00790	TEM1DRJ22L
DB00790	TFT5IM1KGB
DB00790	W648D05E3D
DB00790	WV5A42FEBG
DB00790	Y5GMK36KGY
DB00791	W7KQ46GJ8U
DB00792	30OC46A3J9
DB00792	3C5ORO99TY
DB00792	FWV8GJ56ZN
DB00793	AIU7053OWL
DB00794	13AFD7670Q
DB00795	3XC8GUZ6CB
DB00796	S8Q36MD2XX
DB00797	CHH9H12AQ3
DB00797	E669Z6S1JG
DB00798	I904Y9FPPV
DB00798	WLI0S741IL
DB00799	81BDR9Y8PS
DB00801	320YC168LF
DB00802	1N74HM2BS7
DB00802	333JTI7A2M
DB00804	4KV4X8IF6V
DB00804	CQ903KQA31
DB00805	00U7GX0NLM
DB00805	82Y7NT6DFT
DB00806	SD6QCT3TSU
DB00807	B4OB0JHI1X
DB00807	U96OL57GOY
DB00811	20YXW41SQG
DB00811	49717AWG6K
DB00811	ZGF0S6S33Q
DB00812	005MKH0F6D
DB00812	0J1026H8UB
DB00812	42EK807V2G
DB00812	5RB28NE79Y
DB00812	GN5P7K3T8S
DB00813	59H156XY46
DB00813	MUN5LYG46H
DB00813	UF599785JZ
DB00814	8MDB22SQKO
DB00814	VBD44UY6G5
DB00814	VG2QF83CGL
DB00815	18HB6B1L37
DB00815	368GB5141J
DB00815	DIQ16UC154
DB00815	LYR4M0NH37
DB00815	UR0T0B24E9
DB00817	3Y1OT3J4NW
DB00818	YI7VU623SF
DB00819	O3FX965V0I
DB00820	742SXX0ICT
DB00820	E319TQ0B6R
DB00820	HZ6QJN0D4Z
DB00820	MGY23Z94HY
DB00822	TR3MLJ1UAI
DB00823	62H10A1236
DB00824	DT7DT5E518
DB00825	42RE7MA7PA
DB00825	BZ1R15MTK7
DB00825	C6B1OE8P3W
DB00826	8O0C852CPO
DB00827	LMK22VUH23
DB00828	0F86SNQ5NQ
DB00828	2N81MY12TE
DB00828	76EIK6888N
DB00828	7FXW6U30GY
DB00828	97MMO19FNO
DB00828	T330QG2NYS
DB00829	6JD21U639H
DB00829	Q3JTX2Q7TU
DB00831	214IZI85K3
DB00831	6P1Y2SNF5V
DB00831	AN9ZJ2YUI0
DB00833	3Z6FS3IK0K
DB00833	69K7K19H4L
DB00834	320T6RNW1F
DB00835	75T64B71RP
DB00835	BPA9UT29BS
DB00836	6X9OC3H4II
DB00836	77TI35393C
DB00838	N8ZUB7XE0H
DB00839	9LT1BRO48Q
DB00841	0ASL272RF4
DB00841	0PE6UXH3WG
DB00844	L2T84IQI2K
DB00844	ZU4275277R
DB00845	D959AE5USF
DB00846	8EUL29XUQT
DB00847	5UX2SD1KE2
DB00847	IF1B771SVB
DB00847	QO84GZ3TST
DB00848	2880D3468G
DB00848	DL9055K809
DB00848	FIG89N8AZY
DB00848	UMH46V5U01
DB00850	71099P640P
DB00850	7K96LZ09JI
DB00850	FTA7XXY4EZ
DB00851	7GR28W0FJI
DB00851	9UYU348NIF
DB00852	7CUC9DDI9F
DB00852	GN83C131XS
DB00853	YF1K15M17Y
DB00854	04B7QNO9WS
DB00854	04WQU6T9QI
DB00854	27618J1N2X
DB00854	4QQ74L44E2
DB00854	NFM769433K
DB00854	WCB1I20F1K
DB00855	88755TAZ87
DB00855	FM8DCR39GH
DB00855	V35KBM8JGR
DB00857	012C11ZU6G
DB00857	2H771UZ786
DB00857	G7RIW8S0XP
DB00857	S76S370M70
DB00858	7DR7H00HDT
DB00859	5N9JK529ZJ
DB00859	E2XD0LTF4N
DB00859	GNN1DV99GX
DB00859	M06MU5T9DS
DB00859	NO1YIB7OIG
DB00860	4937O9X01I
DB00860	9PHQ9Y1OLM
DB00861	7C546U4DEN
DB00861	X3N26G93E1
DB00862	5M8S2CU0TS
DB00862	5O8R96XMH7
DB00862	IF61NL91H3
DB00862	UCE6F4125H
DB00863	7AJ51I17KG
DB00863	884KT10YB7
DB00863	BK76465IHM
DB00864	WM0HAQ4WNM
DB00864	Y5L2157C4J
DB00865	0M3S43XK27
DB00865	43DWT87QT7
DB00869	55O5C6I73D
DB00869	9JDX055TW1
DB00869	QZO5366EW7
DB00872	0NJ98Y462X
DB00872	75L57R6X36
DB00873	Z8CBU6KR16
DB00876	2KH13Z0S0Y
DB00876	8N2L1NX8S3
DB00876	9G2HB74868
DB00877	W36ZG6FT64
DB00878	R4KO0DY52L
DB00879	9PDN1V466A
DB00879	G70B4ETF4S
DB00880	77W477J15H
DB00881	33067B3N2M
DB00881	79ZC206302
DB00881	DT6439JT7B
DB00881	N8W8Q83EKY
DB00881	RJ84Y44811
DB00882	3JU1DU3652
DB00882	J303A6U9Y6
DB00882	R6D2UI4FLS
DB00882	UY5X264QZV
DB00883	IA7306519N
DB00884	F67L43UT5C
DB00884	HU2YAQ274O
DB00884	KM2Z91756Z
DB00884	OFG5EXG60L
DB00885	2C09NV773M
DB00886	36NLI90E7T
DB00887	0Y2S3XUQ5H
DB00888	50D9XSG0VR
DB00888	L0MR697HHI
DB00889	318F6L70J8
DB00889	WZG3J2MCOL
DB00890	45CG6C2N6E
DB00890	RRW32X4U1F
DB00891	Y5V2N1KE8U
DB00892	0VE4U49K15
DB00892	AXQ0JYM303
DB00894	6J9BLA949Q
DB00895	3HQ6U6424Q
DB00895	K3Z4F929H6
DB00896	O7M2E4264D
DB00897	1HM943223R
DB00898	3K9958V90M
DB00899	5V444H5WIC
DB00899	P10582JYYK
DB00900	K3GDH6OH08
DB00903	K41MYV7MPM
DB00903	M5DP350VZV
DB00904	8KTH918W9P
DB00904	I5A4YN0EQQ
DB00905	JY922N486Z
DB00905	QXS94885MZ
DB00906	DQH6T6D8OY
DB00906	Z80I64HMNP
DB00907	1O0S7ZUF73
DB00907	277EEP3RJA
DB00907	EKC5FB482J
DB00907	I5Y540LHVR
DB00907	XH8T8T6WZH
DB00908	4M9989F55E
DB00908	A7V27PHC7A
DB00908	ITX08688JL
DB00908	RN974X9U97
DB00909	459384H98V
DB00910	6702D36OG5
DB00911	033KF7V46H
DB00912	668Z8C33LU
DB00912	85M30X62FM
DB00913	3584484N8V
DB00913	71Q1A3O279
DB00913	915Q054DLC
DB00914	91XC93EU03
DB00914	DD5K7529CE
DB00916	140QMO216E
DB00917	6V30L285LP
DB00917	K7Q1JQR04M
DB00917	T3D76GXW94
DB00917	W1ANC8Q5NW
DB00918	1O4XL5SN61
DB00919	296JEI210Z
DB00919	93AKI1U6QF
DB00919	BZ0H4TLF9X
DB00919	HWT06H303Z
DB00919	YS91P54918
DB00920	HBD503WORO
DB00920	X49220T18G
DB00921	40D3SCR4GZ
DB00921	56W8MW3EN1
DB00922	C6T4514L4E
DB00923	8M1YF8951V
DB00923	X0322BT35G
DB00924	0VE05JYS2P
DB00924	69O5WQQ5TI
DB00926	65M2UDR9AG
DB00927	36YPT1XMT2
DB00927	5QZO15J2Z8
DB00928	5V71D8JOKK
DB00928	M801H13NRU
DB00934	22P65W41V0
DB00934	2U1W68TROF
DB00934	7C8J54PVFI
DB00935	8VLN5B44ZY
DB00935	K89MJ0S5VY
DB00936	O414PZ4LPZ
DB00939	48I5LU4ZWD
DB00939	94NJ818U2W
DB00939	9MMQ0YER4E
DB00940	090519SAPF
DB00940	36EI79TX7I
DB00941	55W5L6G81R
DB00941	B64NJG83K2
DB00941	L99N5N533T
DB00943	6L3XT8CB3I
DB00944	61D5V4OKTP
DB00944	ILP8XJ8R5K
DB00945	7F6Y89636M
DB00945	R16CO5Y76E
DB00948	3CWW8B5904
DB00948	OH2O403D1G
DB00948	RX227TP94U
DB00949	X72RBB02N8
DB00951	V83O1VOZ8L
DB00952	10X8X4P12Z
DB00952	QX3KXL1ZA2
DB00953	51086HBW8G
DB00953	WR978S7QHH
DB00954	1801D76STL
DB00956	6YKS4Y3WQ7
DB00956	9GU1G05Y03
DB00956	DC7N64C409
DB00956	NO70W886KK
DB00956	QKZ0920OV3
DB00957	C291HFX4DY
DB00958	5138Q19F1X
DB00958	54S68520I4
DB00958	9OQO0E343Z
DB00958	BG3F62OND5
DB00959	X4W7ZR7023
DB00961	QI846AL4NC
DB00962	S62U433RMH
DB00963	864P0921DW
DB00963	8ECV571Y37
DB00963	9X8YF771OU
DB00964	5AVH7Z1L0J
DB00964	843CEN85DI
DB00964	D2VW67N38H
DB00966	K15TQY55Q7
DB00966	U5SYW473RQ
DB00967	FVF865388R
DB00968	56LH93261Y
DB00968	8K91SZC8W9
DB00968	M4R0H12F6M
DB00969	13Z9HTH115
DB00969	2F5R1A46YW
DB00970	1CC1JFE158
DB00973	EOR26LQQ24
DB00974	9G34HU7RV0
DB00975	64ALC7F90C
DB00976	KI8H7H19WL
DB00977	423D2T571U
DB00977	II522L1IMZ
DB00980	901AS54I69
DB00981	2046ZRO9VU
DB00981	9U1VM840SP
DB00981	G63V2J2N71
DB00982	1UA8E65KDZ
DB00982	5688UTC01R
DB00982	7A9179CU3G
DB00982	EH28UP18IF
DB00983	5P8VJ2I235
DB00983	F91H02EBWT
DB00983	G97US9FRYV
DB00983	ZP145530CI
DB00984	KF7Z9K2T3W
DB00985	3E2CN035LB
DB00985	4OD433S209
DB00985	54A11R7E1Y
DB00985	707L3YC54L
DB00985	7W6W25C62W
DB00985	8GTS82S83M
DB00985	97H5S09M4T
DB00985	F3D8G86A29
DB00985	JB937PER5C
DB00985	TC2D6JAD40
DB00987	04079A1RDZ
DB00987	5CSZ8459RP
DB00988	VTD58H1Z2X
DB00989	9IY2357JPE
DB00989	PKI06M3IW0
DB00989	Z25UDQ15MV
DB00990	NY22HMQ4BX
DB00991	MHJ80W9LRB
DB00991	ML56O2Z92I
DB00992	585NM85KYM
DB00992	7S73606O1A
DB00993	MRK240IY2L
DB00994	31867650GG
DB00994	4BOC774388
DB00994	6B1U1NS16Z
DB00994	88L7V8H11U
DB00994	Y3720KZ4TQ
DB00994	YF6OW6S539
DB00995	3D8CUH9F21
DB00995	3H04W2810V
DB00995	5W435D16PM
DB00996	6CW7F3G59X
DB00997	3Z8479ZZ5X
DB00997	80168379AG
DB00998	36K05YF32G
DB00998	D28J6W18HY
DB00998	H82Q2D5WA7
DB00999	0J48LPH2TH
DB00999	8ZJA0NWF31
DB01000	292Y99DOXR
DB01000	72ZJ154X86
DB01001	EDN2NBH5SS
DB01002	A5H73K9U3W
DB01002	J998RDZ51I
DB01003	Q2WXR1I0PK
DB01003	Y0TK0FS77W
DB01004	02L083W284
DB01004	P9G3CKZ4P5
DB01005	X6Q56QN5QC
DB01006	7LKK855W8I
DB01008	G1LN9045DK
DB01009	5WD00E3D4C
DB01009	6KD9E78X68
DB01009	N674F7L21E
DB01009	S03709D0TH
DB01010	70FP3JLY7N
DB01010	KX008093VW
DB01010	QO611KSM5P
DB01011	B6DRB5ZI7P
DB01011	ZS9KD92H6V
DB01012	1K860WSG25
DB01012	UAZ6V7728S
DB01013	779619577M
DB01014	15ASW03C9S
DB01014	1XL6BJI034
DB01014	P80AL8J7ZP
DB01015	JE42381TNV
DB01016	SX6K58TVWC
DB01017	0020414E5U
DB01017	437X58N9AU
DB01017	FYY3R43WGO
DB01018	30OMY4G3MK
DB01018	PML56A160O
DB01020	21BMF8FI0K
DB01020	LX1OH63030
DB01022	S5Z3U87QHF
DB01022	UW760MCX0Y
DB01024	335CM23JTQ
DB01024	HU9DX48N0T
DB01024	WX877SQI1G
DB01025	BRL1C2459K
DB01026	2DJ8R0NT7K
DB01028	30905R8O7B
DB01029	3OGC31WUMZ
DB01029	J0E2756Z7N
DB01030	7M7YKX2N15
DB01030	956S425ZCY
DB01031	IAN371PP48
DB01032	FXB45Q4ZVK
DB01032	M3MYK6R22U
DB01032	PO572Z7917
DB01033	E7WED276I5
DB01033	PKK6MUZ20G
DB01034	MF286Y830Q
DB01035	L39WTC366D
DB01035	SI4064O0LX
DB01036	5T619TQR3R
DB01036	WHE7A56U7K
DB01037	2K1V7GP655
DB01037	6W731X367Q
DB01037	YK7HY2RY1W
DB01039	U202363UOS
DB01040	97J3QN9884
DB01041	TG87FSR590
DB01042	1VXP4V453T
DB01042	844HA6419R
DB01042	94H892992X
DB01042	Q41OR9510P
DB01043	JY0WD0UA60
DB01043	W8O17SJF3T
DB01045	VJT6J7R4TR
DB01046	7662KG2R6K
DB01047	2W4A77YPAN
DB01048	0903H757IU
DB01048	40FH6D8CHK
DB01048	J220T4J9Q2
DB01048	WR2TIP26VS
DB01049	12EH9M7279
DB01050	671DKG7P5S
DB01051	17EC19951N
DB01051	Q9S9NQ5YIY
DB01051	RHW5BU180N
DB01053	17R794ESYN
DB01053	1C87B1N51X
DB01053	1LW5K9CIR1
DB01053	5UL276H6TF
DB01053	AF5F3C86Z1
DB01053	O3S7RWT8R5
DB01053	Q42T66VG0C
DB01053	RIT82F58GK
DB01053	SSZ1S4I0US
DB01053	VL775ZTH4C
DB01053	WH3RD005B0
DB01053	YS5LY7JF4N
DB01053	Z1GL5S1Z1Z
DB01053	Z20HTT1027
DB01055	S32L502RVB
DB01055	Z46B1LUI5N
DB01056	1HEC68445Z
DB01056	WOY19CV59D
DB01057	0F350BVT6S
DB01057	BA9QH3P00T
DB01058	88027IXB7M
DB01058	WF15T5925V
DB01059	7O3ULA741Z
DB01059	N0F8P22L1P
DB01059	YUF620IF4G
DB01060	544Y3D6MYH
DB01060	623M8I9SZN
DB01060	804826J2HU
DB01060	9EM05410Q9
DB01061	DWV1EFW947
DB01061	HUM6H389W0
DB01062	39EY4NVB8T
DB01062	S547MDN7WX
DB01063	3P5HNU5JTC
DB01063	8620H6K4QH
DB01064	588N0603CT
DB01064	6X46C92UF9
DB01064	70D2X5QMKK
DB01064	91HEK2O89W
DB01064	I172M2811Q
DB01064	UH1RK465QS
DB01065	JL5DK93RCL
DB01066	81QS09V3YW
DB01067	X7WDT95N5C
DB01068	5PE9FDE8GB
DB01070	R5LM3H112R
DB01071	5G2MWA892Y
DB01072	4MT4VIE29P
DB01072	QZU4H47A3S
DB01073	1X9VK9O1SC
DB01075	3E2CN035LB
DB01075	4OD433S209
DB01075	54A11R7E1Y
DB01075	707L3YC54L
DB01075	7W6W25C62W
DB01075	8GTS82S83M
DB01075	97H5S09M4T
DB01075	F3D8G86A29
DB01075	JB937PER5C
DB01075	TC2D6JAD40
DB01076	A0JWA85V8F
DB01076	U2H272PQ8B
DB01076	W6MO59C0CE
DB01077	13W7DMI45X
DB01077	4SQ327I33M
DB01077	6Z2J8X3Q6U
DB01077	CZZ9T1T1X4
DB01077	K49SH0Z84H
DB01077	M16PXG993G
DB01077	M2F465ROXU
DB01078	YGY317RK75
DB01080	0S931RNJ68
DB01080	ODN92S847A
DB01081	73312P173G
DB01081	W24OD7YW48
DB01082	8P331B9592
DB01082	CW25IKJ202
DB01082	XOQ162YYFV
DB01082	Y45QSO73OB
DB01083	7QMQ98VHOQ
DB01083	95M8R751W8
DB01084	1P089Y932J
DB01084	42MB94QOSM
DB01084	9J1H7Y9OJV
DB01085	01MI4Q9DI3
DB01085	0WW6D218XJ
DB01085	28Y02I9K4P
DB01085	5NX545O53Z
DB01085	9O3667EIIX
DB01085	ITC873Y1GK
DB01085	J9UV7D2OI9
DB01085	M20T465H6J
DB01086	OG625Z9LEO
DB01086	U3RSY48JW5
DB01089	9016E3VB47
