drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB00001	target	P00734	2147	Human	yes	inhibitor	10505536|10912644|11055889|11467439|11807012|11752352
DB00006	target	P00734	2147	Human	yes	inhibitor	11060732|11504570|11833835|11923794|11929334|11752352
DB00025	enzyme	P00734	2147	Human	unknown	activator	10688826|1139038|12463731|2402772|3099625
DB00055	target	P00734	2147	Human	unknown		10463819|12062545|12070133|12208873|12296618
DB00100	target	P00734	2147	Human	unknown		10498586|10499904|10499905|10648407|11019961
DB00170	target	P00734	2147	Human	unknown	activator	10469489|2484931|2922761|6867080|7657295
DB00278	target	P00734	2147	Human	yes	inhibitor	10226408|10353669|10362188|10608016|10608050|11752352
DB01123	target	P00734	2147	Human	no	other/unknown	1711542|4857231|6722124|7407200|7837275|10592235
DB01766	target	P00734	2147	Human	unknown		10592235
DB01767	target	P00734	2147	Human	unknown		10592235
DB02193	target	P00734	2147	Human	unknown		10592235
DB02351	target	P00734	2147	Human	unknown	inhibitor	11752352
DB02723	target	P00734	2147	Human	unknown		17139284|17016423
DB03136	target	P00734	2147	Human	unknown		10592235
DB03159	target	P00734	2147	Human	unknown		10592235
DB03847	target	P00734	2147	Human	unknown		17139284|17016423|10592235
DB03865	target	P00734	2147	Human	unknown		10592235
DB04136	target	P00734	2147	Human	unknown		17139284|17016423|10592235
DB04591	target	P00734	2147	Human	unknown		10592235
DB04697	target	P00734	2147	Human	unknown		
DB04722	target	P00734	2147	Human	unknown		10592235
DB04771	target	P00734	2147	Human	unknown		
DB04772	target	P00734	2147	Human	unknown		
DB04786	target	P00734	2147	Human	unknown	inhibitor	15203120
DB04898	target	P00734	2147	Human	yes	inhibitor	17688383|17319469|17516699|17532684|11752352
DB05777	target	P00734	2147	Human	unknown		
DB06695	target	P00734	2147	Human	yes	inhibitor	19756950|17061960|20424539
DB06838	target	P00734	2147	Human	unknown		10592235
DB06841	target	P00734	2147	Human	unknown		10592235
DB06845	target	P00734	2147	Human	unknown		10592235
DB06850	target	P00734	2147	Human	unknown		10592235
DB06853	target	P00734	2147	Human	unknown		10592235
DB06854	target	P00734	2147	Human	unknown		10592235
DB06858	target	P00734	2147	Human	unknown		10592235
DB06859	target	P00734	2147	Human	unknown		10592235
DB06861	target	P00734	2147	Human	unknown		10592235
DB06865	target	P00734	2147	Human	unknown		10592235
DB06866	target	P00734	2147	Human	unknown		10592235
DB06868	target	P00734	2147	Human	unknown		10592235
DB06869	target	P00734	2147	Human	unknown		10592235
DB06878	target	P00734	2147	Human	unknown		10592235
DB06911	target	P00734	2147	Human	unknown		10592235
DB06919	target	P00734	2147	Human	unknown		10592235
DB06929	target	P00734	2147	Human	unknown		10592235
DB06936	target	P00734	2147	Human	unknown		10592235
DB06942	target	P00734	2147	Human	unknown		10592235
DB06947	target	P00734	2147	Human	unknown		10592235
DB06996	target	P00734	2147	Human	unknown		10592235
DB07005	target	P00734	2147	Human	unknown		10592235
DB07016	target	P00734	2147	Human	unknown		10592235
DB07027	target	P00734	2147	Human	unknown		10592235
DB07083	target	P00734	2147	Human	unknown		10592235
DB07088	target	P00734	2147	Human	unknown		10592235
DB07091	target	P00734	2147	Human	unknown		10592235
DB07095	target	P00734	2147	Human	unknown		10592235
DB07105	target	P00734	2147	Human	unknown		10592235
DB07120	target	P00734	2147	Human	unknown		10592235
DB07128	target	P00734	2147	Human	unknown		10592235
DB07131	target	P00734	2147	Human	unknown		10592235
DB07133	target	P00734	2147	Human	unknown		10592235
DB07143	target	P00734	2147	Human	unknown		10592235
DB07165	target	P00734	2147	Human	unknown		10592235
DB07190	target	P00734	2147	Human	unknown		10592235
DB07211	target	P00734	2147	Human	unknown		10592235
DB07277	target	P00734	2147	Human	unknown		10592235
DB07278	target	P00734	2147	Human	unknown		10592235
DB07279	target	P00734	2147	Human	unknown		10592235
DB07353	target	P00734	2147	Human	unknown		10592235
DB07366	target	P00734	2147	Human	unknown		10592235
DB07376	target	P00734	2147	Human	unknown		10592235
DB07400	target	P00734	2147	Human	unknown		10592235
DB07440	target	P00734	2147	Human	unknown		10592235
DB07461	target	P00734	2147	Human	unknown		10592235
DB07508	target	P00734	2147	Human	unknown		10592235
DB07515	target	P00734	2147	Human	unknown		10592235
DB07521	target	P00734	2147	Human	unknown		10592235
DB07522	target	P00734	2147	Human	unknown		10592235
DB07527	target	P00734	2147	Human	unknown		10592235
DB07548	target	P00734	2147	Human	unknown		10592235
DB07549	target	P00734	2147	Human	unknown		10592235
DB07550	target	P00734	2147	Human	unknown		10592235
DB07639	target	P00734	2147	Human	unknown		10592235
DB07658	target	P00734	2147	Human	unknown		10592235
DB07659	target	P00734	2147	Human	unknown		10592235
DB07660	target	P00734	2147	Human	unknown		10592235
DB07665	target	P00734	2147	Human	unknown		10592235
DB07718	target	P00734	2147	Human	unknown		10592235
DB07741	target	P00734	2147	Human	unknown		10592235
DB07796	target	P00734	2147	Human	unknown		10592235
DB07809	target	P00734	2147	Human	unknown		10592235
DB07897	target	P00734	2147	Human	unknown		10592235
DB07934	target	P00734	2147	Human	unknown		10592235
DB07944	target	P00734	2147	Human	unknown		10592235
DB07946	target	P00734	2147	Human	unknown		10592235
DB08061	target	P00734	2147	Human	unknown		10592235
DB08062	target	P00734	2147	Human	unknown		10592235
DB08152	target	P00734	2147	Human	unknown		10592235
DB08187	target	P00734	2147	Human	unknown		10592235
DB08254	target	P00734	2147	Human	unknown		10592235
DB08422	target	P00734	2147	Human	unknown		10592235
DB08546	target	P00734	2147	Human	unknown		10592235
DB08624	target	P00734	2147	Human	unknown		10592235
DB00002	target	P00533	1956	Human	yes	antagonist	10480573|10601294|10628369|11408594|11431346|11752352
DB00072	target	P00533	1956	Human	unknown		11752352
DB00281	target	P00533	1956	Human	unknown	antagonist	16551906
DB00317	target	P00533	1956	Human	yes	antagonist	10815932|11522647|11566608|11585753|11673690|11752352
DB00530	target	P00533	1956	Human	yes	antagonist	12498017|12517254|12814826|12820772|12840797|11752352
DB01259	target	P00533	1956	Human	yes	antagonist	12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352
DB01269	target	P00533	1956	Human	yes	suppressor	11894013|12620146|14967460|16012181|16857825|11255078|20623992|18343240|17355997|18503402|20481659|11752352
DB03496	target	P00533	1956	Human	unknown		11752352
DB04988	target	P00533	1956	Human	unknown		16963623
DB05101	target	P00533	1956	Human	unknown		
DB05294	target	P00533	1956	Human	unknown	inhibitor	
DB05324	target	P00533	1956	Human	unknown		
DB05374	target	P00533	1956	Human	unknown		
DB05424	target	P00533	1956	Human	unknown		
DB05774	target	P00533	1956	Human	unknown		
DB05900	target	P00533	1956	Human	unknown		
DB07602	target	P00533	1956	Human	unknown		10592235
DB07662	target	P00533	1956	Human	unknown		10592235
DB08916	target	P00533	1956	Human	yes	inhibitor	
DB00002	target	O75015	2215	Human	unknown		16336752
DB00005	target	O75015	2215	Human	unknown		10800083|17387033|15457442|15526004
DB00028	target	O75015	2215	Human	yes	antagonist	17911465|20441428|17351760
DB00051	target	O75015	2215	Human	unknown		17139284|17016423
DB00054	target	O75015	2215	Human	unknown		17139284|17016423
DB00056	target	O75015	2215	Human	unknown		9815888|9649182|7509291
DB00072	target	O75015	2215	Human	unknown		16109421|15471859|14666732|15868915|15680154
DB00073	target	O75015	2215	Human	unknown		15659493|16109421|16825493|17475906
DB00074	target	O75015	2215	Human	unknown		17139284|17016423
DB00075	target	O75015	2215	Human	unknown		10851527|10851498
DB00078	target	O75015	2215	Human	unknown		17139284|17016423
DB00081	target	O75015	2215	Human	unknown		17139284|17016423
DB00087	target	O75015	2215	Human	unknown		9337053|8707338|9020367
DB00092	target	O75015	2215	Human	unknown		11970990
DB00095	target	O75015	2215	Human	unknown		17139284|17016423
DB00108	target	O75015	2215	Human	unknown		17139284|17016423
DB00110	target	O75015	2215	Human	unknown		17139284|17016423
DB00111	target	O75015	2215	Human	unknown		1835892|2335478|8097750|2415663|1900882
DB00112	target	O75015	2215	Human	unknown		17139284|17016423
DB00002	target	P00736	715	Human	unknown		17139284|17016423
DB00005	target	P00736	715	Human	unknown		17139284|17016423
DB00051	target	P00736	715	Human	unknown		17139284|17016423
DB00054	target	P00736	715	Human	unknown		17139284|17016423
DB00056	target	P00736	715	Human	unknown		17139284|17016423
DB00072	target	P00736	715	Human	unknown		17139284|17016423
DB00073	target	P00736	715	Human	unknown		17139284|17016423
DB00074	target	P00736	715	Human	unknown		17139284|17016423
DB00075	target	P00736	715	Human	unknown		17139284|17016423
DB00078	target	P00736	715	Human	unknown		17139284|17016423
DB00081	target	P00736	715	Human	unknown		17139284|17016423
DB00087	target	P00736	715	Human	unknown		17139284|17016423
DB00092	target	P00736	715	Human	unknown		17139284|17016423
DB00095	target	P00736	715	Human	unknown		17139284|17016423
DB00108	target	P00736	715	Human	unknown		17139284|17016423
DB00110	target	P00736	715	Human	unknown		17139284|17016423
DB00111	target	P00736	715	Human	unknown		17139284|17016423
DB00112	target	P00736	715	Human	unknown		17139284|17016423
DB00002	target	P02745	712	Human	unknown		17139284|17016423
DB00005	target	P02745	712	Human	unknown		17139284|17016423
DB00051	target	P02745	712	Human	unknown		17139284|17016423
DB00054	target	P02745	712	Human	unknown		17139284|17016423
DB00056	target	P02745	712	Human	unknown		17139284|17016423
DB00072	target	P02745	712	Human	unknown		17139284|17016423
DB00073	target	P02745	712	Human	unknown		17139284|17016423|12874252
DB00074	target	P02745	712	Human	unknown		17139284|17016423
DB00075	target	P02745	712	Human	unknown		17139284|17016423
DB00078	target	P02745	712	Human	unknown		17139284|17016423
DB00081	target	P02745	712	Human	unknown		17139284|17016423
DB00087	target	P02745	712	Human	unknown		17139284|17016423
DB00092	target	P02745	712	Human	unknown		17139284|17016423
DB00095	target	P02745	712	Human	unknown		17139284|17016423
DB00108	target	P02745	712	Human	unknown		17139284|17016423
DB00110	target	P02745	712	Human	unknown		17139284|17016423
DB00111	target	P02745	712	Human	unknown		17139284|17016423
DB00112	target	P02745	712	Human	unknown		17139284|17016423
DB00002	target	P02746	713	Human	unknown		17139284|17016423
DB00005	target	P02746	713	Human	unknown		17139284|17016423
DB00051	target	P02746	713	Human	unknown		17139284|17016423
DB00054	target	P02746	713	Human	unknown		17139284|17016423
DB00056	target	P02746	713	Human	unknown		17139284|17016423
DB00072	target	P02746	713	Human	unknown		17139284|17016423
DB00073	target	P02746	713	Human	unknown		17139284|17016423
DB00074	target	P02746	713	Human	unknown		17139284|17016423
DB00075	target	P02746	713	Human	unknown		17139284|17016423
DB00078	target	P02746	713	Human	unknown		17139284|17016423
DB00081	target	P02746	713	Human	unknown		17139284|17016423
DB00087	target	P02746	713	Human	unknown		17139284|17016423
DB00092	target	P02746	713	Human	unknown		17139284|17016423
DB00095	target	P02746	713	Human	unknown		17139284|17016423
DB00108	target	P02746	713	Human	unknown		17139284|17016423
DB00110	target	P02746	713	Human	unknown		17139284|17016423
DB00111	target	P02746	713	Human	unknown		17139284|17016423
DB00112	target	P02746	713	Human	unknown		17139284|17016423
DB00002	target	P02747	714	Human	unknown		17139284|17016423
DB00005	target	P02747	714	Human	unknown		17139284|17016423
DB00051	target	P02747	714	Human	unknown		17139284|17016423
DB00054	target	P02747	714	Human	unknown		17139284|17016423
DB00056	target	P02747	714	Human	unknown		17139284|17016423
DB00072	target	P02747	714	Human	unknown		17139284|17016423
DB00073	target	P02747	714	Human	unknown		17139284|17016423
DB00074	target	P02747	714	Human	unknown		17139284|17016423
DB00075	target	P02747	714	Human	unknown		17139284|17016423
DB00078	target	P02747	714	Human	unknown		17139284|17016423
DB00081	target	P02747	714	Human	unknown		17139284|17016423
DB00087	target	P02747	714	Human	unknown		17139284|17016423
DB00092	target	P02747	714	Human	unknown		17139284|17016423
DB00095	target	P02747	714	Human	unknown		17139284|17016423
DB00108	target	P02747	714	Human	unknown		17139284|17016423
DB00110	target	P02747	714	Human	unknown		17139284|17016423
DB00111	target	P02747	714	Human	unknown		17139284|17016423
DB00112	target	P02747	714	Human	unknown		17139284|17016423
DB00002	target	P08637	2214	Human	unknown		17139284|17016423|17704420
DB00005	target	P08637	2214	Human	unknown		15457442|15526004
DB00028	target	P08637	2214	Human	yes	antagonist	17911465|20441428|17351760
DB00051	target	P08637	2214	Human	unknown		17139284|17016423
DB00054	target	P08637	2214	Human	unknown		17139284|17016423
DB00056	target	P08637	2214	Human	unknown		17139284|17016423|7509291
DB00072	target	P08637	2214	Human	unknown		17363544
DB00073	target	P08637	2214	Human	unknown		15448014|17324336|16609067
DB00074	target	P08637	2214	Human	unknown		17139284|17016423
DB00075	target	P08637	2214	Human	unknown		17139284|17016423
DB00078	target	P08637	2214	Human	unknown		17139284|17016423
DB00081	target	P08637	2214	Human	unknown		17139284|17016423
DB00087	target	P08637	2214	Human	unknown		15217834
DB00092	target	P08637	2214	Human	unknown		17139284|17016423|11970990|12795239
DB00095	target	P08637	2214	Human	unknown		17139284|17016423
DB00108	target	P08637	2214	Human	unknown		17139284|17016423
DB00110	target	P08637	2214	Human	unknown		17139284|17016423
DB00111	target	P08637	2214	Human	unknown		17139284|17016423
DB00112	target	P08637	2214	Human	unknown		17139284|17016423
DB00002	target	P09871	716	Human	unknown		17139284|17016423
DB00005	target	P09871	716	Human	unknown		17139284|17016423
DB00051	target	P09871	716	Human	unknown		17139284|17016423
DB00054	target	P09871	716	Human	unknown		17139284|17016423
DB00056	target	P09871	716	Human	unknown		17139284|17016423
DB00072	target	P09871	716	Human	unknown		17139284|17016423
DB00073	target	P09871	716	Human	unknown		17139284|17016423
DB00074	target	P09871	716	Human	unknown		17139284|17016423
DB00075	target	P09871	716	Human	unknown		17139284|17016423
DB00078	target	P09871	716	Human	unknown		17139284|17016423
DB02371	target	P09871	716	Human	unknown		17139284|17016423
DB00002	target	P12314	2209	Human	unknown		7547242
DB00005	target	P12314	2209	Human	unknown		17139284|17016423
DB00028	target	P12314	2209	Human	yes	antagonist	17911465|20441428|17351760
DB00051	target	P12314	2209	Human	unknown		17139284|17016423
DB00054	target	P12314	2209	Human	unknown		17139284|17016423
DB00056	target	P12314	2209	Human	unknown		7509291
DB00072	target	P12314	2209	Human	unknown		17139284|17016423|9435876
DB00073	target	P12314	2209	Human	unknown		17139284|17016423
DB00074	target	P12314	2209	Human	unknown		17139284|17016423
DB00075	target	P12314	2209	Human	unknown		17139284|17016423
DB00078	target	P12314	2209	Human	unknown		17139284|17016423
DB00081	target	P12314	2209	Human	unknown		17139284|17016423
DB00087	target	P12314	2209	Human	unknown		17139284|17016423
DB00092	target	P12314	2209	Human	unknown		17139284|17016423
DB00095	target	P12314	2209	Human	unknown		17139284|17016423
DB00108	target	P12314	2209	Human	unknown		17139284|17016423
DB00110	target	P12314	2209	Human	unknown		17139284|17016423
DB00111	target	P12314	2209	Human	unknown		1828823
DB00112	target	P12314	2209	Human	unknown		17139284|17016423
DB00707	target	P12314	2209	Human	unknown	antagonist	2544592
DB00992	target	P12314	2209	Human	unknown	antibody	17139284|17016423
DB00002	target	P12318	2212	Human	unknown		17139284|17016423|17704420
DB00005	target	P12318	2212	Human	unknown		15457442|15526004
DB00028	target	P12318	2212	Human	yes	antagonist	17911465|20441428|17351760
DB00051	target	P12318	2212	Human	unknown		17139284|17016423
DB00054	target	P12318	2212	Human	unknown		17139284|17016423
DB00056	target	P12318	2212	Human	unknown		17139284|17016423
DB00072	target	P12318	2212	Human	unknown		17139284|17016423|17704420
DB00073	target	P12318	2212	Human	unknown		17324336|16609067
DB00074	target	P12318	2212	Human	unknown		17139284|17016423
DB00075	target	P12318	2212	Human	unknown		17139284|17016423
DB00078	target	P12318	2212	Human	unknown		17139284|17016423
DB00081	target	P12318	2212	Human	unknown		17139284|17016423
DB00087	target	P12318	2212	Human	unknown		15217834
DB00092	target	P12318	2212	Human	unknown		17139284|17016423
DB00095	target	P12318	2212	Human	unknown		17139284|17016423
DB00108	target	P12318	2212	Human	unknown		17139284|17016423
DB00110	target	P12318	2212	Human	unknown		17139284|17016423
DB00111	target	P12318	2212	Human	unknown		17139284|17016423
DB00112	target	P12318	2212	Human	unknown		17139284|17016423
DB00002	target	P31994	2213	Human	unknown		17139284|17016423
DB00005	target	P31994	2213	Human	unknown		17139284|17016423
DB00028	target	P31994	2213	Human	yes	antagonist	17911465|20441428|17351760
DB00051	target	P31994	2213	Human	unknown		17139284|17016423
DB00054	target	P31994	2213	Human	unknown		17139284|17016423
DB00056	target	P31994	2213	Human	unknown		17139284|17016423
DB00072	target	P31994	2213	Human	unknown		17139284|17016423
DB00073	target	P31994	2213	Human	unknown		17139284|17016423
DB00074	target	P31994	2213	Human	unknown		17139284|17016423
DB00075	target	P31994	2213	Human	unknown		17139284|17016423
DB00078	target	P31994	2213	Human	unknown		17139284|17016423
DB00081	target	P31994	2213	Human	unknown		17139284|17016423
DB00087	target	P31994	2213	Human	unknown		17139284|17016423
DB00092	target	P31994	2213	Human	unknown		17139284|17016423
DB00095	target	P31994	2213	Human	unknown		17139284|17016423
DB00098	target	P31994	2213	Human	yes		12586600
DB00108	target	P31994	2213	Human	unknown		17139284|17016423
DB00110	target	P31994	2213	Human	unknown		17139284|17016423
DB00111	target	P31994	2213	Human	unknown		17139284|17016423
DB00112	target	P31994	2213	Human	unknown		17139284|17016423
DB00002	target	P31995	9103	Human	unknown		17139284|17016423
DB00005	target	P31995	9103	Human	unknown		10800083|7535196
DB00028	target	P31995	9103	Human	yes	antagonist	17911465|20441428|17351760
DB00051	target	P31995	9103	Human	unknown		17139284|17016423
DB00054	target	P31995	9103	Human	unknown		17139284|17016423
DB00056	target	P31995	9103	Human	unknown		17139284|17016423
DB00072	target	P31995	9103	Human	unknown		17139284|17016423
DB00073	target	P31995	9103	Human	unknown		17139284|17016423
DB00074	target	P31995	9103	Human	unknown		17139284|17016423
DB00075	target	P31995	9103	Human	unknown		17139284|17016423
DB00078	target	P31995	9103	Human	unknown		17139284|17016423
DB00081	target	P31995	9103	Human	unknown		17139284|17016423
DB00087	target	P31995	9103	Human	unknown		17139284|17016423
DB00092	target	P31995	9103	Human	unknown		17139284|17016423
DB00095	target	P31995	9103	Human	unknown		17139284|17016423
DB00108	target	P31995	9103	Human	unknown		17139284|17016423
DB00110	target	P31995	9103	Human	unknown		17139284|17016423
DB00111	target	P31995	9103	Human	unknown		17139284|17016423
DB00112	target	P31995	9103	Human	unknown		17139284|17016423
DB00004	target	P01589	3559	Human	yes	binder	17139284|17016423|2786749|3124610|18684057|17187516|11752352
DB00041	target	P01589	3559	Human	yes	agonist|modulator	17216565|16767920|17530023|17584597|16864089|11752352|10207608
DB00074	target	P01589	3559	Human	yes	antibody	12591363|9695721|16908318|10512062|10567956|11752352
DB00111	target	P01589	3559	Human	yes	antibody	16304857|10607689|16908318|8600944|17564638|19788505|11752352
DB00004	target	P14784	3560	Human	yes	agonist	15811959|16516670|18684057|17187516|11752352
DB00041	target	P14784	3560	Human	yes	agonist|modulator	16477002|16542139|16569767|16596189|16617454|11752352
DB00074	target	P14784	3560	Human	unknown	antibody	10188761|10708100|11840795|12667677|12826150|11752352
DB00111	target	P14784	3560	Human	yes	antibody	12372041|15022409|15814281|2571203|2647626|11752352
DB00004	target	P31785	3561	Human	unknown		15811959|16516670|11707860
DB00041	target	P31785	3561	Human	yes	agonist	16477002|17598841|17635814|17083048|17363735
DB00005	target	P01375	7124	Human	yes	antibody	10206649|10338381|10357816|10375846|10405518|11752352
DB00051	target	P01375	7124	Human	yes	antibody	12044041|14532145|15022409|15046527|15200343|11752352
DB00065	target	P01375	7124	Human	yes	inhibitor	11752352|17642244|16052578|16456024|15674127|16622728|12110154|15481318|15691217|15691299|15804598
DB00608	target	P01375	7124	Human	unknown		16418198|16670522|16761500|16870179|17456179
DB00668	target	P01375	7124	Human	unknown	antagonist	8609227
DB00852	target	P01375	7124	Human	unknown		24365491|21631396
DB01041	target	P01375	7124	Human	yes	inhibitor	12046682|12102294|12105857|12113124|12167383|11752352|8755512
DB01296	target	P01375	7124	Human	unknown		12244074|15930455|16431966|16445576|16469053
DB01407	target	P01375	7124	Human	unknown	other/unknown	10071758|11193379|15021963|16261833|17139543
DB01411	target	P01375	7124	Human	unknown	other/unknown	12801315|12801316|17430359
DB01427	target	P01375	7124	Human	unknown	inhibitor	10075051|10444479|11805217|11969359|1611705
DB04956	target	P01375	7124	Human	unknown		10829362
DB05017	target	P01375	7124	Human	unknown		
DB05066	target	P01375	7124	Human	unknown		
DB05207	target	P01375	7124	Human	unknown		
DB05218	target	P01375	7124	Human	unknown		
DB05250	target	P01375	7124	Human	unknown		
DB05303	target	P01375	7124	Human	unknown		
DB05412	target	P01375	7124	Human	unknown		
DB05470	target	P01375	7124	Human	unknown		
DB05744	target	P01375	7124	Human	unknown		
DB05758	target	P01375	7124	Human	unknown		
DB05767	target	P01375	7124	Human	unknown		
DB05869	target	P01375	7124	Human	unknown		
DB05879	target	P01375	7124	Human	unknown		
DB06674	target	P01375	7124	Human	yes	antibody	21079302
DB08904	target	P01375	7124	Human	yes	neutralizer	23620660
DB08910	target	P01375	7124	Human	yes	inhibitor	22917017
DB00005	target	P20333	7133	Human	unknown		11752352
DB00005	target	P01374	4049	Human	unknown		11302411|1328224|15005015|15033655|15695296
DB00005	enzyme	P35354	5743	Human	unknown	inhibitor	17931716|16303916
DB00035	enzyme	P35354	5743	Human	unknown	inducer	15644490
DB00041	enzyme	P35354	5743	Human	unknown	inducer	10823885|18209082
DB00154	target	P35354	5743	Human	yes		16190133|11939906|15990700|11121413
DB00159	target	P35354	5743	Human	yes	inhibitor	12562875|12573452|16141635|16190133|17459764|20463020
DB00233	target	P35354	5743	Human	unknown	inhibitor	14742690|12463455|16855178|12208114|9256165
DB00244	target	P35354	5743	Human	yes	inhibitor	14742690|12463455|16855178|12208114|9256165
DB00250	enzyme	P35354	5743	Human	unknown	substrate	19515014
DB00316	target	P35354	5743	Human	yes	inhibitor	11752352|17175104|17884974|17322116
DB00328	target	P35354	5743	Human	yes	inhibitor	15770365|15667901|15668944|15831440|15730717
DB00360	enzyme	P35354	5743	Human	unknown	inducer	17560944
DB00461	target	P35354	5743	Human	yes	inhibitor	11153163|11304699|12047490|15456329|7615202|11752352
DB00465	target	P35354	5743	Human	yes	inhibitor	12110513|12446609|14568028|14568029|15102535
DB00469	target	P35354	5743	Human	yes	inhibitor	11563332|9152412|15943176|16245223|15756931|11752352
DB00480	target	P35354	5743	Human	unknown	negative modulator	15598423|12720152
DB00482	target	P35354	5743	Human	yes	inhibitor	12055598|12086292|12086402|12093311|12104042|11752352
DB00500	target	P35354	5743	Human	yes	inhibitor	15458776|9253954|17391279|14613550|10465690|11752352
DB00515	enzyme	P35354	5743	Human	unknown	inhibitor	21272267
DB00533	target	P35354	5743	Human	yes	inhibitor	10555907|10566562|10580458|10643177|10693877|11752352|20724158|18922570|20166930|11398914
DB00554	target	P35354	5743	Human	yes	inhibitor	10381057|11785774|11153163|11952155|15464832|11752352
DB00573	target	P35354	5743	Human	yes	inhibitor	17050798
DB00580	target	P35354	5743	Human	yes	inhibitor	10715145|11060833|12167567|12564662|12644588|11752352|15494548
DB00586	target	P35354	5743	Human	yes	inhibitor	12534640|12588370|12705061|12852704|12925531
DB00605	target	P35354	5743	Human	yes	inhibitor	10372826|10485483|10657949|11078056|11118042
DB00620	enzyme	P35354	5743	Human	unknown	inhibitor	19951121
DB00712	target	P35354	5743	Human	yes	inhibitor	10091674|10977131|11006278|11405284|10773011|17562170|19066416
DB00720	enzyme	P35354	5743	Human	unknown	inhibitor	16861295
DB00749	target	P35354	5743	Human	yes	inhibitor	12824918|11275997|11752352|10594327|11009046|15198222
DB00773	enzyme	P35354	5743	Human	unknown	substrate	3006680
DB00784	target	P35354	5743	Human	yes	inhibitor	7832763|17150210|15792781|9626023|10393680|11752352
DB00788	target	P35354	5743	Human	yes	inhibitor	17607546|17604186|17521299|17612049|17532719|11752352
DB00795	target	P35354	5743	Human	yes	inhibitor	14742690|12463455|16855178|12208114|9256165
DB00812	target	P35354	5743	Human	yes	inhibitor	12213119|15489888|15939622|11752352
DB00814	target	P35354	5743	Human	yes	inhibitor	10220944|10340919|10381057|10381787|10567199|11752352
DB00821	target	P35354	5743	Human	yes	inhibitor	10895904|11703020|15198222|15939622|17181139|11752352
DB00856	enzyme	P35354	5743	Human	unknown	inhibitor	15242808
DB00861	target	P35354	5743	Human	yes	inhibitor	12852483|10825891|11673972|11315375|8737748|11752352
DB00870	target	P35354	5743	Human	yes	inhibitor	17139284|17016423|11885959
DB00884	enzyme	P35354	5743	Human	unknown	inducer	20738860
DB00887	enzyme	P35354	5743	Human	unknown	inducer	10974021
DB00936	target	P35354	5743	Human	yes	inhibitor	15035793|15070163|15106733|15199473|15348270|5284360
DB00939	target	P35354	5743	Human	yes	inhibitor	10639181|12409963|15198222|16290292|7825862
DB00945	target	P35354	5743	Human	yes	inhibitor	17033106|17037745|17181859|17258197|17301265|11752352
DB00963	target	P35354	5743	Human	yes	inhibitor	16846546|16982289|12016548
DB00963	enzyme	P35354	5743	Human	unknown	inhibitor	19668566
DB00991	target	P35354	5743	Human	yes	inhibitor	17024689|9650852|9831331|12065695|19952416|19338579
DB01009	target	P35354	5743	Human	yes	inhibitor	10895904|11729362|11814865|14513718|15198222|11752352
DB01014	target	P35354	5743	Human	yes	inhibitor	17139284|17016423|19743890|17981262|12950415
DB01041	target	P35354	5743	Human	unknown	antagonist	12710892|15446566|15598423|15892618|15982930|21507989
DB01041	enzyme	P35354	5743	Human	unknown	substrate	19515014
DB01050	target	P35354	5743	Human	yes	inhibitor	12852704|14510637|15481334|15494133|15556152|11752352
DB01050	enzyme	P35354	5743	Human	unknown	inhibitor	22668799
DB01283	target	P35354	5743	Human	yes	inhibitor	14552704|14965322|15017615|15177307|15655513|11752352
DB01395	enzyme	P35354	5743	Human	unknown	inhibitor	20063991
DB01397	target	P35354	5743	Human	yes	inhibitor	15035793|15070163|15106733|15199473|15348270
DB01398	target	P35354	5743	Human	yes	inhibitor	15199473|17259377|15035793|15070163|15106733
DB01399	target	P35354	5743	Human	yes	inhibitor	9711054|12901032|16808554|10452868
DB01401	target	P35354	5743	Human	unknown	inhibitor	14680616|17033106|17037745|17181859|17258197
DB01404	target	P35354	5743	Human	unknown	inhibitor	15753395|15778128|17436372
DB01419	target	P35354	5743	Human	unknown	inhibitor	17607546|17604186|17521299|17612049|17532719|11752352
DB01435	target	P35354	5743	Human	unknown	inhibitor	11695253
DB01600	target	P35354	5743	Human	yes	inhibitor	17139284|17016423|2277128|11752352
DB01628	target	P35354	5743	Human	yes	inhibitor	17139284|17016423|17164136|17573128|17691997|11752352
DB02266	target	P35354	5743	Human	unknown		7864817
DB02709	target	P35354	5743	Human	unknown	inhibitor	11752352
DB03477	target	P35354	5743	Human	unknown		10592235
DB03866	target	P35354	5743	Human	unknown		10592235
DB04552	target	P35354	5743	Human	yes	inhibitor	16301791|17485303|17098211
DB04725	target	P35354	5743	Human	unknown		17015640
DB04743	target	P35354	5743	Human	yes	inhibitor	11752352|16846549
DB05095	target	P35354	5743	Human	unknown		15481993
DB05095	enzyme	P35354	5743	Human	unknown	inhibitor	17335184
DB05335	target	P35354	5743	Human	unknown		
DB05804	enzyme	P35354	5743	Human	unknown	inducer	17548088
DB05875	enzyme	P35354	5743	Human	unknown	inducer	16585602|20926798|16432508
DB06725	target	P35354	5743	Human	yes	inhibitor	20399943|10450786|17516707|11846620
DB06802	target	P35354	5743	Human	unknown	inhibitor	10850857
DB06804	enzyme	P35354	5743	Human	unknown	inducer	21241401
DB08819	enzyme	P35354	5743	Human	unknown	inducer	22910791
DB08910	target	P35354	5743	Human	yes	inhibitor	17308870
DB00006	enzyme	P05164	4353	Human	unknown	inhibitor	18701766
